"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|SK","Without Sequence","50.05","",""
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|SK","Without Sequence","41.33","",""
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|SK","Without Sequence","43.22","",""
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|SK","Without Sequence","45.46","",""
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|SK","Without Sequence","37.67","",""
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|SK","Without Sequence","39.70","",""
"01/01/2022 06:00:00 - 01/01/2022 07:00:00","BZN|SK","Without Sequence","40.59","",""
"01/01/2022 07:00:00 - 01/01/2022 08:00:00","BZN|SK","Without Sequence","43.26","",""
"01/01/2022 08:00:00 - 01/01/2022 09:00:00","BZN|SK","Without Sequence","49.66","",""
"01/01/2022 09:00:00 - 01/01/2022 10:00:00","BZN|SK","Without Sequence","70.05","",""
"01/01/2022 10:00:00 - 01/01/2022 11:00:00","BZN|SK","Without Sequence","76.79","",""
"01/01/2022 11:00:00 - 01/01/2022 12:00:00","BZN|SK","Without Sequence","84.10","",""
"01/01/2022 12:00:00 - 01/01/2022 13:00:00","BZN|SK","Without Sequence","94.74","",""
"01/01/2022 13:00:00 - 01/01/2022 14:00:00","BZN|SK","Without Sequence","96.80","",""
"01/01/2022 14:00:00 - 01/01/2022 15:00:00","BZN|SK","Without Sequence","97.17","",""
"01/01/2022 15:00:00 - 01/01/2022 16:00:00","BZN|SK","Without Sequence","101.00","",""
"01/01/2022 16:00:00 - 01/01/2022 17:00:00","BZN|SK","Without Sequence","126.60","",""
"01/01/2022 17:00:00 - 01/01/2022 18:00:00","BZN|SK","Without Sequence","149.97","",""
"01/01/2022 18:00:00 - 01/01/2022 19:00:00","BZN|SK","Without Sequence","146.33","",""
"01/01/2022 19:00:00 - 01/01/2022 20:00:00","BZN|SK","Without Sequence","140.28","",""
"01/01/2022 20:00:00 - 01/01/2022 21:00:00","BZN|SK","Without Sequence","121.88","",""
"01/01/2022 21:00:00 - 01/01/2022 22:00:00","BZN|SK","Without Sequence","102.61","",""
"01/01/2022 22:00:00 - 01/01/2022 23:00:00","BZN|SK","Without Sequence","97.46","",""
"01/01/2022 23:00:00 - 02/01/2022 00:00:00","BZN|SK","Without Sequence","85.16","",""
"02/01/2022 00:00:00 - 02/01/2022 01:00:00","BZN|SK","Without Sequence","57.08","",""
"02/01/2022 01:00:00 - 02/01/2022 02:00:00","BZN|SK","Without Sequence","52.59","",""
"02/01/2022 02:00:00 - 02/01/2022 03:00:00","BZN|SK","Without Sequence","48.97","",""
"02/01/2022 03:00:00 - 02/01/2022 04:00:00","BZN|SK","Without Sequence","34.94","",""
"02/01/2022 04:00:00 - 02/01/2022 05:00:00","BZN|SK","Without Sequence","29.56","",""
"02/01/2022 05:00:00 - 02/01/2022 06:00:00","BZN|SK","Without Sequence","33.97","",""
"02/01/2022 06:00:00 - 02/01/2022 07:00:00","BZN|SK","Without Sequence","34.52","",""
"02/01/2022 07:00:00 - 02/01/2022 08:00:00","BZN|SK","Without Sequence","41.80","",""
"02/01/2022 08:00:00 - 02/01/2022 09:00:00","BZN|SK","Without Sequence","48.95","",""
"02/01/2022 09:00:00 - 02/01/2022 10:00:00","BZN|SK","Without Sequence","60.01","",""
"02/01/2022 10:00:00 - 02/01/2022 11:00:00","BZN|SK","Without Sequence","70.09","",""
"02/01/2022 11:00:00 - 02/01/2022 12:00:00","BZN|SK","Without Sequence","66.26","",""
"02/01/2022 12:00:00 - 02/01/2022 13:00:00","BZN|SK","Without Sequence","64.54","",""
"02/01/2022 13:00:00 - 02/01/2022 14:00:00","BZN|SK","Without Sequence","46.96","",""
"02/01/2022 14:00:00 - 02/01/2022 15:00:00","BZN|SK","Without Sequence","65.19","",""
"02/01/2022 15:00:00 - 02/01/2022 16:00:00","BZN|SK","Without Sequence","81.09","",""
"02/01/2022 16:00:00 - 02/01/2022 17:00:00","BZN|SK","Without Sequence","88.46","",""
"02/01/2022 17:00:00 - 02/01/2022 18:00:00","BZN|SK","Without Sequence","95.40","",""
"02/01/2022 18:00:00 - 02/01/2022 19:00:00","BZN|SK","Without Sequence","86.71","",""
"02/01/2022 19:00:00 - 02/01/2022 20:00:00","BZN|SK","Without Sequence","71.72","",""
"02/01/2022 20:00:00 - 02/01/2022 21:00:00","BZN|SK","Without Sequence","56.73","",""
"02/01/2022 21:00:00 - 02/01/2022 22:00:00","BZN|SK","Without Sequence","46.16","",""
"02/01/2022 22:00:00 - 02/01/2022 23:00:00","BZN|SK","Without Sequence","46.29","",""
"02/01/2022 23:00:00 - 03/01/2022 00:00:00","BZN|SK","Without Sequence","32.93","",""
"03/01/2022 00:00:00 - 03/01/2022 01:00:00","BZN|SK","Without Sequence","20.89","",""
"03/01/2022 01:00:00 - 03/01/2022 02:00:00","BZN|SK","Without Sequence","9.70","",""
"03/01/2022 02:00:00 - 03/01/2022 03:00:00","BZN|SK","Without Sequence","9.70","",""
"03/01/2022 03:00:00 - 03/01/2022 04:00:00","BZN|SK","Without Sequence","7.07","",""
"03/01/2022 04:00:00 - 03/01/2022 05:00:00","BZN|SK","Without Sequence","8.99","",""
"03/01/2022 05:00:00 - 03/01/2022 06:00:00","BZN|SK","Without Sequence","15.34","",""
"03/01/2022 06:00:00 - 03/01/2022 07:00:00","BZN|SK","Without Sequence","80.00","",""
"03/01/2022 07:00:00 - 03/01/2022 08:00:00","BZN|SK","Without Sequence","102.48","",""
"03/01/2022 08:00:00 - 03/01/2022 09:00:00","BZN|SK","Without Sequence","131.47","",""
"03/01/2022 09:00:00 - 03/01/2022 10:00:00","BZN|SK","Without Sequence","135.53","",""
"03/01/2022 10:00:00 - 03/01/2022 11:00:00","BZN|SK","Without Sequence","107.46","",""
"03/01/2022 11:00:00 - 03/01/2022 12:00:00","BZN|SK","Without Sequence","110.08","",""
"03/01/2022 12:00:00 - 03/01/2022 13:00:00","BZN|SK","Without Sequence","119.78","",""
"03/01/2022 13:00:00 - 03/01/2022 14:00:00","BZN|SK","Without Sequence","117.00","",""
"03/01/2022 14:00:00 - 03/01/2022 15:00:00","BZN|SK","Without Sequence","111.57","",""
"03/01/2022 15:00:00 - 03/01/2022 16:00:00","BZN|SK","Without Sequence","111.39","",""
"03/01/2022 16:00:00 - 03/01/2022 17:00:00","BZN|SK","Without Sequence","124.51","",""
"03/01/2022 17:00:00 - 03/01/2022 18:00:00","BZN|SK","Without Sequence","148.49","",""
"03/01/2022 18:00:00 - 03/01/2022 19:00:00","BZN|SK","Without Sequence","138.00","",""
"03/01/2022 19:00:00 - 03/01/2022 20:00:00","BZN|SK","Without Sequence","117.64","",""
"03/01/2022 20:00:00 - 03/01/2022 21:00:00","BZN|SK","Without Sequence","117.71","",""
"03/01/2022 21:00:00 - 03/01/2022 22:00:00","BZN|SK","Without Sequence","95.95","",""
"03/01/2022 22:00:00 - 03/01/2022 23:00:00","BZN|SK","Without Sequence","105.68","",""
"03/01/2022 23:00:00 - 04/01/2022 00:00:00","BZN|SK","Without Sequence","95.26","",""
"04/01/2022 00:00:00 - 04/01/2022 01:00:00","BZN|SK","Without Sequence","103.70","",""
"04/01/2022 01:00:00 - 04/01/2022 02:00:00","BZN|SK","Without Sequence","108.27","",""
"04/01/2022 02:00:00 - 04/01/2022 03:00:00","BZN|SK","Without Sequence","105.92","",""
"04/01/2022 03:00:00 - 04/01/2022 04:00:00","BZN|SK","Without Sequence","103.41","",""
"04/01/2022 04:00:00 - 04/01/2022 05:00:00","BZN|SK","Without Sequence","102.71","",""
"04/01/2022 05:00:00 - 04/01/2022 06:00:00","BZN|SK","Without Sequence","114.23","",""
"04/01/2022 06:00:00 - 04/01/2022 07:00:00","BZN|SK","Without Sequence","156.91","",""
"04/01/2022 07:00:00 - 04/01/2022 08:00:00","BZN|SK","Without Sequence","182.64","",""
"04/01/2022 08:00:00 - 04/01/2022 09:00:00","BZN|SK","Without Sequence","178.91","",""
"04/01/2022 09:00:00 - 04/01/2022 10:00:00","BZN|SK","Without Sequence","190.00","",""
"04/01/2022 10:00:00 - 04/01/2022 11:00:00","BZN|SK","Without Sequence","189.88","",""
"04/01/2022 11:00:00 - 04/01/2022 12:00:00","BZN|SK","Without Sequence","182.42","",""
"04/01/2022 12:00:00 - 04/01/2022 13:00:00","BZN|SK","Without Sequence","182.46","",""
"04/01/2022 13:00:00 - 04/01/2022 14:00:00","BZN|SK","Without Sequence","179.59","",""
"04/01/2022 14:00:00 - 04/01/2022 15:00:00","BZN|SK","Without Sequence","179.00","",""
"04/01/2022 15:00:00 - 04/01/2022 16:00:00","BZN|SK","Without Sequence","180.93","",""
"04/01/2022 16:00:00 - 04/01/2022 17:00:00","BZN|SK","Without Sequence","166.69","",""
"04/01/2022 17:00:00 - 04/01/2022 18:00:00","BZN|SK","Without Sequence","189.88","",""
"04/01/2022 18:00:00 - 04/01/2022 19:00:00","BZN|SK","Without Sequence","184.94","",""
"04/01/2022 19:00:00 - 04/01/2022 20:00:00","BZN|SK","Without Sequence","178.99","",""
"04/01/2022 20:00:00 - 04/01/2022 21:00:00","BZN|SK","Without Sequence","156.12","",""
"04/01/2022 21:00:00 - 04/01/2022 22:00:00","BZN|SK","Without Sequence","140.92","",""
"04/01/2022 22:00:00 - 04/01/2022 23:00:00","BZN|SK","Without Sequence","137.92","",""
"04/01/2022 23:00:00 - 05/01/2022 00:00:00","BZN|SK","Without Sequence","97.56","",""
"05/01/2022 00:00:00 - 05/01/2022 01:00:00","BZN|SK","Without Sequence","105.31","",""
"05/01/2022 01:00:00 - 05/01/2022 02:00:00","BZN|SK","Without Sequence","97.29","",""
"05/01/2022 02:00:00 - 05/01/2022 03:00:00","BZN|SK","Without Sequence","84.50","",""
"05/01/2022 03:00:00 - 05/01/2022 04:00:00","BZN|SK","Without Sequence","75.38","",""
"05/01/2022 04:00:00 - 05/01/2022 05:00:00","BZN|SK","Without Sequence","79.11","",""
"05/01/2022 05:00:00 - 05/01/2022 06:00:00","BZN|SK","Without Sequence","94.79","",""
"05/01/2022 06:00:00 - 05/01/2022 07:00:00","BZN|SK","Without Sequence","118.04","",""
"05/01/2022 07:00:00 - 05/01/2022 08:00:00","BZN|SK","Without Sequence","124.69","",""
"05/01/2022 08:00:00 - 05/01/2022 09:00:00","BZN|SK","Without Sequence","147.74","",""
"05/01/2022 09:00:00 - 05/01/2022 10:00:00","BZN|SK","Without Sequence","147.18","",""
"05/01/2022 10:00:00 - 05/01/2022 11:00:00","BZN|SK","Without Sequence","138.56","",""
"05/01/2022 11:00:00 - 05/01/2022 12:00:00","BZN|SK","Without Sequence","129.99","",""
"05/01/2022 12:00:00 - 05/01/2022 13:00:00","BZN|SK","Without Sequence","131.97","",""
"05/01/2022 13:00:00 - 05/01/2022 14:00:00","BZN|SK","Without Sequence","130.67","",""
"05/01/2022 14:00:00 - 05/01/2022 15:00:00","BZN|SK","Without Sequence","134.60","",""
"05/01/2022 15:00:00 - 05/01/2022 16:00:00","BZN|SK","Without Sequence","146.61","",""
"05/01/2022 16:00:00 - 05/01/2022 17:00:00","BZN|SK","Without Sequence","161.18","",""
"05/01/2022 17:00:00 - 05/01/2022 18:00:00","BZN|SK","Without Sequence","170.00","",""
"05/01/2022 18:00:00 - 05/01/2022 19:00:00","BZN|SK","Without Sequence","139.88","",""
"05/01/2022 19:00:00 - 05/01/2022 20:00:00","BZN|SK","Without Sequence","135.75","",""
"05/01/2022 20:00:00 - 05/01/2022 21:00:00","BZN|SK","Without Sequence","119.93","",""
"05/01/2022 21:00:00 - 05/01/2022 22:00:00","BZN|SK","Without Sequence","98.09","",""
"05/01/2022 22:00:00 - 05/01/2022 23:00:00","BZN|SK","Without Sequence","118.71","",""
"05/01/2022 23:00:00 - 06/01/2022 00:00:00","BZN|SK","Without Sequence","99.68","",""
"06/01/2022 00:00:00 - 06/01/2022 01:00:00","BZN|SK","Without Sequence","99.85","",""
"06/01/2022 01:00:00 - 06/01/2022 02:00:00","BZN|SK","Without Sequence","101.32","",""
"06/01/2022 02:00:00 - 06/01/2022 03:00:00","BZN|SK","Without Sequence","110.01","",""
"06/01/2022 03:00:00 - 06/01/2022 04:00:00","BZN|SK","Without Sequence","111.55","",""
"06/01/2022 04:00:00 - 06/01/2022 05:00:00","BZN|SK","Without Sequence","123.37","",""
"06/01/2022 05:00:00 - 06/01/2022 06:00:00","BZN|SK","Without Sequence","149.94","",""
"06/01/2022 06:00:00 - 06/01/2022 07:00:00","BZN|SK","Without Sequence","185.92","",""
"06/01/2022 07:00:00 - 06/01/2022 08:00:00","BZN|SK","Without Sequence","228.25","",""
"06/01/2022 08:00:00 - 06/01/2022 09:00:00","BZN|SK","Without Sequence","228.92","",""
"06/01/2022 09:00:00 - 06/01/2022 10:00:00","BZN|SK","Without Sequence","212.90","",""
"06/01/2022 10:00:00 - 06/01/2022 11:00:00","BZN|SK","Without Sequence","215.50","",""
"06/01/2022 11:00:00 - 06/01/2022 12:00:00","BZN|SK","Without Sequence","231.90","",""
"06/01/2022 12:00:00 - 06/01/2022 13:00:00","BZN|SK","Without Sequence","226.00","",""
"06/01/2022 13:00:00 - 06/01/2022 14:00:00","BZN|SK","Without Sequence","209.20","",""
"06/01/2022 14:00:00 - 06/01/2022 15:00:00","BZN|SK","Without Sequence","216.06","",""
"06/01/2022 15:00:00 - 06/01/2022 16:00:00","BZN|SK","Without Sequence","230.77","",""
"06/01/2022 16:00:00 - 06/01/2022 17:00:00","BZN|SK","Without Sequence","245.95","",""
"06/01/2022 17:00:00 - 06/01/2022 18:00:00","BZN|SK","Without Sequence","274.11","",""
"06/01/2022 18:00:00 - 06/01/2022 19:00:00","BZN|SK","Without Sequence","273.44","",""
"06/01/2022 19:00:00 - 06/01/2022 20:00:00","BZN|SK","Without Sequence","245.48","",""
"06/01/2022 20:00:00 - 06/01/2022 21:00:00","BZN|SK","Without Sequence","226.14","",""
"06/01/2022 21:00:00 - 06/01/2022 22:00:00","BZN|SK","Without Sequence","208.31","",""
"06/01/2022 22:00:00 - 06/01/2022 23:00:00","BZN|SK","Without Sequence","178.75","",""
"06/01/2022 23:00:00 - 07/01/2022 00:00:00","BZN|SK","Without Sequence","124.70","",""
"07/01/2022 00:00:00 - 07/01/2022 01:00:00","BZN|SK","Without Sequence","128.92","",""
"07/01/2022 01:00:00 - 07/01/2022 02:00:00","BZN|SK","Without Sequence","118.40","",""
"07/01/2022 02:00:00 - 07/01/2022 03:00:00","BZN|SK","Without Sequence","103.01","",""
"07/01/2022 03:00:00 - 07/01/2022 04:00:00","BZN|SK","Without Sequence","101.91","",""
"07/01/2022 04:00:00 - 07/01/2022 05:00:00","BZN|SK","Without Sequence","101.98","",""
"07/01/2022 05:00:00 - 07/01/2022 06:00:00","BZN|SK","Without Sequence","114.99","",""
"07/01/2022 06:00:00 - 07/01/2022 07:00:00","BZN|SK","Without Sequence","140.19","",""
"07/01/2022 07:00:00 - 07/01/2022 08:00:00","BZN|SK","Without Sequence","170.53","",""
"07/01/2022 08:00:00 - 07/01/2022 09:00:00","BZN|SK","Without Sequence","175.66","",""
"07/01/2022 09:00:00 - 07/01/2022 10:00:00","BZN|SK","Without Sequence","161.85","",""
"07/01/2022 10:00:00 - 07/01/2022 11:00:00","BZN|SK","Without Sequence","161.37","",""
"07/01/2022 11:00:00 - 07/01/2022 12:00:00","BZN|SK","Without Sequence","166.06","",""
"07/01/2022 12:00:00 - 07/01/2022 13:00:00","BZN|SK","Without Sequence","166.54","",""
"07/01/2022 13:00:00 - 07/01/2022 14:00:00","BZN|SK","Without Sequence","166.04","",""
"07/01/2022 14:00:00 - 07/01/2022 15:00:00","BZN|SK","Without Sequence","169.43","",""
"07/01/2022 15:00:00 - 07/01/2022 16:00:00","BZN|SK","Without Sequence","189.70","",""
"07/01/2022 16:00:00 - 07/01/2022 17:00:00","BZN|SK","Without Sequence","201.97","",""
"07/01/2022 17:00:00 - 07/01/2022 18:00:00","BZN|SK","Without Sequence","243.11","",""
"07/01/2022 18:00:00 - 07/01/2022 19:00:00","BZN|SK","Without Sequence","253.81","",""
"07/01/2022 19:00:00 - 07/01/2022 20:00:00","BZN|SK","Without Sequence","237.05","",""
"07/01/2022 20:00:00 - 07/01/2022 21:00:00","BZN|SK","Without Sequence","224.33","",""
"07/01/2022 21:00:00 - 07/01/2022 22:00:00","BZN|SK","Without Sequence","213.81","",""
