"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2021 21:00:00 - 01/01/2021 22:00:00","BZN|BE","Without Sequence","53.86","",""
"01/01/2021 22:00:00 - 01/01/2021 23:00:00","BZN|BE","Without Sequence","53.45","",""
"01/01/2021 23:00:00 - 02/01/2021 00:00:00","BZN|BE","Without Sequence","49.72","",""
"02/01/2021 00:00:00 - 02/01/2021 01:00:00","BZN|BE","Without Sequence","46.69","",""
"02/01/2021 01:00:00 - 02/01/2021 02:00:00","BZN|BE","Without Sequence","42.43","",""
"02/01/2021 02:00:00 - 02/01/2021 03:00:00","BZN|BE","Without Sequence","41.09","",""
"02/01/2021 03:00:00 - 02/01/2021 04:00:00","BZN|BE","Without Sequence","40.00","",""
"02/01/2021 04:00:00 - 02/01/2021 05:00:00","BZN|BE","Without Sequence","37.55","",""
"02/01/2021 05:00:00 - 02/01/2021 06:00:00","BZN|BE","Without Sequence","39.00","",""
"02/01/2021 06:00:00 - 02/01/2021 07:00:00","BZN|BE","Without Sequence","42.09","",""
"02/01/2021 07:00:00 - 02/01/2021 08:00:00","BZN|BE","Without Sequence","44.96","",""
"02/01/2021 08:00:00 - 02/01/2021 09:00:00","BZN|BE","Without Sequence","48.45","",""
"02/01/2021 09:00:00 - 02/01/2021 10:00:00","BZN|BE","Without Sequence","52.00","",""
"02/01/2021 10:00:00 - 02/01/2021 11:00:00","BZN|BE","Without Sequence","52.00","",""
"02/01/2021 11:00:00 - 02/01/2021 12:00:00","BZN|BE","Without Sequence","52.15","",""
"02/01/2021 12:00:00 - 02/01/2021 13:00:00","BZN|BE","Without Sequence","55.95","",""
"02/01/2021 13:00:00 - 02/01/2021 14:00:00","BZN|BE","Without Sequence","52.00","",""
"02/01/2021 14:00:00 - 02/01/2021 15:00:00","BZN|BE","Without Sequence","50.69","",""
"02/01/2021 15:00:00 - 02/01/2021 16:00:00","BZN|BE","Without Sequence","53.45","",""
"02/01/2021 16:00:00 - 02/01/2021 17:00:00","BZN|BE","Without Sequence","59.99","",""
"02/01/2021 17:00:00 - 02/01/2021 18:00:00","BZN|BE","Without Sequence","62.00","",""
"02/01/2021 18:00:00 - 02/01/2021 19:00:00","BZN|BE","Without Sequence","63.08","",""
"02/01/2021 19:00:00 - 02/01/2021 20:00:00","BZN|BE","Without Sequence","62.17","",""
"02/01/2021 20:00:00 - 02/01/2021 21:00:00","BZN|BE","Without Sequence","60.03","",""
"02/01/2021 21:00:00 - 02/01/2021 22:00:00","BZN|BE","Without Sequence","55.03","",""
"02/01/2021 22:00:00 - 02/01/2021 23:00:00","BZN|BE","Without Sequence","52.25","",""
"02/01/2021 23:00:00 - 03/01/2021 00:00:00","BZN|BE","Without Sequence","48.45","",""
"03/01/2021 00:00:00 - 03/01/2021 01:00:00","BZN|BE","Without Sequence","46.11","",""
"03/01/2021 01:00:00 - 03/01/2021 02:00:00","BZN|BE","Without Sequence","43.00","",""
"03/01/2021 02:00:00 - 03/01/2021 03:00:00","BZN|BE","Without Sequence","39.55","",""
"03/01/2021 03:00:00 - 03/01/2021 04:00:00","BZN|BE","Without Sequence","38.63","",""
"03/01/2021 04:00:00 - 03/01/2021 05:00:00","BZN|BE","Without Sequence","36.74","",""
"03/01/2021 05:00:00 - 03/01/2021 06:00:00","BZN|BE","Without Sequence","37.17","",""
"03/01/2021 06:00:00 - 03/01/2021 07:00:00","BZN|BE","Without Sequence","39.27","",""
"03/01/2021 07:00:00 - 03/01/2021 08:00:00","BZN|BE","Without Sequence","40.02","",""
"03/01/2021 08:00:00 - 03/01/2021 09:00:00","BZN|BE","Without Sequence","40.00","",""
"03/01/2021 09:00:00 - 03/01/2021 10:00:00","BZN|BE","Without Sequence","48.50","",""
"03/01/2021 10:00:00 - 03/01/2021 11:00:00","BZN|BE","Without Sequence","55.51","",""
"03/01/2021 11:00:00 - 03/01/2021 12:00:00","BZN|BE","Without Sequence","53.94","",""
"03/01/2021 12:00:00 - 03/01/2021 13:00:00","BZN|BE","Without Sequence","54.34","",""
"03/01/2021 13:00:00 - 03/01/2021 14:00:00","BZN|BE","Without Sequence","49.98","",""
"03/01/2021 14:00:00 - 03/01/2021 15:00:00","BZN|BE","Without Sequence","46.33","",""
"03/01/2021 15:00:00 - 03/01/2021 16:00:00","BZN|BE","Without Sequence","42.22","",""
"03/01/2021 16:00:00 - 03/01/2021 17:00:00","BZN|BE","Without Sequence","59.37","",""
"03/01/2021 17:00:00 - 03/01/2021 18:00:00","BZN|BE","Without Sequence","62.12","",""
"03/01/2021 18:00:00 - 03/01/2021 19:00:00","BZN|BE","Without Sequence","58.12","",""
"03/01/2021 19:00:00 - 03/01/2021 20:00:00","BZN|BE","Without Sequence","42.90","",""
"03/01/2021 20:00:00 - 03/01/2021 21:00:00","BZN|BE","Without Sequence","28.46","",""
"03/01/2021 21:00:00 - 03/01/2021 22:00:00","BZN|BE","Without Sequence","26.84","",""
"03/01/2021 22:00:00 - 03/01/2021 23:00:00","BZN|BE","Without Sequence","26.93","",""
"03/01/2021 23:00:00 - 04/01/2021 00:00:00","BZN|BE","Without Sequence","16.56","",""
"04/01/2021 00:00:00 - 04/01/2021 01:00:00","BZN|BE","Without Sequence","24.02","",""
"04/01/2021 01:00:00 - 04/01/2021 02:00:00","BZN|BE","Without Sequence","19.42","",""
"04/01/2021 02:00:00 - 04/01/2021 03:00:00","BZN|BE","Without Sequence","20.00","",""
"04/01/2021 03:00:00 - 04/01/2021 04:00:00","BZN|BE","Without Sequence","20.71","",""
"04/01/2021 04:00:00 - 04/01/2021 05:00:00","BZN|BE","Without Sequence","24.34","",""
"04/01/2021 05:00:00 - 04/01/2021 06:00:00","BZN|BE","Without Sequence","23.25","",""
"04/01/2021 06:00:00 - 04/01/2021 07:00:00","BZN|BE","Without Sequence","30.51","",""
"04/01/2021 07:00:00 - 04/01/2021 08:00:00","BZN|BE","Without Sequence","68.25","",""
"04/01/2021 08:00:00 - 04/01/2021 09:00:00","BZN|BE","Without Sequence","71.54","",""
"04/01/2021 09:00:00 - 04/01/2021 10:00:00","BZN|BE","Without Sequence","54.50","",""
"04/01/2021 10:00:00 - 04/01/2021 11:00:00","BZN|BE","Without Sequence","54.50","",""
"04/01/2021 11:00:00 - 04/01/2021 12:00:00","BZN|BE","Without Sequence","58.19","",""
"04/01/2021 12:00:00 - 04/01/2021 13:00:00","BZN|BE","Without Sequence","59.86","",""
"04/01/2021 13:00:00 - 04/01/2021 14:00:00","BZN|BE","Without Sequence","58.51","",""
"04/01/2021 14:00:00 - 04/01/2021 15:00:00","BZN|BE","Without Sequence","59.32","",""
"04/01/2021 15:00:00 - 04/01/2021 16:00:00","BZN|BE","Without Sequence","57.61","",""
"04/01/2021 16:00:00 - 04/01/2021 17:00:00","BZN|BE","Without Sequence","60.77","",""
"04/01/2021 17:00:00 - 04/01/2021 18:00:00","BZN|BE","Without Sequence","67.04","",""
"04/01/2021 18:00:00 - 04/01/2021 19:00:00","BZN|BE","Without Sequence","76.05","",""
"04/01/2021 19:00:00 - 04/01/2021 20:00:00","BZN|BE","Without Sequence","45.88","",""
"04/01/2021 20:00:00 - 04/01/2021 21:00:00","BZN|BE","Without Sequence","37.43","",""
"04/01/2021 21:00:00 - 04/01/2021 22:00:00","BZN|BE","Without Sequence","39.07","",""
"04/01/2021 22:00:00 - 04/01/2021 23:00:00","BZN|BE","Without Sequence","47.10","",""
"04/01/2021 23:00:00 - 05/01/2021 00:00:00","BZN|BE","Without Sequence","43.80","",""
"05/01/2021 00:00:00 - 05/01/2021 01:00:00","BZN|BE","Without Sequence","67.60","",""
"05/01/2021 01:00:00 - 05/01/2021 02:00:00","BZN|BE","Without Sequence","50.00","",""
"05/01/2021 02:00:00 - 05/01/2021 03:00:00","BZN|BE","Without Sequence","44.70","",""
"05/01/2021 03:00:00 - 05/01/2021 04:00:00","BZN|BE","Without Sequence","37.92","",""
"05/01/2021 04:00:00 - 05/01/2021 05:00:00","BZN|BE","Without Sequence","38.42","",""
"05/01/2021 05:00:00 - 05/01/2021 06:00:00","BZN|BE","Without Sequence","53.65","",""
"05/01/2021 06:00:00 - 05/01/2021 07:00:00","BZN|BE","Without Sequence","46.80","",""
"05/01/2021 07:00:00 - 05/01/2021 08:00:00","BZN|BE","Without Sequence","49.08","",""
"05/01/2021 08:00:00 - 05/01/2021 09:00:00","BZN|BE","Without Sequence","65.98","",""
"05/01/2021 09:00:00 - 05/01/2021 10:00:00","BZN|BE","Without Sequence","83.57","",""
"05/01/2021 10:00:00 - 05/01/2021 11:00:00","BZN|BE","Without Sequence","80.00","",""
"05/01/2021 11:00:00 - 05/01/2021 12:00:00","BZN|BE","Without Sequence","77.88","",""
"05/01/2021 12:00:00 - 05/01/2021 13:00:00","BZN|BE","Without Sequence","76.55","",""
"05/01/2021 13:00:00 - 05/01/2021 14:00:00","BZN|BE","Without Sequence","79.75","",""
"05/01/2021 14:00:00 - 05/01/2021 15:00:00","BZN|BE","Without Sequence","74.87","",""
"05/01/2021 15:00:00 - 05/01/2021 16:00:00","BZN|BE","Without Sequence","68.63","",""
"05/01/2021 16:00:00 - 05/01/2021 17:00:00","BZN|BE","Without Sequence","67.60","",""
"05/01/2021 17:00:00 - 05/01/2021 18:00:00","BZN|BE","Without Sequence","75.89","",""
"05/01/2021 18:00:00 - 05/01/2021 19:00:00","BZN|BE","Without Sequence","80.00","",""
"05/01/2021 19:00:00 - 05/01/2021 20:00:00","BZN|BE","Without Sequence","49.90","",""
"05/01/2021 20:00:00 - 05/01/2021 21:00:00","BZN|BE","Without Sequence","73.70","",""
"05/01/2021 21:00:00 - 05/01/2021 22:00:00","BZN|BE","Without Sequence","60.58","",""
"05/01/2021 22:00:00 - 05/01/2021 23:00:00","BZN|BE","Without Sequence","60.03","",""
"05/01/2021 23:00:00 - 06/01/2021 00:00:00","BZN|BE","Without Sequence","58.14","",""
"06/01/2021 00:00:00 - 06/01/2021 01:00:00","BZN|BE","Without Sequence","47.90","",""
"06/01/2021 01:00:00 - 06/01/2021 02:00:00","BZN|BE","Without Sequence","51.40","",""
"06/01/2021 02:00:00 - 06/01/2021 03:00:00","BZN|BE","Without Sequence","50.32","",""
"06/01/2021 03:00:00 - 06/01/2021 04:00:00","BZN|BE","Without Sequence","48.17","",""
"06/01/2021 04:00:00 - 06/01/2021 05:00:00","BZN|BE","Without Sequence","46.23","",""
"06/01/2021 05:00:00 - 06/01/2021 06:00:00","BZN|BE","Without Sequence","48.14","",""
"06/01/2021 06:00:00 - 06/01/2021 07:00:00","BZN|BE","Without Sequence","46.50","",""
"06/01/2021 07:00:00 - 06/01/2021 08:00:00","BZN|BE","Without Sequence","87.66","",""
"06/01/2021 08:00:00 - 06/01/2021 09:00:00","BZN|BE","Without Sequence","90.35","",""
"06/01/2021 09:00:00 - 06/01/2021 10:00:00","BZN|BE","Without Sequence","121.14","",""
"06/01/2021 10:00:00 - 06/01/2021 11:00:00","BZN|BE","Without Sequence","115.50","",""
"06/01/2021 11:00:00 - 06/01/2021 12:00:00","BZN|BE","Without Sequence","98.34","",""
"06/01/2021 12:00:00 - 06/01/2021 13:00:00","BZN|BE","Without Sequence","94.38","",""
"06/01/2021 13:00:00 - 06/01/2021 14:00:00","BZN|BE","Without Sequence","84.45","",""
"06/01/2021 14:00:00 - 06/01/2021 15:00:00","BZN|BE","Without Sequence","86.46","",""
"06/01/2021 15:00:00 - 06/01/2021 16:00:00","BZN|BE","Without Sequence","82.28","",""
"06/01/2021 16:00:00 - 06/01/2021 17:00:00","BZN|BE","Without Sequence","82.14","",""
"06/01/2021 17:00:00 - 06/01/2021 18:00:00","BZN|BE","Without Sequence","94.18","",""
"06/01/2021 18:00:00 - 06/01/2021 19:00:00","BZN|BE","Without Sequence","139.48","",""
"06/01/2021 19:00:00 - 06/01/2021 20:00:00","BZN|BE","Without Sequence","128.04","",""
"06/01/2021 20:00:00 - 06/01/2021 21:00:00","BZN|BE","Without Sequence","83.60","",""
"06/01/2021 21:00:00 - 06/01/2021 22:00:00","BZN|BE","Without Sequence","82.09","",""
"06/01/2021 22:00:00 - 06/01/2021 23:00:00","BZN|BE","Without Sequence","73.00","",""
"06/01/2021 23:00:00 - 07/01/2021 00:00:00","BZN|BE","Without Sequence","73.00","",""
"07/01/2021 00:00:00 - 07/01/2021 01:00:00","BZN|BE","Without Sequence","91.60","",""
"07/01/2021 01:00:00 - 07/01/2021 02:00:00","BZN|BE","Without Sequence","68.20","",""
"07/01/2021 02:00:00 - 07/01/2021 03:00:00","BZN|BE","Without Sequence","42.70","",""
"07/01/2021 03:00:00 - 07/01/2021 04:00:00","BZN|BE","Without Sequence","44.07","",""
"07/01/2021 04:00:00 - 07/01/2021 05:00:00","BZN|BE","Without Sequence","45.50","",""
"07/01/2021 05:00:00 - 07/01/2021 06:00:00","BZN|BE","Without Sequence","47.00","",""
"07/01/2021 06:00:00 - 07/01/2021 07:00:00","BZN|BE","Without Sequence","69.40","",""
"07/01/2021 07:00:00 - 07/01/2021 08:00:00","BZN|BE","Without Sequence","53.51","",""
"07/01/2021 08:00:00 - 07/01/2021 09:00:00","BZN|BE","Without Sequence","78.95","",""
"07/01/2021 09:00:00 - 07/01/2021 10:00:00","BZN|BE","Without Sequence","76.87","",""
"07/01/2021 10:00:00 - 07/01/2021 11:00:00","BZN|BE","Without Sequence","77.28","",""
"07/01/2021 11:00:00 - 07/01/2021 12:00:00","BZN|BE","Without Sequence","80.60","",""
"07/01/2021 12:00:00 - 07/01/2021 13:00:00","BZN|BE","Without Sequence","78.76","",""
"07/01/2021 13:00:00 - 07/01/2021 14:00:00","BZN|BE","Without Sequence","77.35","",""
"07/01/2021 14:00:00 - 07/01/2021 15:00:00","BZN|BE","Without Sequence","80.40","",""
"07/01/2021 15:00:00 - 07/01/2021 16:00:00","BZN|BE","Without Sequence","83.57","",""
"07/01/2021 16:00:00 - 07/01/2021 17:00:00","BZN|BE","Without Sequence","89.68","",""
"07/01/2021 17:00:00 - 07/01/2021 18:00:00","BZN|BE","Without Sequence","100.00","",""
"07/01/2021 18:00:00 - 07/01/2021 19:00:00","BZN|BE","Without Sequence","73.08","",""
"07/01/2021 19:00:00 - 07/01/2021 20:00:00","BZN|BE","Without Sequence","54.78","",""
"07/01/2021 20:00:00 - 07/01/2021 21:00:00","BZN|BE","Without Sequence","51.39","",""
"07/01/2021 21:00:00 - 07/01/2021 22:00:00","BZN|BE","Without Sequence","50.66","",""
"07/01/2021 22:00:00 - 07/01/2021 23:00:00","BZN|BE","Without Sequence","53.05","",""
"07/01/2021 23:00:00 - 08/01/2021 00:00:00","BZN|BE","Without Sequence","45.15","",""
"08/01/2021 00:00:00 - 08/01/2021 01:00:00","BZN|BE","Without Sequence","46.59","",""
"08/01/2021 01:00:00 - 08/01/2021 02:00:00","BZN|BE","Without Sequence","43.90","",""
"08/01/2021 02:00:00 - 08/01/2021 03:00:00","BZN|BE","Without Sequence","40.00","",""
"08/01/2021 03:00:00 - 08/01/2021 04:00:00","BZN|BE","Without Sequence","40.00","",""
"08/01/2021 04:00:00 - 08/01/2021 05:00:00","BZN|BE","Without Sequence","44.51","",""
"08/01/2021 05:00:00 - 08/01/2021 06:00:00","BZN|BE","Without Sequence","48.80","",""
"08/01/2021 06:00:00 - 08/01/2021 07:00:00","BZN|BE","Without Sequence","55.41","",""
"08/01/2021 07:00:00 - 08/01/2021 08:00:00","BZN|BE","Without Sequence","71.92","",""
"08/01/2021 08:00:00 - 08/01/2021 09:00:00","BZN|BE","Without Sequence","103.54","",""
"08/01/2021 09:00:00 - 08/01/2021 10:00:00","BZN|BE","Without Sequence","110.45","",""
"08/01/2021 10:00:00 - 08/01/2021 11:00:00","BZN|BE","Without Sequence","109.96","",""
"08/01/2021 11:00:00 - 08/01/2021 12:00:00","BZN|BE","Without Sequence","106.82","",""
"08/01/2021 12:00:00 - 08/01/2021 13:00:00","BZN|BE","Without Sequence","102.37","",""
"08/01/2021 13:00:00 - 08/01/2021 14:00:00","BZN|BE","Without Sequence","97.61","",""
"08/01/2021 14:00:00 - 08/01/2021 15:00:00","BZN|BE","Without Sequence","95.00","",""
"08/01/2021 15:00:00 - 08/01/2021 16:00:00","BZN|BE","Without Sequence","95.42","",""
"08/01/2021 16:00:00 - 08/01/2021 17:00:00","BZN|BE","Without Sequence","95.00","",""
"08/01/2021 17:00:00 - 08/01/2021 18:00:00","BZN|BE","Without Sequence","110.00","",""
"08/01/2021 18:00:00 - 08/01/2021 19:00:00","BZN|BE","Without Sequence","118.80","",""
"08/01/2021 19:00:00 - 08/01/2021 20:00:00","BZN|BE","Without Sequence","114.89","",""
"08/01/2021 20:00:00 - 08/01/2021 21:00:00","BZN|BE","Without Sequence","88.06","",""
"08/01/2021 21:00:00 - 08/01/2021 22:00:00","BZN|BE","Without Sequence","78.50","",""
"08/01/2021 22:00:00 - 08/01/2021 23:00:00","BZN|BE","Without Sequence","70.00","",""
"08/01/2021 23:00:00 - 09/01/2021 00:00:00","BZN|BE","Without Sequence","84.43","",""
"09/01/2021 00:00:00 - 09/01/2021 01:00:00","BZN|BE","Without Sequence","67.69","",""
"09/01/2021 01:00:00 - 09/01/2021 02:00:00","BZN|BE","Without Sequence","53.34","",""
"09/01/2021 02:00:00 - 09/01/2021 03:00:00","BZN|BE","Without Sequence","52.68","",""
"09/01/2021 03:00:00 - 09/01/2021 04:00:00","BZN|BE","Without Sequence","52.81","",""
"09/01/2021 04:00:00 - 09/01/2021 05:00:00","BZN|BE","Without Sequence","50.47","",""
"09/01/2021 05:00:00 - 09/01/2021 06:00:00","BZN|BE","Without Sequence","51.33","",""
"09/01/2021 06:00:00 - 09/01/2021 07:00:00","BZN|BE","Without Sequence","53.04","",""
"09/01/2021 07:00:00 - 09/01/2021 08:00:00","BZN|BE","Without Sequence","57.26","",""
"09/01/2021 08:00:00 - 09/01/2021 09:00:00","BZN|BE","Without Sequence","59.80","",""
"09/01/2021 09:00:00 - 09/01/2021 10:00:00","BZN|BE","Without Sequence","66.92","",""
"09/01/2021 10:00:00 - 09/01/2021 11:00:00","BZN|BE","Without Sequence","67.71","",""
"09/01/2021 11:00:00 - 09/01/2021 12:00:00","BZN|BE","Without Sequence","68.00","",""
"09/01/2021 12:00:00 - 09/01/2021 13:00:00","BZN|BE","Without Sequence","67.01","",""
"09/01/2021 13:00:00 - 09/01/2021 14:00:00","BZN|BE","Without Sequence","62.53","",""
"09/01/2021 14:00:00 - 09/01/2021 15:00:00","BZN|BE","Without Sequence","60.00","",""
"09/01/2021 15:00:00 - 09/01/2021 16:00:00","BZN|BE","Without Sequence","60.00","",""
"09/01/2021 16:00:00 - 09/01/2021 17:00:00","BZN|BE","Without Sequence","62.78","",""
"09/01/2021 17:00:00 - 09/01/2021 18:00:00","BZN|BE","Without Sequence","69.92","",""
"09/01/2021 18:00:00 - 09/01/2021 19:00:00","BZN|BE","Without Sequence","71.99","",""
"09/01/2021 19:00:00 - 09/01/2021 20:00:00","BZN|BE","Without Sequence","68.95","",""
"09/01/2021 20:00:00 - 09/01/2021 21:00:00","BZN|BE","Without Sequence","62.66","",""
"09/01/2021 21:00:00 - 09/01/2021 22:00:00","BZN|BE","Without Sequence","61.27","",""
"09/01/2021 22:00:00 - 09/01/2021 23:00:00","BZN|BE","Without Sequence","57.20","",""
"09/01/2021 23:00:00 - 10/01/2021 00:00:00","BZN|BE","Without Sequence","58.67","",""
"10/01/2021 00:00:00 - 10/01/2021 01:00:00","BZN|BE","Without Sequence","58.89","",""
"10/01/2021 01:00:00 - 10/01/2021 02:00:00","BZN|BE","Without Sequence","59.39","",""
"10/01/2021 02:00:00 - 10/01/2021 03:00:00","BZN|BE","Without Sequence","55.48","",""
"10/01/2021 03:00:00 - 10/01/2021 04:00:00","BZN|BE","Without Sequence","50.00","",""
"10/01/2021 04:00:00 - 10/01/2021 05:00:00","BZN|BE","Without Sequence","49.24","",""
"10/01/2021 05:00:00 - 10/01/2021 06:00:00","BZN|BE","Without Sequence","50.43","",""
"10/01/2021 06:00:00 - 10/01/2021 07:00:00","BZN|BE","Without Sequence","56.92","",""
"10/01/2021 07:00:00 - 10/01/2021 08:00:00","BZN|BE","Without Sequence","54.27","",""
"10/01/2021 08:00:00 - 10/01/2021 09:00:00","BZN|BE","Without Sequence","52.69","",""
"10/01/2021 09:00:00 - 10/01/2021 10:00:00","BZN|BE","Without Sequence","59.60","",""
"10/01/2021 10:00:00 - 10/01/2021 11:00:00","BZN|BE","Without Sequence","64.49","",""
"10/01/2021 11:00:00 - 10/01/2021 12:00:00","BZN|BE","Without Sequence","66.80","",""
"10/01/2021 12:00:00 - 10/01/2021 13:00:00","BZN|BE","Without Sequence","65.92","",""
"10/01/2021 13:00:00 - 10/01/2021 14:00:00","BZN|BE","Without Sequence","59.79","",""
"10/01/2021 14:00:00 - 10/01/2021 15:00:00","BZN|BE","Without Sequence","53.18","",""
"10/01/2021 15:00:00 - 10/01/2021 16:00:00","BZN|BE","Without Sequence","54.85","",""
"10/01/2021 16:00:00 - 10/01/2021 17:00:00","BZN|BE","Without Sequence","56.52","",""
"10/01/2021 17:00:00 - 10/01/2021 18:00:00","BZN|BE","Without Sequence","62.09","",""
"10/01/2021 18:00:00 - 10/01/2021 19:00:00","BZN|BE","Without Sequence","66.39","",""
"10/01/2021 19:00:00 - 10/01/2021 20:00:00","BZN|BE","Without Sequence","87.18","",""
"10/01/2021 20:00:00 - 10/01/2021 21:00:00","BZN|BE","Without Sequence","70.42","",""
"10/01/2021 21:00:00 - 10/01/2021 22:00:00","BZN|BE","Without Sequence","61.02","",""
"10/01/2021 22:00:00 - 10/01/2021 23:00:00","BZN|BE","Without Sequence","61.11","",""
"10/01/2021 23:00:00 - 11/01/2021 00:00:00","BZN|BE","Without Sequence","78.69","",""
"11/01/2021 00:00:00 - 11/01/2021 01:00:00","BZN|BE","Without Sequence","69.33","",""
"11/01/2021 01:00:00 - 11/01/2021 02:00:00","BZN|BE","Without Sequence","60.26","",""
"11/01/2021 02:00:00 - 11/01/2021 03:00:00","BZN|BE","Without Sequence","55.75","",""
"11/01/2021 03:00:00 - 11/01/2021 04:00:00","BZN|BE","Without Sequence","47.30","",""
"11/01/2021 04:00:00 - 11/01/2021 05:00:00","BZN|BE","Without Sequence","45.53","",""
"11/01/2021 05:00:00 - 11/01/2021 06:00:00","BZN|BE","Without Sequence","47.90","",""
"11/01/2021 06:00:00 - 11/01/2021 07:00:00","BZN|BE","Without Sequence","67.92","",""
"11/01/2021 07:00:00 - 11/01/2021 08:00:00","BZN|BE","Without Sequence","84.36","",""
"11/01/2021 08:00:00 - 11/01/2021 09:00:00","BZN|BE","Without Sequence","64.08","",""
"11/01/2021 09:00:00 - 11/01/2021 10:00:00","BZN|BE","Without Sequence","114.43","",""
"11/01/2021 10:00:00 - 11/01/2021 11:00:00","BZN|BE","Without Sequence","79.90","",""
"11/01/2021 11:00:00 - 11/01/2021 12:00:00","BZN|BE","Without Sequence","65.00","",""
"11/01/2021 12:00:00 - 11/01/2021 13:00:00","BZN|BE","Without Sequence","47.80","",""
"11/01/2021 13:00:00 - 11/01/2021 14:00:00","BZN|BE","Without Sequence","41.25","",""
"11/01/2021 14:00:00 - 11/01/2021 15:00:00","BZN|BE","Without Sequence","47.30","",""
"11/01/2021 15:00:00 - 11/01/2021 16:00:00","BZN|BE","Without Sequence","47.80","",""
"11/01/2021 16:00:00 - 11/01/2021 17:00:00","BZN|BE","Without Sequence","50.00","",""
"11/01/2021 17:00:00 - 11/01/2021 18:00:00","BZN|BE","Without Sequence","93.05","",""
"11/01/2021 18:00:00 - 11/01/2021 19:00:00","BZN|BE","Without Sequence","71.90","",""
"11/01/2021 19:00:00 - 11/01/2021 20:00:00","BZN|BE","Without Sequence","49.90","",""
"11/01/2021 20:00:00 - 11/01/2021 21:00:00","BZN|BE","Without Sequence","45.40","",""
"11/01/2021 21:00:00 - 11/01/2021 22:00:00","BZN|BE","Without Sequence","24.80","",""
"11/01/2021 22:00:00 - 11/01/2021 23:00:00","BZN|BE","Without Sequence","50.33","",""
"11/01/2021 23:00:00 - 12/01/2021 00:00:00","BZN|BE","Without Sequence","46.94","",""
"12/01/2021 00:00:00 - 12/01/2021 01:00:00","BZN|BE","Without Sequence","43.62","",""
"12/01/2021 01:00:00 - 12/01/2021 02:00:00","BZN|BE","Without Sequence","40.46","",""
"12/01/2021 02:00:00 - 12/01/2021 03:00:00","BZN|BE","Without Sequence","39.24","",""
"12/01/2021 03:00:00 - 12/01/2021 04:00:00","BZN|BE","Without Sequence","37.73","",""
"12/01/2021 04:00:00 - 12/01/2021 05:00:00","BZN|BE","Without Sequence","38.06","",""
"12/01/2021 05:00:00 - 12/01/2021 06:00:00","BZN|BE","Without Sequence","43.39","",""
"12/01/2021 06:00:00 - 12/01/2021 07:00:00","BZN|BE","Without Sequence","48.84","",""
"12/01/2021 07:00:00 - 12/01/2021 08:00:00","BZN|BE","Without Sequence","62.59","",""
"12/01/2021 08:00:00 - 12/01/2021 09:00:00","BZN|BE","Without Sequence","62.16","",""
"12/01/2021 09:00:00 - 12/01/2021 10:00:00","BZN|BE","Without Sequence","74.14","",""
"12/01/2021 10:00:00 - 12/01/2021 11:00:00","BZN|BE","Without Sequence","68.59","",""
"12/01/2021 11:00:00 - 12/01/2021 12:00:00","BZN|BE","Without Sequence","64.34","",""
"12/01/2021 12:00:00 - 12/01/2021 13:00:00","BZN|BE","Without Sequence","64.92","",""
