"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|HU","Actual Total Load [MW] - BZN|HU"
"30.10.2021 08:15 - 30.10.2021 08:30","4280","5055"
"30.10.2021 08:30 - 30.10.2021 08:45","4299","5024"
"30.10.2021 08:45 - 30.10.2021 09:00","4321","5042"
"30.10.2021 09:00 - 30.10.2021 09:15","4325","5045"
"30.10.2021 09:15 - 30.10.2021 09:30","4311","5020"
"30.10.2021 09:30 - 30.10.2021 09:45","4306","4961"
"30.10.2021 09:45 - 30.10.2021 10:00","4302","4945"
"30.10.2021 10:00 - 30.10.2021 10:15","4322","4919"
"30.10.2021 10:15 - 30.10.2021 10:30","4324","4896"
"30.10.2021 10:30 - 30.10.2021 10:45","4294","4832"
"30.10.2021 10:45 - 30.10.2021 11:00","4268","4812"
"30.10.2021 11:00 - 30.10.2021 11:15","4263","4786"
"30.10.2021 11:15 - 30.10.2021 11:30","4279","4774"
"30.10.2021 11:30 - 30.10.2021 11:45","4264","4732"
"30.10.2021 11:45 - 30.10.2021 12:00","4229","4715"
"30.10.2021 12:00 - 30.10.2021 12:15","4196","4683"
"30.10.2021 12:15 - 30.10.2021 12:30","4157","4660"
"30.10.2021 12:30 - 30.10.2021 12:45","4142","4615"
"30.10.2021 12:45 - 30.10.2021 13:00","4118","4600"
"30.10.2021 13:00 - 30.10.2021 13:15","4101","4568"
"30.10.2021 13:15 - 30.10.2021 13:30","4123","4547"
"30.10.2021 13:30 - 30.10.2021 13:45","4153","4529"
"30.10.2021 13:45 - 30.10.2021 14:00","4134","4518"
"30.10.2021 14:00 - 30.10.2021 14:15","4171","4557"
"30.10.2021 14:15 - 30.10.2021 14:30","4181","4545"
"30.10.2021 14:30 - 30.10.2021 14:45","4193","4592"
"30.10.2021 14:45 - 30.10.2021 15:00","4186","4615"
"30.10.2021 15:00 - 30.10.2021 15:15","4201","4653"
"30.10.2021 15:15 - 30.10.2021 15:30","4229","4666"
"30.10.2021 15:30 - 30.10.2021 15:45","4271","4739"
"30.10.2021 15:45 - 30.10.2021 16:00","4291","4796"
"30.10.2021 16:00 - 30.10.2021 16:15","4365","4864"
"30.10.2021 16:15 - 30.10.2021 16:30","4401","4945"
"30.10.2021 16:30 - 30.10.2021 16:45","4473","5013"
"30.10.2021 16:45 - 30.10.2021 17:00","4511","5067"
"30.10.2021 17:00 - 30.10.2021 17:15","4575","5081"
"30.10.2021 17:15 - 30.10.2021 17:30","4621","5156"
"30.10.2021 17:30 - 30.10.2021 17:45","4675","5226"
"30.10.2021 17:45 - 30.10.2021 18:00","4746","5368"
"30.10.2021 18:00 - 30.10.2021 18:15","4917","5473"
"30.10.2021 18:15 - 30.10.2021 18:30","4992","5490"
"30.10.2021 18:30 - 30.10.2021 18:45","5029","5503"
"30.10.2021 18:45 - 30.10.2021 19:00","4999","5530"
"30.10.2021 19:00 - 30.10.2021 19:15","5026","5524"
"30.10.2021 19:15 - 30.10.2021 19:30","5044","5538"
"30.10.2021 19:30 - 30.10.2021 19:45","5042","5528"
"30.10.2021 19:45 - 30.10.2021 20:00","5015","5501"
"30.10.2021 20:00 - 30.10.2021 20:15","4954","5427"
"30.10.2021 20:15 - 30.10.2021 20:30","4890","5356"
"30.10.2021 20:30 - 30.10.2021 20:45","4860","5324"
"30.10.2021 20:45 - 30.10.2021 21:00","4746","5211"
"30.10.2021 21:00 - 30.10.2021 21:15","4677","5137"
"30.10.2021 21:15 - 30.10.2021 21:30","4614","5108"
"30.10.2021 21:30 - 30.10.2021 21:45","4547","4993"
"30.10.2021 21:45 - 30.10.2021 22:00","4491","4878"
"30.10.2021 22:00 - 30.10.2021 22:15","4453","4845"
"30.10.2021 22:15 - 30.10.2021 22:30","4402","4784"
"30.10.2021 22:30 - 30.10.2021 22:45","4330","4716"
"30.10.2021 22:45 - 30.10.2021 23:00","4252","4617"
"30.10.2021 23:00 - 30.10.2021 23:15","4246","4611"
"30.10.2021 23:15 - 30.10.2021 23:30","4185","4550"
"30.10.2021 23:30 - 30.10.2021 23:45","4166","4518"
"30.10.2021 23:45 - 31.10.2021 00:00","4080","4430"
"31.10.2021 00:00 - 31.10.2021 00:15","3966","4328"
"31.10.2021 00:15 - 31.10.2021 00:30","3931","4281"
"31.10.2021 00:30 - 31.10.2021 00:45","3913","4274"
"31.10.2021 00:45 - 31.10.2021 01:00","3832","4198"
"31.10.2021 01:00 - 31.10.2021 01:15","3795","4159"
"31.10.2021 01:15 - 31.10.2021 01:30","3728","4120"
"31.10.2021 01:30 - 31.10.2021 01:45","3704","4091"
"31.10.2021 01:45 - 31.10.2021 02:00","3732","4028"
"31.10.2021 02:00 - 31.10.2021 02:15","3738","4011"
"31.10.2021 02:15 - 31.10.2021 02:30","3728","3993"
"31.10.2021 02:30 - 31.10.2021 02:45","3673","3973"
"31.10.2021 02:45 - 31.10.2021 03:00","3671","3944"
"31.10.2021 02:00 - 31.10.2021 02:15","N/A","3928"
"31.10.2021 02:15 - 31.10.2021 02:30","N/A","3930"
"31.10.2021 02:30 - 31.10.2021 02:45","N/A","3887"
"31.10.2021 02:45 - 31.10.2021 03:00","N/A","3882"
"31.10.2021 03:00 - 31.10.2021 03:15","3658","3878"
"31.10.2021 03:15 - 31.10.2021 03:30","3619","3858"
"31.10.2021 03:30 - 31.10.2021 03:45","3594","3859"
"31.10.2021 03:45 - 31.10.2021 04:00","3605","3871"
"31.10.2021 04:00 - 31.10.2021 04:15","3630","3897"
"31.10.2021 04:15 - 31.10.2021 04:30","3635","3923"
"31.10.2021 04:30 - 31.10.2021 04:45","3645","3948"
"31.10.2021 04:45 - 31.10.2021 05:00","3659","3999"
"31.10.2021 05:00 - 31.10.2021 05:15","3676","4038"
"31.10.2021 05:15 - 31.10.2021 05:30","3703","4050"
"31.10.2021 05:30 - 31.10.2021 05:45","3726","4124"
"31.10.2021 05:45 - 31.10.2021 06:00","3792","4162"
"31.10.2021 06:00 - 31.10.2021 06:15","3899","4257"
"31.10.2021 06:15 - 31.10.2021 06:30","3987","4300"
"31.10.2021 06:30 - 31.10.2021 06:45","4063","4391"
"31.10.2021 06:45 - 31.10.2021 07:00","4109","4463"
"31.10.2021 07:00 - 31.10.2021 07:15","4161","4539"
"31.10.2021 07:15 - 31.10.2021 07:30","4249","4535"
"31.10.2021 07:30 - 31.10.2021 07:45","4308","4594"
"31.10.2021 07:45 - 31.10.2021 08:00","4363","4597"
"31.10.2021 08:00 - 31.10.2021 08:15","4404","4565"
"31.10.2021 08:15 - 31.10.2021 08:30","4415","4556"
"31.10.2021 08:30 - 31.10.2021 08:45","4419","4564"
"31.10.2021 08:45 - 31.10.2021 09:00","4442","4561"
"31.10.2021 09:00 - 31.10.2021 09:15","4436","4539"
"31.10.2021 09:15 - 31.10.2021 09:30","4454","4501"
"31.10.2021 09:30 - 31.10.2021 09:45","4415","4510"
"31.10.2021 09:45 - 31.10.2021 10:00","4410","4484"
"31.10.2021 10:00 - 31.10.2021 10:15","4381","4443"
"31.10.2021 10:15 - 31.10.2021 10:30","4363","4422"
"31.10.2021 10:30 - 31.10.2021 10:45","4319","4412"
"31.10.2021 10:45 - 31.10.2021 11:00","4290","4390"
"31.10.2021 11:00 - 31.10.2021 11:15","4273","4379"
"31.10.2021 11:15 - 31.10.2021 11:30","4255","4393"
"31.10.2021 11:30 - 31.10.2021 11:45","4196","4393"
"31.10.2021 11:45 - 31.10.2021 12:00","4185","4408"
"31.10.2021 12:00 - 31.10.2021 12:15","4159","4347"
"31.10.2021 12:15 - 31.10.2021 12:30","4118","4347"
"31.10.2021 12:30 - 31.10.2021 12:45","4075","4338"
"31.10.2021 12:45 - 31.10.2021 13:00","4057","4331"
"31.10.2021 13:00 - 31.10.2021 13:15","4053","4300"
"31.10.2021 13:15 - 31.10.2021 13:30","4054","4321"
"31.10.2021 13:30 - 31.10.2021 13:45","4019","4342"
"31.10.2021 13:45 - 31.10.2021 14:00","4039","4337"
"31.10.2021 14:00 - 31.10.2021 14:15","4067","4393"
"31.10.2021 14:15 - 31.10.2021 14:30","4095","4418"
"31.10.2021 14:30 - 31.10.2021 14:45","4098","4482"
"31.10.2021 14:45 - 31.10.2021 15:00","4123","4498"
"31.10.2021 15:00 - 31.10.2021 15:15","4155","4559"
"31.10.2021 15:15 - 31.10.2021 15:30","4191","4622"
"31.10.2021 15:30 - 31.10.2021 15:45","4232","4687"
"31.10.2021 15:45 - 31.10.2021 16:00","4342","4755"
"31.10.2021 16:00 - 31.10.2021 16:15","4426","4831"
"31.10.2021 16:15 - 31.10.2021 16:30","4493","4887"
"31.10.2021 16:30 - 31.10.2021 16:45","4557","4978"
"31.10.2021 16:45 - 31.10.2021 17:00","4647","5149"
"31.10.2021 17:00 - 31.10.2021 17:15","4712","5244"
"31.10.2021 17:15 - 31.10.2021 17:30","4761","5260"
"31.10.2021 17:30 - 31.10.2021 17:45","4799","5239"
"31.10.2021 17:45 - 31.10.2021 18:00","4936","5254"
"31.10.2021 18:00 - 31.10.2021 18:15","5133","5258"
"31.10.2021 18:15 - 31.10.2021 18:30","5216","5225"
"31.10.2021 18:30 - 31.10.2021 18:45","5259","5221"
"31.10.2021 18:45 - 31.10.2021 19:00","5302","5234"
"31.10.2021 19:00 - 31.10.2021 19:15","5345","5234"
"31.10.2021 19:15 - 31.10.2021 19:30","5345","5198"
"31.10.2021 19:30 - 31.10.2021 19:45","5305","5186"
"31.10.2021 19:45 - 31.10.2021 20:00","5266","5135"
"31.10.2021 20:00 - 31.10.2021 20:15","5227","5045"
"31.10.2021 20:15 - 31.10.2021 20:30","5174","5025"
"31.10.2021 20:30 - 31.10.2021 20:45","5111","5002"
"31.10.2021 20:45 - 31.10.2021 21:00","5041","4901"
"31.10.2021 21:00 - 31.10.2021 21:15","4964","4819"
"31.10.2021 21:15 - 31.10.2021 21:30","4885","4820"
"31.10.2021 21:30 - 31.10.2021 21:45","4751","4744"
"31.10.2021 21:45 - 31.10.2021 22:00","4707","4662"
"31.10.2021 22:00 - 31.10.2021 22:15","4654","4563"
"31.10.2021 22:15 - 31.10.2021 22:30","4597","4542"
"31.10.2021 22:30 - 31.10.2021 22:45","4514","4490"
"31.10.2021 22:45 - 31.10.2021 23:00","4442","4418"
"31.10.2021 23:00 - 31.10.2021 23:15","4420","4383"
"31.10.2021 23:15 - 31.10.2021 23:30","4364","4327"
"31.10.2021 23:30 - 31.10.2021 23:45","4339","4296"
"31.10.2021 23:45 - 01.11.2021 00:00","4262","4203"
"01.11.2021 00:00 - 01.11.2021 00:15","3970","4109"
"01.11.2021 00:15 - 01.11.2021 00:30","3950","4076"
"01.11.2021 00:30 - 01.11.2021 00:45","3929","4063"
"01.11.2021 00:45 - 01.11.2021 01:00","3854","3999"
"01.11.2021 01:00 - 01.11.2021 01:15","3805","3989"
"01.11.2021 01:15 - 01.11.2021 01:30","3776","3969"
"01.11.2021 01:30 - 01.11.2021 01:45","3750","3932"
"01.11.2021 01:45 - 01.11.2021 02:00","3780","3893"
"01.11.2021 02:00 - 01.11.2021 02:15","3714","3819"
"01.11.2021 02:15 - 01.11.2021 02:30","3712","3824"
"01.11.2021 02:30 - 01.11.2021 02:45","3675","3788"
"01.11.2021 02:45 - 01.11.2021 03:00","3648","3764"
"01.11.2021 03:00 - 01.11.2021 03:15","3598","3726"
"01.11.2021 03:15 - 01.11.2021 03:30","3575","3717"
"01.11.2021 03:30 - 01.11.2021 03:45","3535","3720"
"01.11.2021 03:45 - 01.11.2021 04:00","3520","3730"
"01.11.2021 04:00 - 01.11.2021 04:15","3525","3734"
"01.11.2021 04:15 - 01.11.2021 04:30","3561","3777"
"01.11.2021 04:30 - 01.11.2021 04:45","3551","3784"
"01.11.2021 04:45 - 01.11.2021 05:00","3591","3829"
"01.11.2021 05:00 - 01.11.2021 05:15","3542","3850"
"01.11.2021 05:15 - 01.11.2021 05:30","3546","3879"
"01.11.2021 05:30 - 01.11.2021 05:45","3548","3925"
"01.11.2021 05:45 - 01.11.2021 06:00","3518","3952"
"01.11.2021 06:00 - 01.11.2021 06:15","3553","4015"
"01.11.2021 06:15 - 01.11.2021 06:30","3604","4009"
"01.11.2021 06:30 - 01.11.2021 06:45","3640","4088"
"01.11.2021 06:45 - 01.11.2021 07:00","3684","4134"
"01.11.2021 07:00 - 01.11.2021 07:15","3751","4210"
"01.11.2021 07:15 - 01.11.2021 07:30","3823","4223"
"01.11.2021 07:30 - 01.11.2021 07:45","3912","4273"
"01.11.2021 07:45 - 01.11.2021 08:00","3958","4290"
"01.11.2021 08:00 - 01.11.2021 08:15","4008","4294"
"01.11.2021 08:15 - 01.11.2021 08:30","4068","4286"
"01.11.2021 08:30 - 01.11.2021 08:45","4123","4320"
"01.11.2021 08:45 - 01.11.2021 09:00","4155","4316"
"01.11.2021 09:00 - 01.11.2021 09:15","4203","4306"
"01.11.2021 09:15 - 01.11.2021 09:30","4238","4282"
"01.11.2021 09:30 - 01.11.2021 09:45","4296","4275"
"01.11.2021 09:45 - 01.11.2021 10:00","4320","4269"
"01.11.2021 10:00 - 01.11.2021 10:15","4336","4261"
"01.11.2021 10:15 - 01.11.2021 10:30","4358","4257"
"01.11.2021 10:30 - 01.11.2021 10:45","4368","4229"
"01.11.2021 10:45 - 01.11.2021 11:00","4379","4232"
"01.11.2021 11:00 - 01.11.2021 11:15","4373","4237"
"01.11.2021 11:15 - 01.11.2021 11:30","4401","4283"
"01.11.2021 11:30 - 01.11.2021 11:45","4410","4281"
"01.11.2021 11:45 - 01.11.2021 12:00","4415","4321"
"01.11.2021 12:00 - 01.11.2021 12:15","4361","4354"
"01.11.2021 12:15 - 01.11.2021 12:30","4341","4351"
"01.11.2021 12:30 - 01.11.2021 12:45","4306","4345"
"01.11.2021 12:45 - 01.11.2021 13:00","4304","4334"
"01.11.2021 13:00 - 01.11.2021 13:15","4274","4360"
"01.11.2021 13:15 - 01.11.2021 13:30","4282","4345"
"01.11.2021 13:30 - 01.11.2021 13:45","4270","4348"
"01.11.2021 13:45 - 01.11.2021 14:00","4258","4325"
"01.11.2021 14:00 - 01.11.2021 14:15","4292","4406"
"01.11.2021 14:15 - 01.11.2021 14:30","4287","4430"
"01.11.2021 14:30 - 01.11.2021 14:45","4303","4464"
"01.11.2021 14:45 - 01.11.2021 15:00","4329","4500"
"01.11.2021 15:00 - 01.11.2021 15:15","4365","4579"
"01.11.2021 15:15 - 01.11.2021 15:30","4410","4614"
"01.11.2021 15:30 - 01.11.2021 15:45","4428","4668"
"01.11.2021 15:45 - 01.11.2021 16:00","4481","4704"
"01.11.2021 16:00 - 01.11.2021 16:15","4558","4804"
"01.11.2021 16:15 - 01.11.2021 16:30","4621","4858"
"01.11.2021 16:30 - 01.11.2021 16:45","4731","4952"
"01.11.2021 16:45 - 01.11.2021 17:00","4847","5051"
"01.11.2021 17:00 - 01.11.2021 17:15","4923","5123"
"01.11.2021 17:15 - 01.11.2021 17:30","4925","5129"
"01.11.2021 17:30 - 01.11.2021 17:45","4919","5129"
"01.11.2021 17:45 - 01.11.2021 18:00","4905","5125"
"01.11.2021 18:00 - 01.11.2021 18:15","4936","5153"
"01.11.2021 18:15 - 01.11.2021 18:30","4929","5146"
"01.11.2021 18:30 - 01.11.2021 18:45","4940","5152"
"01.11.2021 18:45 - 01.11.2021 19:00","4949","5140"
"01.11.2021 19:00 - 01.11.2021 19:15","4929","5142"
"01.11.2021 19:15 - 01.11.2021 19:30","4903","5132"
"01.11.2021 19:30 - 01.11.2021 19:45","4850","5101"
"01.11.2021 19:45 - 01.11.2021 20:00","4818","5034"
"01.11.2021 20:00 - 01.11.2021 20:15","4739","4973"
"01.11.2021 20:15 - 01.11.2021 20:30","4733","4908"
"01.11.2021 20:30 - 01.11.2021 20:45","4683","4875"
"01.11.2021 20:45 - 01.11.2021 21:00","4637","4787"
"01.11.2021 21:00 - 01.11.2021 21:15","4558","4704"
"01.11.2021 21:15 - 01.11.2021 21:30","4538","4688"
"01.11.2021 21:30 - 01.11.2021 21:45","4464","4593"
"01.11.2021 21:45 - 01.11.2021 22:00","4399","4527"
"01.11.2021 22:00 - 01.11.2021 22:15","4310","4448"
"01.11.2021 22:15 - 01.11.2021 22:30","4282","4434"
"01.11.2021 22:30 - 01.11.2021 22:45","4244","4375"
"01.11.2021 22:45 - 01.11.2021 23:00","4172","4298"
"01.11.2021 23:00 - 01.11.2021 23:15","4077","4201"
"01.11.2021 23:15 - 01.11.2021 23:30","4013","4154"
"01.11.2021 23:30 - 01.11.2021 23:45","3973","4130"
"01.11.2021 23:45 - 02.11.2021 00:00","3897","4064"
"02.11.2021 00:00 - 02.11.2021 00:15","3753","3921"
"02.11.2021 00:15 - 02.11.2021 00:30","3709","3910"
"02.11.2021 00:30 - 02.11.2021 00:45","3732","3895"
"02.11.2021 00:45 - 02.11.2021 01:00","3762","3863"
"02.11.2021 01:00 - 02.11.2021 01:15","3751","3824"
"02.11.2021 01:15 - 02.11.2021 01:30","3661","3819"
"02.11.2021 01:30 - 02.11.2021 01:45","3629","3775"
"02.11.2021 01:45 - 02.11.2021 02:00","3643","3738"
"02.11.2021 02:00 - 02.11.2021 02:15","3588","3685"
"02.11.2021 02:15 - 02.11.2021 02:30","3503","3688"
"02.11.2021 02:30 - 02.11.2021 02:45","3463","3658"
"02.11.2021 02:45 - 02.11.2021 03:00","3450","3650"
"02.11.2021 03:00 - 02.11.2021 03:15","3441","3646"
"02.11.2021 03:15 - 02.11.2021 03:30","3438","3653"
"02.11.2021 03:30 - 02.11.2021 03:45","3411","3670"
"02.11.2021 03:45 - 02.11.2021 04:00","3418","3703"
"02.11.2021 04:00 - 02.11.2021 04:15","3516","3766"
"02.11.2021 04:15 - 02.11.2021 04:30","3592","3817"
"02.11.2021 04:30 - 02.11.2021 04:45","3657","3907"
"02.11.2021 04:45 - 02.11.2021 05:00","3717","4001"
"02.11.2021 05:00 - 02.11.2021 05:15","3871","4149"
"02.11.2021 05:15 - 02.11.2021 05:30","4006","4274"
"02.11.2021 05:30 - 02.11.2021 05:45","4159","4436"
"02.11.2021 05:45 - 02.11.2021 06:00","4341","4666"
"02.11.2021 06:00 - 02.11.2021 06:15","4629","4997"
"02.11.2021 06:15 - 02.11.2021 06:30","4857","5190"
"02.11.2021 06:30 - 02.11.2021 06:45","4968","5309"
"02.11.2021 06:45 - 02.11.2021 07:00","5093","5410"
"02.11.2021 07:00 - 02.11.2021 07:15","5184","5561"
"02.11.2021 07:15 - 02.11.2021 07:30","5262","5621"
"02.11.2021 07:30 - 02.11.2021 07:45","5349","5715"
"02.11.2021 07:45 - 02.11.2021 08:00","5406","5745"
"02.11.2021 08:00 - 02.11.2021 08:15","5436","5784"
"02.11.2021 08:15 - 02.11.2021 08:30","5505","5829"
"02.11.2021 08:30 - 02.11.2021 08:45","5558","5857"
"02.11.2021 08:45 - 02.11.2021 09:00","5588","5878"
"02.11.2021 09:00 - 02.11.2021 09:15","5600","5883"
"02.11.2021 09:15 - 02.11.2021 09:30","5603","5899"
"02.11.2021 09:30 - 02.11.2021 09:45","5624","5943"
"02.11.2021 09:45 - 02.11.2021 10:00","5623","5957"
"02.11.2021 10:00 - 02.11.2021 10:15","5642","5972"
"02.11.2021 10:15 - 02.11.2021 10:30","5672","6024"
"02.11.2021 10:30 - 02.11.2021 10:45","5678","6047"
"02.11.2021 10:45 - 02.11.2021 11:00","5664","6063"
"02.11.2021 11:00 - 02.11.2021 11:15","5712","6086"
"02.11.2021 11:15 - 02.11.2021 11:30","5742","6129"
"02.11.2021 11:30 - 02.11.2021 11:45","5782","6158"
"02.11.2021 11:45 - 02.11.2021 12:00","5761","6196"
"02.11.2021 12:00 - 02.11.2021 12:15","5775","6187"
"02.11.2021 12:15 - 02.11.2021 12:30","5791","6214"
"02.11.2021 12:30 - 02.11.2021 12:45","5816","6226"
"02.11.2021 12:45 - 02.11.2021 13:00","5781","6199"
"02.11.2021 13:00 - 02.11.2021 13:15","5803","6205"
"02.11.2021 13:15 - 02.11.2021 13:30","5776","6171"
"02.11.2021 13:30 - 02.11.2021 13:45","5748","6125"
"02.11.2021 13:45 - 02.11.2021 14:00","5666","6044"
"02.11.2021 14:00 - 02.11.2021 14:15","5682","6077"
"02.11.2021 14:15 - 02.11.2021 14:30","5715","6060"
"02.11.2021 14:30 - 02.11.2021 14:45","5739","6079"
"02.11.2021 14:45 - 02.11.2021 15:00","5738","6071"
"02.11.2021 15:00 - 02.11.2021 15:15","5734","6093"
"02.11.2021 15:15 - 02.11.2021 15:30","5721","6083"
"02.11.2021 15:30 - 02.11.2021 15:45","5741","6103"
"02.11.2021 15:45 - 02.11.2021 16:00","5736","6106"
"02.11.2021 16:00 - 02.11.2021 16:15","5730","6100"
"02.11.2021 16:15 - 02.11.2021 16:30","5773","6130"
"02.11.2021 16:30 - 02.11.2021 16:45","5856","6223"
"02.11.2021 16:45 - 02.11.2021 17:00","5945","6293"
"02.11.2021 17:00 - 02.11.2021 17:15","5966","6298"
"02.11.2021 17:15 - 02.11.2021 17:30","5955","6277"
"02.11.2021 17:30 - 02.11.2021 17:45","5907","6243"
"02.11.2021 17:45 - 02.11.2021 18:00","5904","6207"
"02.11.2021 18:00 - 02.11.2021 18:15","5842","6185"
"02.11.2021 18:15 - 02.11.2021 18:30","5830","6161"
"02.11.2021 18:30 - 02.11.2021 18:45","5821","6150"
"02.11.2021 18:45 - 02.11.2021 19:00","5805","6149"
"02.11.2021 19:00 - 02.11.2021 19:15","5769","6123"
"02.11.2021 19:15 - 02.11.2021 19:30","5734","6090"
"02.11.2021 19:30 - 02.11.2021 19:45","5716","6043"
"02.11.2021 19:45 - 02.11.2021 20:00","5677","6014"
"02.11.2021 20:00 - 02.11.2021 20:15","5582","5905"
"02.11.2021 20:15 - 02.11.2021 20:30","5537","5860"
"02.11.2021 20:30 - 02.11.2021 20:45","5508","5829"
"02.11.2021 20:45 - 02.11.2021 21:00","5435","5751"
"02.11.2021 21:00 - 02.11.2021 21:15","5390","5729"
"02.11.2021 21:15 - 02.11.2021 21:30","5345","5666"
"02.11.2021 21:30 - 02.11.2021 21:45","5283","5566"
"02.11.2021 21:45 - 02.11.2021 22:00","5153","5437"
"02.11.2021 22:00 - 02.11.2021 22:15","5057","5357"
"02.11.2021 22:15 - 02.11.2021 22:30","5026","5342"
"02.11.2021 22:30 - 02.11.2021 22:45","5006","5329"
"02.11.2021 22:45 - 02.11.2021 23:00","4916","5246"
"02.11.2021 23:00 - 02.11.2021 23:15","4848","5164"
"02.11.2021 23:15 - 02.11.2021 23:30","4746","5072"
"02.11.2021 23:30 - 02.11.2021 23:45","4719","5048"
"02.11.2021 23:45 - 03.11.2021 00:00","4662","4985"
"03.11.2021 00:00 - 03.11.2021 00:15","4508","4825"
"03.11.2021 00:15 - 03.11.2021 00:30","4464","4746"
"03.11.2021 00:30 - 03.11.2021 00:45","4427","4715"
"03.11.2021 00:45 - 03.11.2021 01:00","4427","4640"
"03.11.2021 01:00 - 03.11.2021 01:15","4386","4593"
"03.11.2021 01:15 - 03.11.2021 01:30","4266","4544"
"03.11.2021 01:30 - 03.11.2021 01:45","4204","4488"
"03.11.2021 01:45 - 03.11.2021 02:00","4188","4445"
"03.11.2021 02:00 - 03.11.2021 02:15","4103","4395"
"03.11.2021 02:15 - 03.11.2021 02:30","3958","4382"
"03.11.2021 02:30 - 03.11.2021 02:45","3858","4368"
"03.11.2021 02:45 - 03.11.2021 03:00","3815","4340"
"03.11.2021 03:00 - 03.11.2021 03:15","3776","4341"
"03.11.2021 03:15 - 03.11.2021 03:30","3743","4313"
"03.11.2021 03:30 - 03.11.2021 03:45","3716","4325"
"03.11.2021 03:45 - 03.11.2021 04:00","3723","4350"
"03.11.2021 04:00 - 03.11.2021 04:15","3821","4394"
"03.11.2021 04:15 - 03.11.2021 04:30","3897","4439"
"03.11.2021 04:30 - 03.11.2021 04:45","3962","4490"
"03.11.2021 04:45 - 03.11.2021 05:00","4022","4572"
"03.11.2021 05:00 - 03.11.2021 05:15","4176","4680"
"03.11.2021 05:15 - 03.11.2021 05:30","4281","4778"
"03.11.2021 05:30 - 03.11.2021 05:45","4404","4910"
"03.11.2021 05:45 - 03.11.2021 06:00","4556","5055"
"03.11.2021 06:00 - 03.11.2021 06:15","4814","5367"
"03.11.2021 06:15 - 03.11.2021 06:30","5012","5552"
"03.11.2021 06:30 - 03.11.2021 06:45","5093","5666"
"03.11.2021 06:45 - 03.11.2021 07:00","5188","5732"
"03.11.2021 07:00 - 03.11.2021 07:15","5279","5819"
"03.11.2021 07:15 - 03.11.2021 07:30","5357","5837"
"03.11.2021 07:30 - 03.11.2021 07:45","5444","5847"
"03.11.2021 07:45 - 03.11.2021 08:00","5501","5824"
"03.11.2021 08:00 - 03.11.2021 08:15","5531","5840"
"03.11.2021 08:15 - 03.11.2021 08:30","5600","5840"
"03.11.2021 08:30 - 03.11.2021 08:45","5653","5848"
"03.11.2021 08:45 - 03.11.2021 09:00","5683","5792"
"03.11.2021 09:00 - 03.11.2021 09:15","5695","5783"
"03.11.2021 09:15 - 03.11.2021 09:30","5698","5745"
"03.11.2021 09:30 - 03.11.2021 09:45","5719","5706"
"03.11.2021 09:45 - 03.11.2021 10:00","5718","5650"
"03.11.2021 10:00 - 03.11.2021 10:15","5737","5595"
"03.11.2021 10:15 - 03.11.2021 10:30","5767","5609"
"03.11.2021 10:30 - 03.11.2021 10:45","5773","5594"
"03.11.2021 10:45 - 03.11.2021 11:00","5759","5572"
"03.11.2021 11:00 - 03.11.2021 11:15","5807","5575"
"03.11.2021 11:15 - 03.11.2021 11:30","5837","5589"
"03.11.2021 11:30 - 03.11.2021 11:45","5877","5607"
"03.11.2021 11:45 - 03.11.2021 12:00","5856","5598"
"03.11.2021 12:00 - 03.11.2021 12:15","5870","5577"
"03.11.2021 12:15 - 03.11.2021 12:30","5886","5596"
"03.11.2021 12:30 - 03.11.2021 12:45","5911","5686"
"03.11.2021 12:45 - 03.11.2021 13:00","5876","5694"
"03.11.2021 13:00 - 03.11.2021 13:15","5898","5704"
"03.11.2021 13:15 - 03.11.2021 13:30","5871","5705"
"03.11.2021 13:30 - 03.11.2021 13:45","5843","5688"
"03.11.2021 13:45 - 03.11.2021 14:00","5761","5650"
"03.11.2021 14:00 - 03.11.2021 14:15","5777","5708"
"03.11.2021 14:15 - 03.11.2021 14:30","5810","5750"
"03.11.2021 14:30 - 03.11.2021 14:45","5834","5851"
"03.11.2021 14:45 - 03.11.2021 15:00","5833","5878"
"03.11.2021 15:00 - 03.11.2021 15:15","5829","5936"
"03.11.2021 15:15 - 03.11.2021 15:30","5816","5958"
"03.11.2021 15:30 - 03.11.2021 15:45","5836","6008"
"03.11.2021 15:45 - 03.11.2021 16:00","5831","6029"
"03.11.2021 16:00 - 03.11.2021 16:15","5825","6052"
"03.11.2021 16:15 - 03.11.2021 16:30","5868","6112"
"03.11.2021 16:30 - 03.11.2021 16:45","5951","6218"
"03.11.2021 16:45 - 03.11.2021 17:00","5996","6285"
"03.11.2021 17:00 - 03.11.2021 17:15","6053","6291"
"03.11.2021 17:15 - 03.11.2021 17:30","6075","6277"
"03.11.2021 17:30 - 03.11.2021 17:45","6101","6247"
"03.11.2021 17:45 - 03.11.2021 18:00","6119","6204"
"03.11.2021 18:00 - 03.11.2021 18:15","6130","6187"
"03.11.2021 18:15 - 03.11.2021 18:30","6045","6170"
"03.11.2021 18:30 - 03.11.2021 18:45","5976","6177"
"03.11.2021 18:45 - 03.11.2021 19:00","5900","6180"
