Date,Biomass - Actual Aggregated [MW],Energy storage - Actual Aggregated [MW],Fossil Brown coal/Lignite - Actual Aggregated [MW],Fossil Coal-derived gas - Actual Aggregated [MW],Fossil Gas - Actual Aggregated [MW],Fossil Oil - Actual Aggregated [MW],Fossil Oil shale - Actual Aggregated [MW],Fossil Peat - Actual Aggregated [MW],Geothermal - Actual Aggregated [MW],Hydro Pumped Storage - Actual Aggregated [MW],Hydro Pumped Storage - Actual Consumption [MW],Hydro Run-of-river and poundage - Actual Aggregated [MW],Hydro Water Reservoir - Actual Aggregated [MW],Marine - Actual Aggregated [MW],Nuclear - Actual Aggregated [MW],Other - Actual Aggregated [MW],Other renewable - Actual Aggregated [MW],Solar - Actual Aggregated [MW],Waste - Actual Aggregated [MW],Wind Offshore - Actual Aggregated [MW],Wind Onshore - Actual Aggregated [MW]
2021-09-03,6124.0,0.0,0.0,0.0,24523.0,0.0,0.0,0.0,0.0,4122.0,3835.0,369.0,0.0,0.0,111296.0,13464.0,0.0,24226.0,5372.0,11422.0,6729.0
2021-09-04,6568.0,0.0,0.0,0.0,23160.0,195.0,0.0,0.0,0.0,3898.0,4098.0,387.0,0.0,0.0,115673.0,13989.0,0.0,16166.0,5810.0,12421.0,5492.0
2021-09-05,5643.0,0.0,0.0,0.0,21965.0,0.0,0.0,0.0,0.0,2520.0,5053.0,374.0,0.0,0.0,115616.0,12603.0,0.0,23039.0,5782.0,4379.0,3210.0
2021-09-06,5642.0,0.0,0.0,0.0,40597.0,0.0,0.0,0.0,0.0,3322.0,4369.0,313.0,0.0,0.0,115779.0,13110.0,0.0,21073.0,5610.0,261.0,1677.0
2021-09-07,5452.0,0.0,0.0,0.0,41100.0,0.0,0.0,0.0,0.0,1948.0,3173.0,294.0,0.0,0.0,115554.0,12458.0,0.0,22493.0,5594.0,2214.0,3648.0
2021-09-08,5686.0,0.0,0.0,0.0,31106.0,49.0,0.0,0.0,0.0,4258.0,2822.0,262.0,0.0,0.0,115544.0,13119.0,0.0,23142.0,5395.0,5296.0,9171.0
2021-09-09,5225.0,0.0,0.0,0.0,40955.0,0.0,0.0,0.0,0.0,3005.0,5167.0,294.0,0.0,0.0,115304.0,12098.0,0.0,15941.0,5363.0,4839.0,7226.0
2021-09-10,5661.0,0.0,0.0,0.0,42277.0,0.0,0.0,0.0,0.0,1828.0,2743.0,393.0,0.0,0.0,115514.0,13248.0,0.0,10613.0,5338.0,13521.0,6070.0
2021-09-11,5251.0,0.0,0.0,0.0,24350.0,0.0,0.0,0.0,0.0,1254.0,3482.0,438.0,0.0,0.0,116003.0,11757.0,0.0,8787.0,5381.0,21841.0,6481.0
2021-09-12,5864.0,0.0,0.0,0.0,25508.0,0.0,0.0,0.0,0.0,2346.0,4088.0,387.0,0.0,0.0,116299.0,12128.0,0.0,15000.0,4690.0,1995.0,3187.0
2021-09-13,6202.0,0.0,0.0,0.0,41944.0,109.0,0.0,0.0,0.0,3352.0,1590.0,341.0,0.0,0.0,116278.0,14425.0,0.0,18664.0,4400.0,2946.0,3853.0
2021-09-14,5461.0,0.0,0.0,0.0,43050.0,0.0,0.0,0.0,0.0,3799.0,4084.0,314.0,0.0,0.0,115839.0,15810.0,0.0,10444.0,4306.0,5252.0,5872.0
2021-09-15,6338.0,0.0,0.0,0.0,52912.0,0.0,0.0,0.0,0.0,3377.0,4874.0,443.0,0.0,0.0,115824.0,16088.0,0.0,6958.0,4289.0,5925.0,4061.0
2021-09-16,6445.0,0.0,0.0,0.0,38964.0,0.0,0.0,0.0,0.0,3262.0,5164.0,452.0,0.0,0.0,116488.0,15362.0,0.0,17516.0,4107.0,2198.0,1606.0
2021-09-17,6311.0,0.0,0.0,0.0,33997.0,0.0,0.0,0.0,0.0,1415.0,2142.0,391.0,0.0,0.0,116512.0,14823.0,0.0,18054.0,4209.0,3601.0,595.0
2021-09-18,6368.0,0.0,0.0,0.0,23398.0,0.0,0.0,0.0,0.0,2388.0,2358.0,324.0,0.0,0.0,116198.0,14016.0,0.0,19245.0,4485.0,3322.0,3467.0
2021-09-19,6327.0,0.0,0.0,0.0,23262.0,0.0,0.0,0.0,0.0,2917.0,4713.0,365.0,0.0,0.0,116358.0,13185.0,0.0,15716.0,4226.0,2876.0,4280.0
2021-09-20,6264.0,0.0,0.0,0.0,36819.0,0.0,0.0,0.0,0.0,2791.0,3003.0,379.0,0.0,0.0,116638.0,14672.0,0.0,16665.0,3591.0,5985.0,4036.0
2021-09-21,6404.0,0.0,0.0,0.0,25775.0,12.0,0.0,0.0,0.0,2906.0,3628.0,330.0,0.0,0.0,116926.0,15691.0,0.0,19425.0,3623.0,272.0,2713.0
2021-09-22,6353.0,0.0,0.0,0.0,25030.0,66.0,0.0,0.0,0.0,4422.0,5421.0,336.0,0.0,0.0,116949.0,15472.0,0.0,18528.0,4184.0,2707.0,787.0
2021-09-23,5781.0,0.0,0.0,0.0,24299.0,0.0,0.0,0.0,0.0,3107.0,7619.0,348.0,0.0,0.0,116606.0,13716.0,0.0,16954.0,4127.0,22603.0,9305.0
2021-09-24,5615.0,0.0,0.0,0.0,25325.0,0.0,0.0,0.0,0.0,4134.0,3958.0,292.0,0.0,0.0,116276.0,13896.0,0.0,11876.0,4448.0,20286.0,6556.0
2021-09-25,5854.0,0.0,0.0,0.0,24087.0,0.0,0.0,0.0,0.0,3795.0,2725.0,324.0,0.0,0.0,120854.0,15538.0,0.0,18086.0,4612.0,2419.0,2551.0
2021-09-26,5660.0,0.0,0.0,0.0,27810.0,0.0,0.0,0.0,0.0,2977.0,5919.0,343.0,0.0,0.0,131759.0,14566.0,0.0,10903.0,4294.0,5088.0,6627.0
2021-09-27,6228.0,0.0,0.0,0.0,32899.0,0.0,0.0,0.0,0.0,3374.0,4019.0,327.0,0.0,0.0,138606.0,14210.0,0.0,6948.0,4342.0,36188.0,17106.0
2021-09-28,5409.0,0.0,0.0,0.0,30153.0,0.0,0.0,0.0,0.0,4082.0,4759.0,327.0,0.0,0.0,140756.0,14035.0,0.0,16538.0,5028.0,27957.0,9951.0
2021-09-29,5271.0,0.0,0.0,0.0,25683.0,0.0,0.0,0.0,0.0,3335.0,7127.0,354.0,0.0,0.0,140988.0,14723.0,0.0,11992.0,5165.0,46278.0,23251.0
2021-09-30,4506.0,0.0,0.0,0.0,26279.0,0.0,0.0,0.0,0.0,5345.0,2990.0,291.0,0.0,0.0,141572.0,15338.0,0.0,9147.0,4615.0,38184.0,16487.0
2021-10-01,6109.0,0.0,0.0,0.0,24968.0,19.0,0.0,0.0,0.0,4808.0,6973.0,289.0,0.0,0.0,141112.0,14550.0,0.0,8479.0,4547.0,43825.0,30053.0
2021-10-02,6411.0,0.0,0.0,0.0,18977.0,0.0,0.0,0.0,0.0,2762.0,3534.0,297.0,0.0,0.0,140717.0,14393.0,0.0,6352.0,5647.0,30357.0,23449.0
2021-10-03,6450.0,0.0,0.0,0.0,20894.0,0.0,0.0,0.0,0.0,3879.0,6529.0,704.0,0.0,0.0,138812.0,12453.0,0.0,3704.0,5570.0,31519.0,25502.0
2021-10-04,6250.0,0.0,0.0,0.0,33223.0,0.0,0.0,0.0,0.0,5661.0,6247.0,756.0,0.0,0.0,141809.0,15509.0,0.0,15325.0,5541.0,40935.0,20604.0
2021-10-05,6028.0,0.0,0.0,0.0,27989.0,0.0,0.0,0.0,0.0,4788.0,5639.0,593.0,0.0,0.0,141721.0,15882.0,0.0,8098.0,5518.0,48675.0,25775.0
2021-10-06,6473.0,0.0,0.0,0.0,37251.0,1.0,0.0,0.0,0.0,1991.0,5861.0,695.0,0.0,0.0,142001.0,17183.0,0.0,4502.0,5551.0,44236.0,25992.0
2021-10-07,6197.0,0.0,0.0,0.0,41127.0,0.0,0.0,0.0,0.0,3617.0,2244.0,686.0,0.0,0.0,141911.0,18111.0,0.0,12065.0,5534.0,553.0,1878.0
2021-10-08,6165.0,0.0,0.0,0.0,31378.0,5.0,0.0,0.0,0.0,4282.0,5314.0,592.0,0.0,0.0,141658.0,16184.0,0.0,17420.0,5590.0,1087.0,3922.0
2021-10-09,6559.0,0.0,0.0,0.0,27897.0,0.0,0.0,0.0,0.0,3939.0,5576.0,549.0,0.0,0.0,141676.0,14800.0,0.0,16916.0,5564.0,889.0,5144.0
2021-10-10,6440.0,0.0,0.0,0.0,24585.0,0.0,0.0,0.0,0.0,3152.0,4641.0,453.0,0.0,0.0,141599.0,15153.0,0.0,12728.0,5500.0,4698.0,1631.0
2021-10-11,6258.0,0.0,0.0,0.0,30440.0,0.0,0.0,0.0,0.0,4463.0,6462.0,466.0,0.0,0.0,141345.0,15260.0,0.0,8673.0,5298.0,9846.0,4639.0
2021-10-12,6643.0,0.0,0.0,0.0,40220.0,0.0,0.0,0.0,0.0,5002.0,5454.0,444.0,0.0,0.0,135802.0,15686.0,0.0,5644.0,5121.0,18097.0,8865.0
2021-10-13,6643.0,0.0,0.0,0.0,43251.0,8.0,0.0,0.0,0.0,4057.0,5720.0,492.0,0.0,0.0,140298.0,16330.0,0.0,9419.0,5484.0,5715.0,2874.0
2021-10-14,6719.0,0.0,0.0,0.0,32380.0,5.0,0.0,0.0,0.0,3278.0,3858.0,480.0,0.0,0.0,141847.0,17091.0,0.0,6415.0,5538.0,18366.0,8574.0
2021-10-15,6763.0,0.0,0.0,0.0,39532.0,6.0,0.0,0.0,0.0,3207.0,4546.0,498.0,0.0,0.0,142079.0,16545.0,0.0,6673.0,5406.0,19550.0,9053.0
2021-10-16,6833.0,0.0,0.0,0.0,24366.0,0.0,0.0,0.0,0.0,2203.0,2330.0,448.0,0.0,0.0,141866.0,16322.0,0.0,12419.0,5526.0,2931.0,914.0
2021-10-17,6736.0,0.0,0.0,0.0,22498.0,0.0,0.0,0.0,0.0,2186.0,4573.0,445.0,0.0,0.0,141881.0,14262.0,0.0,9082.0,5559.0,13964.0,3158.0
2021-10-18,6679.0,0.0,0.0,0.0,38059.0,0.0,0.0,0.0,0.0,4535.0,4064.0,352.0,0.0,0.0,141115.0,14697.0,0.0,9617.0,5208.0,19412.0,14964.0
2021-10-19,6621.0,0.0,0.0,0.0,25164.0,0.0,0.0,0.0,0.0,4263.0,5186.0,312.0,0.0,0.0,139842.0,14247.0,0.0,3940.0,5497.0,45359.0,24584.0
2021-10-20,6746.0,0.0,0.0,0.0,21641.0,120.0,0.0,0.0,0.0,5474.0,6639.0,309.0,0.0,0.0,139983.0,13012.0,0.0,3462.0,4915.0,46607.0,38111.0
2021-10-21,6689.0,0.0,0.0,0.0,26918.0,0.0,0.0,0.0,0.0,4130.0,7017.0,413.0,0.0,0.0,140046.0,13516.0,0.0,6552.0,4873.0,43249.0,33588.0
2021-10-22,7007.0,0.0,0.0,0.0,32334.0,0.0,0.0,0.0,0.0,4766.0,7268.0,488.0,0.0,0.0,135610.0,13233.0,0.0,9922.0,5671.0,36570.0,20816.0
2021-10-23,6767.0,0.0,0.0,0.0,37239.0,0.0,0.0,0.0,0.0,2346.0,1828.0,461.0,0.0,0.0,117323.0,15880.0,0.0,9855.0,5837.0,4605.0,2849.0
2021-10-24,7092.0,0.0,0.0,0.0,21106.0,0.0,0.0,0.0,0.0,3598.0,5351.0,478.0,0.0,0.0,117390.0,12084.0,0.0,15104.0,5797.0,20875.0,14925.0
2021-10-25,6995.0,0.0,0.0,0.0,57137.0,3.0,0.0,0.0,0.0,4254.0,4967.0,437.0,0.0,0.0,117231.0,15194.0,0.0,4978.0,5702.0,25292.0,13000.0
2021-10-26,6852.0,0.0,0.0,0.0,53312.0,0.0,0.0,0.0,0.0,3178.0,4912.0,443.0,0.0,0.0,116685.0,14603.0,0.0,8372.0,5534.0,29679.0,13858.0
2021-10-27,6986.0,0.0,0.0,0.0,37909.0,0.0,0.0,0.0,0.0,4319.0,5507.0,374.0,0.0,0.0,116581.0,14911.0,0.0,9042.0,5494.0,42550.0,14558.0
2021-10-28,6296.0,0.0,0.0,0.0,37078.0,22.0,0.0,0.0,0.0,4147.0,5573.0,423.0,0.0,0.0,116748.0,14977.0,0.0,13316.0,5669.0,36301.0,18445.0
2021-10-29,6768.0,0.0,0.0,0.0,29518.0,6.0,0.0,0.0,0.0,4582.0,5566.0,388.0,0.0,0.0,116642.0,13883.0,0.0,8917.0,5606.0,47505.0,30293.0
2021-10-30,6493.0,0.0,0.0,0.0,23841.0,0.0,0.0,0.0,0.0,3743.0,5012.0,493.0,0.0,0.0,116766.0,14669.0,0.0,2143.0,5800.0,32627.0,21817.0
2021-10-31,7219.0,0.0,0.0,0.0,20029.0,0.0,0.0,0.0,0.0,3639.0,5160.0,753.0,0.0,0.0,121887.0,13220.0,0.0,4775.0,5927.0,42925.0,25615.0
2021-11-01,6939.0,0.0,0.0,0.0,20520.0,0.0,0.0,0.0,0.0,2203.0,5014.0,817.0,0.0,0.0,117578.0,13157.0,0.0,8265.0,5724.0,49138.0,25450.0
2021-11-02,7060.0,0.0,0.0,0.0,87675.0,46.0,0.0,0.0,0.0,3585.0,2730.0,828.0,0.0,0.0,117987.0,17092.0,0.0,4547.0,5811.0,7073.0,7491.0
2021-11-03,7005.0,0.0,0.0,0.0,91086.0,79.0,0.0,0.0,0.0,3448.0,5071.0,809.0,0.0,0.0,118002.0,17695.0,0.0,6069.0,5608.0,2687.0,3219.0
2021-11-04,6973.0,0.0,0.0,0.0,75466.0,24.0,0.0,0.0,0.0,2196.0,4245.0,997.0,0.0,0.0,118033.0,17023.0,0.0,4173.0,5318.0,28082.0,7051.0
2021-11-05,7112.0,0.0,0.0,0.0,84453.0,0.0,0.0,0.0,0.0,3862.0,2198.0,1015.0,0.0,0.0,118080.0,18250.0,0.0,6427.0,5471.0,16491.0,6148.0
2021-11-06,6655.0,0.0,0.0,0.0,32755.0,0.0,0.0,0.0,0.0,1169.0,2286.0,975.0,0.0,0.0,118108.0,14400.0,0.0,3959.0,5329.0,40791.0,20921.0
2021-11-07,6934.0,0.0,0.0,0.0,40720.0,36.0,0.0,0.0,0.0,4414.0,5179.0,903.0,0.0,0.0,118004.0,15217.0,0.0,5334.0,5352.0,42807.0,20871.0
2021-11-08,7359.0,0.0,0.0,0.0,97871.0,72.0,0.0,0.0,0.0,3158.0,4457.0,874.0,0.0,0.0,118262.0,18022.0,0.0,8351.0,5570.0,4401.0,2861.0
2021-11-09,7288.0,0.0,0.0,0.0,85041.0,165.0,0.0,0.0,0.0,2319.0,6312.0,768.0,0.0,0.0,118230.0,17464.0,0.0,8345.0,5610.0,15851.0,5191.0
2021-11-10,7259.0,0.0,0.0,0.0,102530.0,121.0,0.0,0.0,0.0,4514.0,2291.0,737.0,0.0,0.0,118278.0,18035.0,0.0,7670.0,5598.0,4779.0,2355.0
2021-11-11,7280.0,0.0,0.0,0.0,107404.0,0.0,0.0,0.0,0.0,2792.0,4263.0,708.0,0.0,0.0,118214.0,17280.0,0.0,4311.0,5614.0,1965.0,1318.0
2021-11-12,7317.0,0.0,0.0,0.0,68732.0,0.0,0.0,0.0,0.0,2559.0,3160.0,640.0,0.0,0.0,118109.0,14978.0,0.0,8658.0,5575.0,33334.0,16646.0
2021-11-13,7148.0,0.0,0.0,0.0,53347.0,0.0,0.0,0.0,0.0,2608.0,3539.0,637.0,0.0,0.0,117765.0,15645.0,0.0,2724.0,5778.0,25430.0,12530.0
2021-11-14,7380.0,0.0,0.0,0.0,47074.0,0.0,0.0,0.0,0.0,482.0,2178.0,702.0,0.0,0.0,117995.0,16228.0,0.0,2163.0,5621.0,5591.0,6261.0
2021-11-15,7529.0,0.0,0.0,0.0,98072.0,0.0,0.0,0.0,0.0,4586.0,5259.0,480.0,0.0,0.0,118294.0,16566.0,0.0,633.0,5192.0,3597.0,4246.0
2021-11-16,7506.0,0.0,0.0,0.0,108250.0,5.0,0.0,0.0,0.0,3398.0,4949.0,564.0,0.0,0.0,118377.0,17460.0,0.0,802.0,5619.0,3353.0,612.0
2021-11-17,7460.0,0.0,0.0,0.0,83892.0,0.0,0.0,0.0,0.0,2733.0,4224.0,504.0,0.0,0.0,118101.0,17585.0,0.0,2870.0,5272.0,14183.0,5994.0
2021-11-18,7370.0,0.0,0.0,0.0,59507.0,0.0,0.0,0.0,0.0,4259.0,3726.0,475.0,0.0,0.0,118027.0,14107.0,0.0,6936.0,5395.0,21324.0,11210.0
2021-11-19,6179.0,0.0,0.0,0.0,62112.0,0.0,0.0,0.0,0.0,3426.0,5344.0,349.0,0.0,0.0,117786.0,10693.0,0.0,1728.0,5709.0,11235.0,5145.0
2021-11-20,2561.0,0.0,0.0,0.0,49036.0,0.0,0.0,0.0,0.0,3040.0,3516.0,366.0,0.0,0.0,117826.0,10236.0,0.0,1291.0,5708.0,9051.0,3145.0
2021-11-21,2434.0,0.0,0.0,0.0,44200.0,0.0,0.0,0.0,0.0,1973.0,4185.0,389.0,0.0,0.0,117802.0,9475.0,0.0,2430.0,5596.0,32996.0,7575.0
2021-11-22,2995.0,0.0,0.0,0.0,92598.0,35.0,0.0,0.0,0.0,4329.0,4243.0,385.0,0.0,0.0,117935.0,10753.0,0.0,7838.0,5825.0,22467.0,13123.0
2021-11-23,7562.0,0.0,0.0,0.0,102480.0,5.0,0.0,0.0,0.0,4373.0,6318.0,319.0,0.0,0.0,117830.0,10713.0,0.0,2759.0,5821.0,2620.0,2413.0
2021-11-24,7504.0,0.0,0.0,0.0,102336.0,0.0,0.0,0.0,0.0,3968.0,5453.0,286.0,0.0,0.0,117758.0,11082.0,0.0,2177.0,5592.0,1487.0,1195.0
2021-11-25,7475.0,0.0,0.0,0.0,101774.0,0.0,0.0,0.0,0.0,4297.0,5239.0,301.0,0.0,0.0,117824.0,11118.0,0.0,2172.0,5558.0,22501.0,3175.0
2021-11-26,7432.0,0.0,0.0,0.0,75732.0,0.0,0.0,0.0,0.0,1911.0,3593.0,317.0,0.0,0.0,117906.0,11193.0,0.0,1604.0,5507.0,36944.0,21368.0
2021-11-27,7425.0,0.0,0.0,0.0,59997.0,0.0,0.0,0.0,0.0,2706.0,3420.0,507.0,0.0,0.0,118333.0,11364.0,0.0,4366.0,5830.0,14236.0,6396.0
2021-11-28,7037.0,0.0,0.0,0.0,59614.0,0.0,0.0,0.0,0.0,3512.0,3564.0,119.0,0.0,0.0,118430.0,14465.0,0.0,1579.0,5897.0,35311.0,6503.0
2021-11-29,7285.0,0.0,0.0,0.0,93772.0,6.0,0.0,0.0,0.0,4114.0,5955.0,120.0,0.0,0.0,118477.0,14514.0,0.0,4315.0,6165.0,29540.0,12506.0
2021-11-30,7347.0,0.0,0.0,0.0,55427.0,0.0,0.0,0.0,0.0,3266.0,4704.0,115.0,0.0,0.0,118073.0,14031.0,0.0,648.0,5869.0,50919.0,34522.0
2021-12-01,6865.0,0.0,0.0,0.0,49879.0,2.0,0.0,0.0,0.0,4483.0,4958.0,139.0,0.0,0.0,118815.0,13841.0,0.0,1674.0,5667.0,48537.0,31987.0
2021-12-02,7212.0,0.0,0.0,0.0,83823.0,0.0,0.0,0.0,0.0,4018.0,5522.0,113.0,0.0,0.0,122949.0,14115.0,0.0,2615.0,5876.0,42104.0,12359.0
2021-12-03,7209.0,0.0,0.0,0.0,84814.0,26.0,0.0,0.0,0.0,3412.0,5150.0,113.0,0.0,0.0,131608.0,14072.0,0.0,1846.0,5676.0,32990.0,25403.0
2021-12-04,7019.0,0.0,0.0,0.0,42441.0,0.0,0.0,0.0,0.0,1559.0,2328.0,127.0,0.0,0.0,140868.0,13289.0,0.0,1258.0,5959.0,28236.0,14354.0
2021-12-05,7106.0,0.0,0.0,0.0,58228.0,0.0,0.0,0.0,0.0,2425.0,2042.0,114.0,0.0,0.0,143138.0,13516.0,0.0,2615.0,6149.0,11554.0,9758.0
2021-12-06,7447.0,0.0,0.0,0.0,85713.0,0.0,0.0,0.0,0.0,3841.0,6523.0,116.0,0.0,0.0,143291.0,13440.0,0.0,3288.0,6261.0,26617.0,11513.0
2021-12-07,6871.0,0.0,0.0,0.0,75299.0,0.0,0.0,0.0,0.0,3885.0,4563.0,119.0,0.0,0.0,143106.0,12594.0,0.0,4028.0,5975.0,38568.0,26397.0
2021-12-08,7132.0,0.0,0.0,0.0,65186.0,0.0,0.0,0.0,0.0,3543.0,5698.0,120.0,0.0,0.0,143032.0,14071.0,0.0,3790.0,6202.0,48822.0,24004.0
2021-12-09,7235.0,0.0,0.0,0.0,82314.0,0.0,0.0,0.0,0.0,3781.0,4336.0,120.0,0.0,0.0,143127.0,17877.0,0.0,1595.0,6420.0,30496.0,16936.0
2021-12-10,7368.0,0.0,0.0,0.0,83282.0,0.0,0.0,0.0,0.0,3949.0,4956.0,117.0,0.0,0.0,143454.0,18871.0,0.0,890.0,6297.0,39456.0,18528.0
2021-12-11,7117.0,0.0,0.0,0.0,74880.0,0.0,0.0,0.0,0.0,2760.0,3025.0,79.0,0.0,0.0,143241.0,18827.0,0.0,3783.0,6132.0,20590.0,10392.0
2021-12-12,6725.0,0.0,0.0,0.0,33855.0,0.0,0.0,0.0,0.0,3298.0,5060.0,91.0,0.0,0.0,142803.0,16877.0,0.0,892.0,6159.0,40676.0,19034.0
2021-12-13,7265.0,0.0,0.0,0.0,82052.0,0.0,0.0,0.0,0.0,4984.0,5610.0,100.0,0.0,0.0,142727.0,18323.0,0.0,988.0,5973.0,27408.0,7098.0
2021-12-14,7268.0,0.0,0.0,0.0,89357.0,6.0,0.0,0.0,0.0,4064.0,6631.0,104.0,0.0,0.0,142706.0,18559.0,0.0,1378.0,5958.0,24158.0,4887.0
2021-12-15,7339.0,0.0,0.0,0.0,91085.0,0.0,0.0,0.0,0.0,3184.0,4639.0,117.0,0.0,0.0,142637.0,17554.0,0.0,968.0,5886.0,19877.0,5684.0
2021-12-16,7409.0,0.0,0.0,0.0,98202.0,0.0,0.0,0.0,0.0,4084.0,4940.0,117.0,0.0,0.0,142841.0,17673.0,0.0,3086.0,5939.0,864.0,1181.0
2021-12-17,7355.0,0.0,0.0,0.0,93965.0,0.0,0.0,0.0,0.0,3783.0,5095.0,123.0,0.0,0.0,142967.0,17726.0,0.0,835.0,5930.0,6185.0,6276.0
2021-12-18,7205.0,0.0,0.0,0.0,58354.0,0.0,0.0,0.0,0.0,690.0,12.0,121.0,0.0,0.0,143187.0,17497.0,0.0,923.0,5841.0,4485.0,4694.0
2021-12-19,6494.0,0.0,0.0,0.0,53026.0,0.0,0.0,0.0,0.0,3113.0,5550.0,127.0,0.0,0.0,143254.0,17705.0,0.0,824.0,5525.0,5161.0,3066.0
2021-12-20,7080.0,0.0,0.0,0.0,97616.0,140.0,0.0,0.0,0.0,4859.0,4886.0,130.0,0.0,0.0,143331.0,18409.0,0.0,1369.0,5481.0,2445.0,2784.0
2021-12-21,7166.0,0.0,0.0,0.0,99676.0,0.0,0.0,0.0,0.0,4542.0,7142.0,140.0,0.0,0.0,143689.0,16873.0,0.0,5768.0,5757.0,564.0,3862.0
2021-12-22,7342.0,0.0,0.0,0.0,94285.0,0.0,0.0,0.0,0.0,3544.0,4598.0,125.0,0.0,0.0,143786.0,17944.0,0.0,5015.0,5956.0,8921.0,7091.0
2021-12-23,7298.0,0.0,0.0,0.0,38177.0,417.0,0.0,0.0,0.0,1340.0,1708.0,136.0,0.0,0.0,143709.0,16755.0,0.0,2068.0,6053.0,30137.0,22013.0
2021-12-24,5685.0,0.0,0.0,0.0,41608.0,0.0,0.0,0.0,0.0,3669.0,5055.0,127.0,0.0,0.0,143441.0,9033.0,0.0,1520.0,6163.0,12443.0,8164.0
2021-12-25,6594.0,0.0,0.0,0.0,28513.0,0.0,0.0,0.0,0.0,3249.0,4420.0,128.0,0.0,0.0,143825.0,1892.0,0.0,968.0,5921.0,29212.0,9862.0
2021-12-26,7034.0,0.0,0.0,0.0,30053.0,0.0,0.0,0.0,0.0,4153.0,4192.0,142.0,0.0,0.0,143801.0,8272.0,0.0,1768.0,5666.0,11251.0,5446.0
2021-12-27,6975.0,0.0,0.0,0.0,30328.0,0.0,0.0,0.0,0.0,2353.0,5508.0,139.0,0.0,0.0,143692.0,14921.0,0.0,1344.0,5871.0,18015.0,10348.0
2021-12-28,7013.0,0.0,0.0,0.0,28470.0,0.0,0.0,0.0,0.0,2422.0,4330.0,140.0,0.0,0.0,143626.0,14038.0,0.0,1447.0,5172.0,48776.0,31766.0
2021-12-29,6942.0,0.0,0.0,0.0,28581.0,0.0,0.0,0.0,0.0,4321.0,2620.0,127.0,0.0,0.0,143495.0,15201.0,0.0,874.0,5935.0,32913.0,21891.0
2021-12-30,6674.0,0.0,0.0,0.0,25336.0,0.0,0.0,0.0,0.0,4671.0,5870.0,108.0,0.0,0.0,143140.0,12876.0,0.0,1492.0,5965.0,51373.0,31111.0
2021-12-31,6060.0,0.0,0.0,0.0,24642.0,0.0,0.0,0.0,0.0,4349.0,6738.0,124.0,0.0,0.0,140199.0,13173.0,0.0,2656.0,6096.0,50007.0,22922.0
2022-01-01,6001.0,0.0,0.0,0.0,25542.0,0.0,0.0,0.0,0.0,3965.0,5068.0,124.0,0.0,0.0,143208.0,11928.0,0.0,4287.0,6394.0,43837.0,16831.0
2022-01-02,5689.0,0.0,0.0,0.0,25720.0,0.0,0.0,0.0,0.0,4383.0,5304.0,132.0,0.0,0.0,143189.0,11693.0,0.0,2618.0,6361.0,51444.0,32516.0
2022-01-03,6223.0,0.0,0.0,0.0,30969.0,0.0,0.0,0.0,0.0,4833.0,5979.0,129.0,0.0,0.0,143378.0,15196.0,0.0,997.0,6482.0,47228.0,28666.0
2022-01-04,6953.0,0.0,0.0,0.0,38589.0,0.0,0.0,0.0,0.0,4700.0,5677.0,79.0,0.0,0.0,143319.0,18200.0,0.0,987.0,6381.0,22289.0,9086.0
2022-01-05,7056.0,0.0,0.0,0.0,37515.0,0.0,0.0,0.0,0.0,4482.0,6095.0,61.0,0.0,0.0,143446.0,19513.0,0.0,2342.0,6370.0,43813.0,20350.0
2022-01-06,7167.0,0.0,0.0,0.0,49283.0,0.0,0.0,0.0,0.0,2891.0,4777.0,73.0,0.0,0.0,143479.0,19099.0,0.0,5366.0,6249.0,24136.0,10652.0
2022-01-07,7110.0,0.0,0.0,0.0,36478.0,0.0,0.0,0.0,0.0,4661.0,6303.0,89.0,0.0,0.0,143122.0,18358.0,0.0,2157.0,6187.0,40991.0,23310.0
2022-01-08,6950.0,0.0,0.0,0.0,32182.0,0.0,0.0,0.0,0.0,1882.0,1832.0,81.0,0.0,0.0,143447.0,16742.0,0.0,1152.0,6264.0,37098.0,26061.0
2022-01-09,6448.0,0.0,0.0,0.0,36063.0,0.0,0.0,0.0,0.0,4471.0,6478.0,26.0,0.0,0.0,143346.0,16087.0,0.0,4615.0,5911.0,29187.0,18259.0
2022-01-10,7225.0,0.0,0.0,0.0,105912.0,269.0,0.0,0.0,0.0,3902.0,5927.0,26.0,0.0,0.0,143624.0,19062.0,0.0,2293.0,5879.0,6112.0,1602.0
2022-01-11,7002.0,0.0,0.0,0.0,109143.0,19.0,0.0,0.0,0.0,4241.0,5398.0,72.0,0.0,0.0,143531.0,17580.0,0.0,5873.0,5956.0,14036.0,5988.0
2022-01-12,7047.0,0.0,0.0,0.0,110303.0,0.0,0.0,0.0,0.0,4108.0,6114.0,85.0,0.0,0.0,143545.0,18334.0,0.0,1769.0,5886.0,1063.0,2558.0
2022-01-13,7150.0,0.0,0.0,0.0,105631.0,10.0,0.0,0.0,0.0,3653.0,5488.0,99.0,0.0,0.0,143511.0,17629.0,0.0,3490.0,6157.0,2724.0,1701.0
2022-01-14,7219.0,0.0,0.0,0.0,107246.0,2.0,0.0,0.0,0.0,3993.0,5161.0,114.0,0.0,0.0,143523.0,18191.0,0.0,5375.0,6214.0,1672.0,1623.0
