Date,Biomass - Actual Aggregated [MW],Energy storage - Actual Aggregated [MW],Fossil Brown coal/Lignite - Actual Aggregated [MW],Fossil Coal-derived gas - Actual Aggregated [MW],Fossil Gas - Actual Aggregated [MW],Fossil Oil - Actual Aggregated [MW],Fossil Oil shale - Actual Aggregated [MW],Fossil Peat - Actual Aggregated [MW],Geothermal - Actual Aggregated [MW],Hydro Pumped Storage - Actual Aggregated [MW],Hydro Pumped Storage - Actual Consumption [MW],Hydro Run-of-river and poundage - Actual Aggregated [MW],Hydro Water Reservoir - Actual Aggregated [MW],Marine - Actual Aggregated [MW],Nuclear - Actual Aggregated [MW],Other - Actual Aggregated [MW],Other renewable - Actual Aggregated [MW],Solar - Actual Aggregated [MW],Waste - Actual Aggregated [MW],Wind Offshore - Actual Aggregated [MW],Wind Onshore - Actual Aggregated [MW]
2019-01-01,3842.0,0.0,0.0,0.0,44294.0,0.0,0.0,0.0,0.0,3119.0,1678.0,885.0,0.0,0.0,60493.0,15975.0,0.0,549.0,6583.0,19087.0,11075.0
2019-01-02,4981.0,0.0,0.0,0.0,101031.0,969.0,0.0,0.0,0.0,3948.0,4142.0,814.0,0.0,0.0,68907.0,18115.0,0.0,1580.0,6282.0,15704.0,9278.0
2019-01-03,8842.0,0.0,0.0,0.0,99659.0,0.0,0.0,0.0,0.0,919.0,5155.0,742.0,0.0,0.0,80884.0,19095.0,0.0,1778.0,5966.0,5118.0,2709.0
2019-01-04,8869.0,0.0,0.0,0.0,109564.0,0.0,0.0,0.0,0.0,5018.0,1669.0,668.0,0.0,0.0,86425.0,19739.0,0.0,833.0,6450.0,6414.0,4923.0
2019-01-05,8677.0,0.0,0.0,0.0,72628.0,0.0,0.0,0.0,0.0,1832.0,3486.0,619.0,0.0,0.0,89872.0,19063.0,0.0,365.0,6568.0,9984.0,10477.0
2019-01-06,8790.0,0.0,0.0,0.0,61380.0,0.0,0.0,0.0,0.0,1615.0,2215.0,670.0,0.0,0.0,92833.0,18591.0,0.0,567.0,5937.0,3067.0,3705.0
2019-01-07,7857.0,0.0,0.0,0.0,80944.0,0.0,0.0,0.0,0.0,3724.0,4428.0,644.0,0.0,0.0,95914.0,18310.0,0.0,729.0,6200.0,14934.0,9367.0
2019-01-08,6868.0,0.0,0.0,0.0,76187.0,0.0,0.0,0.0,0.0,2717.0,5861.0,632.0,0.0,0.0,97789.0,18089.0,0.0,1875.0,6050.0,27323.0,24945.0
2019-01-09,7997.0,0.0,0.0,0.0,84996.0,0.0,0.0,0.0,0.0,2734.0,4010.0,686.0,0.0,0.0,98062.0,19218.0,0.0,3261.0,6089.0,25244.0,15614.0
2019-01-10,8917.0,0.0,0.0,0.0,101734.0,12.0,0.0,0.0,0.0,4630.0,3127.0,726.0,0.0,0.0,98166.0,20172.0,0.0,1198.0,6124.0,3443.0,3746.0
2019-01-11,8893.0,0.0,0.0,0.0,97516.0,107.0,0.0,0.0,0.0,4285.0,6073.0,726.0,0.0,0.0,98073.0,20028.0,0.0,1248.0,6107.0,10352.0,6018.0
2019-01-12,8808.0,0.0,0.0,0.0,62246.0,0.0,0.0,0.0,0.0,2292.0,4117.0,703.0,0.0,0.0,97943.0,18697.0,0.0,556.0,6269.0,21996.0,15830.0
2019-01-13,7460.0,0.0,0.0,0.0,44509.0,0.0,0.0,0.0,0.0,2725.0,4485.0,820.0,0.0,0.0,97847.0,18309.0,0.0,564.0,5769.0,26836.0,23800.0
2019-01-14,8246.0,0.0,0.0,0.0,85126.0,0.0,0.0,0.0,0.0,3186.0,4030.0,909.0,0.0,0.0,97949.0,18406.0,0.0,2801.0,5609.0,13666.0,13110.0
2019-01-15,8925.0,0.0,0.0,0.0,88664.0,0.0,0.0,0.0,0.0,1588.0,3276.0,922.0,0.0,0.0,97922.0,18576.0,0.0,1724.0,5741.0,19465.0,10201.0
2019-01-16,8354.0,0.0,0.0,0.0,85291.0,12.0,0.0,0.0,0.0,3002.0,2488.0,921.0,0.0,0.0,93729.0,19107.0,0.0,1536.0,5652.0,23229.0,18430.0
2019-01-17,8706.0,0.0,0.0,0.0,90890.0,3.0,0.0,0.0,0.0,1752.0,4189.0,904.0,0.0,0.0,91364.0,19467.0,0.0,1679.0,5647.0,19651.0,15382.0
2019-01-18,8569.0,0.0,0.0,0.0,98865.0,0.0,0.0,0.0,0.0,4471.0,2998.0,953.0,0.0,0.0,97974.0,20660.0,0.0,3087.0,5815.0,4160.0,2447.0
2019-01-19,8875.0,0.0,0.0,0.0,85026.0,0.0,0.0,0.0,0.0,882.0,1915.0,952.0,0.0,0.0,98108.0,20467.0,0.0,5650.0,5809.0,11217.0,7839.0
2019-01-20,8667.0,0.0,0.0,0.0,73452.0,0.0,0.0,0.0,0.0,396.0,5112.0,944.0,0.0,0.0,98119.0,20510.0,0.0,5973.0,5614.0,1469.0,4275.0
2019-01-21,8846.0,0.0,0.0,0.0,105547.0,0.0,0.0,0.0,0.0,4199.0,922.0,857.0,0.0,0.0,98056.0,20943.0,0.0,6034.0,5385.0,3322.0,2271.0
2019-01-22,7714.0,0.0,0.0,0.0,110392.0,0.0,0.0,0.0,0.0,3737.0,5303.0,801.0,0.0,0.0,98157.0,20660.0,0.0,936.0,5394.0,16194.0,14309.0
2019-01-23,7752.0,0.0,0.0,0.0,113889.0,0.0,0.0,0.0,0.0,4216.0,4982.0,778.0,0.0,0.0,98209.0,20711.0,0.0,926.0,5803.0,3191.0,3070.0
2019-01-24,8800.0,0.0,0.0,0.0,117596.0,0.0,0.0,0.0,0.0,4329.0,5137.0,713.0,0.0,0.0,98155.0,20760.0,0.0,1050.0,6104.0,715.0,1523.0
2019-01-25,8759.0,0.0,0.0,0.0,108971.0,0.0,0.0,0.0,0.0,3152.0,4766.0,692.0,0.0,0.0,98114.0,20558.0,0.0,1024.0,6091.0,10553.0,6424.0
2019-01-26,8834.0,0.0,0.0,0.0,51083.0,0.0,0.0,0.0,0.0,608.0,1015.0,684.0,0.0,0.0,97969.0,19162.0,0.0,1501.0,6016.0,23115.0,17726.0
2019-01-27,8629.0,0.0,0.0,0.0,38135.0,0.0,0.0,0.0,0.0,1525.0,6202.0,869.0,0.0,0.0,98015.0,18450.0,0.0,1058.0,6136.0,25352.0,22178.0
2019-01-28,8820.0,0.0,0.0,0.0,75466.0,0.0,0.0,0.0,0.0,2466.0,817.0,940.0,0.0,0.0,98054.0,19296.0,0.0,2987.0,6299.0,23566.0,20344.0
2019-01-29,8932.0,0.0,0.0,0.0,102934.0,3.0,0.0,0.0,0.0,3486.0,4033.0,877.0,0.0,0.0,98138.0,19872.0,0.0,5435.0,6340.0,8663.0,7110.0
2019-01-30,8949.0,0.0,0.0,0.0,103114.0,0.0,0.0,0.0,0.0,4217.0,4121.0,903.0,0.0,0.0,98122.0,20613.0,0.0,853.0,6337.0,4324.0,4755.0
2019-01-31,8952.0,0.0,0.0,0.0,110888.0,14.0,0.0,0.0,0.0,3590.0,5415.0,914.0,0.0,0.0,98197.0,20630.0,0.0,1023.0,6370.0,7830.0,5218.0
2019-02-01,8371.0,0.0,0.0,0.0,98306.0,0.0,0.0,0.0,0.0,4517.0,5421.0,927.0,0.0,0.0,98078.0,19938.0,0.0,1477.0,6289.0,7266.0,5021.0
2019-02-02,8860.0,0.0,0.0,0.0,57507.0,0.0,0.0,0.0,0.0,538.0,4013.0,863.0,0.0,0.0,98086.0,19414.0,0.0,1011.0,6131.0,18075.0,4034.0
2019-02-03,8864.0,0.0,0.0,0.0,55233.0,0.0,0.0,0.0,0.0,1274.0,2555.0,808.0,0.0,0.0,98042.0,19221.0,0.0,6216.0,6117.0,9349.0,3971.0
2019-02-04,8907.0,0.0,0.0,0.0,95629.0,0.0,0.0,0.0,0.0,1754.0,1581.0,840.0,0.0,0.0,99307.0,19125.0,0.0,1921.0,6134.0,24887.0,20528.0
2019-02-05,8810.0,0.0,0.0,0.0,102427.0,7.0,0.0,0.0,0.0,3734.0,2523.0,930.0,0.0,0.0,102671.0,19004.0,0.0,2782.0,6392.0,8775.0,6550.0
2019-02-06,8791.0,0.0,0.0,0.0,103219.0,0.0,0.0,0.0,0.0,3208.0,4006.0,939.0,0.0,0.0,103202.0,19031.0,0.0,1632.0,6106.0,15748.0,15373.0
2019-02-07,8781.0,0.0,0.0,0.0,62490.0,5.0,0.0,0.0,0.0,2379.0,3779.0,945.0,0.0,0.0,103123.0,18036.0,0.0,5545.0,5842.0,27162.0,26425.0
2019-02-08,4042.0,0.0,0.0,0.0,47290.0,0.0,0.0,0.0,0.0,1976.0,2331.0,917.0,0.0,0.0,103111.0,18833.0,0.0,1651.0,5762.0,26439.0,30123.0
2019-02-09,3826.0,0.0,0.0,0.0,35317.0,0.0,0.0,0.0,0.0,4218.0,4817.0,912.0,0.0,0.0,104327.0,19055.0,0.0,3992.0,5811.0,26516.0,31933.0
2019-02-10,3613.0,0.0,0.0,0.0,33868.0,0.0,0.0,0.0,0.0,4550.0,6480.0,772.0,0.0,0.0,107181.0,17786.0,0.0,1437.0,5864.0,17761.0,28288.0
2019-02-11,5642.0,0.0,0.0,0.0,95423.0,0.0,0.0,0.0,0.0,5419.0,6220.0,290.0,0.0,0.0,107758.0,19242.0,0.0,5033.0,6174.0,9477.0,10186.0
2019-02-12,8285.0,0.0,0.0,0.0,98897.0,0.0,0.0,0.0,0.0,2191.0,5379.0,273.0,0.0,0.0,107776.0,18833.0,0.0,6218.0,5771.0,9318.0,4770.0
2019-02-13,7529.0,0.0,0.0,0.0,79488.0,0.0,0.0,0.0,0.0,2168.0,3642.0,409.0,0.0,0.0,107807.0,17085.0,0.0,7475.0,6070.0,8843.0,4677.0
2019-02-14,7678.0,0.0,0.0,0.0,84026.0,28.0,0.0,0.0,0.0,3563.0,2727.0,508.0,0.0,0.0,107648.0,18582.0,0.0,10468.0,5889.0,1923.0,5173.0
2019-02-15,7855.0,0.0,0.0,0.0,71002.0,0.0,0.0,0.0,0.0,1613.0,2515.0,635.0,0.0,0.0,107630.0,19175.0,0.0,10729.0,5795.0,6061.0,7567.0
2019-02-16,7003.0,0.0,0.0,0.0,48360.0,0.0,0.0,0.0,0.0,2684.0,2410.0,788.0,0.0,0.0,107722.0,18645.0,0.0,10242.0,5745.0,5958.0,7593.0
2019-02-17,7253.0,0.0,0.0,0.0,40398.0,0.0,0.0,0.0,0.0,1647.0,2277.0,776.0,0.0,0.0,107781.0,17613.0,0.0,9909.0,5550.0,11443.0,10108.0
2019-02-18,7621.0,0.0,0.0,0.0,66137.0,0.0,0.0,0.0,0.0,1208.0,1778.0,752.0,0.0,0.0,107900.0,17613.0,0.0,10088.0,5687.0,5439.0,7621.0
2019-02-19,6800.0,0.0,0.0,0.0,63533.0,3.0,0.0,0.0,0.0,1772.0,4426.0,798.0,0.0,0.0,107982.0,17102.0,0.0,8308.0,6020.0,14953.0,7537.0
2019-02-20,7382.0,0.0,0.0,0.0,66861.0,0.0,0.0,0.0,0.0,1763.0,1497.0,798.0,0.0,0.0,107981.0,17906.0,0.0,9331.0,6048.0,11274.0,6595.0
2019-02-21,7493.0,0.0,0.0,0.0,80452.0,0.0,0.0,0.0,0.0,2695.0,4356.0,874.0,0.0,0.0,85604.0,18314.0,0.0,7090.0,6214.0,12272.0,6146.0
2019-02-22,7406.0,0.0,0.0,0.0,66579.0,0.0,0.0,0.0,0.0,1441.0,504.0,814.0,0.0,0.0,83392.0,18426.0,0.0,3794.0,6195.0,1591.0,2620.0
2019-02-23,6328.0,0.0,0.0,0.0,54997.0,0.0,0.0,0.0,0.0,1199.0,1156.0,736.0,0.0,0.0,83380.0,17336.0,0.0,11756.0,6295.0,3957.0,6178.0
2019-02-24,6216.0,0.0,0.0,0.0,57162.0,0.0,0.0,0.0,0.0,528.0,4804.0,718.0,0.0,0.0,83452.0,16989.0,0.0,11678.0,6402.0,229.0,4871.0
2019-02-25,7095.0,0.0,0.0,0.0,76652.0,0.0,0.0,0.0,0.0,2464.0,616.0,682.0,0.0,0.0,83356.0,15457.0,0.0,12038.0,6569.0,1077.0,4707.0
2019-02-26,7170.0,0.0,0.0,0.0,75847.0,0.0,0.0,0.0,0.0,2569.0,3643.0,645.0,0.0,0.0,89249.0,17481.0,0.0,12147.0,6186.0,453.0,3287.0
2019-02-27,6541.0,0.0,0.0,0.0,64446.0,0.0,0.0,0.0,0.0,2388.0,2949.0,584.0,0.0,0.0,107394.0,17625.0,0.0,12344.0,6067.0,3271.0,4783.0
2019-02-28,7218.0,0.0,0.0,0.0,56086.0,0.0,0.0,0.0,0.0,1965.0,3712.0,637.0,0.0,0.0,107659.0,17977.0,0.0,4258.0,5784.0,15502.0,11299.0
2019-03-01,8099.0,0.0,0.0,0.0,63471.0,0.0,0.0,0.0,0.0,2561.0,861.0,700.0,0.0,0.0,107873.0,18609.0,0.0,1581.0,6580.0,6299.0,7631.0
2019-03-02,3190.0,0.0,0.0,0.0,35610.0,7.0,0.0,0.0,0.0,861.0,815.0,710.0,0.0,0.0,107746.0,18541.0,0.0,2678.0,5600.0,14887.0,10580.0
2019-03-03,2633.0,0.0,0.0,0.0,31038.0,0.0,0.0,0.0,0.0,4198.0,6418.0,731.0,0.0,0.0,107524.0,17296.0,0.0,1802.0,5242.0,27484.0,30885.0
2019-03-04,3282.0,0.0,0.0,0.0,37024.0,24.0,0.0,0.0,0.0,4769.0,6281.0,736.0,0.0,0.0,107695.0,14168.0,0.0,6519.0,5592.0,26664.0,29274.0
2019-03-05,5778.0,0.0,0.0,0.0,51785.0,0.0,0.0,0.0,0.0,4431.0,6262.0,776.0,0.0,0.0,107830.0,18935.0,0.0,8282.0,5966.0,20002.0,15715.0
2019-03-06,7755.0,0.0,0.0,0.0,33264.0,0.0,0.0,0.0,0.0,2542.0,3455.0,796.0,0.0,0.0,107512.0,18662.0,0.0,2774.0,6146.0,26625.0,21883.0
2019-03-07,6234.0,0.0,0.0,0.0,31706.0,0.0,0.0,0.0,0.0,1717.0,4058.0,806.0,0.0,0.0,107483.0,18365.0,0.0,8328.0,6624.0,26083.0,28601.0
2019-03-08,7414.0,0.0,0.0,0.0,38656.0,0.0,0.0,0.0,0.0,3277.0,2817.0,784.0,0.0,0.0,107795.0,18369.0,0.0,8803.0,6594.0,17910.0,15187.0
2019-03-09,6122.0,0.0,0.0,0.0,30499.0,0.0,0.0,0.0,0.0,3498.0,4652.0,792.0,0.0,0.0,107531.0,17427.0,0.0,5011.0,6068.0,25191.0,27836.0
2019-03-10,8497.0,0.0,0.0,0.0,35798.0,0.0,0.0,0.0,0.0,2735.0,2554.0,768.0,0.0,0.0,107698.0,17960.0,0.0,5459.0,5767.0,16631.0,21546.0
2019-03-11,7779.0,0.0,0.0,0.0,45805.0,0.0,0.0,0.0,0.0,4069.0,5129.0,737.0,0.0,0.0,107985.0,18822.0,0.0,7263.0,5854.0,21834.0,23237.0
2019-03-12,8576.0,0.0,0.0,0.0,41488.0,0.0,0.0,0.0,0.0,2253.0,3208.0,752.0,0.0,0.0,109732.0,16310.0,0.0,5913.0,5849.0,26048.0,27288.0
2019-03-13,6382.0,0.0,0.0,0.0,39894.0,0.0,0.0,0.0,0.0,4350.0,5818.0,783.0,0.0,0.0,112894.0,18831.0,0.0,3804.0,5849.0,27188.0,29934.0
2019-03-14,3726.0,0.0,0.0,0.0,44844.0,0.0,0.0,0.0,0.0,3313.0,4455.0,744.0,0.0,0.0,116105.0,19621.0,0.0,4123.0,5930.0,26170.0,24533.0
2019-03-15,3624.0,0.0,0.0,0.0,39091.0,0.0,0.0,0.0,0.0,4162.0,5166.0,421.0,0.0,0.0,118231.0,19494.0,0.0,1958.0,5915.0,23333.0,27019.0
2019-03-16,3725.0,0.0,0.0,0.0,38156.0,0.0,0.0,0.0,0.0,2627.0,3570.0,151.0,0.0,0.0,118149.0,18810.0,0.0,3609.0,5820.0,24744.0,28997.0
2019-03-17,3446.0,0.0,0.0,0.0,36193.0,0.0,0.0,0.0,0.0,2148.0,5037.0,110.0,0.0,0.0,118589.0,18021.0,0.0,8679.0,5846.0,23511.0,20904.0
2019-03-18,3725.0,0.0,0.0,0.0,70978.0,0.0,0.0,0.0,0.0,3345.0,2347.0,237.0,0.0,0.0,118870.0,18280.0,0.0,10946.0,5905.0,4522.0,5883.0
2019-03-19,3575.0,0.0,0.0,0.0,90400.0,0.0,0.0,0.0,0.0,1438.0,2700.0,352.0,0.0,0.0,118739.0,18168.0,0.0,10696.0,5378.0,1993.0,1389.0
2019-03-20,3749.0,0.0,0.0,0.0,75479.0,0.0,0.0,0.0,0.0,2282.0,2497.0,497.0,0.0,0.0,118300.0,17269.0,0.0,8521.0,5073.0,6291.0,2085.0
2019-03-21,3718.0,0.0,0.0,0.0,73151.0,0.0,0.0,0.0,0.0,2032.0,3923.0,641.0,0.0,0.0,117795.0,16532.0,0.0,12492.0,5287.0,3846.0,2137.0
2019-03-22,3740.0,0.0,0.0,0.0,67855.0,0.0,0.0,0.0,0.0,1579.0,853.0,679.0,0.0,0.0,118484.0,16944.0,0.0,14773.0,5555.0,1875.0,2736.0
2019-03-23,3749.0,0.0,0.0,0.0,51483.0,0.0,0.0,0.0,0.0,375.0,1763.0,717.0,0.0,0.0,118768.0,17873.0,0.0,3679.0,5393.0,4153.0,3131.0
2019-03-24,3722.0,0.0,0.0,0.0,39860.0,0.0,0.0,0.0,0.0,2213.0,3037.0,727.0,0.0,0.0,118942.0,15716.0,0.0,15230.0,5427.0,3260.0,4753.0
2019-03-25,3632.0,0.0,0.0,0.0,37785.0,0.0,0.0,0.0,0.0,2236.0,4740.0,761.0,0.0,0.0,118610.0,16933.0,0.0,10427.0,5660.0,25889.0,20742.0
2019-03-26,2312.0,0.0,0.0,0.0,62604.0,0.0,0.0,0.0,0.0,2527.0,2498.0,790.0,0.0,0.0,118892.0,17049.0,0.0,9167.0,5732.0,2460.0,3537.0
2019-03-27,2145.0,0.0,0.0,0.0,74146.0,0.0,0.0,0.0,0.0,1798.0,321.0,705.0,0.0,0.0,118974.0,17570.0,0.0,7691.0,5858.0,8.0,1553.0
2019-03-28,3556.0,0.0,0.0,0.0,77906.0,3.0,0.0,0.0,0.0,1079.0,2045.0,620.0,0.0,0.0,118808.0,17831.0,0.0,7708.0,5611.0,2.0,2267.0
2019-03-29,3723.0,0.0,0.0,0.0,66351.0,0.0,0.0,0.0,0.0,2061.0,2620.0,609.0,0.0,0.0,118586.0,16651.0,0.0,17134.0,5006.0,338.0,4035.0
2019-03-30,3733.0,0.0,0.0,0.0,44246.0,0.0,0.0,0.0,0.0,1287.0,1821.0,614.0,0.0,0.0,118508.0,16105.0,0.0,16027.0,4476.0,425.0,4384.0
2019-03-31,3201.0,0.0,0.0,0.0,32948.0,0.0,0.0,0.0,0.0,437.0,5247.0,548.0,0.0,0.0,113716.0,14386.0,0.0,12906.0,4342.0,19693.0,9406.0
2019-04-01,3699.0,0.0,0.0,0.0,53608.0,0.0,0.0,0.0,0.0,3374.0,187.0,583.0,0.0,0.0,118613.0,16865.0,0.0,17341.0,4446.0,14457.0,7998.0
2019-04-02,3516.0,0.0,0.0,0.0,56734.0,5.0,0.0,0.0,0.0,3224.0,4946.0,558.0,0.0,0.0,118321.0,16797.0,0.0,7648.0,4276.0,12678.0,11724.0
2019-04-03,3505.0,0.0,0.0,0.0,76342.0,0.0,0.0,0.0,0.0,3842.0,3603.0,572.0,0.0,0.0,119009.0,17966.0,0.0,9867.0,4135.0,5062.0,5082.0
2019-04-04,3564.0,0.0,0.0,0.0,83585.0,0.0,0.0,0.0,0.0,3841.0,4318.0,579.0,0.0,0.0,118977.0,17377.0,0.0,11572.0,3927.0,4496.0,3225.0
2019-04-05,3704.0,0.0,0.0,0.0,79673.0,0.0,0.0,0.0,0.0,3569.0,4641.0,510.0,0.0,0.0,118752.0,17829.0,0.0,15834.0,4152.0,7613.0,3846.0
2019-04-06,3325.0,0.0,0.0,0.0,50040.0,0.0,0.0,0.0,0.0,862.0,833.0,507.0,0.0,0.0,118603.0,17462.0,0.0,11980.0,4989.0,4478.0,2334.0
2019-04-07,3613.0,0.0,0.0,0.0,39186.0,0.0,0.0,0.0,0.0,1350.0,4613.0,511.0,0.0,0.0,118110.0,15668.0,0.0,14397.0,4838.0,2421.0,3300.0
2019-04-08,3608.0,0.0,0.0,0.0,58862.0,0.0,0.0,0.0,0.0,2988.0,3253.0,555.0,0.0,0.0,118351.0,16580.0,0.0,5905.0,5114.0,231.0,1250.0
2019-04-09,3401.0,0.0,0.0,0.0,49699.0,0.0,0.0,0.0,0.0,2209.0,2053.0,555.0,0.0,0.0,118484.0,16871.0,0.0,5881.0,5178.0,12038.0,3504.0
2019-04-10,3513.0,0.0,0.0,0.0,49712.0,0.0,0.0,0.0,0.0,984.0,2259.0,602.0,0.0,0.0,118926.0,16129.0,0.0,18195.0,5267.0,26753.0,9913.0
2019-04-11,3529.0,0.0,0.0,0.0,59901.0,0.0,0.0,0.0,0.0,2184.0,3624.0,595.0,0.0,0.0,119138.0,16191.0,0.0,19474.0,5199.0,16502.0,8508.0
2019-04-12,3519.0,0.0,0.0,0.0,79575.0,81.0,0.0,0.0,0.0,2477.0,1677.0,557.0,0.0,0.0,119150.0,18262.0,0.0,9976.0,5172.0,7258.0,7633.0
2019-04-13,3321.0,0.0,0.0,0.0,56072.0,0.0,0.0,0.0,0.0,457.0,819.0,538.0,0.0,0.0,119194.0,18248.0,0.0,15035.0,5289.0,8970.0,6554.0
2019-04-14,2945.0,0.0,0.0,0.0,41766.0,0.0,0.0,0.0,0.0,1132.0,4757.0,492.0,0.0,0.0,119150.0,17946.0,0.0,11249.0,5292.0,8430.0,4374.0
2019-04-15,3051.0,0.0,0.0,0.0,60218.0,0.0,0.0,0.0,0.0,3518.0,3341.0,472.0,0.0,0.0,118856.0,17000.0,0.0,19213.0,5221.0,10130.0,8453.0
2019-04-16,2301.0,0.0,0.0,0.0,74221.0,0.0,0.0,0.0,0.0,1274.0,1789.0,399.0,0.0,0.0,118504.0,17239.0,0.0,14704.0,5139.0,7702.0,7166.0
2019-04-17,2853.0,0.0,0.0,0.0,68753.0,0.0,0.0,0.0,0.0,3061.0,1587.0,448.0,0.0,0.0,118515.0,17018.0,0.0,8290.0,4978.0,871.0,2214.0
2019-04-18,3290.0,0.0,0.0,0.0,45285.0,4.0,0.0,0.0,0.0,1691.0,3259.0,407.0,0.0,0.0,118053.0,16147.0,0.0,19312.0,4761.0,12468.0,10093.0
2019-04-19,3432.0,0.0,0.0,0.0,39005.0,0.0,0.0,0.0,0.0,1182.0,2190.0,417.0,0.0,0.0,118152.0,14845.0,0.0,19131.0,6066.0,13251.0,7154.0
2019-04-20,1810.0,0.0,0.0,0.0,37504.0,0.0,0.0,0.0,0.0,3296.0,4180.0,410.0,0.0,0.0,118031.0,13492.0,0.0,19394.0,6109.0,9584.0,5942.0
2019-04-21,1669.0,0.0,0.0,0.0,37622.0,0.0,0.0,0.0,0.0,4482.0,3840.0,361.0,0.0,0.0,117679.0,13202.0,0.0,19167.0,6175.0,7738.0,5722.0
2019-04-22,1719.0,0.0,0.0,0.0,35329.0,0.0,0.0,0.0,0.0,2887.0,5826.0,363.0,0.0,0.0,115855.0,12993.0,0.0,19000.0,6066.0,7927.0,8270.0
2019-04-23,1749.0,0.0,0.0,0.0,38929.0,0.0,0.0,0.0,0.0,3255.0,2578.0,353.0,0.0,0.0,117711.0,14363.0,0.0,15643.0,5768.0,12991.0,8491.0
2019-04-24,1633.0,0.0,0.0,0.0,32928.0,0.0,0.0,0.0,0.0,2626.0,4327.0,359.0,0.0,0.0,117364.0,13928.0,0.0,13947.0,5754.0,11206.0,17501.0
2019-04-25,1653.0,0.0,0.0,0.0,35975.0,0.0,0.0,0.0,0.0,1883.0,5327.0,344.0,0.0,0.0,117974.0,14630.0,0.0,8013.0,5662.0,13213.0,13775.0
2019-04-26,1666.0,0.0,0.0,0.0,50542.0,6.0,0.0,0.0,0.0,3432.0,1366.0,326.0,0.0,0.0,118310.0,15899.0,0.0,14864.0,5972.0,9415.0,6520.0
2019-04-27,1674.0,0.0,0.0,0.0,44190.0,0.0,0.0,0.0,0.0,2391.0,5583.0,370.0,0.0,0.0,118326.0,15670.0,0.0,11490.0,6083.0,28896.0,16818.0
2019-04-28,1634.0,0.0,0.0,0.0,47662.0,0.0,0.0,0.0,0.0,1158.0,3131.0,357.0,0.0,0.0,118550.0,15780.0,0.0,9501.0,6235.0,9809.0,4505.0
2019-04-29,1709.0,0.0,0.0,0.0,61232.0,0.0,0.0,0.0,0.0,2661.0,1027.0,354.0,0.0,0.0,118492.0,16144.0,0.0,16470.0,6040.0,2065.0,2522.0
2019-04-30,1711.0,0.0,0.0,0.0,61525.0,0.0,0.0,0.0,0.0,2335.0,1621.0,342.0,0.0,0.0,118412.0,16058.0,0.0,11718.0,6102.0,2808.0,4350.0
2019-05-01,1636.0,0.0,0.0,0.0,44523.0,0.0,0.0,0.0,0.0,2234.0,4862.0,324.0,0.0,0.0,118576.0,15061.0,0.0,14439.0,6257.0,22.0,2409.0
2019-05-02,1297.0,0.0,0.0,0.0,44786.0,0.0,0.0,0.0,0.0,1713.0,3217.0,310.0,0.0,0.0,118552.0,16268.0,0.0,8973.0,6130.0,1937.0,2814.0
2019-05-03,925.0,0.0,0.0,0.0,50460.0,0.0,0.0,0.0,0.0,3137.0,2311.0,307.0,0.0,0.0,118363.0,16532.0,0.0,9661.0,6056.0,3031.0,2201.0
2019-05-04,1158.0,0.0,0.0,0.0,38134.0,0.0,0.0,0.0,0.0,3969.0,4686.0,358.0,0.0,0.0,118765.0,15947.0,0.0,16184.0,5994.0,26395.0,12022.0
2019-05-05,1022.0,0.0,0.0,0.0,37515.0,0.0,0.0,0.0,0.0,823.0,5265.0,350.0,0.0,0.0,118835.0,15975.0,0.0,14667.0,5886.0,15872.0,8441.0
2019-05-06,715.0,0.0,0.0,0.0,53644.0,7.0,0.0,0.0,0.0,4297.0,951.0,320.0,0.0,0.0,118835.0,17291.0,0.0,8431.0,5650.0,5691.0,4694.0
2019-05-07,599.0,0.0,0.0,0.0,52694.0,0.0,0.0,0.0,0.0,2508.0,3102.0,317.0,0.0,0.0,118798.0,16661.0,0.0,14209.0,5408.0,886.0,1270.0
2019-05-08,590.0,0.0,0.0,0.0,40283.0,0.0,0.0,0.0,0.0,570.0,1800.0,333.0,0.0,0.0,118309.0,16029.0,0.0,6953.0,5200.0,19432.0,9041.0
2019-05-09,591.0,0.0,0.0,0.0,46518.0,0.0,0.0,0.0,0.0,2803.0,5674.0,477.0,0.0,0.0,118472.0,15452.0,0.0,11324.0,5352.0,11483.0,8348.0
2019-05-10,575.0,0.0,0.0,0.0,52656.0,0.0,0.0,0.0,0.0,1817.0,32.0,526.0,0.0,0.0,118589.0,16545.0,0.0,12329.0,5462.0,628.0,5122.0
2019-05-11,555.0,0.0,0.0,0.0,37453.0,0.0,0.0,0.0,0.0,2078.0,2487.0,607.0,0.0,0.0,118579.0,14441.0,0.0,16999.0,5966.0,8605.0,9657.0
2019-05-12,606.0,0.0,0.0,0.0,34745.0,0.0,0.0,0.0,0.0,741.0,5669.0,681.0,0.0,0.0,118802.0,13551.0,0.0,16124.0,6082.0,7466.0,8567.0
2019-05-13,615.0,0.0,0.0,0.0,41177.0,0.0,0.0,0.0,0.0,1452.0,1842.0,783.0,0.0,0.0,118807.0,14705.0,0.0,23074.0,5627.0,6943.0,9355.0
2019-05-14,615.0,0.0,0.0,0.0,42851.0,0.0,0.0,0.0,0.0,1655.0,2506.0,774.0,0.0,0.0,118859.0,14790.0,0.0,22686.0,5380.0,14760.0,10194.0
