Date,Biomass - Actual Aggregated [MW],Energy storage - Actual Aggregated [MW],Fossil Brown coal/Lignite - Actual Aggregated [MW],Fossil Coal-derived gas - Actual Aggregated [MW],Fossil Gas - Actual Aggregated [MW],Fossil Hard coal - Actual Aggregated [MW],Fossil Oil - Actual Aggregated [MW],Fossil Oil shale - Actual Aggregated [MW],Fossil Peat - Actual Aggregated [MW],Geothermal - Actual Aggregated [MW],Hydro Pumped Storage - Actual Aggregated [MW],Hydro Pumped Storage - Actual Consumption [MW],Hydro Run-of-river and poundage - Actual Aggregated [MW],Hydro Water Reservoir - Actual Aggregated [MW],Marine - Actual Aggregated [MW],Nuclear - Actual Aggregated [MW],Other - Actual Aggregated [MW],Other renewable - Actual Aggregated [MW],Waste - Actual Aggregated [MW],Wind Offshore - Actual Aggregated [MW],Wind Onshore - Actual Aggregated [MW]
2020-04-14,7047.0,0.0,78464.0,1272.0,32065.0,158501.0,4339.0,0.0,0.0,0.0,4625.0,0.0,3415.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,68604.0
2020-04-15,6049.0,0.0,84992.0,1144.0,34346.0,164982.0,4254.0,0.0,0.0,0.0,3572.0,0.0,3221.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,92818.0
2020-04-16,7039.0,0.0,82435.0,834.0,33943.0,167875.0,4315.0,0.0,0.0,0.0,1318.0,0.0,3117.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,87878.0
2020-04-17,7075.0,0.0,97777.0,637.0,33874.0,164725.0,4325.0,0.0,0.0,0.0,1165.0,0.0,3265.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,25446.0
2020-04-18,7071.0,0.0,73800.0,303.0,31492.0,156655.0,4265.0,0.0,0.0,0.0,1894.0,0.0,3141.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,19826.0
2020-04-19,6356.0,0.0,62502.0,259.0,30682.0,149644.0,4033.0,0.0,0.0,0.0,875.0,0.0,2936.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,39951.0
2020-04-20,7000.0,0.0,99360.0,221.0,33432.0,166866.0,4031.0,0.0,0.0,0.0,1917.0,0.0,3043.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,26202.0
2020-04-21,7078.0,0.0,100859.0,224.0,34971.0,162773.0,3931.0,0.0,0.0,0.0,1718.0,0.0,3057.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,32311.0
2020-04-22,6817.0,0.0,113689.0,183.0,35851.0,168950.0,3999.0,0.0,0.0,0.0,750.0,0.0,3050.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,15617.0
2020-04-23,7134.0,0.0,106367.0,228.0,35401.0,170591.0,3929.0,0.0,0.0,0.0,2136.0,0.0,2960.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,8692.0
2020-04-24,3399.0,0.0,106127.0,189.0,35021.0,165779.0,4029.0,0.0,0.0,0.0,2046.0,0.0,3034.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,22262.0
2020-04-25,2302.0,0.0,81501.0,224.0,34322.0,151158.0,3973.0,0.0,0.0,0.0,1736.0,0.0,2772.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,45560.0
2020-04-26,1748.0,0.0,79064.0,235.0,34956.0,154575.0,4338.0,0.0,0.0,0.0,626.0,0.0,2582.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,9812.0
2020-04-27,2263.0,0.0,112076.0,215.0,35527.0,161696.0,4156.0,0.0,0.0,0.0,1622.0,0.0,2807.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,13256.0
2020-04-28,2348.0,0.0,108296.0,221.0,35194.0,160092.0,4260.0,0.0,0.0,0.0,1526.0,0.0,2863.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,37863.0
2020-04-29,2224.0,0.0,106387.0,214.0,35063.0,162081.0,4405.0,0.0,0.0,0.0,3981.0,0.0,2851.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,21036.0
2020-04-30,6422.0,0.0,95501.0,242.0,33618.0,159996.0,4196.0,0.0,0.0,0.0,3490.0,0.0,2831.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,19296.0
2020-05-01,6330.0,0.0,78119.0,238.0,32523.0,134203.0,4244.0,0.0,0.0,0.0,333.0,0.0,2862.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,29009.0
2020-05-02,6549.0,0.0,72624.0,226.0,32316.0,131352.0,4642.0,0.0,0.0,0.0,3777.0,0.0,2915.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,16231.0
2020-05-03,5881.0,0.0,81563.0,259.0,32762.0,125374.0,4568.0,0.0,0.0,0.0,397.0,0.0,2535.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,25148.0
2020-05-04,5877.0,0.0,113910.0,250.0,33420.0,155734.0,4527.0,0.0,0.0,0.0,2060.0,0.0,2822.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,8940.0
2020-05-05,5946.0,0.0,110527.0,237.0,33948.0,151012.0,4687.0,0.0,0.0,0.0,3980.0,0.0,2859.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,35724.0
2020-05-06,7131.0,0.0,101884.0,213.0,33625.0,145530.0,4535.0,0.0,0.0,0.0,2579.0,0.0,3042.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,72152.0
2020-05-07,7073.0,0.0,114716.0,235.0,33828.0,149889.0,4079.0,0.0,0.0,0.0,1932.0,0.0,3367.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,45272.0
2020-05-08,6900.0,0.0,114079.0,224.0,33698.0,152410.0,3986.0,0.0,0.0,0.0,3850.0,0.0,3388.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,18851.0
2020-05-09,7151.0,0.0,91353.0,267.0,33031.0,138863.0,4084.0,0.0,0.0,0.0,2627.0,0.0,3113.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,9137.0
2020-05-10,6534.0,0.0,71850.0,291.0,32879.0,128634.0,4027.0,0.0,0.0,0.0,2304.0,0.0,2955.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,19312.0
2020-05-11,7111.0,0.0,102623.0,248.0,34186.0,149436.0,4245.0,0.0,0.0,0.0,2048.0,0.0,3137.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,56510.0
2020-05-12,6954.0,0.0,102086.0,216.0,34772.0,165223.0,4218.0,0.0,0.0,0.0,1637.0,0.0,3303.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,47210.0
2020-05-13,7185.0,0.0,111616.0,215.0,31754.0,165840.0,4122.0,0.0,0.0,0.0,2475.0,0.0,3629.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,26649.0
2020-05-14,7190.0,0.0,113849.0,250.0,34278.0,167294.0,4103.0,0.0,0.0,0.0,2993.0,0.0,3817.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,15083.0
2020-05-15,7126.0,0.0,108710.0,227.0,30054.0,161788.0,3976.0,0.0,0.0,0.0,4836.0,0.0,3542.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,26246.0
2020-05-16,7064.0,0.0,73980.0,220.0,30707.0,142160.0,4228.0,0.0,0.0,0.0,3022.0,0.0,3505.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,61635.0
2020-05-17,6420.0,0.0,54282.0,223.0,28963.0,132989.0,4219.0,0.0,0.0,0.0,923.0,0.0,3179.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,60237.0
2020-05-18,7011.0,0.0,93863.0,206.0,29082.0,162959.0,4116.0,0.0,0.0,0.0,2195.0,0.0,3302.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,49129.0
2020-05-19,7043.0,0.0,114647.0,51.0,29051.0,155563.0,4032.0,0.0,0.0,0.0,2947.0,0.0,3311.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,43233.0
2020-05-20,7037.0,0.0,118620.0,0.0,30947.0,163195.0,4137.0,0.0,0.0,0.0,3138.0,0.0,3295.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,16419.0
2020-05-21,7118.0,0.0,113407.0,0.0,30797.0,156340.0,4304.0,0.0,0.0,0.0,1599.0,0.0,3169.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,26277.0
2020-05-22,7103.0,0.0,103057.0,8.0,30067.0,157682.0,4185.0,0.0,0.0,0.0,2441.0,0.0,3231.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,19879.0
2020-05-23,5868.0,0.0,93195.0,220.0,28300.0,135527.0,4145.0,0.0,0.0,0.0,3875.0,0.0,3260.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,28608.0
2020-05-24,5952.0,0.0,77589.0,221.0,28301.0,130267.0,4199.0,0.0,0.0,0.0,1343.0,0.0,3036.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,42346.0
2020-05-25,7158.0,0.0,119039.0,229.0,30010.0,154980.0,4163.0,0.0,0.0,0.0,4223.0,0.0,3307.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,18138.0
2020-05-26,7313.0,0.0,121781.0,236.0,31156.0,156520.0,4188.0,0.0,0.0,0.0,1609.0,0.0,3465.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,16888.0
2020-05-27,7203.0,0.0,123684.0,230.0,32683.0,157019.0,4142.0,0.0,0.0,0.0,1090.0,0.0,3742.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,11491.0
2020-05-28,7096.0,0.0,114926.0,231.0,31810.0,155083.0,3959.0,0.0,0.0,0.0,1675.0,0.0,3699.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,31347.0
2020-05-29,7274.0,0.0,90474.0,234.0,31029.0,150173.0,4233.0,0.0,0.0,0.0,3184.0,0.0,3795.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,51110.0
2020-05-30,7270.0,0.0,70165.0,240.0,32143.0,128609.0,4167.0,0.0,0.0,0.0,4113.0,0.0,3665.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,64252.0
2020-05-31,6532.0,0.0,50203.0,244.0,31989.0,119334.0,4073.0,0.0,0.0,0.0,849.0,0.0,3662.0,842.0,0.0,0.0,0.0,0.0,0.0,0.0,79541.0
2020-06-01,6652.0,0.0,90136.0,252.0,27208.0,149788.0,3932.0,0.0,0.0,0.0,2134.0,0.0,4137.0,1301.0,0.0,0.0,0.0,0.0,0.0,0.0,47482.0
2020-06-02,6185.0,0.0,105386.0,252.0,27063.0,166896.0,4033.0,0.0,0.0,0.0,2295.0,0.0,4298.0,1312.0,0.0,0.0,0.0,0.0,0.0,0.0,29185.0
2020-06-03,5867.0,0.0,109053.0,311.0,27288.0,176741.0,4281.0,0.0,0.0,0.0,2659.0,0.0,4046.0,1288.0,0.0,0.0,0.0,0.0,0.0,0.0,14721.0
2020-06-04,5865.0,0.0,113080.0,369.0,27984.0,180146.0,4239.0,0.0,0.0,0.0,2585.0,0.0,3895.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,21482.0
2020-06-05,6047.0,0.0,109978.0,290.0,30418.0,162191.0,3898.0,0.0,0.0,0.0,4712.0,0.0,4221.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,36169.0
2020-06-06,6011.0,0.0,76354.0,321.0,30001.0,140605.0,3764.0,0.0,0.0,0.0,1088.0,0.0,4629.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,60521.0
2020-06-07,5483.0,0.0,75903.0,323.0,29393.0,138130.0,3524.0,0.0,0.0,0.0,1575.0,0.0,4644.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,11882.0
2020-06-08,6022.0,0.0,108823.0,281.0,27913.0,172843.0,3663.0,0.0,0.0,0.0,2917.0,0.0,4760.0,742.0,0.0,0.0,0.0,0.0,0.0,0.0,17124.0
2020-06-09,6057.0,0.0,107731.0,283.0,28833.0,180008.0,3616.0,0.0,0.0,0.0,3117.0,0.0,4879.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,13334.0
2020-06-10,6043.0,0.0,114262.0,302.0,28460.0,180334.0,3565.0,0.0,0.0,0.0,2040.0,0.0,4291.0,571.0,0.0,0.0,0.0,0.0,0.0,0.0,11900.0
2020-06-11,5500.0,0.0,75655.0,303.0,28168.0,137315.0,3593.0,0.0,0.0,0.0,1607.0,0.0,4262.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,9617.0
2020-06-12,6034.0,0.0,97068.0,279.0,27266.0,145253.0,3502.0,0.0,0.0,0.0,3201.0,0.0,4229.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0,14580.0
2020-06-13,5958.0,0.0,89330.0,298.0,27637.0,129480.0,3568.0,0.0,0.0,0.0,2986.0,0.0,4166.0,689.0,0.0,0.0,0.0,0.0,0.0,0.0,39671.0
2020-06-14,5466.0,0.0,72942.0,298.0,28060.0,121702.0,3547.0,0.0,0.0,0.0,1207.0,0.0,4230.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,39213.0
2020-06-15,5990.0,0.0,114253.0,277.0,28961.0,175286.0,3737.0,0.0,0.0,0.0,3290.0,0.0,4367.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,5812.0
2020-06-16,5951.0,0.0,115758.0,302.0,24013.0,188104.0,3743.0,0.0,0.0,0.0,4229.0,0.0,3942.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,6120.0
2020-06-17,5933.0,0.0,121863.0,367.0,28718.0,181114.0,3667.0,0.0,0.0,0.0,1021.0,0.0,4149.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,14122.0
2020-06-18,5937.0,0.0,120793.0,396.0,28816.0,187121.0,3207.0,0.0,0.0,0.0,2066.0,0.0,4097.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,11594.0
2020-06-19,5779.0,0.0,120894.0,228.0,28532.0,184505.0,3615.0,0.0,0.0,0.0,2873.0,0.0,4159.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,10282.0
2020-06-20,5605.0,0.0,99727.0,245.0,29093.0,156955.0,3325.0,0.0,0.0,0.0,3184.0,0.0,4461.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,16436.0
2020-06-21,5484.0,0.0,88320.0,244.0,26672.0,129981.0,3404.0,0.0,0.0,0.0,3079.0,0.0,4559.0,1162.0,0.0,0.0,0.0,0.0,0.0,0.0,20996.0
2020-06-22,5472.0,0.0,93823.0,223.0,20513.0,181578.0,3735.0,0.0,0.0,0.0,8875.0,0.0,4616.0,1251.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0
2020-06-23,5483.0,0.0,113507.0,241.0,19414.0,174793.0,3724.0,0.0,0.0,0.0,6339.0,0.0,4845.0,1272.0,0.0,0.0,0.0,0.0,0.0,0.0,34584.0
2020-06-24,5436.0,0.0,110021.0,247.0,19680.0,177634.0,3654.0,0.0,0.0,0.0,4794.0,0.0,5636.0,1272.0,0.0,0.0,0.0,0.0,0.0,0.0,22981.0
2020-06-25,5185.0,0.0,109635.0,241.0,19817.0,197693.0,3634.0,0.0,0.0,0.0,7279.0,0.0,6127.0,1270.0,0.0,0.0,0.0,0.0,0.0,0.0,21714.0
2020-06-26,4717.0,0.0,104398.0,249.0,21331.0,187386.0,3671.0,0.0,0.0,0.0,4147.0,0.0,6065.0,1272.0,0.0,0.0,0.0,0.0,0.0,0.0,34561.0
2020-06-27,979.0,0.0,94687.0,271.0,22210.0,158269.0,3536.0,0.0,0.0,0.0,1653.0,0.0,6467.0,954.0,0.0,0.0,0.0,0.0,0.0,0.0,15099.0
2020-06-28,672.0,0.0,82026.0,257.0,24600.0,144198.0,3479.0,0.0,0.0,0.0,2063.0,0.0,6768.0,733.0,0.0,0.0,0.0,0.0,0.0,0.0,15598.0
2020-06-29,420.0,0.0,111165.0,226.0,32473.0,195825.0,3906.0,0.0,0.0,0.0,2874.0,0.0,6885.0,735.0,0.0,0.0,0.0,0.0,0.0,0.0,10008.0
2020-06-30,806.0,0.0,99652.0,253.0,35060.0,178206.0,3730.0,0.0,0.0,0.0,3130.0,0.0,6657.0,742.0,0.0,0.0,0.0,0.0,0.0,0.0,46822.0
2020-07-01,851.0,0.0,113142.0,219.0,32687.0,181087.0,3958.0,0.0,0.0,0.0,2455.0,0.0,6785.0,738.0,0.0,0.0,0.0,0.0,0.0,0.0,38292.0
2020-07-02,1055.0,0.0,115705.0,271.0,35938.0,188723.0,4216.0,0.0,0.0,0.0,1283.0,0.0,6574.0,729.0,0.0,0.0,0.0,0.0,0.0,0.0,24871.0
2020-07-03,1062.0,0.0,106737.0,270.0,33001.0,199732.0,4393.0,0.0,0.0,0.0,1923.0,0.0,6481.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0,11091.0
2020-07-04,1065.0,0.0,88313.0,315.0,31253.0,141323.0,4387.0,0.0,0.0,0.0,3986.0,0.0,6113.0,623.0,0.0,0.0,0.0,0.0,0.0,0.0,35059.0
2020-07-05,672.0,0.0,61196.0,292.0,31278.0,130055.0,4308.0,0.0,0.0,0.0,1124.0,0.0,5830.0,631.0,0.0,0.0,0.0,0.0,0.0,0.0,53539.0
2020-07-06,1121.0,0.0,103121.0,294.0,35277.0,163147.0,4369.0,0.0,0.0,0.0,4081.0,0.0,5876.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,51729.0
2020-07-07,1139.0,0.0,87007.0,304.0,35886.0,180943.0,4497.0,0.0,0.0,0.0,2105.0,0.0,5453.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,47124.0
2020-07-08,1096.0,0.0,95176.0,298.0,36135.0,185426.0,4451.0,0.0,0.0,0.0,2292.0,0.0,5388.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,32067.0
2020-07-09,1062.0,0.0,94749.0,253.0,36073.0,190662.0,4425.0,0.0,0.0,0.0,2461.0,0.0,5506.0,582.0,0.0,0.0,0.0,0.0,0.0,0.0,16826.0
2020-07-10,1097.0,0.0,99935.0,243.0,35441.0,182791.0,4329.0,0.0,0.0,0.0,3801.0,0.0,5409.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,41137.0
2020-07-11,1099.0,0.0,71708.0,266.0,35771.0,165694.0,4104.0,0.0,0.0,0.0,1712.0,0.0,4831.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,36837.0
2020-07-12,672.0,0.0,59160.0,257.0,35942.0,141250.0,4091.0,0.0,0.0,0.0,1273.0,0.0,4643.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,28903.0
2020-07-13,1097.0,0.0,99650.0,259.0,35096.0,187974.0,4106.0,0.0,0.0,0.0,2097.0,0.0,4820.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,19029.0
2020-07-14,1056.0,0.0,101031.0,262.0,34647.0,197072.0,3908.0,0.0,0.0,0.0,1233.0,0.0,4739.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,9411.0
2020-07-15,1091.0,0.0,98297.0,295.0,33743.0,202454.0,4255.0,0.0,0.0,0.0,1264.0,0.0,4490.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,19012.0
2020-07-16,1111.0,0.0,110906.0,256.0,34392.0,187670.0,4476.0,0.0,0.0,0.0,1910.0,0.0,4547.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,12982.0
2020-07-17,1113.0,0.0,103495.0,258.0,34971.0,192269.0,4526.0,0.0,0.0,0.0,1560.0,0.0,4558.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,6581.0
2020-07-18,1095.0,0.0,81693.0,256.0,34756.0,162502.0,4584.0,0.0,0.0,0.0,1830.0,0.0,4721.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,12274.0
2020-07-19,1575.0,0.0,70902.0,271.0,32506.0,145242.0,4505.0,0.0,0.0,0.0,882.0,0.0,4430.0,843.0,0.0,0.0,0.0,0.0,0.0,0.0,10913.0
2020-07-20,2090.0,0.0,91870.0,255.0,33562.0,204441.0,4518.0,0.0,0.0,0.0,2420.0,0.0,4355.0,729.0,0.0,0.0,0.0,0.0,0.0,0.0,14694.0
2020-07-21,2190.0,0.0,96927.0,206.0,34070.0,192115.0,4557.0,0.0,0.0,0.0,2381.0,0.0,4290.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0,33145.0
2020-07-22,2190.0,0.0,88570.0,255.0,35029.0,191953.0,4564.0,0.0,0.0,0.0,1029.0,0.0,4254.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,34301.0
2020-07-23,2184.0,0.0,93145.0,237.0,35155.0,202376.0,4508.0,0.0,0.0,0.0,1180.0,0.0,4405.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,12148.0
2020-07-24,2183.0,0.0,100440.0,259.0,35172.0,189792.0,4497.0,0.0,0.0,0.0,2530.0,0.0,4482.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,22851.0
2020-07-25,2188.0,0.0,75015.0,251.0,34927.0,176468.0,4460.0,0.0,0.0,0.0,2830.0,0.0,4702.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,17275.0
2020-07-26,1752.0,0.0,60300.0,295.0,34604.0,149296.0,4536.0,0.0,0.0,0.0,1477.0,0.0,4547.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,27396.0
2020-07-27,2178.0,0.0,104775.0,257.0,35155.0,204997.0,4586.0,0.0,0.0,0.0,1889.0,0.0,4019.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,7640.0
2020-07-28,2175.0,0.0,98750.0,317.0,33532.0,198322.0,4632.0,0.0,0.0,0.0,3487.0,0.0,3912.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,34168.0
2020-07-29,2185.0,0.0,95806.0,254.0,35102.0,201051.0,4645.0,0.0,0.0,0.0,700.0,0.0,3517.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,34926.0
2020-07-30,2165.0,0.0,96731.0,287.0,34313.0,187650.0,4649.0,0.0,0.0,0.0,919.0,0.0,3514.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,42599.0
2020-07-31,2143.0,0.0,100677.0,339.0,34016.0,175731.0,4691.0,0.0,0.0,0.0,1351.0,0.0,3382.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,33630.0
2020-08-01,1095.0,0.0,91433.0,290.0,33927.0,160170.0,4679.0,0.0,0.0,0.0,325.0,0.0,3307.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,13177.0
2020-08-02,1080.0,0.0,75495.0,319.0,33283.0,142255.0,4671.0,0.0,0.0,0.0,1196.0,0.0,3004.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,11886.0
2020-08-03,1080.0,0.0,112902.0,300.0,33852.0,190444.0,4684.0,0.0,0.0,0.0,1905.0,0.0,3200.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,11343.0
2020-08-04,1080.0,0.0,101840.0,258.0,34514.0,186768.0,4697.0,0.0,0.0,0.0,1724.0,0.0,3272.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,20757.0
2020-08-05,1578.0,0.0,102816.0,338.0,34459.0,187697.0,4696.0,0.0,0.0,0.0,1283.0,0.0,3458.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,10836.0
2020-08-06,5408.0,0.0,99844.0,266.0,33892.0,187889.0,4470.0,0.0,0.0,0.0,3763.0,0.0,3222.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,21524.0
2020-08-07,5510.0,0.0,114484.0,265.0,28113.0,186929.0,4458.0,0.0,0.0,0.0,2560.0,0.0,3318.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,21525.0
2020-08-08,5436.0,0.0,95969.0,293.0,22484.0,170586.0,4480.0,0.0,0.0,0.0,2079.0,0.0,2909.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,15262.0
2020-08-09,5856.0,0.0,90619.0,284.0,21240.0,159192.0,4438.0,0.0,0.0,0.0,587.0,0.0,2601.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,8345.0
2020-08-10,5814.0,0.0,114060.0,284.0,26187.0,198664.0,4464.0,0.0,0.0,0.0,3632.0,0.0,2908.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,13554.0
2020-08-11,5644.0,0.0,106909.0,250.0,32095.0,197351.0,4134.0,0.0,0.0,0.0,1029.0,0.0,2802.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,26057.0
2020-08-12,5411.0,0.0,109876.0,270.0,32907.0,199850.0,3900.0,0.0,0.0,0.0,1691.0,0.0,2680.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,15587.0
2020-08-13,5883.0,0.0,110856.0,266.0,36026.0,196843.0,4149.0,0.0,0.0,0.0,1372.0,0.0,2854.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,11702.0
2020-08-14,5870.0,0.0,105250.0,309.0,36288.0,187267.0,4165.0,0.0,0.0,0.0,2363.0,0.0,2781.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,17815.0
2020-08-15,5850.0,0.0,77147.0,258.0,32833.0,141774.0,4016.0,0.0,0.0,0.0,980.0,0.0,2677.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,17063.0
2020-08-16,5796.0,0.0,73061.0,307.0,31845.0,143858.0,3992.0,0.0,0.0,0.0,753.0,0.0,2463.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,16309.0
2020-08-17,5407.0,0.0,111338.0,311.0,27912.0,202966.0,3955.0,0.0,0.0,0.0,5296.0,0.0,2526.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,15071.0
2020-08-18,5865.0,0.0,116074.0,277.0,28222.0,215119.0,4214.0,0.0,0.0,0.0,2900.0,0.0,2438.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,14740.0
2020-08-19,5870.0,0.0,112831.0,268.0,27809.0,217289.0,4524.0,0.0,0.0,0.0,2031.0,0.0,2516.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,13113.0
2020-08-20,5874.0,0.0,116578.0,267.0,27729.0,217518.0,4429.0,0.0,0.0,0.0,2997.0,0.0,2843.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,6733.0
2020-08-21,5882.0,0.0,114310.0,303.0,27982.0,211105.0,4360.0,0.0,0.0,0.0,2394.0,0.0,2680.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,20537.0
2020-08-22,5884.0,0.0,96024.0,272.0,27394.0,171816.0,4312.0,0.0,0.0,0.0,2150.0,0.0,2521.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,28170.0
2020-08-23,5886.0,0.0,74587.0,246.0,27906.0,148127.0,4328.0,0.0,0.0,0.0,413.0,0.0,2546.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,25068.0
2020-08-24,5884.0,0.0,109571.0,258.0,28618.0,199052.0,4410.0,0.0,0.0,0.0,2627.0,0.0,2657.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,22048.0
2020-08-25,5809.0,0.0,104175.0,263.0,27800.0,209802.0,4404.0,0.0,0.0,0.0,3304.0,0.0,2630.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,25677.0
2020-08-26,5888.0,0.0,108813.0,251.0,27575.0,190216.0,4345.0,0.0,0.0,0.0,4144.0,0.0,2570.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,63320.0
2020-08-27,5885.0,0.0,110293.0,311.0,28542.0,198432.0,4348.0,0.0,0.0,0.0,1492.0,0.0,2455.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,67230.0
2020-08-28,5852.0,0.0,106956.0,257.0,27327.0,208536.0,4349.0,0.0,0.0,0.0,1217.0,0.0,2619.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,23188.0
