Date,Biomass - Actual Aggregated [MW],Energy storage - Actual Aggregated [MW],Fossil Brown coal/Lignite - Actual Aggregated [MW],Fossil Coal-derived gas - Actual Aggregated [MW],Fossil Gas - Actual Aggregated [MW],Fossil Hard coal - Actual Aggregated [MW],Fossil Oil - Actual Aggregated [MW],Fossil Oil shale - Actual Aggregated [MW],Fossil Peat - Actual Aggregated [MW],Geothermal - Actual Aggregated [MW],Hydro Pumped Storage - Actual Aggregated [MW],Hydro Pumped Storage - Actual Consumption [MW],Hydro Run-of-river and poundage - Actual Aggregated [MW],Hydro Water Reservoir - Actual Aggregated [MW],Marine - Actual Aggregated [MW],Nuclear - Actual Aggregated [MW],Other - Actual Aggregated [MW],Other renewable - Actual Aggregated [MW],Waste - Actual Aggregated [MW],Wind Offshore - Actual Aggregated [MW],Wind Onshore - Actual Aggregated [MW]
2021-09-05,5850.0,0.0,96185.0,1485.0,40177.0,182852.0,4573.0,0.0,0.0,0.0,2912.0,0.0,6637.0,843.0,0.0,0.0,0.0,0.0,0.0,0.0,23399.0
2021-09-06,5826.0,0.0,118294.0,1082.0,37853.0,228296.0,4761.0,0.0,0.0,0.0,3996.0,0.0,6555.0,701.0,0.0,0.0,0.0,0.0,0.0,0.0,19779.0
2021-09-07,5887.0,0.0,126886.0,1066.0,32259.0,252162.0,5217.0,0.0,0.0,0.0,4674.0,0.0,6525.0,687.0,0.0,0.0,0.0,0.0,0.0,0.0,10616.0
2021-09-08,5844.0,0.0,118949.0,1096.0,34201.0,258529.0,5253.0,0.0,0.0,0.0,2735.0,0.0,6269.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,10789.0
2021-09-09,5896.0,0.0,122179.0,1004.0,34560.0,229934.0,5305.0,0.0,0.0,0.0,3178.0,0.0,6224.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,37607.0
2021-09-10,5898.0,0.0,127104.0,1479.0,31921.0,233055.0,5357.0,0.0,0.0,0.0,1367.0,0.0,5988.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,28103.0
2021-09-11,5808.0,0.0,116490.0,1524.0,24634.0,210234.0,5347.0,0.0,0.0,0.0,2583.0,0.0,5354.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,16798.0
2021-09-12,4730.0,0.0,112246.0,1511.0,24336.0,200142.0,5219.0,0.0,0.0,0.0,898.0,0.0,4881.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,17684.0
2021-09-13,5762.0,0.0,122819.0,1393.0,25301.0,252278.0,4951.0,0.0,0.0,0.0,958.0,0.0,4707.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,19787.0
2021-09-14,5869.0,0.0,119658.0,1438.0,28318.0,277235.0,4955.0,0.0,0.0,0.0,2324.0,0.0,4416.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,4945.0
2021-09-15,5852.0,0.0,125127.0,1459.0,16231.0,269605.0,4991.0,0.0,0.0,0.0,3485.0,0.0,4161.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,22124.0
2021-09-16,5866.0,0.0,122207.0,1400.0,19912.0,273419.0,5211.0,0.0,0.0,0.0,2975.0,0.0,4312.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,28590.0
2021-09-17,5876.0,0.0,126210.0,1197.0,29005.0,267213.0,5145.0,0.0,0.0,0.0,1627.0,0.0,4466.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,20516.0
2021-09-18,5851.0,0.0,101539.0,1347.0,23124.0,246274.0,5182.0,0.0,0.0,0.0,2752.0,0.0,4474.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,44516.0
2021-09-19,5820.0,0.0,95605.0,1418.0,30145.0,215573.0,5179.0,0.0,0.0,0.0,966.0,0.0,4060.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,34562.0
2021-09-20,5894.0,0.0,122171.0,1407.0,30621.0,254428.0,5115.0,0.0,0.0,0.0,1858.0,0.0,3893.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0,23166.0
2021-09-21,5898.0,0.0,127450.0,1352.0,30873.0,269193.0,5149.0,0.0,0.0,0.0,1843.0,0.0,4646.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,22151.0
2021-09-22,5921.0,0.0,122545.0,1379.0,30138.0,276752.0,5236.0,0.0,0.0,0.0,2138.0,0.0,5091.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,13861.0
2021-09-23,5880.0,0.0,113579.0,1405.0,30046.0,227849.0,5215.0,0.0,0.0,0.0,3631.0,0.0,5295.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,86120.0
2021-09-24,5865.0,0.0,106254.0,1459.0,30018.0,204559.0,5155.0,0.0,0.0,0.0,3068.0,0.0,5813.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,118365.0
2021-09-25,5879.0,0.0,118741.0,1559.0,24434.0,219997.0,5109.0,0.0,0.0,0.0,4494.0,0.0,5195.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,69675.0
2021-09-26,5894.0,0.0,113790.0,1448.0,19812.0,235608.0,5061.0,0.0,0.0,0.0,1378.0,0.0,4831.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,13953.0
2021-09-27,5900.0,0.0,115009.0,1522.0,27284.0,230426.0,5082.0,0.0,0.0,0.0,1829.0,0.0,4799.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,46433.0
2021-09-28,5895.0,0.0,120702.0,1539.0,32678.0,254647.0,5097.0,0.0,0.0,0.0,1250.0,0.0,4756.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,32278.0
2021-09-29,5908.0,0.0,107896.0,502.0,41333.0,237650.0,5084.0,0.0,0.0,0.0,3565.0,0.0,4491.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,58616.0
2021-09-30,5887.0,0.0,103677.0,345.0,34583.0,251385.0,5107.0,0.0,0.0,0.0,1529.0,0.0,4451.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,41279.0
2021-10-01,5851.0,0.0,102844.0,1467.0,41931.0,227180.0,5107.0,0.0,0.0,0.0,2124.0,0.0,4448.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,43440.0
2021-10-02,5550.0,0.0,88512.0,1649.0,38095.0,181972.0,5137.0,0.0,0.0,0.0,3547.0,0.0,4240.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,53589.0
2021-10-03,5750.0,0.0,57431.0,1709.0,38994.0,135042.0,5107.0,0.0,0.0,0.0,2937.0,0.0,4221.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,91765.0
2021-10-04,5758.0,0.0,108495.0,1552.0,40327.0,238119.0,5095.0,0.0,0.0,0.0,2313.0,0.0,4272.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,28963.0
2021-10-05,5872.0,0.0,116305.0,1623.0,35157.0,237811.0,5092.0,0.0,0.0,0.0,3719.0,0.0,4277.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,66190.0
2021-10-06,5774.0,0.0,108452.0,1459.0,36289.0,255859.0,5304.0,0.0,0.0,0.0,1853.0,0.0,4583.0,514.0,0.0,0.0,0.0,0.0,0.0,0.0,42069.0
2021-10-07,5841.0,0.0,109589.0,1355.0,37227.0,264439.0,5364.0,0.0,0.0,0.0,3232.0,0.0,4955.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,23889.0
2021-10-08,5812.0,0.0,106864.0,1527.0,35056.0,261234.0,5377.0,0.0,0.0,0.0,2139.0,0.0,3911.0,602.0,0.0,0.0,0.0,0.0,0.0,0.0,36179.0
2021-10-09,5859.0,0.0,98152.0,1542.0,37499.0,223309.0,5433.0,0.0,0.0,0.0,1961.0,0.0,4079.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,29851.0
2021-10-10,5810.0,0.0,97266.0,1633.0,38930.0,194418.0,5442.0,0.0,0.0,0.0,914.0,0.0,3844.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,22074.0
2021-10-11,5844.0,0.0,104090.0,1513.0,39697.0,254803.0,5427.0,0.0,0.0,0.0,3173.0,0.0,3934.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,38448.0
2021-10-12,5860.0,0.0,108137.0,1588.0,42555.0,265122.0,5416.0,0.0,0.0,0.0,2335.0,0.0,4241.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,40880.0
2021-10-13,5839.0,0.0,109429.0,1657.0,44455.0,280668.0,5407.0,0.0,0.0,0.0,1229.0,0.0,4317.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,26700.0
2021-10-14,5829.0,0.0,111203.0,1129.0,42114.0,259430.0,5426.0,0.0,0.0,0.0,2864.0,0.0,4091.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,47030.0
2021-10-15,5832.0,0.0,98555.0,1331.0,34623.0,232164.0,5405.0,0.0,0.0,0.0,2181.0,0.0,3976.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,95918.0
2021-10-16,5812.0,0.0,99403.0,1732.0,35130.0,229241.0,5409.0,0.0,0.0,0.0,3123.0,0.0,3790.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,54079.0
2021-10-17,5718.0,0.0,102655.0,1743.0,35135.0,204969.0,5422.0,0.0,0.0,0.0,2474.0,0.0,3640.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,44782.0
2021-10-18,5834.0,0.0,113948.0,1724.0,36204.0,282123.0,5453.0,0.0,0.0,0.0,1396.0,0.0,3873.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,19916.0
2021-10-19,5866.0,0.0,115206.0,1551.0,34840.0,261603.0,5401.0,0.0,0.0,0.0,3798.0,0.0,3744.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,40775.0
2021-10-20,5893.0,0.0,99910.0,1513.0,34817.0,198499.0,5360.0,0.0,0.0,0.0,4801.0,0.0,3834.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,118395.0
2021-10-21,5860.0,0.0,96475.0,1703.0,33135.0,199504.0,5309.0,0.0,0.0,0.0,5137.0,0.0,3645.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,123769.0
2021-10-22,5831.0,0.0,93457.0,1852.0,32714.0,190105.0,5362.0,0.0,0.0,0.0,3598.0,0.0,3464.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,131964.0
2021-10-23,5816.0,0.0,98777.0,1728.0,28861.0,197758.0,5380.0,0.0,0.0,0.0,1597.0,0.0,3394.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,97752.0
2021-10-24,5828.0,0.0,99771.0,1477.0,33135.0,186979.0,5375.0,0.0,0.0,0.0,3375.0,0.0,3423.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,26159.0
2021-10-25,5832.0,0.0,99203.0,1445.0,33220.0,246563.0,5398.0,0.0,0.0,0.0,1988.0,0.0,3344.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,65851.0
2021-10-26,5844.0,0.0,99578.0,1568.0,33736.0,273124.0,5370.0,0.0,0.0,0.0,3084.0,0.0,3392.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,51292.0
2021-10-27,5849.0,0.0,106635.0,1714.0,32946.0,254507.0,5327.0,0.0,0.0,0.0,2068.0,0.0,3418.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,66660.0
2021-10-28,5872.0,0.0,115980.0,1719.0,33269.0,261141.0,5237.0,0.0,0.0,0.0,2801.0,0.0,3399.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,41464.0
2021-10-29,5863.0,0.0,102820.0,1569.0,33177.0,237962.0,5252.0,0.0,0.0,0.0,2252.0,0.0,3643.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,67688.0
2021-10-30,5839.0,0.0,90954.0,1517.0,33536.0,171916.0,5278.0,0.0,0.0,0.0,3724.0,0.0,3472.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,80228.0
2021-10-31,6099.0,0.0,73156.0,1488.0,36415.0,154080.0,5467.0,0.0,0.0,0.0,4630.0,0.0,3574.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,78700.0
2021-11-01,5814.0,0.0,70154.0,1581.0,37439.0,157736.0,5269.0,0.0,0.0,0.0,639.0,0.0,3462.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,63475.0
2021-11-02,5841.0,0.0,108560.0,1533.0,42796.0,247924.0,5269.0,0.0,0.0,0.0,1553.0,0.0,3637.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,29976.0
2021-11-03,5851.0,0.0,115651.0,1426.0,42441.0,270282.0,5262.0,0.0,0.0,0.0,3687.0,0.0,3436.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,26581.0
2021-11-04,5836.0,0.0,114685.0,1305.0,39657.0,240801.0,5298.0,0.0,0.0,0.0,4206.0,0.0,3390.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,86742.0
2021-11-05,5815.0,0.0,107606.0,1445.0,42702.0,226963.0,5294.0,0.0,0.0,0.0,2749.0,0.0,3406.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,100329.0
2021-11-06,5741.0,0.0,95143.0,1638.0,42263.0,178628.0,5294.0,0.0,0.0,0.0,4882.0,0.0,3382.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,106612.0
2021-11-07,5889.0,0.0,68142.0,1672.0,37769.0,154485.0,5295.0,0.0,0.0,0.0,3039.0,0.0,3152.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,113737.0
2021-11-08,5894.0,0.0,116370.0,1330.0,42809.0,262471.0,5313.0,0.0,0.0,0.0,2142.0,0.0,3359.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,45385.0
2021-11-09,5491.0,0.0,126527.0,840.0,41417.0,277242.0,5286.0,0.0,0.0,0.0,2991.0,0.0,3598.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,29707.0
2021-11-10,5872.0,0.0,117632.0,836.0,44571.0,265342.0,5273.0,0.0,0.0,0.0,1464.0,0.0,3543.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,48733.0
2021-11-11,5815.0,0.0,111602.0,1546.0,46097.0,225012.0,5295.0,0.0,0.0,0.0,1712.0,0.0,3216.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,30551.0
2021-11-12,5824.0,0.0,119166.0,1516.0,47557.0,253627.0,5328.0,0.0,0.0,0.0,2193.0,0.0,3489.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,18979.0
2021-11-13,5819.0,0.0,113124.0,1309.0,43876.0,228590.0,5327.0,0.0,0.0,0.0,1240.0,0.0,3260.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,28081.0
2021-11-14,5792.0,0.0,111878.0,1543.0,41401.0,230982.0,5334.0,0.0,0.0,0.0,1863.0,0.0,3162.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,10873.0
2021-11-15,5783.0,0.0,133297.0,1461.0,42473.0,279180.0,5386.0,0.0,0.0,0.0,1302.0,0.0,3265.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,20808.0
2021-11-16,3509.0,0.0,140131.0,1364.0,47053.0,288763.0,5423.0,0.0,0.0,0.0,2867.0,0.0,3007.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,18712.0
2021-11-17,5801.0,0.0,137255.0,1371.0,45458.0,272006.0,5415.0,0.0,0.0,0.0,1868.0,0.0,3148.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,42748.0
2021-11-18,5826.0,0.0,118117.0,1317.0,38783.0,229895.0,5439.0,0.0,0.0,0.0,5291.0,0.0,3009.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,108025.0
2021-11-19,5228.0,0.0,110883.0,1438.0,36009.0,206959.0,5420.0,0.0,0.0,0.0,4190.0,0.0,2765.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,144528.0
2021-11-20,5829.0,0.0,99744.0,1686.0,32862.0,174772.0,5384.0,0.0,0.0,0.0,3976.0,0.0,2853.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,126785.0
2021-11-21,5825.0,0.0,103899.0,1664.0,33642.0,183235.0,5386.0,0.0,0.0,0.0,2641.0,0.0,3029.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,74552.0
2021-11-22,5682.0,0.0,139279.0,1673.0,35828.0,279708.0,5379.0,0.0,0.0,0.0,1537.0,0.0,3572.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,22982.0
2021-11-23,5790.0,0.0,130286.0,1550.0,35238.0,269460.0,5394.0,0.0,0.0,0.0,1355.0,0.0,3470.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,64863.0
2021-11-24,5797.0,0.0,134263.0,1591.0,37093.0,278146.0,5431.0,0.0,0.0,0.0,3071.0,0.0,3492.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,46533.0
2021-11-25,5772.0,0.0,132994.0,1618.0,34541.0,271214.0,5459.0,0.0,0.0,0.0,1204.0,0.0,2992.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,56238.0
2021-11-26,5777.0,0.0,134517.0,1627.0,44588.0,288288.0,5447.0,0.0,0.0,0.0,2921.0,0.0,3104.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,41420.0
2021-11-27,5741.0,0.0,128598.0,1715.0,44698.0,259903.0,5815.0,0.0,0.0,0.0,3049.0,0.0,3358.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,20488.0
2021-11-28,5236.0,0.0,122695.0,1704.0,46685.0,251407.0,5811.0,0.0,0.0,0.0,2797.0,0.0,2664.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,17215.0
2021-11-29,979.0,0.0,133395.0,1732.0,42639.0,280095.0,5784.0,0.0,0.0,0.0,2939.0,0.0,3488.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,59784.0
2021-11-30,950.0,0.0,134267.0,1684.0,40050.0,248830.0,5847.0,0.0,0.0,0.0,2148.0,0.0,3351.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,96443.0
2021-12-01,959.0,0.0,127454.0,1736.0,42704.0,255171.0,5895.0,0.0,0.0,0.0,4130.0,0.0,3890.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,86387.0
2021-12-02,955.0,0.0,130196.0,1739.0,39598.0,237315.0,5837.0,0.0,0.0,0.0,4158.0,0.0,3740.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,131254.0
2021-12-03,916.0,0.0,137514.0,1674.0,41013.0,233840.0,5888.0,0.0,0.0,0.0,2362.0,0.0,3883.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,95899.0
2021-12-04,900.0,0.0,137582.0,1711.0,44503.0,212145.0,5479.0,0.0,0.0,0.0,1562.0,0.0,3746.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,50584.0
2021-12-05,909.0,0.0,131753.0,1783.0,43721.0,208616.0,5525.0,0.0,0.0,0.0,2063.0,0.0,4545.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,28399.0
2021-12-06,895.0,0.0,158196.0,1696.0,43329.0,273585.0,5695.0,0.0,0.0,0.0,2409.0,0.0,4178.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,18705.0
2021-12-07,869.0,0.0,156409.0,1686.0,37493.0,298718.0,5845.0,0.0,0.0,0.0,1805.0,0.0,4066.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,15277.0
2021-12-08,1372.0,0.0,154364.0,1765.0,38352.0,272003.0,5602.0,0.0,0.0,0.0,3088.0,0.0,3957.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,63426.0
2021-12-09,5543.0,0.0,156676.0,1713.0,38654.0,290359.0,5619.0,0.0,0.0,0.0,4207.0,0.0,4076.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,35209.0
2021-12-10,5531.0,0.0,151680.0,1504.0,36605.0,296939.0,5601.0,0.0,0.0,0.0,1814.0,0.0,3410.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,25254.0
2021-12-11,5629.0,0.0,144999.0,1466.0,30818.0,251896.0,5581.0,0.0,0.0,0.0,3288.0,0.0,3306.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,9302.0
2021-12-12,5633.0,0.0,135439.0,413.0,29729.0,220785.0,5568.0,0.0,0.0,0.0,2232.0,0.0,3674.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,13773.0
2021-12-13,5155.0,0.0,156751.0,1291.0,37775.0,276560.0,5580.0,0.0,0.0,0.0,4464.0,0.0,3808.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,8296.0
2021-12-14,5679.0,0.0,156788.0,1813.0,43939.0,267774.0,5564.0,0.0,0.0,0.0,2769.0,0.0,4349.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,32433.0
2021-12-15,5749.0,0.0,152667.0,1807.0,44974.0,250283.0,5565.0,0.0,0.0,0.0,1348.0,0.0,3978.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,53887.0
2021-12-16,5764.0,0.0,144446.0,1661.0,40641.0,215870.0,5506.0,0.0,0.0,0.0,3041.0,0.0,3293.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,93707.0
2021-12-17,5721.0,0.0,141352.0,1533.0,40711.0,227196.0,5501.0,0.0,0.0,0.0,631.0,0.0,3540.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,87282.0
2021-12-18,5714.0,0.0,127807.0,1499.0,43288.0,197548.0,5530.0,0.0,0.0,0.0,5649.0,0.0,3461.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,76049.0
2021-12-19,5762.0,0.0,98015.0,1487.0,39353.0,164573.0,5483.0,0.0,0.0,0.0,3065.0,0.0,4124.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,122259.0
2021-12-20,5697.0,0.0,138822.0,1462.0,42959.0,225493.0,5488.0,0.0,0.0,0.0,1566.0,0.0,3673.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,91390.0
2021-12-21,5675.0,0.0,164338.0,1522.0,46092.0,283065.0,6273.0,0.0,0.0,0.0,1183.0,0.0,3709.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,24463.0
2021-12-22,5684.0,0.0,163982.0,1507.0,47037.0,286927.0,7208.0,0.0,0.0,0.0,2359.0,0.0,3712.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,18340.0
2021-12-23,5696.0,0.0,154304.0,1460.0,45352.0,265324.0,7236.0,0.0,0.0,0.0,2715.0,0.0,3861.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,46367.0
2021-12-24,5692.0,0.0,130129.0,1397.0,36042.0,206206.0,7192.0,0.0,0.0,0.0,3934.0,0.0,4203.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,67235.0
2021-12-25,5336.0,0.0,119707.0,1464.0,35929.0,181955.0,7236.0,0.0,0.0,0.0,1392.0,0.0,3840.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,65124.0
2021-12-26,5521.0,0.0,140369.0,1441.0,39705.0,199196.0,7382.0,0.0,0.0,0.0,2449.0,0.0,3347.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,39575.0
2021-12-27,5568.0,0.0,141196.0,1399.0,37169.0,228967.0,7543.0,0.0,0.0,0.0,5178.0,0.0,3360.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,75966.0
2021-12-28,5630.0,0.0,136195.0,1338.0,37412.0,219807.0,7570.0,0.0,0.0,0.0,2372.0,0.0,2861.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,103385.0
2021-12-29,5715.0,0.0,145809.0,1342.0,43225.0,249672.0,7310.0,0.0,0.0,0.0,1966.0,0.0,3075.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,34848.0
2021-12-30,5580.0,0.0,133392.0,1384.0,31119.0,222577.0,6985.0,0.0,0.0,0.0,6142.0,0.0,3122.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,61543.0
2021-12-31,5960.0,0.0,103021.0,1504.0,22088.0,154103.0,6770.0,0.0,0.0,0.0,4958.0,0.0,3843.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,123602.0
2022-01-01,5486.0,0.0,94894.0,1549.0,23952.0,143687.0,6689.0,0.0,0.0,0.0,4704.0,0.0,5316.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,65355.0
2022-01-02,5532.0,0.0,79856.0,1532.0,24728.0,139733.0,6808.0,0.0,0.0,0.0,4556.0,0.0,5038.0,688.0,0.0,0.0,0.0,0.0,0.0,0.0,98544.0
2022-01-03,5554.0,0.0,119541.0,1551.0,25543.0,187035.0,6974.0,0.0,0.0,0.0,3956.0,0.0,5428.0,769.0,0.0,0.0,0.0,0.0,0.0,0.0,108859.0
2022-01-04,5583.0,0.0,141820.0,1547.0,33081.0,216329.0,6893.0,0.0,0.0,0.0,4118.0,0.0,6111.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0,62199.0
2022-01-05,5572.0,0.0,138881.0,1557.0,38642.0,215984.0,7010.0,0.0,0.0,0.0,4733.0,0.0,6460.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0,76494.0
2022-01-06,5487.0,0.0,117083.0,1529.0,40338.0,179591.0,7529.0,0.0,0.0,0.0,3629.0,0.0,6650.0,607.0,0.0,0.0,0.0,0.0,0.0,0.0,91012.0
2022-01-07,5349.0,0.0,123885.0,1539.0,38857.0,202078.0,7533.0,0.0,0.0,0.0,2995.0,0.0,6806.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,71446.0
2022-01-08,5436.0,0.0,133119.0,1531.0,41786.0,192293.0,7467.0,0.0,0.0,0.0,2855.0,0.0,6561.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,49069.0
2022-01-09,5269.0,0.0,120969.0,1533.0,36377.0,173785.0,7458.0,0.0,0.0,0.0,4041.0,0.0,6262.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,49775.0
2022-01-10,5449.0,0.0,158401.0,1548.0,45827.0,249204.0,7695.0,0.0,0.0,0.0,3389.0,0.0,6292.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,25580.0
2022-01-11,5438.0,0.0,159277.0,1556.0,52104.0,262217.0,7687.0,0.0,0.0,0.0,3032.0,0.0,6017.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,9694.0
2022-01-12,5501.0,0.0,158439.0,1430.0,50388.0,259693.0,7507.0,0.0,0.0,0.0,3622.0,0.0,6141.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,30862.0
2022-01-13,5501.0,0.0,137251.0,1452.0,33239.0,216936.0,7420.0,0.0,0.0,0.0,4148.0,0.0,5622.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,131359.0
2022-01-14,5509.0,0.0,129190.0,1542.0,24292.0,203949.0,7320.0,0.0,0.0,0.0,3692.0,0.0,5341.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,143831.0
2022-01-15,5428.0,0.0,125816.0,1531.0,28621.0,207282.0,7502.0,0.0,0.0,0.0,4166.0,0.0,5636.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,59695.0
2022-01-16,5335.0,0.0,120520.0,1516.0,26103.0,180168.0,7272.0,0.0,0.0,0.0,4784.0,0.0,5330.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,65964.0
2022-01-17,5351.0,0.0,120482.0,1529.0,30702.0,208477.0,7275.0,0.0,0.0,0.0,2675.0,0.0,5214.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,134704.0
