Date,Day-ahead Total Load Forecast [MW] - BZN|PL,Actual Total Load [MW] - BZN|PL
2023-02-19,423050.0,407733.0
2023-02-20,528300.0,493995.0
2023-02-21,524950.0,501672.0
2023-02-22,524200.0,512337.0
2023-02-23,531050.0,507922.0
2023-02-24,525800.0,505914.0
2023-02-25,474400.0,456589.0
2023-02-26,432200.0,419632.0
2023-02-27,521650.0,516062.0
2023-02-28,528800.0,525087.0
2023-03-01,528700.0,522063.0
2023-03-02,532400.0,526228.0
2023-03-03,535300.0,531408.0
2023-03-04,475945.0,467232.0
2023-03-05,434300.0,429422.0
2023-03-06,533800.0,519950.0
2023-03-07,543500.0,521173.0
2023-03-08,539400.0,516601.0
2023-03-09,539850.0,526525.0
2023-03-10,533700.0,505335.0
2023-03-11,474000.0,461189.0
2023-03-12,431150.0,411945.0
2023-03-13,519100.0,484088.0
2023-03-14,516350.0,490709.0
2023-03-15,529900.0,505277.0
2023-03-16,532150.0,505287.0
2023-03-17,520950.0,496028.0
2023-03-18,447250.0,433446.0
2023-03-19,403750.0,391884.0
2023-03-20,500600.0,475271.0
2023-03-21,517200.0,494714.0
2023-03-22,512200.0,486501.0
2023-03-23,503350.0,479014.0
2023-03-24,501850.0,476193.0
2023-03-25,450900.0,421185.0
2023-03-26,375047.0,368559.0
2023-03-27,495396.0,477004.0
2023-03-28,538350.0,500288.0
2023-03-29,525700.0,494718.0
2023-03-30,502100.0,490007.0
2023-03-31,503050.0,479476.0
2023-04-01,445550.0,430873.0
2023-04-02,426250.0,401187.0
2023-04-03,503750.0,483862.0
2023-04-04,521150.0,506733.0
2023-04-05,523600.0,508404.0
2023-04-06,505150.0,507543.0
2023-04-07,499300.0,489289.0
2023-04-08,414950.0,402482.0
2023-04-09,358150.0,333582.0
2023-04-10,350800.0,334293.0
2023-04-11,469600.0,439050.0
2023-04-12,494800.0,474641.0
2023-04-13,485100.0,473188.0
2023-04-14,488300.0,463843.0
2023-04-15,432550.0,418190.0
2023-04-16,388900.0,376251.0
2023-04-17,477450.0,462021.0
2023-04-18,484800.0,465876.0
2023-04-19,493600.0,483172.0
2023-04-20,480250.0,466144.0
2023-04-21,474700.0,450921.0
2023-04-22,418550.0,404099.0
2023-04-23,369600.0,357468.0
2023-04-24,471300.0,437992.0
2023-04-25,484500.0,470001.0
2023-04-26,485350.0,465462.0
2023-04-27,486100.0,473428.0
2023-04-28,481450.0,462210.0
2023-04-29,410385.0,403696.0
2023-04-30,357647.0,353065.0
2023-05-01,363950.0,335310.0
2023-05-02,395550.0,366009.0
2023-05-03,358250.0,353360.0
2023-05-04,426766.0,415811.0
2023-05-05,432519.0,425605.0
2023-05-06,420850.0,404878.0
2023-05-07,374200.0,364361.0
2023-05-08,447250.0,444657.0
2023-05-09,467900.0,450392.0
2023-05-10,463650.0,443081.0
2023-05-11,465550.0,449192.0
2023-05-12,463800.0,443515.0
2023-05-13,412250.0,395627.0
2023-05-14,367200.0,354303.0
2023-05-15,470050.0,447256.0
2023-05-16,452194.0,454643.0
2023-05-17,474450.0,464660.0
2023-05-18,476000.0,461032.0
2023-05-19,478700.0,468727.0
2023-05-20,412150.0,398813.0
2023-05-21,362000.0,343765.0
2023-05-22,445951.0,429070.0
2023-05-23,461600.0,449594.0
2023-05-24,468150.0,452214.0
2023-05-25,466950.0,451562.0
2023-05-26,464500.0,437142.0
2023-05-27,406750.0,382191.0
2023-05-28,355850.0,338186.0
2023-05-29,443501.0,425862.0
2023-05-30,462250.0,433744.0
2023-05-31,451950.0,434059.0
2023-06-01,449400.0,435179.0
2023-06-02,447600.0,434496.0
2023-06-03,395750.0,376708.0
2023-06-04,347550.0,337979.0
2023-06-05,436800.0,424392.0
2023-06-06,453050.0,442402.0
2023-06-07,451100.0,443182.0
2023-06-08,352100.0,358405.0
2023-06-09,390050.0,395652.0
2023-06-10,393600.0,368231.0
2023-06-11,356100.0,333853.0
2023-06-12,439200.0,421121.0
2023-06-13,460200.0,445123.0
2023-06-14,468500.0,451202.0
2023-06-15,468500.0,451134.0
2023-06-16,462150.0,451318.0
2023-06-17,398750.0,397451.0
2023-06-18,354450.0,353040.0
2023-06-19,443000.0,440668.0
2023-06-20,460300.0,462741.0
2023-06-21,467950.0,470380.0
2023-06-22,475150.0,470767.0
2023-06-23,483950.0,463415.0
2023-06-24,412650.0,400893.0
2023-06-25,372350.0,359198.0
2023-06-26,469000.0,447567.0
2023-06-27,449824.0,444557.0
2023-06-28,468550.0,437416.0
2023-06-29,464800.0,445148.0
2023-06-30,468100.0,454732.0
2023-07-01,412000.0,395102.0
2023-07-02,360850.0,339180.0
2023-07-03,434257.0,427447.0
2023-07-04,464950.0,444547.0
2023-07-05,468750.0,452495.0
2023-07-06,458200.0,453651.0
2023-07-07,462250.0,451783.0
2023-07-08,400615.0,395663.0
2023-07-09,380050.0,354359.0
2023-07-10,451275.0,445618.0
2023-07-11,474100.0,456374.0
2023-07-12,472100.0,465300.0
2023-07-13,473200.0,464648.0
2023-07-14,469250.0,447434.0
2023-07-15,415450.0,399212.0
2023-07-16,379200.0,366609.0
2023-07-17,459436.0,454245.0
2023-07-18,457815.0,443384.0
2023-07-19,479050.0,453212.0
2023-07-20,476150.0,447130.0
2023-07-21,467500.0,441858.0
2023-07-22,407942.0,383228.0
2023-07-23,364400.0,348260.0
2023-07-24,461400.0,431966.0
2023-07-25,456825.0,441940.0
2023-07-26,459706.0,436677.0
2023-07-27,454082.0,423588.0
2023-07-28,447830.0,432060.0
2023-07-29,387022.0,388038.0
2023-07-30,349586.0,347526.0
2023-07-31,424887.0,412815.0
2023-08-01,437384.0,431107.0
2023-08-02,436811.0,419155.0
2023-08-03,432378.0,430743.0
2023-08-04,436247.0,428853.0
2023-08-05,409168.0,393689.0
2023-08-06,361419.0,348574.0
2023-08-07,425925.0,411588.0
2023-08-08,419962.0,420637.0
2023-08-09,427687.0,433715.0
2023-08-10,434858.0,431799.0
2023-08-11,435656.0,429655.0
2023-08-12,388171.0,379196.0
2023-08-13,363496.0,346485.0
2023-08-14,399423.0,396939.0
2023-08-15,363824.0,363259.0
2023-08-16,460604.0,454258.0
2023-08-17,468471.0,473174.0
2023-08-18,471138.0,472321.0
2023-08-19,408539.0,423694.0
2023-08-20,376146.0,377650.0
2023-08-21,468483.0,462808.0
2023-08-22,480638.0,473274.0
2023-08-23,478563.0,471625.0
2023-08-24,478583.0,469530.0
2023-08-25,480488.0,473181.0
2023-08-26,416883.0,419621.0
2023-08-27,370941.0,377023.0
2023-08-28,442053.0,455028.0
2023-08-29,454908.0,471992.0
2023-08-30,462601.0,472235.0
2023-08-31,464538.0,455440.0
2023-09-01,461543.0,442759.0
2023-09-02,410951.0,397012.0
2023-09-03,366650.0,355282.0
2023-09-04,456087.0,435782.0
2023-09-05,470230.0,452018.0
2023-09-06,465523.0,458434.0
2023-09-07,465728.0,461401.0
2023-09-08,467908.0,461890.0
2023-09-09,425418.0,408441.0
2023-09-10,366934.0,366030.0
2023-09-11,460031.0,460364.0
2023-09-12,472809.0,480517.0
2023-09-13,479772.0,477346.0
2023-09-14,477045.0,471763.0
2023-09-15,458177.0,454019.0
2023-09-16,404771.0,392851.0
2023-09-17,367161.0,362821.0
2023-09-18,465502.0,449803.0
2023-09-19,473921.0,472970.0
2023-09-20,466864.0,456418.0
2023-09-21,465780.0,460662.0
2023-09-22,476216.0,461614.0
2023-09-23,411657.0,414174.0
2023-09-24,370723.0,362710.0
2023-09-25,454566.0,447883.0
2023-09-26,473708.0,465658.0
2023-09-27,474337.0,461899.0
2023-09-28,470860.0,463122.0
2023-09-29,474443.0,458560.0
2023-09-30,409535.0,404557.0
2023-10-01,372529.0,360516.0
2023-10-02,467695.0,446955.0
2023-10-03,466951.0,457744.0
2023-10-04,457850.0,460845.0
2023-10-05,465648.0,461532.0
2023-10-06,473521.0,463044.0
2023-10-07,419312.0,416687.0
2023-10-08,370955.0,366351.0
2023-10-09,471636.0,475497.0
2023-10-10,483596.0,485876.0
2023-10-11,472047.0,465863.0
2023-10-12,476917.0,476150.0
2023-10-13,474184.0,471987.0
2023-10-14,411857.0,413757.0
2023-10-15,364664.0,376115.0
2023-10-16,466279.0,471247.0
2023-10-17,485187.0,489641.0
2023-10-18,492968.0,489570.0
2023-10-19,493973.0,498090.0
2023-10-20,494214.0,496554.0
2023-10-21,437539.0,435444.0
2023-10-22,393595.0,399033.0
2023-10-23,479333.0,480004.0
2023-10-24,491272.0,487784.0
2023-10-25,515857.0,497649.0
2023-10-26,514312.0,500134.0
2023-10-27,508425.0,505895.0
2023-10-28,436856.0,445773.0
2023-10-29,400347.0,399652.0
2023-10-30,476498.0,466865.0
2023-10-31,493892.0,477946.0
2023-11-01,378384.0,373935.0
2023-11-02,467362.0,446303.0
2023-11-03,486572.0,476535.0
2023-11-04,438281.0,426976.0
2023-11-05,395562.0,391966.0
2023-11-06,482225.0,474375.0
2023-11-07,495473.0,490514.0
2023-11-08,500375.0,498601.0
2023-11-09,496128.0,494246.0
2023-11-10,504284.0,487217.0
2023-11-11,421924.0,420076.0
2023-11-12,406582.0,398064.0
2023-11-13,496497.0,489150.0
2023-11-14,502862.0,502263.0
2023-11-15,508717.0,512946.0
2023-11-16,520926.0,514975.0
2023-11-17,525626.0,524786.0
2023-11-18,471572.0,471552.0
2023-11-19,422627.0,422673.0
2023-11-20,520086.0,512942.0
2023-11-21,530632.0,533734.0
2023-11-22,537129.0,544777.0
2023-11-23,527567.0,532703.0
2023-11-24,532842.0,527190.0
2023-11-25,479045.0,483946.0
2023-11-26,434715.0,443948.0
2023-11-27,542987.0,543161.0
2023-11-28,558525.0,566784.0
2023-11-29,560771.0,566808.0
2023-11-30,570759.0,561921.0
2023-12-01,579351.0,566204.0
2023-12-02,517521.0,514572.0
2023-12-03,459757.0,462995.0
2023-12-04,564905.0,551050.0
2023-12-05,574523.0,565167.0
2023-12-06,577742.0,574577.0
2023-12-07,575793.0,574715.0
2023-12-08,570096.0,566816.0
2023-12-09,506102.0,505490.0
2023-12-10,459204.0,454472.0
2023-12-11,537771.0,525983.0
2023-12-12,551990.0,540579.0
2023-12-13,551352.0,540412.0
2023-12-14,554982.0,545978.0
2023-12-15,548724.0,541737.0
2023-12-16,482703.0,480514.0
2023-12-17,440813.0,434576.0
2023-12-18,523317.0,514660.0
2023-12-19,528515.0,522354.0
2023-12-20,537876.0,525048.0
2023-12-21,534507.0,515278.0
2023-12-22,516476.0,501049.0
2023-12-23,458635.0,459808.0
2023-12-24,394423.0,390209.0
2023-12-25,335890.0,360449.0
2023-12-26,355498.0,358231.0
2023-12-27,439642.0,436030.0
2023-12-28,455669.0,447007.0
2023-12-29,448730.0,435024.0
2023-12-30,427200.0,413964.0
2023-12-31,394138.0,380300.0
2024-01-01,368335.0,361581.0
2024-01-02,478110.0,454226.0
2024-01-03,508805.0,493042.0
2024-01-04,500148.0,504970.0
2024-01-05,506028.0,523646.0
2024-01-06,434113.0,447306.0
2024-01-07,468001.0,451072.0
2024-01-08,563592.0,568032.0
2024-01-09,581987.0,600935.0
2024-01-10,585892.0,599060.0
2024-01-11,585202.0,587549.0
2024-01-12,582879.0,573619.0
2024-01-13,491379.0,508414.0
2024-01-14,437225.0,453760.0
2024-01-15,542663.0,540949.0
2024-01-16,574196.0,568625.0
2024-01-17,571225.0,568027.0
2024-01-18,574145.0,557182.0
2024-01-19,564861.0,557912.0
2024-01-20,493786.0,493744.0
2024-01-21,446438.0,442731.0
2024-01-22,538361.0,527683.0
2024-01-23,545086.0,535498.0
2024-01-24,541511.0,533325.0
2024-01-25,543700.0,529827.0
2024-01-26,546566.0,534061.0
2024-01-27,491910.0,473340.0
2024-01-28,451050.0,433592.0
2024-01-29,514796.0,506087.0
2024-01-30,536663.0,515615.0
2024-01-31,532253.0,528194.0
2024-02-01,527879.0,527956.0
2024-02-02,537991.0,517923.0
2024-02-03,461652.0,458846.0
2024-02-04,421740.0,412359.0
2024-02-05,524152.0,499588.0
2024-02-06,525530.0,507407.0
2024-02-07,532984.0,517536.0
2024-02-08,551383.0,532519.0
2024-02-09,549917.0,527505.0
2024-02-10,480967.0,459603.0
2024-02-11,428204.0,409342.0
2024-02-12,512283.0,493586.0
2024-02-13,515032.0,512605.0
2024-02-14,511923.0,506558.0
2024-02-15,516992.0,508291.0
2024-02-16,499448.0,490836.0
2024-02-17,458822.0,449147.0
2024-02-18,417707.0,413522.0
2024-02-19,508476.0,504878.0
2024-02-20,515278.0,513919.0
2024-02-21,517644.0,508433.0
2024-02-22,514957.0,504876.0
2024-02-23,512965.0,503098.0
2024-02-24,435388.0,442605.0
2024-02-25,399887.0,401580.0
2024-02-26,485259.0,481964.0
2024-02-27,496955.0,495251.0
2024-02-28,504167.0,508659.0
2024-02-29,500073.0,506419.0
2024-03-01,484705.0,491984.0
2024-03-02,437439.0,441352.0
2024-03-03,398214.0,388950.0
2024-03-04,492452.0,480000.0
2024-03-05,514104.0,513500.0
2024-03-06,518433.0,518377.0
2024-03-07,513357.0,515079.0
2024-03-08,509889.0,509328.0
2024-03-09,449685.0,442087.0
2024-03-10,394415.0,383271.0
2024-03-11,504311.0,490907.0
2024-03-12,527204.0,514059.0
2024-03-13,518155.0,512911.0
2024-03-14,508062.0,498177.0
2024-03-15,497507.0,485755.0
2024-03-16,445418.0,429574.0
2024-03-17,408772.0,394512.0
2024-03-18,518838.0,505522.0
2024-03-19,524859.0,510279.0
2024-03-20,506464.0,506069.0
2024-03-21,513358.0,495297.0
2024-03-22,509807.0,497346.0
2024-03-23,444534.0,439988.0
2024-03-24,417775.0,403561.0
2024-03-25,509323.0,493546.0
2024-03-26,491663.0,486522.0
2024-03-27,478601.0,475564.0
2024-03-28,479019.0,477084.0
2024-03-29,456323.0,446748.0
2024-03-30,378576.0,378188.0
2024-03-31,305568.0,308716.0
2024-04-01,323493.0,322982.0
2024-04-02,439152.0,436289.0
2024-04-03,503006.0,472278.0
2024-04-04,467149.0,474453.0
2024-04-05,459690.0,464725.0
2024-04-06,413443.0,412397.0
2024-04-07,365337.0,369470.0
2024-04-08,448967.0,448485.0
2024-04-09,450005.0,460807.0
2024-04-10,469411.0,469008.0
2024-04-11,469658.0,464409.0
2024-04-12,469346.0,462227.0
2024-04-13,416032.0,406650.0
2024-04-14,373671.0,380245.0
2024-04-15,470524.0,462244.0
2024-04-16,479261.0,471099.0
2024-04-17,483707.0,488187.0
2024-04-18,483594.0,488023.0
2024-04-19,485987.0,485216.0
2024-04-20,443754.0,437930.0
2024-04-21,419235.0,402011.0
2024-04-22,497927.0,492850.0
2024-04-23,497063.0,492920.0
2024-04-24,505184.0,495498.0
2024-04-25,504092.0,485338.0
2024-04-26,484250.0,477415.0
2024-04-27,410416.0,416239.0
2024-04-28,359415.0,374558.0
2024-04-29,437334.0,440960.0
2024-04-30,450344.0,433724.0
2024-05-01,366182.0,363030.0
2024-05-02,373850.0,368138.0
2024-05-03,354893.0,343922.0
2024-05-04,371690.0,366409.0
2024-05-05,354958.0,351845.0
2024-05-06,448740.0,431579.0
2024-05-07,468518.0,452302.0
2024-05-08,459079.0,445292.0
2024-05-09,453090.0,453175.0
2024-05-10,458151.0,452466.0
2024-05-11,420577.0,408231.0
2024-05-12,351170.0,360862.0
2024-05-13,440424.0,440452.0
2024-05-14,452446.0,450880.0
2024-05-15,446795.0,448131.0
2024-05-16,443605.0,450228.0
2024-05-17,443484.0,448706.0
2024-05-18,406148.0,407116.0
2024-05-19,375143.0,365563.0
2024-05-20,450235.0,451230.0
2024-05-21,465261.0,459491.0
2024-05-22,467211.0,464142.0
2024-05-23,465961.0,473387.0
2024-05-24,468162.0,466860.0
2024-05-25,417110.0,412109.0
2024-05-26,368406.0,369753.0
2024-05-27,456956.0,443479.0
2024-05-28,470110.0,463192.0
2024-05-29,469026.0,460451.0
2024-05-30,375725.0,369827.0
2024-05-31,414965.0,399363.0
2024-06-01,390458.0,386545.0
2024-06-02,363265.0,359150.0
2024-06-03,455089.0,439110.0
2024-06-04,477725.0,464428.0
2024-06-05,469903.0,454808.0
2024-06-06,471398.0,461888.0
2024-06-07,459131.0,460931.0
2024-06-08,407209.0,394209.0
2024-06-09,361850.0,361456.0
2024-06-10,457172.0,451441.0
2024-06-11,457567.0,458987.0
2024-06-12,462167.0,455843.0
2024-06-13,1799447.0,1781608.0
2024-06-14,1744700.0,1757618.0
2024-06-15,1534725.0,1556456.0
2024-06-16,1418750.0,1407676.0
2024-06-17,1743700.0,1730482.0
2024-06-18,1819000.0,1807203.0
2024-06-19,1799500.0,1819324.0
2024-06-20,1772850.0,1774209.0
2024-06-21,1795550.0,1807197.0
2024-06-22,1589750.0,1597372.0
2024-06-23,1386800.0,1412821.0
2024-06-24,1698050.0,1728489.0
2024-06-25,1773000.0,1805137.0
2024-06-26,1819000.0,1822711.0
2024-06-27,1859800.0,1868154.0
2024-06-28,1854950.0,1858930.0
2024-06-29,1651900.0,1698572.0
2024-06-30,1462250.0,1530030.0
2024-07-01,1758600.0,1756459.0
2024-07-02,1761450.0,1739506.0
2024-07-03,1763950.0,1734184.0
2024-07-04,1736850.0,1738425.0
2024-07-05,1742350.0,1695456.0
2024-07-06,1616700.0,1553235.0
2024-07-07,1436850.0,1398145.0
2024-07-08,1732800.0,1747607.0
2024-07-09,1786850.0,1819600.0
2024-07-10,1816300.0,1868628.0
2024-07-11,1839000.0,1887845.0
2024-07-12,1833150.0,1840305.0
2024-07-13,1621700.0,1579591.0
2024-07-14,1449150.0,1407191.0
2024-07-15,1793950.0,1765158.0
2024-07-16,1866550.0,1841765.0
2024-07-17,1868450.0,1781819.0
2024-07-18,1823000.0,1742112.0
2024-07-19,1771650.0,1734055.0
2024-07-20,1573650.0,1560097.0
2024-07-21,1454550.0,1418429.0
2024-07-22,1796400.0,1716506.0
2024-07-23,1749300.0,1745220.0
2024-07-24,1733600.0,1752695.0
2024-07-25,1714000.0,1705322.0
2024-07-26,1714000.0,1706442.0
2024-07-27,1556750.0,1543700.0
2024-07-28,1388300.0,1358560.0
2024-07-29,1679750.0,1586322.0
2024-07-30,1720950.0,1657616.0
2024-07-31,1733050.0,1702739.0
2024-08-01,1716800.0,1737314.0
2024-08-02,1679400.0,1727941.0
2024-08-03,1534450.0,1508034.0
2024-08-04,1370800.0,1361905.0
2024-08-05,1623600.0,1628399.0
2024-08-06,1707650.0,1669842.0
2024-08-07,1715850.0,1694083.0
2024-08-08,1736250.0,1723041.0
2024-08-09,1717250.0,1711212.0
2024-08-10,1537400.0,1504085.0
2024-08-11,1401300.0,1367537.0
2024-08-12,1612850.0,1630815.0
2024-08-13,1660050.0,1674384.0
2024-08-14,1694700.0,1668316.0
2024-08-15,1403500.0,1414830.0
2024-08-16,1564700.0,1586542.0
2024-08-17,1546000.0,1534762.0
2024-08-18,1412600.0,1407556.0
2024-08-19,1690550.0,1720855.0
2024-08-20,1720900.0,1778879.0
2024-08-21,1815750.0,1784715.0
2024-08-22,1745250.0,1720204.0
2024-08-23,1746450.0,1722084.0
2024-08-24,1610950.0,1548094.0
2024-08-25,1450750.0,1442399.0
2024-08-26,1748650.0,1719982.0
2024-08-27,1767200.0,1782765.0
2024-08-28,1764750.0,1783374.0
2024-08-29,1795524.0,1824145.0
2024-08-30,1790484.0,1837410.0
2024-08-31,1609000.0,1567153.0
2024-09-01,1453000.0,1372490.0
2024-09-02,1748000.0,1703683.0
2024-09-03,1808000.0,1779483.0
2024-09-04,1825350.0,1790295.0
2024-09-05,1813500.0,1773067.0
2024-09-06,1791400.0,1760920.0
2024-09-07,1558400.0,1558550.0
2024-09-08,1400000.0,1399404.0
2024-09-09,1738250.0,1730412.0
2024-09-10,1793800.0,1770539.0
2024-09-11,1778150.0,1725377.0
2024-09-12,1788050.0,1764165.0
2024-09-13,1798250.0,1772141.0
2024-09-14,1573000.0,1562815.0
2024-09-15,1390800.0,1395766.0
2024-09-16,1702600.0,1690428.0
2024-09-17,1736500.0,1725447.0
2024-09-18,1729800.0,1729854.0
2024-09-19,1735000.0,1721662.0
2024-09-20,1728850.0,1696949.0
2024-09-21,1514850.0,1499380.0
2024-09-22,1385600.0,1341446.0
2024-09-23,1688400.0,1666141.0
2024-09-24,1747800.0,1724794.0
2024-09-25,1735000.0,1734811.0
2024-09-26,1766250.0,1751950.0
2024-09-27,1745700.0,1758328.0
2024-09-28,1536800.0,1549285.0
2024-09-29,1382200.0,1380189.0
2024-09-30,1691450.0,1695026.0
2024-10-01,1771450.0,1779923.0
2024-10-02,1814950.0,1870198.0
2024-10-03,1834450.0,1882533.0
2024-10-04,1882350.0,1878219.0
2024-10-05,1642000.0,1674559.0
2024-10-06,1465450.0,1509241.0
2024-10-07,1736700.0,1779649.0
2024-10-08,1803300.0,1807456.0
2024-10-09,1883250.0,1844785.0
2024-10-10,1829750.0,1807034.0
2024-10-11,1825700.0,1819123.0
2024-10-12,1592300.0,1620676.0
2024-10-13,1526600.0,1468089.0
2024-10-14,1805500.0,1781145.0
2024-10-15,1859900.0,1866448.0
2024-10-16,1831550.0,1849668.0
2024-10-17,1887400.0,1834189.0
2024-10-18,1831550.0,1818631.0
2024-10-19,1591050.0,1601622.0
2024-10-20,1423743.0,1445433.0
2024-10-21,1798050.0,1782080.0
2024-10-22,1852350.0,1819154.0
2024-10-23,1842350.0,1845795.0
2024-10-24,1832350.0,1863371.0
2024-10-25,1834850.0,1839664.0
2024-10-26,1641050.0,1644138.0
2024-10-27,1516800.0,1498581.0
2024-10-28,1802900.0,1801234.0
2024-10-29,1894900.0,1880629.0
2024-10-30,1899100.0,1871323.0
2024-10-31,1856950.0,1839967.0
2024-11-01,1390400.0,1403431.0
2024-11-02,1532150.0,1512799.0
2024-11-03,1481100.0,1496494.0
2024-11-04,1843372.0,1861663.0
2024-11-05,1886900.0,1936409.0
2024-11-06,1913150.0,1940871.0
2024-11-07,1961650.0,1988131.0
2024-11-08,1956850.0,1987352.0
2024-11-09,1730400.0,1758066.0
2024-11-10,1533100.0,1583088.0
2024-11-11,1550550.0,1601966.0
2024-11-12,1915450.0,1984176.0
2024-11-13,2011400.0,2042143.0
2024-11-14,2034600.0,1990542.0
2024-11-15,2014450.0,1955890.0
2024-11-16,1752000.0,1712958.0
2024-11-17,1554800.0,1554778.0
2024-11-18,1950900.0,1923755.0
2024-11-19,2011350.0,1988328.0
2024-11-20,1975050.0,1999778.0
2024-11-21,2016850.0,2023885.0
2024-11-22,2043000.0,2064790.0
2024-11-23,1790650.0,1833426.0
2024-11-24,1640050.0,1647252.0
2024-11-25,1880750.0,1906614.0
2024-11-26,1981250.0,1969427.0
2024-11-27,1980000.0,1987825.0
2024-11-28,2011050.0,2005528.0
2024-11-29,1999000.0,2009943.0
2024-11-30,1792500.0,1789678.0
2024-12-01,1629300.0,1623472.0
2024-12-02,1943000.0,1949153.0
2024-12-03,2009600.0,2021640.0
2024-12-04,2010400.0,2034934.0
2024-12-05,2033900.0,2043286.0
2024-12-06,2054500.0,2057069.0
2024-12-07,1845200.0,1819524.0
2024-12-08,1664050.0,1649405.0
2024-12-09,2005400.0,2013398.0
2024-12-10,2076750.0,2099797.0
2024-12-11,2073700.0,2086280.0
2024-12-12,2107100.0,2079363.0
2024-12-13,2122800.0,2067252.0
2024-12-14,1886450.0,1870599.0
2024-12-15,1690750.0,1693986.0
2024-12-16,1987600.0,1959874.0
2024-12-17,2025300.0,1965800.0
2024-12-18,1996300.0,1931428.0
2024-12-19,1946950.0,1926140.0
2024-12-20,1956750.0,1902742.0
2024-12-21,1770550.0,1753105.0
2024-12-22,1648600.0,1669191.0
2024-12-23,1814150.0,1807355.0
2024-12-24,1542900.0,1557267.0
2024-12-25,1338050.0,1363335.0
2024-12-26,1360150.0,1417199.0
2024-12-27,1731465.0,1667767.0
2024-12-28,1642250.0,1649009.0
2024-12-29,1548950.0,1513305.0
2024-12-30,1709250.0,1722619.0
2024-12-31,1604550.0,1608047.0
