Date,Day-ahead Total Load Forecast [MW] - BZN|HU,Actual Total Load [MW] - BZN|HU
2022-10-31,388767.0,401363.0
2022-11-01,386189.0,378740.0
2022-11-02,445806.0,448915.0
2022-11-03,457782.0,473359.0
2022-11-04,453142.0,482994.0
2022-11-05,417122.0,448589.0
2022-11-06,389449.0,420641.0
2022-11-07,449174.0,477906.0
2022-11-08,454267.0,488090.0
2022-11-09,462985.0,499945.0
2022-11-10,473453.0,496647.0
2022-11-11,467769.0,483072.0
2022-11-12,412512.0,443582.0
2022-11-13,403525.0,422908.0
2022-11-14,457165.0,482470.0
2022-11-15,480152.0,505516.0
2022-11-16,493708.0,508945.0
2022-11-17,478886.0,501076.0
2022-11-18,491076.0,516304.0
2022-11-19,437349.0,473020.0
2022-11-20,419388.0,456491.0
2022-11-21,471011.0,515576.0
2022-11-22,498791.0,531223.0
2022-11-23,498791.0,539747.0
2022-11-24,510029.0,535247.0
2022-11-25,493094.0,515918.0
2022-11-26,454717.0,483412.0
2022-11-27,437450.0,456255.0
2022-11-28,494798.0,517133.0
2022-11-29,505216.0,539584.0
2022-11-30,511585.0,540726.0
2022-12-01,513399.0,533348.0
2022-12-02,510272.0,546861.0
2022-12-03,467143.0,487444.0
2022-12-04,436033.0,459387.0
2022-12-05,507877.0,519852.0
2022-12-06,519012.0,531407.0
2022-12-07,516547.0,538850.0
2022-12-08,525385.0,547691.0
2022-12-09,529291.0,544344.0
2022-12-10,474823.0,490064.0
2022-12-11,452022.0,478271.0
2022-12-12,498307.0,541350.0
2022-12-13,510591.0,557140.0
2022-12-14,539619.0,576187.0
2022-12-15,544859.0,562265.0
2022-12-16,541450.0,537350.0
2022-12-17,472037.0,498775.0
2022-12-18,462628.0,477755.0
2022-12-19,531955.0,530405.0
2022-12-20,511817.0,530373.0
2022-12-21,515353.0,524568.0
2022-12-22,513415.0,499563.0
2022-12-23,476901.0,469790.0
2022-12-24,430406.0,416736.0
2022-12-25,380418.0,378543.0
2022-12-26,365545.0,382038.0
2022-12-27,424743.0,411208.0
2022-12-28,382043.0,433084.0
2022-12-29,407476.0,445584.0
2022-12-30,422147.0,445257.0
2022-12-31,402961.0,418432.0
2023-01-01,370187.0,373634.0
2023-01-02,449969.0,443457.0
2023-01-03,434465.0,476890.0
2023-01-04,434867.0,478189.0
2023-01-05,450199.0,494894.0
2023-01-06,461964.0,487171.0
2023-01-07,432870.0,455295.0
2023-01-08,435640.0,448286.0
2023-01-09,510985.0,510408.0
2023-01-10,517303.0,528233.0
2023-01-11,507065.0,515748.0
2023-01-12,502064.0,524143.0
2023-01-13,495480.0,529552.0
2023-01-14,447480.0,472443.0
2023-01-15,442806.0,458933.0
2023-01-16,509778.0,526930.0
2023-01-17,508347.0,524860.0
2023-01-18,512933.0,524956.0
2023-01-19,517667.0,545383.0
2023-01-20,522306.0,554100.0
2023-01-21,469347.0,506658.0
2023-01-22,461324.0,475242.0
2023-01-23,507877.0,517134.0
2023-01-24,505986.0,526577.0
2023-01-25,506355.0,550059.0
2023-01-26,517983.0,552376.0
2023-01-27,526236.0,556210.0
2023-01-28,493826.0,506397.0
2023-01-29,459905.0,489148.0
2023-01-30,502668.0,546661.0
2023-01-31,510706.0,538478.0
2023-02-01,520687.0,541666.0
2023-02-02,513700.0,536408.0
2023-02-03,526842.0,561562.0
2023-02-04,477472.0,497545.0
2023-02-05,471839.0,480834.0
2023-02-06,512414.0,547372.0
2023-02-07,529780.0,564151.0
2023-02-08,539402.0,558492.0
2023-02-09,545745.0,559424.0
2023-02-10,533986.0,554665.0
2023-02-11,493233.0,513014.0
2023-02-12,466341.0,468358.0
2023-02-13,518667.0,524808.0
2023-02-14,532064.0,535584.0
2023-02-15,514297.0,528411.0
2023-02-16,510659.0,533757.0
2023-02-17,523730.0,533265.0
2023-02-18,470544.0,468293.0
2023-02-19,442826.0,442073.0
2023-02-20,482909.0,498618.0
2023-02-21,478412.0,482319.0
2023-02-22,477746.0,496160.0
2023-02-23,500059.0,504544.0
2023-02-24,483530.0,495891.0
2023-02-25,463325.0,463939.0
2023-02-26,436053.0,459978.0
2023-02-27,488200.0,518591.0
2023-02-28,484486.0,530678.0
2023-03-01,490121.0,518906.0
2023-03-02,489791.0,506213.0
2023-03-03,494776.0,506275.0
2023-03-04,422114.0,450747.0
2023-03-05,428251.0,462193.0
2023-03-06,492642.0,518987.0
2023-03-07,501808.0,528601.0
2023-03-08,482966.0,509921.0
2023-03-09,488925.0,508374.0
2023-03-10,471631.0,487790.0
2023-03-11,433762.0,459976.0
2023-03-12,421025.0,427340.0
2023-03-13,467005.0,473239.0
2023-03-14,455696.0,478717.0
2023-03-15,421826.0,441974.0
2023-03-16,441028.0,468206.0
2023-03-17,449906.0,479121.0
2023-03-18,416923.0,436584.0
2023-03-19,406302.0,411429.0
2023-03-20,466110.0,465570.0
2023-03-21,443883.0,468285.0
2023-03-22,447170.0,470195.0
2023-03-23,447030.0,461409.0
2023-03-24,440597.0,454469.0
2023-03-25,424690.0,431300.0
2023-03-26,373148.0,381092.0
2023-03-27,458608.0,490611.0
2023-03-28,458932.0,484682.0
2023-03-29,463249.0,488853.0
2023-03-30,467581.0,492358.0
2023-03-31,452219.0,458570.0
2023-04-01,406347.0,417060.0
2023-04-02,380191.0,396019.0
2023-04-03,448653.0,461185.0
2023-04-04,467956.0,493546.0
2023-04-05,466065.0,481368.0
2023-04-06,468223.0,500666.0
2023-04-07,397970.0,448148.0
2023-04-08,401809.0,436909.0
2023-04-09,391895.0,389876.0
2023-04-10,361799.0,369086.0
2023-04-11,437176.0,442340.0
2023-04-12,447114.0,455295.0
2023-04-13,445831.0,473453.0
2023-04-14,467918.0,500645.0
2023-04-15,402398.0,439756.0
2023-04-16,380321.0,410411.0
2023-04-17,447801.0,457086.0
2023-04-18,452949.0,466791.0
2023-04-19,452733.0,457771.0
2023-04-20,428836.0,446614.0
2023-04-21,426267.0,439628.0
2023-04-22,398644.0,393077.0
2023-04-23,374751.0,364808.0
2023-04-24,435788.0,454497.0
2023-04-25,429585.0,461889.0
2023-04-26,421564.0,452178.0
2023-04-27,428860.0,447860.0
2023-04-28,427406.0,435852.0
2023-04-29,386463.0,399534.0
2023-04-30,346152.0,363955.0
2023-05-01,304842.0,336102.0
2023-05-02,405641.0,418114.0
2023-05-03,434398.0,449975.0
2023-05-04,408172.0,444648.0
2023-05-05,405234.0,428257.0
2023-05-06,368324.0,393642.0
2023-05-07,341588.0,369505.0
2023-05-08,373109.0,409588.0
2023-05-09,414269.0,429645.0
2023-05-10,401585.0,436366.0
2023-05-11,422109.0,439238.0
2023-05-12,427110.0,470969.0
2023-05-13,376588.0,413378.0
2023-05-14,370459.0,409699.0
2023-05-15,416124.0,449112.0
2023-05-16,435802.0,478497.0
2023-05-17,445384.0,468550.0
2023-05-18,448984.0,482059.0
2023-05-19,413275.0,430637.0
2023-05-20,355927.0,374650.0
2023-05-21,324375.0,353842.0
2023-05-22,368865.0,409110.0
2023-05-23,386725.0,427950.0
2023-05-24,406158.0,428744.0
2023-05-25,400536.0,423390.0
2023-05-26,397259.0,411506.0
2023-05-27,352314.0,371446.0
2023-05-28,327378.0,321791.0
2023-05-29,324708.0,336579.0
2023-05-30,385881.0,409329.0
2023-05-31,388620.0,419190.0
2023-06-01,393501.0,423087.0
2023-06-02,387796.0,427944.0
2023-06-03,341558.0,368934.0
2023-06-04,315605.0,360050.0
2023-06-05,386041.0,420357.0
2023-06-06,412708.0,461094.0
2023-06-07,411978.0,449175.0
2023-06-08,415403.0,443052.0
2023-06-09,414288.0,437043.0
2023-06-10,359565.0,383138.0
2023-06-11,341278.0,361784.0
2023-06-12,383361.0,394531.0
2023-06-13,403229.0,416416.0
2023-06-14,402924.0,429461.0
2023-06-15,413038.0,423933.0
2023-06-16,410034.0,429676.0
2023-06-17,351768.0,376680.0
2023-06-18,333333.0,354824.0
2023-06-19,366550.0,421525.0
2023-06-20,394545.0,407471.0
2023-06-21,399098.0,471365.0
2023-06-22,426598.0,479905.0
2023-06-23,413603.0,484790.0
2023-06-24,380913.0,397648.0
2023-06-25,356903.0,380102.0
2023-06-26,422521.0,437285.0
2023-06-27,438442.0,471390.0
2023-06-28,443736.0,436946.0
2023-06-29,408193.0,434121.0
2023-06-30,404605.0,433310.0
2023-07-01,365272.0,398639.0
2023-07-02,354779.0,380007.0
2023-07-03,416046.0,435379.0
2023-07-04,440322.0,464013.0
2023-07-05,416251.0,457434.0
2023-07-06,422735.0,457087.0
2023-07-07,428634.0,443553.0
2023-07-08,367478.0,391884.0
2023-07-09,348339.0,383390.0
2023-07-10,418232.0,459750.0
2023-07-11,435477.0,477247.0
2023-07-12,452541.0,490806.0
2023-07-13,469284.0,471798.0
2023-07-14,441163.0,454813.0
2023-07-15,398392.0,421565.0
2023-07-16,396864.0,421339.0
2023-07-17,468393.0,494315.0
2023-07-18,467689.0,487833.0
2023-07-19,474215.0,485237.0
2023-07-20,457104.0,467319.0
2023-07-21,446997.0,455973.0
2023-07-22,390252.0,382408.0
2023-07-23,369259.0,371652.0
2023-07-24,440345.0,446331.0
2023-07-25,457667.0,459096.0
2023-07-26,433532.0,425640.0
2023-07-27,411452.0,393598.0
2023-07-28,415728.0,403515.0
2023-07-29,380654.0,375842.0
2023-07-30,361444.0,368466.0
2023-07-31,398477.0,388344.0
2023-08-01,419157.0,414207.0
2023-08-02,408645.0,403061.0
2023-08-03,423521.0,429499.0
2023-08-04,428937.0,422052.0
2023-08-05,380346.0,392017.0
2023-08-06,351721.0,368797.0
2023-08-07,378319.0,386604.0
2023-08-08,386177.0,393994.0
2023-08-09,396454.0,410802.0
2023-08-10,397491.0,401597.0
2023-08-11,388392.0,397745.0
2023-08-12,345898.0,361465.0
2023-08-13,337965.0,348875.0
2023-08-14,402185.0,411511.0
2023-08-15,426103.0,438674.0
2023-08-16,428010.0,448339.0
2023-08-17,426276.0,449939.0
2023-08-18,430935.0,449447.0
2023-08-19,389037.0,410164.0
2023-08-20,362689.0,380856.0
2023-08-21,451551.0,465584.0
2023-08-22,473007.0,498545.0
2023-08-23,482457.0,510859.0
2023-08-24,481673.0,499931.0
2023-08-25,484146.0,494201.0
2023-08-26,449057.0,455224.0
2023-08-27,423784.0,436611.0
2023-08-28,486188.0,498175.0
2023-08-29,480166.0,490348.0
2023-08-30,454668.0,459103.0
2023-08-31,443934.0,449014.0
2023-09-01,431742.0,439140.0
2023-09-02,392476.0,396325.0
2023-09-03,377425.0,394181.0
2023-09-04,413633.0,420304.0
2023-09-05,434503.0,433538.0
2023-09-06,434648.0,441385.0
2023-09-07,435237.0,441709.0
2023-09-08,433752.0,439730.0
2023-09-09,390110.0,396152.0
2023-09-10,376782.0,382857.0
2023-09-11,432097.0,439572.0
2023-09-12,442890.0,457941.0
2023-09-13,453787.0,465673.0
2023-09-14,458233.0,468023.0
2023-09-15,441769.0,453388.0
2023-09-16,394774.0,406797.0
2023-09-17,375966.0,383952.0
2023-09-18,430703.0,436344.0
2023-09-19,447475.0,460353.0
2023-09-20,437189.0,442030.0
2023-09-21,450215.0,454609.0
2023-09-22,445595.0,454730.0
2023-09-23,414582.0,418763.0
2023-09-24,390681.0,400504.0
2023-09-25,432310.0,430951.0
2023-09-26,441272.0,442214.0
2023-09-27,437368.0,438674.0
2023-09-28,437040.0,436492.0
2023-09-29,430109.0,431457.0
2023-09-30,390130.0,396602.0
2023-10-01,366074.0,367844.0
2023-10-02,417124.0,416168.0
2023-10-03,427192.0,430598.0
2023-10-04,436224.0,441558.0
2023-10-05,430660.0,438013.0
2023-10-06,424040.0,433475.0
2023-10-07,383537.0,396559.0
2023-10-08,375998.0,395505.0
2023-10-09,427550.0,449580.0
2023-10-10,446890.0,465844.0
2023-10-11,443202.0,456240.0
2023-10-12,441934.0,451175.0
2023-10-13,442963.0,457771.0
2023-10-14,397726.0,402638.0
2023-10-15,400642.0,420842.0
2023-10-16,429439.0,445443.0
2023-10-17,452239.0,473733.0
2023-10-18,453549.0,478724.0
2023-10-19,478859.0,503153.0
2023-10-20,473390.0,486458.0
2023-10-21,431172.0,441331.0
2023-10-22,395648.0,398003.0
2023-10-23,366627.0,374645.0
2023-10-24,426884.0,463404.0
2023-10-25,456796.0,475608.0
2023-10-26,465487.0,477526.0
2023-10-27,479921.0,500229.0
2023-10-28,418524.0,433915.0
2023-10-29,407201.0,423488.0
2023-10-30,441442.0,461999.0
2023-10-31,466023.0,487812.0
2023-11-01,374334.0,388705.0
2023-11-02,444450.0,449542.0
2023-11-03,476860.0,500179.0
2023-11-04,422991.0,445375.0
2023-11-05,418596.0,446656.0
2023-11-06,456371.0,475780.0
2023-11-07,477879.0,503661.0
2023-11-08,480421.0,498333.0
2023-11-09,478978.0,500959.0
2023-11-10,493601.0,527542.0
2023-11-11,452973.0,490509.0
2023-11-12,422422.0,446037.0
2023-11-13,488488.0,517003.0
2023-11-14,502227.0,526716.0
2023-11-15,494664.0,517153.0
2023-11-16,489982.0,507138.0
2023-11-17,509263.0,535515.0
2023-11-18,461743.0,485387.0
2023-11-19,452399.0,485753.0
2023-11-20,496800.0,532418.0
2023-11-21,513462.0,549410.0
2023-11-22,513349.0,539182.0
2023-11-23,524357.0,556616.0
2023-11-24,523846.0,555400.0
2023-11-25,483958.0,510217.0
2023-11-26,473505.0,501081.0
2023-11-27,540588.0,567953.0
2023-11-28,546301.0,578553.0
2023-11-29,543849.0,570603.0
2023-11-30,569662.0,605131.0
2023-12-01,549391.0,590668.0
2023-12-02,498943.0,531901.0
2023-12-03,491450.0,514199.0
2023-12-04,556555.0,576998.0
2023-12-05,577985.0,607414.0
2023-12-06,576050.0,608178.0
2023-12-07,581347.0,606769.0
2023-12-08,569672.0,594632.0
2023-12-09,527654.0,548919.0
2023-12-10,513042.0,534588.0
2023-12-11,555557.0,579100.0
2023-12-12,548229.0,563506.0
2023-12-13,563247.0,580157.0
2023-12-14,549055.0,572726.0
2023-12-15,546756.0,560795.0
2023-12-16,502203.0,512329.0
2023-12-17,478426.0,499730.0
2023-12-18,511998.0,544028.0
2023-12-19,521809.0,571464.0
2023-12-20,529354.0,565411.0
2023-12-21,517385.0,536392.0
2023-12-22,500355.0,502495.0
2023-12-23,462683.0,501761.0
2023-12-24,425584.0,459077.0
2023-12-25,397051.0,418007.0
2023-12-26,395755.0,405959.0
2023-12-27,425438.0,430333.0
2023-12-28,437131.0,441494.0
2023-12-29,431782.0,452955.0
2023-12-30,420884.0,453048.0
2023-12-31,412133.0,447844.0
2024-01-01,401227.0,415616.0
2024-01-02,459681.0,486012.0
2024-01-03,489728.0,504324.0
2024-01-04,494956.0,507527.0
2024-01-05,506224.0,516108.0
2024-01-06,480603.0,500622.0
2024-01-07,470885.0,497290.0
2024-01-08,538319.0,575938.0
2024-01-09,560840.0,589888.0
2024-01-10,566170.0,589932.0
2024-01-11,574873.0,597734.0
2024-01-12,571071.0,597264.0
2024-01-13,533306.0,551041.0
2024-01-14,507994.0,525977.0
2024-01-15,564064.0,579821.0
2024-01-16,569846.0,580594.0
2024-01-17,580903.0,612601.0
2024-01-18,557025.0,586897.0
2024-01-19,570666.0,599831.0
2024-01-20,521085.0,530833.0
2024-01-21,501566.0,514327.0
2024-01-22,560678.0,596412.0
2024-01-23,572900.0,592783.0
2024-01-24,581931.0,604047.0
2024-01-25,550190.0,563509.0
2024-01-26,543012.0,546736.0
2024-01-27,500559.0,502393.0
2024-01-28,475009.0,474061.0
2024-01-29,533907.0,539942.0
2024-01-30,553629.0,564282.0
2024-01-31,559207.0,578363.0
2024-02-01,565421.0,579848.0
2024-02-02,536652.0,552770.0
2024-02-03,494607.0,492249.0
2024-02-04,460336.0,465476.0
2024-02-05,515519.0,512535.0
2024-02-06,508932.0,504151.0
2024-02-07,510481.0,505994.0
2024-02-08,513910.0,505206.0
2024-02-09,509225.0,518619.0
2024-02-10,453654.0,449821.0
2024-02-11,443994.0,451393.0
2024-02-12,493614.0,505032.0
2024-02-13,496646.0,509073.0
2024-02-14,496727.0,512250.0
2024-02-15,503909.0,530954.0
2024-02-16,488380.0,502452.0
2024-02-17,453058.0,472852.0
2024-02-18,427811.0,441166.0
2024-02-19,509153.0,531092.0
2024-02-20,495184.0,514664.0
2024-02-21,496278.0,521678.0
2024-02-22,499751.0,528907.0
2024-02-23,505286.0,534639.0
2024-02-24,448888.0,466370.0
2024-02-25,418711.0,440278.0
2024-02-26,474946.0,480483.0
2024-02-27,479780.0,491889.0
2024-02-28,476285.0,491436.0
2024-02-29,474949.0,496278.0
2024-03-01,488701.0,506241.0
2024-03-02,437770.0,468567.0
2024-03-03,409570.0,417192.0
2024-03-04,458269.0,460446.0
2024-03-05,474552.0,474589.0
2024-03-06,480694.0,487793.0
2024-03-07,509650.0,533631.0
2024-03-08,494445.0,529580.0
2024-03-09,434257.0,461247.0
2024-03-10,414846.0,443242.0
2024-03-11,486387.0,508133.0
2024-03-12,491793.0,511579.0
2024-03-13,485233.0,505041.0
2024-03-14,470792.0,484976.0
2024-03-15,391205.0,405356.0
2024-03-16,441045.0,430847.0
2024-03-17,405264.0,407328.0
2024-03-18,460121.0,472274.0
2024-03-19,479574.0,495066.0
2024-03-20,474486.0,488854.0
2024-03-21,467863.0,482270.0
2024-03-22,464798.0,486226.0
2024-03-23,417168.0,443381.0
2024-03-24,402667.0,425291.0
2024-03-25,453195.0,473923.0
2024-03-26,459189.0,465876.0
2024-03-27,466265.0,474600.0
2024-03-28,471260.0,463031.0
2024-03-29,395373.0,393201.0
2024-03-30,367801.0,371011.0
2024-03-31,330014.0,334375.0
2024-04-01,335197.0,333681.0
2024-04-02,432959.0,433991.0
2024-04-03,442999.0,438122.0
2024-04-04,440365.0,447500.0
2024-04-05,426160.0,434620.0
2024-04-06,387304.0,402997.0
2024-04-07,356840.0,369837.0
2024-04-08,407037.0,415981.0
2024-04-09,415937.0,432159.0
2024-04-10,425489.0,434840.0
2024-04-11,419738.0,431269.0
2024-04-12,413184.0,420594.0
2024-04-13,372687.0,377244.0
2024-04-14,354349.0,365842.0
2024-04-15,406526.0,422317.0
2024-04-16,451822.0,481638.0
2024-04-17,433504.0,460607.0
2024-04-18,425920.0,461434.0
2024-04-19,417892.0,445773.0
2024-04-20,395644.0,421044.0
2024-04-21,378080.0,393541.0
2024-04-22,441360.0,471603.0
2024-04-23,445763.0,492733.0
2024-04-24,476214.0,509919.0
2024-04-25,435303.0,471833.0
2024-04-26,430608.0,467941.0
2024-04-27,386735.0,399830.0
2024-04-28,358850.0,369610.0
2024-04-29,407077.0,407712.0
2024-04-30,416495.0,409408.0
2024-05-01,336292.0,349197.0
2024-05-02,404174.0,417095.0
2024-05-03,434564.0,441802.0
2024-05-04,368419.0,379200.0
2024-05-05,350203.0,357608.0
2024-05-06,399727.0,408410.0
2024-05-07,417140.0,435077.0
2024-05-08,428365.0,454498.0
2024-05-09,409967.0,433070.0
2024-05-10,403375.0,426444.0
2024-05-11,367982.0,390634.0
2024-05-12,347902.0,365700.0
2024-05-13,388948.0,410062.0
2024-05-14,405246.0,424626.0
2024-05-15,410710.0,432003.0
2024-05-16,422542.0,435068.0
2024-05-17,439578.0,459701.0
2024-05-18,371860.0,384319.0
2024-05-19,331798.0,347928.0
2024-05-20,329838.0,347286.0
2024-05-21,409074.0,418526.0
2024-05-22,429506.0,439266.0
2024-05-23,419786.0,435553.0
2024-05-24,427182.0,445628.0
2024-05-25,367373.0,387180.0
2024-05-26,348099.0,369123.0
2024-05-27,395159.0,417664.0
2024-05-28,408703.0,425924.0
2024-05-29,411869.0,428141.0
2024-05-30,416050.0,433063.0
2024-05-31,424464.0,446140.0
2024-06-01,373035.0,393054.0
2024-06-02,350597.0,367882.0
2024-06-03,414568.0,441763.0
2024-06-04,434360.0,442431.0
2024-06-05,417302.0,436823.0
2024-06-06,423748.0,442046.0
2024-06-07,435318.0,452171.0
2024-06-08,389183.0,404505.0
2024-06-09,379047.0,389323.0
2024-06-10,436923.0,465253.0
2024-06-11,436368.0,458271.0
2024-06-12,436439.0,457113.0
2024-06-13,428340.0,446982.0
2024-06-14,414547.0,422000.0
2024-06-15,373593.0,380567.0
2024-06-16,362977.0,377659.0
2024-06-17,417222.0,434139.0
2024-06-18,447510.0,467993.0
2024-06-19,472716.0,484716.0
2024-06-20,487055.0,495460.0
2024-06-21,488940.0,495807.0
2024-06-22,443052.0,450666.0
2024-06-23,394334.0,407896.0
2024-06-24,434483.0,449566.0
2024-06-25,455252.0,467652.0
2024-06-26,471886.0,484058.0
2024-06-27,466351.0,477111.0
2024-06-28,455945.0,474840.0
2024-06-29,418756.0,438465.0
2024-06-30,411838.0,433904.0
2024-07-01,460091.0,469413.0
2024-07-02,447728.0,459148.0
2024-07-03,429393.0,448609.0
2024-07-04,425976.0,434932.0
2024-07-05,426606.0,439761.0
2024-07-06,395491.0,413050.0
2024-07-07,392609.0,411556.0
2024-07-08,461021.0,495838.0
2024-07-09,484254.0,519216.0
2024-07-10,502849.0,540063.0
2024-07-11,508637.0,545223.0
2024-07-12,511075.0,538964.0
2024-07-13,465324.0,478794.0
2024-07-14,443584.0,466982.0
2024-07-15,504702.0,530949.0
2024-07-16,526474.0,558726.0
2024-07-17,519176.0,540762.0
2024-07-18,506660.0,515445.0
2024-07-19,488957.0,501670.0
2024-07-20,440676.0,438746.0
2024-07-21,398010.0,406976.0
2024-07-22,459831.0,468746.0
2024-07-23,469791.0,481604.0
2024-07-24,456403.0,462221.0
2024-07-25,436390.0,433738.0
2024-07-26,426411.0,421795.0
2024-07-27,396285.0,395396.0
2024-07-28,391972.0,393833.0
2024-07-29,422402.0,410612.0
2024-07-30,412979.0,418042.0
2024-07-31,427696.0,427592.0
2024-08-01,447004.0,447271.0
2024-08-02,449769.0,450151.0
2024-08-03,387440.0,385702.0
2024-08-04,355896.0,353912.0
2024-08-05,410773.0,418131.0
2024-08-06,405573.0,413647.0
2024-08-07,417529.0,425406.0
2024-08-08,434690.0,450269.0
2024-08-09,426193.0,428796.0
2024-08-10,389184.0,394031.0
2024-08-11,387719.0,397452.0
2024-08-12,450648.0,467589.0
2024-08-13,477671.0,493596.0
2024-08-14,472654.0,498854.0
2024-08-15,486140.0,506426.0
2024-08-16,489391.0,511263.0
2024-08-17,446517.0,458537.0
2024-08-18,424229.0,416097.0
2024-08-19,401230.0,416340.0
2024-08-20,388708.0,401852.0
2024-08-21,448590.0,454629.0
2024-08-22,443610.0,454583.0
2024-08-23,450481.0,452496.0
2024-08-24,418701.0,434409.0
2024-08-25,412289.0,429739.0
2024-08-26,467835.0,494735.0
2024-08-27,480899.0,504411.0
2024-08-28,481664.0,515426.0
2024-08-29,483907.0,510764.0
2024-08-30,480795.0,506529.0
2024-08-31,434093.0,463465.0
2024-09-01,413777.0,442367.0
2024-09-02,464529.0,492683.0
2024-09-03,478822.0,507807.0
2024-09-04,478913.0,510756.0
2024-09-05,467782.0,490187.0
2024-09-06,462907.0,485305.0
2024-09-07,421495.0,440580.0
2024-09-08,404344.0,419417.0
2024-09-09,468650.0,480710.0
2024-09-10,458042.0,468769.0
2024-09-11,434481.0,456208.0
2024-09-12,436124.0,456878.0
2024-09-13,460705.0,481880.0
2024-09-14,416869.0,442322.0
2024-09-15,403619.0,425738.0
2024-09-16,459529.0,485193.0
2024-09-17,446605.0,465866.0
2024-09-18,441891.0,457352.0
2024-09-19,436603.0,448696.0
2024-09-20,430121.0,444938.0
2024-09-21,383112.0,393853.0
2024-09-22,364541.0,375403.0
2024-09-23,413028.0,418103.0
2024-09-24,439711.0,449372.0
2024-09-25,445726.0,462462.0
2024-09-26,443064.0,458847.0
2024-09-27,443641.0,472531.0
2024-09-28,414009.0,438651.0
2024-09-29,382533.0,399653.0
2024-09-30,418212.0,433281.0
2024-10-01,435528.0,450108.0
2024-10-02,480135.0,506802.0
2024-10-03,495074.0,512978.0
2024-10-04,492113.0,513709.0
2024-10-05,426123.0,454242.0
2024-10-06,406192.0,434509.0
2024-10-07,440113.0,453167.0
2024-10-08,454370.0,465873.0
2024-10-09,474430.0,484708.0
2024-10-10,461374.0,472314.0
2024-10-11,455573.0,462218.0
2024-10-12,408310.0,417689.0
2024-10-13,393454.0,418685.0
2024-10-14,438219.0,455512.0
2024-10-15,461277.0,484082.0
2024-10-16,459170.0,483173.0
2024-10-17,473642.0,497849.0
2024-10-18,461129.0,474676.0
2024-10-19,422815.0,434794.0
2024-10-20,406383.0,416723.0
2024-10-21,458161.0,468997.0
2024-10-22,469610.0,475390.0
2024-10-23,395796.0,415618.0
2024-10-24,452301.0,464688.0
2024-10-25,468702.0,480623.0
2024-10-26,420224.0,451061.0
2024-10-27,416852.0,427925.0
2024-10-28,451670.0,466304.0
2024-10-29,462308.0,476959.0
2024-10-30,476297.0,481638.0
2024-10-31,467465.0,483791.0
2024-11-01,385355.0,407319.0
2024-11-02,401634.0,420314.0
2024-11-03,410667.0,430738.0
2024-11-04,471688.0,493124.0
2024-11-05,490230.0,512283.0
2024-11-06,498273.0,526725.0
2024-11-07,505327.0,524402.0
2024-11-08,508096.0,526886.0
2024-11-09,468571.0,483101.0
2024-11-10,461560.0,495392.0
2024-11-11,529358.0,567520.0
2024-11-12,551603.0,588006.0
2024-11-13,555564.0,591343.0
2024-11-14,548545.0,579520.0
2024-11-15,536208.0,562172.0
2024-11-16,487398.0,521734.0
2024-11-17,480323.0,515806.0
2024-11-18,544849.0,560318.0
2024-11-19,555734.0,568037.0
2024-11-20,560920.0,579323.0
2024-11-21,550261.0,559882.0
2024-11-22,576537.0,599208.0
2024-11-23,520189.0,542431.0
2024-11-24,499479.0,520692.0
2024-11-25,539392.0,555390.0
2024-11-26,551887.0,577660.0
2024-11-27,552583.0,574584.0
2024-11-28,559598.0,581157.0
2024-11-29,542910.0,565594.0
2024-11-30,494293.0,502312.0
2024-12-01,472597.0,483769.0
2024-12-02,541226.0,564001.0
2024-12-03,570222.0,580944.0
2024-12-04,564696.0,577389.0
2024-12-05,568869.0,574183.0
2024-12-06,580313.0,598158.0
2024-12-07,540547.0,553029.0
2024-12-08,498015.0,511834.0
2024-12-09,560481.0,573515.0
2024-12-10,569512.0,584292.0
2024-12-11,578034.0,595325.0
2024-12-12,573692.0,571891.0
2024-12-13,575412.0,584852.0
2024-12-14,548766.0,559293.0
2024-12-15,500992.0,513190.0
2024-12-16,538446.0,543150.0
2024-12-17,525933.0,535198.0
2024-12-18,528721.0,534228.0
2024-12-19,527363.0,527517.0
2024-12-20,519738.0,524059.0
2024-12-21,462590.0,483872.0
2024-12-22,470291.0,496159.0
2024-12-23,504074.0,517322.0
2024-12-24,455188.0,472253.0
2024-12-25,416157.0,425227.0
2024-12-26,423388.0,429619.0
2024-12-27,451752.0,460241.0
2024-12-28,443828.0,468549.0
2024-12-29,444573.0,488860.0
2024-12-30,462855.0,513690.0
2024-12-31,464858.0,517574.0
