Date,Day-ahead Total Load Forecast [MW] - BZN|SK,Actual Total Load [MW] - BZN|SK
2022-01-14,92690.0,92916.0
2022-01-15,86170.0,83684.0
2022-01-16,81620.0,82601.0
2022-01-17,93290.0,92459.0
2022-01-18,94790.0,93149.0
2022-01-19,93170.0,94225.0
2022-01-20,93920.0,94737.0
2022-01-21,94140.0,94777.0
2022-01-22,86020.0,85897.0
2022-01-23,84830.0,83301.0
2022-01-24,92230.0,92848.0
2022-01-25,94540.0,95224.0
2022-01-26,94930.0,93863.0
2022-01-27,94550.0,92890.0
2022-01-28,93662.0,91866.0
2022-01-29,84600.0,84576.0
2022-01-30,81850.0,80224.0
2022-01-31,91350.0,90024.0
2022-02-01,92774.0,90979.0
2022-02-02,91030.0,90724.0
2022-02-03,90433.0,89265.0
2022-02-04,88670.0,89373.0
2022-02-05,82440.0,80468.0
2022-02-06,78900.0,78602.0
2022-02-07,88230.0,87543.0
2022-02-08,90300.0,88471.0
2022-02-09,88420.0,87036.0
2022-02-10,86310.0,86336.0
2022-02-11,87060.0,87950.0
2022-02-12,79820.0,79444.0
2022-02-13,76670.0,77608.0
2022-02-14,87030.0,86367.0
2022-02-15,86880.0,87138.0
2022-02-16,86880.0,86573.0
2022-02-17,86740.0,86604.0
2022-02-18,85560.0,85485.0
2022-02-19,77650.0,77487.0
2022-02-20,74640.0,75919.0
2022-02-21,85700.0,85437.0
2022-02-22,86600.0,85179.0
2022-02-23,86560.0,86194.0
2022-02-24,85760.0,85903.0
2022-02-25,85850.0,86784.0
2022-02-26,77350.0,78638.0
2022-02-27,77310.0,75702.0
2022-02-28,86410.0,85969.0
2022-03-01,87130.0,88041.0
2022-03-02,88610.0,87842.0
2022-03-03,87360.0,88348.0
2022-03-04,87600.0,88718.0
2022-03-05,81040.0,81252.0
2022-03-06,78070.0,77021.0
2022-03-07,86950.0,87581.0
2022-03-08,89220.0,87345.0
2022-03-09,87800.0,87458.0
2022-03-10,87600.0,86423.0
2022-03-11,86410.0,87582.0
2022-03-12,78450.0,79061.0
2022-03-13,75560.0,75003.0
2022-03-14,84970.0,83595.0
2022-03-15,85280.0,84883.0
2022-03-16,85010.0,86996.0
2022-03-17,84830.0,84651.0
2022-03-18,86240.0,84100.0
2022-03-19,76600.0,77187.0
2022-03-20,75040.0,74932.0
2022-03-21,83580.0,82775.0
2022-03-22,84140.0,82917.0
2022-03-23,83070.0,82358.0
2022-03-24,82560.0,81310.0
2022-03-25,81770.0,80497.0
2022-03-26,74920.0,72686.0
2022-03-27,69890.0,66953.0
2022-03-28,79670.0,77802.0
2022-03-29,80570.0,79192.0
2022-03-30,80360.0,79702.0
2022-03-31,81410.0,82194.0
2022-04-01,82110.0,82723.0
2022-04-02,75760.0,77072.0
2022-04-03,73540.0,74611.0
2022-04-04,83310.0,82189.0
2022-04-05,82760.0,83859.0
2022-04-06,82240.0,80733.0
2022-04-07,82010.0,80270.0
2022-04-08,81220.0,79681.0
2022-04-09,73890.0,74029.0
2022-04-10,73150.0,70990.0
2022-04-11,82140.0,80956.0
2022-04-12,80280.0,81941.0
2022-04-13,79680.0,80528.0
2022-04-14,78420.0,76650.0
2022-04-15,69470.0,68652.0
2022-04-16,68550.0,68936.0
2022-04-17,68460.0,66065.0
2022-04-18,64850.0,64900.0
2022-04-19,79080.0,78628.0
2022-04-20,80700.0,81870.0
2022-04-21,81240.0,81560.0
2022-04-22,81640.0,82836.0
2022-04-23,74680.0,73641.0
2022-04-24,72170.0,70783.0
2022-04-25,80420.0,78585.0
2022-04-26,80390.0,79860.0
2022-04-27,81210.0,81869.0
2022-04-28,80420.0,79449.0
2022-04-29,79500.0,78319.0
2022-04-30,70830.0,70140.0
2022-05-01,68980.0,66142.0
2022-05-02,76700.0,77065.0
2022-05-03,77970.0,78362.0
2022-05-04,78000.0,78096.0
2022-05-05,78000.0,77924.0
2022-05-06,78290.0,77888.0
2022-05-07,71720.0,69881.0
2022-05-08,67080.0,65939.0
2022-05-09,77379.0,76161.0
2022-05-10,78000.0,77361.0
2022-05-11,77200.0,76948.0
2022-05-12,77180.0,76946.0
2022-05-13,76610.0,76586.0
2022-05-14,68740.0,68008.0
2022-05-15,65250.0,65442.0
2022-05-16,74490.0,73880.0
2022-05-17,77130.0,75955.0
2022-05-18,76930.0,74643.0
2022-05-19,74980.0,74629.0
2022-05-20,74215.0,75010.0
2022-05-21,67550.0,67342.0
2022-05-22,65590.0,63212.0
2022-05-23,73920.0,72050.0
2022-05-24,74610.0,74735.0
2022-05-25,75730.0,75784.0
2022-05-26,75850.0,75443.0
2022-05-27,75370.0,74838.0
2022-05-28,67200.0,66394.0
2022-05-29,64910.0,64186.0
2022-05-30,73400.0,72589.0
2022-05-31,75060.0,73890.0
2022-06-01,73980.0,74007.0
2022-06-02,74970.0,74815.0
2022-06-03,74800.0,73889.0
2022-06-04,68550.0,66954.0
2022-06-05,64360.0,65180.0
2022-06-06,73800.0,73675.0
2022-06-07,75860.0,76690.0
2022-06-08,75930.0,77349.0
2022-06-09,77150.0,76736.0
2022-06-10,74610.0,75725.0
2022-06-11,66920.0,66889.0
2022-06-12,64820.0,64844.0
2022-06-13,73760.0,74131.0
2022-06-14,78480.0,74563.0
2022-06-15,75950.0,74696.0
2022-06-16,75070.0,75421.0
2022-06-17,75410.0,74540.0
2022-06-18,66970.0,66405.0
2022-06-19,64690.0,64080.0
2022-06-20,74300.0,73474.0
2022-06-21,74540.0,73557.0
2022-06-22,74700.0,74159.0
2022-06-23,74700.0,75072.0
2022-06-24,73517.0,73841.0
2022-06-25,66820.0,65307.0
2022-06-26,63650.0,64120.0
2022-06-27,74330.0,73883.0
2022-06-28,75180.0,75998.0
2022-06-29,76550.0,78074.0
2022-06-30,79410.0,77839.0
2022-07-01,78630.0,77261.0
2022-07-02,66900.0,65948.0
2022-07-03,64790.0,63960.0
2022-07-04,74260.0,71950.0
2022-07-05,65440.0,65018.0
2022-07-06,75180.0,72056.0
2022-07-07,74910.0,72593.0
2022-07-08,73200.0,71124.0
2022-07-09,62700.0,63001.0
2022-07-10,61820.0,60705.0
2022-07-11,70760.0,69106.0
2022-07-12,71870.0,71413.0
2022-07-13,71220.0,70912.0
2022-07-14,73550.0,72524.0
2022-07-15,73380.0,71143.0
2022-07-16,62970.0,62816.0
2022-07-17,60770.0,60036.0
2022-07-18,69910.0,69403.0
2022-07-19,71440.0,72293.0
2022-07-20,73890.0,73069.0
2022-07-21,75120.0,73786.0
2022-07-22,73630.0,74112.0
2022-07-23,64560.0,65996.0
2022-07-24,63520.0,62769.0
2022-07-25,73520.0,69395.0
2022-07-26,70980.0,69191.0
2022-07-27,71280.0,67649.0
2022-07-28,68790.0,67708.0
2022-07-29,66690.0,67990.0
2022-07-30,62260.0,62420.0
2022-07-31,60480.0,60245.0
2022-08-01,67470.0,65071.0
2022-08-02,67190.0,66851.0
2022-08-03,67100.0,66785.0
2022-08-04,67100.0,67766.0
2022-08-05,66400.0,69010.0
2022-08-06,63140.0,63096.0
2022-08-07,61480.0,61241.0
2022-08-08,68870.0,70378.0
2022-08-09,71110.0,72623.0
2022-08-10,71110.0,71704.0
2022-08-11,71110.0,72204.0
2022-08-12,72550.0,71356.0
2022-08-13,66110.0,64498.0
2022-08-14,62020.0,62941.0
2022-08-15,71290.0,73126.0
2022-08-16,75000.0,75383.0
2022-08-17,75990.0,75311.0
2022-08-18,75330.0,76190.0
2022-08-19,75340.0,75761.0
2022-08-20,66420.0,66012.0
2022-08-21,63320.0,62549.0
2022-08-22,71720.0,71089.0
2022-08-23,74270.0,72329.0
2022-08-24,74270.0,72760.0
2022-08-25,72440.0,73061.0
2022-08-26,71760.0,72244.0
2022-08-27,64570.0,63042.0
2022-08-28,62580.0,59753.0
2022-08-29,61840.0,59694.0
2022-08-30,68900.0,67430.0
2022-08-31,69230.0,67992.0
2022-09-01,60930.0,60203.0
2022-09-02,65840.0,62868.0
2022-09-03,58050.0,57813.0
2022-09-04,55790.0,55701.0
2022-09-05,65140.0,64590.0
2022-09-06,68900.0,66771.0
2022-09-07,67970.0,67025.0
2022-09-08,66470.0,67851.0
2022-09-09,67050.0,66140.0
2022-09-10,58910.0,57736.0
2022-09-11,56280.0,54996.0
2022-09-12,64730.0,63467.0
2022-09-13,65640.0,65596.0
2022-09-14,67000.0,66543.0
2022-09-15,58850.0,59383.0
2022-09-16,63520.0,61820.0
2022-09-17,58430.0,57480.0
2022-09-18,54990.0,56490.0
2022-09-19,66570.0,66102.0
2022-09-20,67360.0,68023.0
2022-09-21,67850.0,68966.0
2022-09-22,71300.0,69537.0
2022-09-23,68620.0,69800.0
2022-09-24,60350.0,62351.0
2022-09-25,60520.0,60519.0
2022-09-26,69820.0,69832.0
2022-09-27,71970.0,72148.0
2022-09-28,71720.0,69483.0
2022-09-29,71810.0,69972.0
2022-09-30,70590.0,71411.0
2022-10-01,63010.0,63864.0
2022-10-02,61610.0,60768.0
2022-10-03,70550.0,69687.0
2022-10-04,72260.0,70647.0
2022-10-05,72260.0,71369.0
2022-10-06,71350.0,71539.0
2022-10-07,69800.0,70114.0
2022-10-08,63010.0,63037.0
2022-10-09,61000.0,60964.0
2022-10-10,69650.0,69811.0
2022-10-11,70980.0,72748.0
2022-10-12,72030.0,71509.0
2022-10-13,71890.0,71108.0
2022-10-14,72120.0,71723.0
2022-10-15,64420.0,64134.0
2022-10-16,61410.0,61045.0
2022-10-17,69990.0,69047.0
2022-10-18,70070.0,71141.0
2022-10-19,71360.0,72673.0
2022-10-20,72420.0,72207.0
2022-10-21,72420.0,73503.0
2022-10-22,65660.0,66496.0
2022-10-23,64680.0,63722.0
2022-10-24,72010.0,72060.0
2022-10-25,73310.0,72594.0
2022-10-26,73490.0,72958.0
2022-10-27,72110.0,72679.0
2022-10-28,72280.0,73216.0
2022-10-29,66220.0,64853.0
2022-10-30,65510.0,63768.0
2022-10-31,70140.0,67648.0
2022-11-01,63140.0,62199.0
2022-11-02,70300.0,70540.0
2022-11-03,72460.0,72964.0
2022-11-04,73520.0,74404.0
2022-11-05,67830.0,67057.0
2022-11-06,63210.0,63334.0
2022-11-07,73050.0,72682.0
2022-11-08,74910.0,74666.0
2022-11-09,74820.0,76559.0
2022-11-10,75700.0,76151.0
2022-11-11,75420.0,75803.0
2022-11-12,67830.0,67708.0
2022-11-13,65760.0,65886.0
2022-11-14,73350.0,74843.0
2022-11-15,77760.0,76915.0
2022-11-16,77660.0,76824.0
2022-11-17,70350.0,70325.0
2022-11-18,76550.0,74397.0
2022-11-19,71240.0,70800.0
2022-11-20,68960.0,67661.0
2022-11-21,76810.0,77441.0
2022-11-22,78350.0,79102.0
2022-11-23,79440.0,79540.0
2022-11-24,79960.0,80037.0
2022-11-25,79550.0,78837.0
2022-11-26,70660.0,70956.0
2022-11-27,68815.0,67941.0
2022-11-28,78360.0,78887.0
2022-11-29,81390.0,80340.0
2022-11-30,81420.0,80296.0
2022-12-01,81080.0,80001.0
2022-12-02,81050.0,81038.0
2022-12-03,74400.0,71905.0
2022-12-04,69450.0,68208.0
2022-12-05,78830.0,77855.0
2022-12-06,81140.0,78665.0
2022-12-07,80580.0,79573.0
2022-12-08,80580.0,80174.0
2022-12-09,80570.0,80809.0
2022-12-10,71910.0,72189.0
2022-12-11,69500.0,70425.0
2022-12-12,79220.0,81504.0
2022-12-13,81930.0,83532.0
2022-12-14,84330.0,85811.0
2022-12-15,85280.0,82616.0
2022-12-16,83520.0,81428.0
2022-12-17,74910.0,75159.0
2022-12-18,74190.0,74615.0
2022-12-19,84260.0,84020.0
2022-12-20,84850.0,82198.0
2022-12-21,83110.0,78976.0
2022-12-22,79560.0,74880.0
2022-12-23,71280.0,69546.0
2022-12-24,60650.0,59480.0
2022-12-25,56450.0,55152.0
2022-12-26,58750.0,58246.0
2022-12-27,64510.0,63365.0
2022-12-28,64450.0,66504.0
2022-12-29,66580.0,67095.0
2022-12-30,66670.0,67442.0
2022-12-31,62090.0,63075.0
2023-01-01,68270.0,57672.0
2023-01-02,71150.0,68143.0
2023-01-03,71790.0,71320.0
2023-01-04,71530.0,72522.0
2023-01-05,72390.0,71450.0
2023-01-06,67100.0,64630.0
2023-01-07,67850.0,65900.0
2023-01-08,66800.0,66114.0
2023-01-09,78740.0,75692.0
2023-01-10,76130.0,77288.0
2023-01-11,77130.0,76956.0
2023-01-12,77510.0,77686.0
2023-01-13,77150.0,78427.0
2023-01-14,69420.0,69626.0
2023-01-15,67950.0,68350.0
2023-01-16,76870.0,77816.0
2023-01-17,78760.0,78936.0
2023-01-18,78550.0,79763.0
2023-01-19,80250.0,81037.0
2023-01-20,80325.0,82455.0
2023-01-21,73020.0,74634.0
2023-01-22,71680.0,71192.0
2023-01-23,79220.0,79073.0
2023-01-24,80210.0,80302.0
2023-01-25,80040.0,81188.0
2023-01-26,80640.0,81968.0
2023-01-27,81650.0,82417.0
2023-01-28,74570.0,75010.0
2023-01-29,71080.0,72417.0
2023-01-30,80490.0,83736.0
2023-01-31,83400.0,82349.0
2023-02-01,82820.0,81593.0
2023-02-02,81520.0,81408.0
2023-02-03,81960.0,83603.0
2023-02-04,74960.0,75128.0
2023-02-05,72980.0,73073.0
2023-02-06,83620.0,84372.0
2023-02-07,84880.0,87034.0
2023-02-08,82860.0,85729.0
2023-02-09,85090.0,85488.0
2023-02-10,83470.0,85396.0
2023-02-11,76830.0,76925.0
2023-02-12,71180.0,70529.0
2023-02-13,80610.0,81292.0
2023-02-14,82550.0,81403.0
2023-02-15,80910.0,82152.0
2023-02-16,79330.0,82503.0
2023-02-17,79160.0,82119.0
2023-02-18,73550.0,71035.0
2023-02-19,69320.0,67522.0
2023-02-20,77060.0,78453.0
2023-02-21,76890.0,77746.0
2023-02-22,75470.0,76723.0
2023-02-23,77340.0,76423.0
2023-02-24,77250.0,76722.0
2023-02-25,70200.0,70325.0
2023-02-26,68210.0,69526.0
2023-02-27,78380.0,80111.0
2023-02-28,78950.0,80807.0
2023-03-01,80910.0,79276.0
2023-03-02,79630.0,78012.0
2023-03-03,77215.0,77757.0
2023-03-04,70430.0,70829.0
2023-03-05,69390.0,69888.0
2023-03-06,78380.0,79298.0
2023-03-07,80100.0,80320.0
2023-03-08,79780.0,77772.0
2023-03-09,76920.0,77260.0
2023-03-10,74560.0,75367.0
2023-03-11,69620.0,70684.0
2023-03-12,66140.0,67075.0
2023-03-13,76200.0,75780.0
2023-03-14,76470.0,76958.0
2023-03-15,76450.0,78217.0
2023-03-16,75670.0,76746.0
2023-03-17,75460.0,76511.0
2023-03-18,67550.0,68958.0
2023-03-19,63960.0,65359.0
2023-03-20,73290.0,72974.0
2023-03-21,74210.0,74167.0
2023-03-22,74540.0,73453.0
2023-03-23,70080.0,71428.0
2023-03-24,69330.0,71246.0
2023-03-25,64500.0,64380.0
2023-03-26,59550.0,59238.0
2023-03-27,71600.0,73148.0
2023-03-28,73520.0,76065.0
2023-03-29,75680.0,76309.0
2023-03-30,74823.0,76604.0
2023-03-31,72990.0,75186.0
2023-04-01,65530.0,67061.0
2023-04-02,63180.0,64951.0
2023-04-03,73790.0,75327.0
2023-04-04,76690.0,78363.0
2023-04-05,77370.0,78026.0
2023-04-06,74180.0,77387.0
2023-04-07,64390.0,67086.0
2023-04-08,65969.0,66130.0
2023-04-09,62770.0,60484.0
2023-04-10,60380.0,58450.0
2023-04-11,71440.0,71308.0
2023-04-12,73520.0,72909.0
2023-04-13,75255.0,74966.0
2023-04-14,72760.0,74943.0
2023-04-15,67090.0,67337.0
2023-04-16,62130.0,62949.0
2023-04-17,71370.0,70220.0
2023-04-18,72030.0,71569.0
2023-04-19,72030.0,72080.0
2023-04-20,70120.0,70288.0
2023-04-21,69880.0,68962.0
2023-04-22,61540.0,61387.0
2023-04-23,59200.0,58343.0
2023-04-24,69170.0,68414.0
2023-04-25,69480.0,70556.0
2023-04-26,70290.0,70614.0
2023-04-27,71175.0,71250.0
2023-04-28,70410.0,70655.0
2023-04-29,62310.0,63474.0
2023-04-30,60950.0,59103.0
2023-05-01,64880.0,56782.0
2023-05-02,66800.0,67000.0
2023-05-03,69680.0,70878.0
2023-05-04,69630.0,69125.0
2023-05-05,68070.0,67825.0
2023-05-06,59380.0,60628.0
2023-05-07,57140.0,57135.0
2023-05-08,55750.0,56982.0
2023-05-09,67200.0,67459.0
2023-05-10,69710.0,69579.0
2023-05-11,69010.0,68265.0
2023-05-12,68940.0,70120.0
2023-05-13,61790.0,62073.0
2023-05-14,58380.0,59691.0
2023-05-15,67850.0,67370.0
2023-05-16,69220.0,69938.0
2023-05-17,69660.0,71506.0
2023-05-18,71160.0,71375.0
2023-05-19,57510.0,68426.0
2023-05-20,60610.0,59652.0
2023-05-21,57480.0,56817.0
2023-05-22,65105.0,65484.0
2023-05-23,66520.0,67068.0
2023-05-24,67780.0,66842.0
2023-05-25,67130.0,67667.0
2023-05-26,67210.0,67485.0
2023-05-27,59550.0,60251.0
2023-05-28,58830.0,57911.0
2023-05-29,65390.0,66342.0
2023-05-30,66220.0,67869.0
2023-05-31,66830.0,67724.0
2023-06-01,66300.0,66415.0
2023-06-02,66400.0,66217.0
2023-06-03,58670.0,58005.0
2023-06-04,57160.0,56732.0
2023-06-05,65020.0,63847.0
2023-06-06,67860.0,67202.0
2023-06-07,68010.0,68560.0
2023-06-08,66970.0,68195.0
2023-06-09,67090.0,67735.0
2023-06-10,60040.0,59767.0
2023-06-11,50970.0,57725.0
2023-06-12,65610.0,65477.0
2023-06-13,67200.0,66916.0
2023-06-14,67130.0,67621.0
2023-06-15,67240.0,66150.0
2023-06-16,65930.0,65413.0
2023-06-17,58300.0,58612.0
2023-06-18,56530.0,57090.0
2023-06-19,68060.0,66083.0
2023-06-20,67690.0,68729.0
2023-06-21,68590.0,69066.0
2023-06-22,68460.0,69751.0
2023-06-23,68460.0,70027.0
2023-06-24,60530.0,60707.0
2023-06-25,57750.0,57495.0
2023-06-26,66310.0,66474.0
2023-06-27,68270.0,68098.0
2023-06-28,67550.0,66425.0
2023-06-29,67370.0,66847.0
2023-06-30,65850.0,65629.0
2023-07-01,58440.0,57963.0
2023-07-02,57280.0,56317.0
2023-07-03,65520.0,65488.0
2023-07-04,67260.0,67626.0
2023-07-05,57980.0,61220.0
2023-07-06,65440.0,66347.0
2023-07-07,66710.0,65541.0
2023-07-08,57980.0,58805.0
2023-07-09,56910.0,57527.0
2023-07-10,65640.0,66549.0
2023-07-11,68740.0,68860.0
2023-07-12,68680.0,69665.0
2023-07-13,68510.0,69391.0
2023-07-14,68360.0,67241.0
2023-07-15,58180.0,60310.0
2023-07-16,58220.0,59264.0
2023-07-17,66110.0,68172.0
2023-07-18,68770.0,68431.0
2023-07-19,68770.0,68801.0
2023-07-20,68260.0,67738.0
2023-07-21,64610.0,65764.0
2023-07-22,59880.0,58759.0
2023-07-23,58390.0,57178.0
2023-07-24,66610.0,64442.0
2023-07-25,64860.0,64290.0
2023-07-26,64810.0,62192.0
2023-07-27,60740.0,59281.0
2023-07-28,59600.0,61447.0
2023-07-29,55590.0,56920.0
2023-07-30,54540.0,54969.0
2023-07-31,59560.0,59603.0
2023-08-01,62090.0,62741.0
2023-08-02,61910.0,61308.0
2023-08-03,62150.0,62552.0
2023-08-04,59350.0,61847.0
2023-08-05,56260.0,56690.0
2023-08-06,55000.0,55220.0
2023-08-07,60440.0,62971.0
2023-08-08,62610.0,64174.0
2023-08-09,63220.0,64614.0
2023-08-10,62460.0,63375.0
2023-08-11,61830.0,62384.0
2023-08-12,55720.0,55719.0
2023-08-13,54480.0,54541.0
2023-08-14,62690.0,64847.0
2023-08-15,65950.0,67340.0
2023-08-16,65870.0,69002.0
2023-08-17,68200.0,68681.0
2023-08-18,67840.0,68134.0
2023-08-19,61300.0,60594.0
2023-08-20,57850.0,58284.0
2023-08-21,68800.0,68620.0
2023-08-22,69310.0,72119.0
2023-08-23,71760.0,72236.0
2023-08-24,72160.0,70799.0
2023-08-25,71350.0,71208.0
2023-08-26,62960.0,62746.0
2023-08-27,58470.0,58999.0
2023-08-28,66790.0,65976.0
2023-08-29,61210.0,60357.0
2023-08-30,66190.0,64663.0
2023-08-31,64550.0,63334.0
2023-09-01,60955.0,56799.0
2023-09-02,55850.0,55914.0
2023-09-03,54100.0,54844.0
2023-09-04,63710.0,61771.0
2023-09-05,63160.0,64061.0
2023-09-06,63720.0,65031.0
2023-09-07,64470.0,65206.0
2023-09-08,65020.0,64851.0
2023-09-09,56939.0,57469.0
2023-09-10,54940.0,55467.0
2023-09-11,64550.0,64956.0
2023-09-12,66380.0,68116.0
2023-09-13,67350.0,68859.0
2023-09-14,67240.0,68192.0
2023-09-15,59120.0,57457.0
2023-09-16,57210.0,56096.0
2023-09-17,57840.0,55840.0
2023-09-18,64930.0,65981.0
2023-09-19,68930.0,68867.0
2023-09-20,68020.0,67622.0
2023-09-21,67990.0,66767.0
2023-09-22,67110.0,67487.0
2023-09-23,59570.0,61618.0
2023-09-24,60000.0,58946.0
2023-09-25,69000.0,66660.0
2023-09-26,68950.0,67995.0
2023-09-27,67980.0,68150.0
2023-09-28,68000.0,67795.0
2023-09-29,67540.0,67850.0
2023-09-30,61240.0,61737.0
2023-10-01,59480.0,58253.0
2023-10-02,67930.0,67585.0
2023-10-03,68390.0,68100.0
2023-10-04,68060.0,67591.0
2023-10-05,68110.0,68839.0
2023-10-06,68820.0,68399.0
2023-10-07,61400.0,61823.0
2023-10-08,59180.0,60039.0
2023-10-09,69500.0,72043.0
2023-10-10,73490.0,73905.0
2023-10-11,72970.0,73240.0
2023-10-12,72850.0,71818.0
2023-10-13,72670.0,71472.0
2023-10-14,65150.0,64124.0
2023-10-15,62730.0,63397.0
2023-10-16,73030.0,72000.0
2023-10-17,74000.0,74256.0
2023-10-18,74450.0,74694.0
2023-10-19,76920.0,75906.0
2023-10-20,74650.0,72954.0
2023-10-21,64970.0,64235.0
2023-10-22,62670.0,62619.0
2023-10-23,71800.0,71464.0
2023-10-24,75190.0,73941.0
2023-10-25,73840.0,73360.0
2023-10-26,74350.0,72973.0
2023-10-27,73500.0,74765.0
2023-10-28,65020.0,64475.0
2023-10-29,65810.0,64168.0
2023-10-30,70070.0,71849.0
2023-10-31,74340.0,74348.0
2023-11-01,66410.0,63411.0
2023-11-02,72230.0,71428.0
2023-11-03,72620.0,73118.0
2023-11-04,65440.0,66364.0
2023-11-05,64840.0,65748.0
2023-11-06,73060.0,72604.0
2023-11-07,73250.0,75484.0
2023-11-08,75790.0,75858.0
2023-11-09,75460.0,75879.0
2023-11-10,77630.0,77580.0
2023-11-11,69310.0,70357.0
2023-11-12,66920.0,66826.0
2023-11-13,76500.0,78205.0
2023-11-14,78000.0,77896.0
2023-11-15,78250.0,77360.0
2023-11-16,77680.0,75883.0
2023-11-17,70130.0,69079.0
2023-11-18,68450.0,68100.0
2023-11-19,69260.0,70458.0
2023-11-20,77900.0,79395.0
2023-11-21,78810.0,76470.0
2023-11-22,80840.0,81448.0
2023-11-23,80780.0,82653.0
2023-11-24,81470.0,80861.0
2023-11-25,73400.0,73930.0
2023-11-26,71160.0,72261.0
2023-11-27,83340.0,82800.0
2023-11-28,84570.0,83657.0
2023-11-29,84720.0,84186.0
2023-11-30,84470.0,85493.0
2023-12-01,85540.0,83978.0
2023-12-02,77130.0,76126.0
2023-12-03,73474.0,74993.0
2023-12-04,83933.0,85655.0
2023-12-05,86730.0,87243.0
2023-12-06,86940.0,86669.0
2023-12-07,86740.0,85703.0
2023-12-08,87280.0,85870.0
2023-12-09,76390.0,79260.0
2023-12-10,76260.0,76659.0
2023-12-11,85620.0,84897.0
2023-12-12,85450.0,83139.0
2023-12-13,84680.0,81462.0
2023-12-14,82270.0,80259.0
2023-12-15,80430.0,80583.0
2023-12-16,74170.0,73002.0
2023-12-17,72000.0,70540.0
2023-12-18,79640.0,80306.0
2023-12-19,82150.0,80876.0
2023-12-20,80610.0,79234.0
2023-12-21,77660.0,76295.0
2023-12-22,70010.0,71487.0
2023-12-23,65280.0,70229.0
2023-12-24,59680.0,63597.0
2023-12-25,60299.0,58847.0
2023-12-26,60970.0,59198.0
2023-12-27,64180.0,63441.0
2023-12-28,66590.0,64756.0
2023-12-29,64710.0,67049.0
2023-12-30,63030.0,65457.0
2023-12-31,64550.0,64391.0
2024-01-01,59170.0,59651.0
2024-01-02,69880.0,69863.0
2024-01-03,74220.0,72498.0
2024-01-04,72650.0,73011.0
2024-01-05,72630.0,74381.0
2024-01-06,66430.0,68292.0
2024-01-07,68000.0,71264.0
2024-01-08,80890.0,84678.0
2024-01-09,84580.0,87845.0
2024-01-10,87080.0,88464.0
2024-01-11,88490.0,88895.0
2024-01-12,87710.0,87668.0
2024-01-13,78290.0,80152.0
2024-01-14,76340.0,76544.0
2024-01-15,86750.0,85668.0
2024-01-16,87990.0,87028.0
2024-01-17,86840.0,88800.0
2024-01-18,86980.0,85369.0
2024-01-19,84790.0,86794.0
2024-01-20,77550.0,77725.0
2024-01-21,74970.0,75503.0
2024-01-22,85490.0,86157.0
2024-01-23,86040.0,86730.0
2024-01-24,85670.0,87162.0
2024-01-25,84470.0,83402.0
2024-01-26,83190.0,81632.0
2024-01-27,76270.0,74751.0
2024-01-28,73290.0,71048.0
2024-01-29,82870.0,81062.0
2024-01-30,83130.0,83757.0
2024-01-31,83530.0,85774.0
2024-02-01,83380.0,84671.0
2024-02-02,82590.0,82720.0
2024-02-03,74370.0,73771.0
2024-02-04,70500.0,69727.0
2024-02-05,80630.0,78656.0
2024-02-06,78980.0,77778.0
2024-02-07,78330.0,78386.0
2024-02-08,78220.0,78837.0
2024-02-09,78220.0,77441.0
2024-02-10,68470.0,68516.0
2024-02-11,67840.0,67228.0
2024-02-12,76750.0,75971.0
2024-02-13,76030.0,77204.0
2024-02-14,76380.0,77137.0
2024-02-15,75940.0,77476.0
2024-02-16,76150.0,76182.0
2024-02-17,68280.0,70386.0
2024-02-18,67490.0,66085.0
2024-02-19,77470.0,78816.0
2024-02-20,79310.0,77745.0
2024-02-21,77290.0,77602.0
2024-02-22,76110.0,78172.0
2024-02-23,77140.0,78033.0
2024-02-24,68050.0,68801.0
2024-02-25,65380.0,65697.0
2024-02-26,75630.0,74954.0
2024-02-27,74870.0,74859.0
2024-02-28,74170.0,74525.0
2024-02-29,74850.0,73784.0
2024-03-01,74370.0,74970.0
2024-03-02,66640.0,68591.0
2024-03-03,65370.0,64274.0
2024-03-04,73230.0,72045.0
2024-03-05,73720.0,74085.0
2024-03-06,73020.0,74693.0
2024-03-07,74910.0,77493.0
2024-03-08,74870.0,78292.0
2024-03-09,68920.0,70407.0
2024-03-10,66300.0,66972.0
2024-03-11,76210.0,75917.0
2024-03-12,76660.0,77565.0
2024-03-13,75960.0,76342.0
2024-03-14,74990.0,75203.0
2024-03-15,74020.0,74449.0
2024-03-16,68030.0,68300.0
2024-03-17,65300.0,64425.0
2024-03-18,72940.0,74111.0
2024-03-19,75640.0,76805.0
2024-03-20,75050.0,75650.0
2024-03-21,74980.0,74414.0
2024-03-22,74440.0,74354.0
2024-03-23,65730.0,67490.0
2024-03-24,65980.0,65541.0
2024-03-25,73640.0,75311.0
2024-03-26,74420.0,75463.0
2024-03-27,75390.0,74501.0
2024-03-28,72290.0,72469.0
2024-03-29,61780.0,62410.0
2024-03-30,60500.0,60059.0
2024-03-31,55320.0,53847.0
2024-04-01,54690.0,52886.0
2024-04-02,71590.0,69143.0
2024-04-03,71860.0,70661.0
2024-04-04,70740.0,70826.0
2024-04-05,70860.0,70224.0
2024-04-06,63300.0,63105.0
2024-04-07,61440.0,59204.0
2024-04-08,69140.0,67600.0
2024-04-09,69570.0,69105.0
2024-04-10,69040.0,70200.0
2024-04-11,69190.0,68453.0
2024-04-12,68110.0,67760.0
