Date,Day-ahead Total Load Forecast [MW] - BZN|SK,Actual Total Load [MW] - BZN|SK
2024-04-13,63080.0,61042.0
2024-04-14,57390.0,58411.0
2024-04-15,67260.0,67283.0
2024-04-16,70420.0,71838.0
2024-04-17,69960.0,71071.0
2024-04-18,70460.0,70759.0
2024-04-19,68930.0,71720.0
2024-04-20,63910.0,66185.0
2024-04-21,63305.0,63452.0
2024-04-22,71440.0,72887.0
2024-04-23,73320.0,73335.0
2024-04-24,75100.0,74831.0
2024-04-25,72280.0,72634.0
2024-04-26,71580.0,72664.0
2024-04-27,61430.0,63841.0
2024-04-28,60850.0,59645.0
2024-04-29,68400.0,66873.0
2024-04-30,67920.0,66315.0
2024-05-01,59010.0,58343.0
2024-05-02,65890.0,63018.0
2024-05-03,67250.0,66446.0
2024-05-04,59050.0,54402.0
2024-05-05,56450.0,47802.0
2024-05-06,66830.0,59369.0
2024-05-07,66270.0,62152.0
2024-05-08,59040.0,55828.0
2024-05-09,65970.0,61948.0
2024-05-10,66580.0,64890.0
2024-05-11,57960.0,59055.0
2024-05-12,56250.0,56610.0
2024-05-13,65470.0,64222.0
2024-05-14,66160.0,65454.0
2024-05-15,66130.0,65868.0
2024-05-16,66440.0,65510.0
2024-05-17,67250.0,68985.0
2024-05-18,59590.0,59149.0
2024-05-19,57510.0,56595.0
2024-05-20,64730.0,65415.0
2024-05-21,66920.0,65364.0
2024-05-22,65910.0,65647.0
2024-05-23,66040.0,65570.0
2024-05-24,67600.0,66386.0
2024-05-25,58610.0,58825.0
2024-05-26,57390.0,56276.0
2024-05-27,65470.0,64195.0
2024-05-28,65410.0,65613.0
2024-05-29,65340.0,65344.0
2024-05-30,66310.0,66033.0
2024-05-31,65880.0,65883.0
2024-06-01,58710.0,58218.0
2024-06-02,56150.0,56624.0
2024-06-03,65510.0,65135.0
2024-06-04,66960.0,67087.0
2024-06-05,66130.0,66490.0
2024-06-06,67090.0,67505.0
2024-06-07,67380.0,67802.0
2024-06-08,59280.0,59847.0
2024-06-09,56752.0,57834.0
2024-06-10,65530.0,68168.0
2024-06-11,67310.0,68181.0
2024-06-12,68900.0,68711.0
2024-06-13,69030.0,68385.0
2024-06-14,66730.0,65581.0
2024-06-15,59930.0,58795.0
2024-06-16,56745.0,57802.0
2024-06-17,67490.0,65394.0
2024-06-18,66690.0,68329.0
2024-06-19,69710.0,68543.0
2024-06-20,68590.0,67950.0
2024-06-21,69180.0,69556.0
2024-06-22,59930.0,61766.0
2024-06-23,59940.0,57459.0
2024-06-24,65650.0,65681.0
2024-06-25,67920.0,68399.0
2024-06-26,68970.0,69470.0
2024-06-27,69630.0,65107.0
2024-06-28,69370.0,69718.0
2024-06-29,60630.0,63170.0
2024-06-30,61290.0,61924.0
2024-07-01,0.0,68825.0
2024-07-02,0.0,68434.0
2024-07-03,0.0,67658.0
2024-07-04,0.0,68239.0
2024-07-05,0.0,59616.0
2024-07-06,0.0,59474.0
2024-07-07,0.0,58939.0
2024-07-08,0.0,69769.0
2024-07-09,0.0,72174.0
2024-07-10,0.0,72642.0
2024-07-11,0.0,73105.0
2024-07-12,0.0,71568.0
2024-07-13,0.0,62944.0
2024-07-14,0.0,61597.0
2024-07-15,0.0,70748.0
2024-07-16,0.0,72572.0
2024-07-17,0.0,71092.0
2024-07-18,0.0,69950.0
2024-07-19,0.0,67489.0
2024-07-20,0.0,60263.0
2024-07-21,0.0,58542.0
2024-07-22,0.0,66301.0
2024-07-23,0.0,68060.0
2024-07-24,0.0,67012.0
2024-07-25,0.0,65321.0
2024-07-26,0.0,63843.0
2024-07-27,0.0,60015.0
2024-07-28,0.0,59943.0
2024-07-29,0.0,63206.0
2024-07-30,0.0,63337.0
2024-07-31,0.0,64135.0
2024-08-01,0.0,65349.0
2024-08-02,0.0,64184.0
2024-08-03,0.0,57812.0
2024-08-04,0.0,56003.0
2024-08-05,0.0,63339.0
2024-08-06,0.0,63231.0
2024-08-07,0.0,64808.0
2024-08-08,0.0,66945.0
2024-08-09,0.0,66040.0
2024-08-10,0.0,60976.0
2024-08-11,0.0,59596.0
2024-08-12,0.0,69269.0
2024-08-13,0.0,72345.0
2024-08-14,0.0,71971.0
2024-08-15,0.0,72637.0
2024-08-16,0.0,72790.0
2024-08-17,0.0,65317.0
2024-08-18,0.0,62089.0
2024-08-19,0.0,71212.0
2024-08-20,0.0,72840.0
2024-08-21,0.0,71726.0
2024-08-22,0.0,69465.0
2024-08-23,0.0,69606.0
2024-08-24,0.0,63565.0
2024-08-25,0.0,61811.0
2024-08-26,0.0,70733.0
2024-08-27,0.0,71877.0
2024-08-28,0.0,72792.0
2024-08-29,0.0,65418.0
2024-08-30,0.0,66225.0
2024-08-31,0.0,61722.0
2024-09-01,0.0,59416.0
2024-09-02,0.0,68276.0
2024-09-03,0.0,56776.0
2024-09-04,0.0,69082.0
2024-09-05,0.0,69033.0
2024-09-06,0.0,67171.0
2024-09-07,0.0,59206.0
2024-09-08,0.0,56951.0
2024-09-09,0.0,65654.0
2024-09-10,0.0,66146.0
2024-09-11,0.0,65346.0
2024-09-12,0.0,67035.0
2024-09-13,0.0,68881.0
2024-09-14,0.0,61332.0
2024-09-15,0.0,56256.0
2024-09-16,0.0,66606.0
2024-09-17,0.0,66576.0
2024-09-18,0.0,65535.0
2024-09-19,0.0,65471.0
2024-09-20,0.0,65225.0
2024-09-21,0.0,58628.0
2024-09-22,0.0,56384.0
2024-09-23,0.0,65247.0
2024-09-24,0.0,66987.0
2024-09-25,0.0,68212.0
2024-09-26,0.0,69583.0
2024-09-27,0.0,69126.0
2024-09-28,0.0,61920.0
2024-09-29,0.0,59475.0
2024-09-30,0.0,67452.0
2024-10-01,0.0,69472.0
2024-10-02,0.0,73930.0
2024-10-03,0.0,73023.0
2024-10-04,0.0,74281.0
2024-10-05,0.0,65689.0
2024-10-06,0.0,62103.0
2024-10-07,0.0,69770.0
2024-10-08,0.0,71342.0
2024-10-09,0.0,71240.0
2024-10-10,0.0,70479.0
2024-10-11,0.0,71129.0
2024-10-12,0.0,63530.0
2024-10-13,0.0,63222.0
2024-10-14,0.0,70324.0
2024-10-15,0.0,72523.0
2024-10-16,0.0,71585.0
2024-10-17,0.0,72156.0
2024-10-18,0.0,71224.0
2024-10-19,0.0,64236.0
2024-10-20,0.0,62327.0
2024-10-21,0.0,71271.0
2024-10-22,0.0,73482.0
2024-10-23,0.0,73907.0
2024-10-24,0.0,72221.0
2024-10-25,0.0,72657.0
2024-10-26,0.0,65740.0
2024-10-27,0.0,64099.0
2024-10-28,0.0,71331.0
2024-10-29,0.0,71686.0
2024-10-30,0.0,70874.0
2024-10-31,0.0,71492.0
2024-11-01,0.0,62082.0
2024-11-02,0.0,63411.0
2024-11-03,0.0,64660.0
2024-11-04,0.0,73999.0
2024-11-05,0.0,75168.0
2024-11-06,0.0,75944.0
2024-11-07,0.0,76682.0
2024-11-08,0.0,77258.0
2024-11-09,0.0,70164.0
2024-11-10,0.0,68687.0
2024-11-11,0.0,79994.0
2024-11-12,0.0,82237.0
2024-11-13,0.0,81990.0
2024-11-14,0.0,81176.0
2024-11-15,0.0,80076.0
2024-11-16,0.0,72734.0
2024-11-17,0.0,70204.0
2024-11-18,0.0,80028.0
2024-11-19,0.0,80569.0
2024-11-20,0.0,80352.0
2024-11-21,0.0,81715.0
2024-11-22,0.0,83392.0
2024-11-23,0.0,75302.0
2024-11-24,0.0,73701.0
2024-11-25,0.0,80697.0
2024-11-26,0.0,81150.0
2024-11-27,0.0,80709.0
2024-11-28,0.0,81872.0
2024-11-29,0.0,80102.0
2024-11-30,0.0,72125.0
2024-12-01,0.0,69855.0
2024-12-02,0.0,81853.0
2024-12-03,0.0,84397.0
2024-12-04,0.0,82965.0
2024-12-05,0.0,83506.0
2024-12-06,0.0,86470.0
2024-12-07,0.0,77359.0
2024-12-08,0.0,74280.0
2024-12-09,0.0,83498.0
2024-12-10,0.0,84195.0
2024-12-11,0.0,85454.0
2024-12-12,0.0,83897.0
2024-12-13,0.0,85035.0
2024-12-14,0.0,77926.0
2024-12-15,0.0,73778.0
2024-12-16,0.0,80053.0
2024-12-17,0.0,79244.0
2024-12-18,0.0,78451.0
2024-12-19,0.0,76544.0
2024-12-20,0.0,74388.0
2024-12-21,0.0,69899.0
2024-12-22,0.0,70727.0
2024-12-23,0.0,71227.0
2024-12-24,0.0,64356.0
2024-12-25,0.0,60291.0
2024-12-26,0.0,63360.0
2024-12-27,0.0,68312.0
2024-12-28,0.0,68082.0
2024-12-29,0.0,68805.0
2024-12-30,0.0,73707.0
2024-12-31,0.0,71695.0
