Date,Day-ahead Total Load Forecast [MW] - BZN|SI,Actual Total Load [MW] - BZN|SI
2024-04-20,32265.0,30770.0
2024-04-21,28176.0,27807.0
2024-04-22,34149.0,35561.0
2024-04-23,38613.0,39848.0
2024-04-24,41267.0,40215.0
2024-04-25,38868.0,38407.0
2024-04-26,34554.0,35242.0
2024-04-27,26722.0,28070.0
2024-04-28,23651.0,25509.0
2024-04-29,26718.0,27347.0
2024-04-30,28967.0,26356.0
2024-05-01,22995.0,23599.0
2024-05-02,23323.0,23611.0
2024-05-03,28329.0,28573.0
2024-05-04,27024.0,23628.0
2024-05-05,23520.0,23441.0
2024-05-06,31079.0,30648.0
2024-05-07,32886.0,33064.0
2024-05-08,33779.0,35620.0
2024-05-09,32671.0,32060.0
2024-05-10,30768.0,30591.0
2024-05-11,0.0,27001.0
2024-05-12,24675.0,25476.0
2024-05-13,32516.0,33309.0
2024-05-14,33309.0,35204.0
2024-05-15,34510.0,33200.0
2024-05-16,34689.0,36229.0
2024-05-17,30138.0,31669.0
2024-05-18,25354.0,26423.0
2024-05-19,25260.0,24165.0
2024-05-20,30748.0,30890.0
2024-05-21,33923.0,36080.0
2024-05-22,34110.0,32750.0
2024-05-23,31894.0,33136.0
2024-05-24,30301.0,31245.0
2024-05-25,25731.0,26378.0
2024-05-26,0.0,24704.0
2024-05-27,29228.0,29288.0
2024-05-28,32058.0,33026.0
2024-05-29,32774.0,32203.0
2024-05-30,34582.0,32592.0
2024-05-31,32665.0,34454.0
2024-06-01,28362.0,27428.0
2024-06-02,25822.0,25194.0
2024-06-03,33670.0,32447.0
2024-06-04,35000.0,33327.0
2024-06-05,32385.0,32243.0
2024-06-06,31349.0,32458.0
2024-06-07,31654.0,32838.0
2024-06-08,27602.0,26760.0
2024-06-09,23625.0,25625.0
2024-06-10,31701.0,32301.0
2024-06-11,34766.0,28784.0
2024-06-12,34652.0,35604.0
2024-06-13,34538.0,34926.0
2024-06-14,31482.0,31704.0
2024-06-15,27278.0,27472.0
2024-06-16,25428.0,25881.0
2024-06-17,31438.0,30411.0
2024-06-18,31944.0,32578.0
2024-06-19,32203.0,33939.0
2024-06-20,32898.0,35362.0
2024-06-21,34071.0,36215.0
2024-06-22,27697.0,29168.0
2024-06-23,25303.0,24702.0
2024-06-24,25944.0,28231.0
2024-06-25,25974.0,26362.0
2024-06-26,31605.0,32163.0
2024-06-27,0.0,32125.0
2024-06-28,31058.0,33239.0
2024-06-29,28140.0,29576.0
2024-06-30,26497.0,27460.0
2024-07-01,31384.0,34827.0
2024-07-02,30178.0,31954.0
2024-07-03,30892.0,31723.0
2024-07-04,30768.0,32460.0
2024-07-05,30460.0,31732.0
2024-07-06,27205.0,27569.0
2024-07-07,25538.0,25988.0
2024-07-08,30908.0,32950.0
2024-07-09,32806.0,35365.0
2024-07-10,35102.0,36745.0
2024-07-11,36666.0,36771.0
2024-07-12,36650.0,36703.0
2024-07-13,28045.0,31230.0
2024-07-14,26523.0,27702.0
2024-07-15,33554.0,32699.0
2024-07-16,34674.0,34364.0
2024-07-17,34882.0,35244.0
2024-07-18,36116.0,34946.0
2024-07-19,35016.0,34554.0
2024-07-20,28816.0,30881.0
2024-07-21,24912.0,24903.0
2024-07-22,30338.0,31756.0
2024-07-23,31981.0,32022.0
2024-07-24,31507.0,32480.0
2024-07-25,31164.0,30999.0
2024-07-26,31244.0,29805.0
2024-07-27,27817.0,26199.0
2024-07-28,25641.0,25637.0
2024-07-29,29336.0,27436.0
2024-07-30,27678.0,27475.0
2024-07-31,26990.0,28024.0
2024-08-01,28059.0,28584.0
2024-08-02,25832.0,25814.0
2024-08-03,22189.0,23512.0
2024-08-04,20638.0,21658.0
2024-08-05,25716.0,26283.0
2024-08-06,25975.0,26901.0
2024-08-07,26972.0,25921.0
2024-08-08,27673.0,27906.0
2024-08-09,26810.0,27490.0
2024-08-10,23723.0,25333.0
2024-08-11,22734.0,24234.0
2024-08-12,29442.0,30968.0
2024-08-13,30670.0,31461.0
2024-08-14,29984.0,32905.0
2024-08-15,24714.0,26201.0
2024-08-16,28349.0,27943.0
2024-08-17,25176.0,26936.0
2024-08-18,24447.0,26105.0
2024-08-19,32117.0,31752.0
2024-08-20,32523.0,32232.0
2024-08-21,32369.0,32896.0
2024-08-22,31630.0,32661.0
2024-08-23,32807.0,33834.0
2024-08-24,28301.0,29815.0
2024-08-25,27021.0,26351.0
2024-08-26,32351.0,33761.0
2024-08-27,32065.0,35641.0
2024-08-28,34100.0,35691.0
2024-08-29,34801.0,35981.0
2024-08-30,34659.0,35273.0
2024-08-31,30234.0,29657.0
2024-09-01,26130.0,27710.0
2024-09-02,31892.0,34073.0
2024-09-03,33521.0,35049.0
2024-09-04,34777.0,35687.0
2024-09-05,35053.0,35890.0
2024-09-06,35023.0,34592.0
2024-09-07,26584.0,27905.0
2024-09-08,25567.0,27456.0
2024-09-09,33482.0,35075.0
2024-09-10,34447.0,32353.0
2024-09-11,31644.0,32711.0
2024-09-12,35570.0,36619.0
2024-09-13,35947.0,33656.0
2024-09-14,30609.0,31094.0
2024-09-15,27668.0,28977.0
2024-09-16,34244.0,35495.0
2024-09-17,35134.0,36181.0
2024-09-18,33578.0,33881.0
2024-09-19,34185.0,33668.0
2024-09-20,32072.0,33105.0
2024-09-21,27960.0,27621.0
2024-09-22,25242.0,25772.0
2024-09-23,31645.0,31350.0
2024-09-24,33521.0,34117.0
2024-09-25,32764.0,33120.0
2024-09-26,33212.0,35990.0
2024-09-27,34296.0,35968.0
2024-09-28,30246.0,31339.0
2024-09-29,26843.0,25926.0
2024-09-30,32800.0,31735.0
2024-10-01,34230.0,33170.0
2024-10-02,36694.0,37427.0
2024-10-03,35230.0,37894.0
2024-10-04,36223.0,35991.0
2024-10-05,30930.0,30427.0
2024-10-06,26096.0,27386.0
2024-10-07,31808.0,33511.0
2024-10-08,33992.0,35474.0
2024-10-09,33853.0,34635.0
2024-10-10,35195.0,36179.0
2024-10-11,32845.0,33100.0
2024-10-12,30050.0,28136.0
2024-10-13,27459.0,29174.0
2024-10-14,32225.0,34854.0
2024-10-15,33668.0,33640.0
2024-10-16,35350.0,37787.0
2024-10-17,0.0,38235.0
2024-10-18,36244.0,37412.0
2024-10-19,30351.0,32198.0
2024-10-20,27965.0,27381.0
2024-10-21,0.0,32772.0
2024-10-22,33902.0,33790.0
2024-10-23,35141.0,35601.0
2024-10-24,34847.0,36953.0
2024-10-25,33392.0,35235.0
2024-10-26,29030.0,29266.0
2024-10-27,0.0,25031.0
2024-10-28,0.0,32836.0
2024-10-29,33499.0,31157.0
2024-10-30,31158.0,30670.0
2024-10-31,25285.0,24749.0
2024-11-01,24863.0,23975.0
2024-11-02,26074.0,26252.0
2024-11-03,27107.0,28362.0
2024-11-04,33977.0,34467.0
2024-11-05,35577.0,36303.0
2024-11-06,37324.0,38400.0
2024-11-07,37985.0,39824.0
2024-11-08,38437.0,40147.0
2024-11-09,33166.0,35893.0
2024-11-10,31221.0,34149.0
2024-11-11,38934.0,41209.0
2024-11-12,39963.0,42420.0
2024-11-13,41933.0,43303.0
2024-11-14,41892.0,43392.0
2024-11-15,41706.0,40216.0
2024-11-16,34237.0,34813.0
2024-11-17,31891.0,34087.0
2024-11-18,40174.0,41007.0
2024-11-19,41048.0,41843.0
2024-11-20,41390.0,43051.0
2024-11-21,42529.0,43458.0
2024-11-22,43252.0,45700.0
2024-11-23,37424.0,39814.0
2024-11-24,36463.0,36073.0
2024-11-25,39488.0,39765.0
2024-11-26,40811.0,40605.0
2024-11-27,40763.0,41563.0
2024-11-28,40701.0,41669.0
2024-11-29,39713.0,40013.0
2024-11-30,35717.0,35394.0
2024-12-01,33911.0,35485.0
2024-12-02,40896.0,40448.0
2024-12-03,43602.0,44246.0
2024-12-04,43632.0,43306.0
2024-12-05,42206.0,42588.0
2024-12-06,43630.0,44828.0
2024-12-07,37607.0,38280.0
2024-12-08,37305.0,36199.0
2024-12-09,42159.0,43669.0
2024-12-10,42738.0,41054.0
2024-12-11,43092.0,43984.0
2024-12-12,41915.0,41697.0
2024-12-13,42911.0,43538.0
2024-12-14,39012.0,40418.0
2024-12-15,36699.0,38011.0
2024-12-16,42264.0,41849.0
2024-12-17,42103.0,41665.0
2024-12-18,42037.0,40074.0
2024-12-19,42180.0,39080.0
2024-12-20,41719.0,36228.0
2024-12-21,35466.0,33866.0
2024-12-22,34343.0,35831.0
2024-12-23,37730.0,37604.0
2024-12-24,35116.0,33774.0
2024-12-25,28778.0,29200.0
2024-12-26,28852.0,27653.0
2024-12-27,30884.0,30218.0
2024-12-28,30198.0,29247.0
2024-12-29,29431.0,29877.0
2024-12-30,30370.0,30138.0
2024-12-31,31936.0,32266.0
