Date,Day-ahead Total Load Forecast [MW] - BZN|NL,Actual Total Load [MW] - BZN|NL
2023-07-12,999184.0,1219058.0
2023-07-13,1087575.0,1204125.0
2023-07-14,971322.0,1185957.0
2023-07-15,848244.0,1092976.0
2023-07-16,806262.0,1032313.0
2023-07-17,872435.0,1168140.0
2023-07-18,937307.0,1170731.0
2023-07-19,987335.0,1181680.0
2023-07-20,1014929.0,1173329.0
2023-07-21,989360.0,1152458.0
2023-07-22,843413.0,1059097.0
2023-07-23,770210.0,1037575.0
2023-07-24,873369.0,1160185.0
2023-07-25,918544.0,1137204.0
2023-07-26,942870.0,1145840.0
2023-07-27,1023461.0,1200696.0
2023-07-28,1037120.0,1165768.0
2023-07-29,839401.0,1055136.0
2023-07-30,808638.0,1018322.0
2023-07-31,899457.0,1193637.0
2023-08-01,905290.0,1150632.0
2023-08-02,934044.0,1163668.0
2023-08-03,1088495.0,1168641.0
2023-08-04,1050005.0,1120279.0
2023-08-05,849812.0,1041900.0
2023-08-06,741621.0,1035094.0
2023-08-07,926236.0,1126229.0
2023-08-08,877395.0,1135117.0
2023-08-09,941671.0,1120992.0
2023-08-10,1061168.0,1120241.0
2023-08-11,1015958.0,1137424.0
2023-08-12,899010.0,1074203.0
2023-08-13,814957.0,1017827.0
2023-08-14,912105.0,1142351.0
2023-08-15,854981.0,1166044.0
2023-08-16,884351.0,1152021.0
2023-08-17,1020181.0,1175122.0
2023-08-18,982587.0,1171540.0
2023-08-19,881142.0,1104342.0
2023-08-20,816762.0,1029981.0
2023-08-21,892649.0,1184115.0
2023-08-22,883996.0,1197743.0
2023-08-23,903036.0,1194965.0
2023-08-24,1041881.0,1240182.0
2023-08-25,1006448.0,1237926.0
2023-08-26,928927.0,1079139.0
2023-08-27,837173.0,1041465.0
2023-08-28,876946.0,1178150.0
2023-08-29,939267.0,1200552.0
2023-08-30,922312.0,1210737.0
2023-08-31,1104963.0,1194237.0
2023-09-01,1116264.0,1218534.0
2023-09-02,912019.0,1089546.0
2023-09-03,821965.0,1048266.0
2023-09-04,949454.0,1196811.0
2023-09-05,1019504.0,1243789.0
2023-09-06,984659.0,1264732.0
2023-09-07,1095969.0,1284139.0
2023-09-08,1172530.0,1277349.0
2023-09-09,938692.0,1148585.0
2023-09-10,829822.0,1127779.0
2023-09-11,972484.0,1288975.0
2023-09-12,1021775.0,1288319.0
2023-09-13,1015256.0,1266118.0
2023-09-14,1076183.0,1229657.0
2023-09-15,1153354.0,1210411.0
2023-09-16,936134.0,1106839.0
2023-09-17,876859.0,1102982.0
2023-09-18,1016100.0,1272450.0
2023-09-19,1072954.0,1279363.0
2023-09-20,1054372.0,1274212.0
2023-09-21,1082293.0,1287239.0
2023-09-22,1077815.0,1223132.0
2023-09-23,939580.0,1102844.0
2023-09-24,933729.0,1055659.0
2023-09-25,1002252.0,1214301.0
2023-09-26,1019692.0,1223534.0
2023-09-27,1011646.0,1245928.0
2023-09-28,1144603.0,1257656.0
2023-09-29,1079061.0,1256122.0
2023-09-30,922900.0,1095168.0
2023-10-01,903994.0,1063433.0
2023-10-02,995338.0,1229222.0
2023-10-03,1044495.0,1275377.0
2023-10-04,1022936.0,1242687.0
2023-10-05,1134428.0,1239924.0
2023-10-06,1089394.0,1247783.0
2023-10-07,918730.0,1134118.0
2023-10-08,881115.0,1079324.0
2023-10-09,1000509.0,1248257.0
2023-10-10,1002897.0,1250972.0
2023-10-11,998655.0,1298116.0
2023-10-12,1126778.0,1304346.0
2023-10-13,1066165.0,1312966.0
2023-10-14,943591.0,1145328.0
2023-10-15,978293.0,1115650.0
2023-10-16,1144924.0,1250613.0
2023-10-17,1115229.0,1260921.0
2023-10-18,1110054.0,1294210.0
2023-10-19,1182819.0,1315005.0
2023-10-20,1081837.0,1355702.0
2023-10-21,923640.0,1188585.0
2023-10-22,1000610.0,1129087.0
2023-10-23,1162876.0,1281413.0
2023-10-24,1104106.0,1328226.0
2023-10-25,1104997.0,1352318.0
2023-10-26,1237484.0,1320584.0
2023-10-27,1183325.0,1326033.0
2023-10-28,1013650.0,1195762.0
2023-10-29,1016890.0,1209427.0
2023-10-30,1224688.0,1304094.0
2023-10-31,1162614.0,1320371.0
2023-11-01,1179371.0,1351834.0
2023-11-02,1221649.0,1365034.0
2023-11-03,1234992.0,1344242.0
2023-11-04,1056714.0,1238555.0
2023-11-05,988013.0,1193997.0
2023-11-06,1187960.0,1339810.0
2023-11-07,1220073.0,1337372.0
2023-11-08,1122510.0,1364501.0
2023-11-09,1153653.0,1348876.0
2023-11-10,1133379.0,1380838.0
2023-11-11,1071288.0,1211382.0
2023-11-12,1003822.0,1180701.0
2023-11-13,1159118.0,1383818.0
2023-11-14,1213714.0,1370785.0
2023-11-15,1171970.0,1359624.0
2023-11-16,1162146.0,1377469.0
2023-11-17,1142241.0,1353294.0
2023-11-18,1076020.0,1286145.0
2023-11-19,1102588.0,1209446.0
2023-11-20,1164764.0,1344017.0
2023-11-21,1142185.0,1381774.0
2023-11-22,1168973.0,1402318.0
2023-11-23,1282624.0,1392962.0
2023-11-24,1281668.0,1409951.0
2023-11-25,1128959.0,1273596.0
2023-11-26,1063759.0,1228933.0
2023-11-27,1235657.0,1452692.0
2023-11-28,1270600.0,1439761.0
2023-11-29,1273257.0,1463131.0
2023-11-30,1240445.0,1472054.0
2023-12-01,1247007.0,1470069.0
2023-12-02,1125507.0,1330892.0
2023-12-03,1072700.0,1300239.0
2023-12-04,1284486.0,1504274.0
2023-12-05,1301257.0,1501818.0
2023-12-06,1336720.0,1460442.0
2023-12-07,1260231.0,1496591.0
2023-12-08,1264406.0,1468993.0
2023-12-09,1194045.0,1331360.0
2023-12-10,1200745.0,1263839.0
2023-12-11,1305381.0,1413533.0
2023-12-12,1318400.0,1409128.0
2023-12-13,1332420.0,1415684.0
2023-12-14,1379477.0,1425307.0
2023-12-15,1378298.0,1400215.0
2023-12-16,1202420.0,1306570.0
2023-12-17,1095740.0,1240002.0
2023-12-18,1304911.0,1426286.0
2023-12-19,1399149.0,1460536.0
2023-12-20,1392397.0,1451495.0
2023-12-21,1388365.0,1440566.0
2023-12-22,1372606.0,1413339.0
2023-12-23,1207646.0,1291321.0
2023-12-24,1114129.0,1246599.0
2023-12-25,1287475.0,1176511.0
2023-12-26,1331182.0,1195602.0
2023-12-27,1337008.0,1324988.0
2023-12-28,1353614.0,1314641.0
2023-12-29,1289864.0,1313552.0
2023-12-30,1147981.0,1230702.0
2023-12-31,1082460.0,1190755.0
2024-01-01,1198536.0,1171970.0
2024-01-02,1207237.0,1358661.0
2024-01-03,1194928.0,1387621.0
2024-01-04,1155679.0,1389882.0
2024-01-05,1136724.0,1407545.0
2024-01-06,1095524.0,1319064.0
2024-01-07,1049723.0,1313985.0
2024-01-08,1110832.0,1535774.0
2024-01-09,1105296.0,1539368.0
2024-01-10,1132310.0,1537533.0
2024-01-11,1133042.0,1554129.0
2024-01-12,1121718.0,1500373.0
2024-01-13,1075561.0,1373383.0
2024-01-14,999059.0,1326308.0
2024-01-15,1032921.0,1511036.0
2024-01-16,1080405.0,1506061.0
2024-01-17,1164212.0,1546690.0
2024-01-18,1336796.0,1497440.0
2024-01-19,1292780.0,1487979.0
2024-01-20,1180498.0,1377948.0
2024-01-21,1203698.0,1352146.0
2024-01-22,1177818.0,1423864.0
2024-01-23,1204732.0,1437143.0
2024-01-24,1295664.0,1412053.0
2024-01-25,1339324.0,1423945.0
2024-01-26,1304003.0,1409144.0
2024-01-27,1161250.0,1270893.0
2024-01-28,1227705.0,1231726.0
2024-01-29,1326428.0,1382235.0
2024-01-30,1361146.0,1417587.0
2024-01-31,1392821.0,1439845.0
2024-02-01,1406317.0,1388330.0
2024-02-02,1285122.0,1423463.0
2024-02-03,1172985.0,1276089.0
2024-02-04,1246473.0,1251222.0
2024-02-05,1284369.0,1404142.0
2024-02-06,1322884.0,1423770.0
2024-02-07,1290378.0,1419637.0
2024-02-08,1338423.0,1483301.0
2024-02-09,1253541.0,1409396.0
2024-02-10,1182243.0,1224916.0
2024-02-11,1181979.0,1204174.0
2024-02-12,1194967.0,1335969.0
2024-02-13,1242428.0,1372197.0
2024-02-14,1300823.0,1409016.0
2024-02-15,1309977.0,1361886.0
2024-02-16,1238271.0,1360396.0
2024-02-17,1106828.0,1202189.0
2024-02-18,1197313.0,1235302.0
2024-02-19,1203859.0,1368164.0
2024-02-20,1202673.0,1357484.0
2024-02-21,1291845.0,1387555.0
2024-02-22,1289912.0,1375765.0
2024-02-23,1245109.0,1394215.0
2024-02-24,1173549.0,1248701.0
2024-02-25,1102875.0,1180034.0
2024-02-26,1259297.0,1417813.0
2024-02-27,1201406.0,1349896.0
2024-02-28,1207274.0,1382329.0
2024-02-29,1266300.0,1418538.0
2024-03-01,1195321.0,1341777.0
2024-03-02,1110258.0,1177781.0
2024-03-03,1120917.0,1127109.0
2024-03-04,1200981.0,1283175.0
2024-03-05,1231611.0,1369295.0
2024-03-06,1259460.0,1306274.0
2024-03-07,1218602.0,1318208.0
2024-03-08,1127592.0,1305388.0
2024-03-09,1008626.0,1177615.0
2024-03-10,1107907.0,1145807.0
2024-03-11,1175375.0,1364206.0
2024-03-12,1248954.0,1343363.0
2024-03-13,1223691.0,1347178.0
2024-03-14,1158675.0,1261816.0
2024-03-15,1089173.0,1275089.0
2024-03-16,952142.0,1152965.0
2024-03-17,1025668.0,1131505.0
2024-03-18,1327950.0,1246069.0
2024-03-19,1312000.0,1249479.0
2024-03-20,1243601.0,1232009.0
2024-03-21,1104466.0,1276123.0
2024-03-22,1058290.0,1317580.0
2024-03-23,1022507.0,1168396.0
2024-03-24,1088408.0,1170362.0
2024-03-25,1222806.0,1241307.0
2024-03-26,1192176.0,1267571.0
2024-03-27,1188313.0,1286045.0
2024-03-28,1127837.0,1296570.0
2024-03-29,1175819.0,1235301.0
2024-03-30,1009921.0,1151361.0
2024-03-31,950066.0,1036086.0
2024-04-01,1098892.0,1096349.0
2024-04-02,1173766.0,1259972.0
2024-04-03,1208626.0,1280852.0
2024-04-04,1148273.0,1269555.0
2024-04-05,1146902.0,1245876.0
2024-04-06,993207.0,1085397.0
2024-04-07,942803.0,1047966.0
2024-04-08,1035161.0,1171624.0
2024-04-09,1089467.0,1227782.0
2024-04-10,1135548.0,1184508.0
2024-04-11,1056713.0,1257316.0
2024-04-12,1044311.0,1193664.0
2024-04-13,997193.0,1065991.0
2024-04-14,931396.0,1030319.0
2024-04-15,1072762.0,1240347.0
2024-04-16,1038664.0,1275303.0
2024-04-17,1033559.0,1261415.0
2024-04-18,1081782.0,1237671.0
2024-04-19,982473.0,1273762.0
2024-04-20,832877.0,1135374.0
2024-04-21,978049.0,1076363.0
2024-04-22,956479.0,1213430.0
2024-04-23,980966.0,1236574.0
2024-04-24,1005539.0,1260346.0
2024-04-25,1075948.0,1275644.0
2024-04-26,952779.0,1215096.0
2024-04-27,850623.0,1061527.0
2024-04-28,921612.0,1068197.0
2024-04-29,956747.0,1162524.0
2024-04-30,991000.0,1175473.0
2024-05-01,1011248.0,1193978.0
2024-05-02,1045347.0,1208872.0
2024-05-03,1011824.0,1249831.0
2024-05-04,885921.0,1082528.0
2024-05-05,977158.0,1031664.0
2024-05-06,946484.0,1166256.0
2024-05-07,1018880.0,1159474.0
2024-05-08,967340.0,1192276.0
2024-05-09,1031229.0,1044367.0
2024-05-10,1124785.0,1088523.0
2024-05-11,987509.0,1044000.0
2024-05-12,907807.0,1032552.0
2024-05-13,995084.0,1194038.0
2024-05-14,1013553.0,1222241.0
2024-05-15,1108900.0,1232083.0
2024-05-16,972094.0,1223330.0
2024-05-17,1009041.0,1199814.0
2024-05-18,835337.0,1061559.0
2024-05-19,861889.0,1008248.0
2024-05-20,975788.0,1045392.0
2024-05-21,914720.0,1198215.0
2024-05-22,1052473.0,1228734.0
2024-05-23,991671.0,1207401.0
2024-05-24,979716.0,1231757.0
2024-05-25,816972.0,1094006.0
2024-05-26,765691.0,1052049.0
2024-05-27,961926.0,1176207.0
2024-05-28,974463.0,1203630.0
2024-05-29,1039889.0,1219849.0
2024-05-30,972545.0,1194640.0
2024-05-31,1057631.0,1192406.0
2024-06-01,927330.0,1107886.0
2024-06-02,856589.0,1028506.0
2024-06-03,934180.0,1171559.0
2024-06-04,972873.0,1197897.0
2024-06-05,975530.0,1171734.0
2024-06-06,955018.0,1170315.0
2024-06-07,1002604.0,1150510.0
2024-06-08,942003.0,1051434.0
2024-06-09,938650.0,1014675.0
2024-06-10,958655.0,1217668.0
2024-06-11,981928.0,1180651.0
2024-06-12,938843.0,1174815.0
2024-06-13,987107.0,1179419.0
2024-06-14,931845.0,1203825.0
2024-06-15,884296.0,1087297.0
2024-06-16,913926.0,1036926.0
2024-06-17,1052898.0,1160626.0
2024-06-18,957639.0,1210528.0
2024-06-19,936663.0,1167409.0
2024-06-20,937275.0,1182410.0
2024-06-21,986983.0,1198705.0
2024-06-22,874180.0,1046427.0
2024-06-23,932247.0,1007101.0
2024-06-24,956497.0,1159577.0
2024-06-25,996415.0,1197024.0
2024-06-26,928478.0,1231112.0
2024-06-27,937465.0,1256158.0
2024-06-28,1068814.0,1190881.0
2024-06-29,829638.0,1074545.0
2024-06-30,921002.0,1048158.0
2024-07-01,894318.0,1171515.0
2024-07-02,1015058.0,1201798.0
2024-07-03,917395.0,1208555.0
2024-07-04,956773.0,1205842.0
2024-07-05,988002.0,1218084.0
2024-07-06,839272.0,1080596.0
2024-07-07,964034.0,1039179.0
2024-07-08,932517.0,1175976.0
2024-07-09,965325.0,1234063.0
2024-07-10,1014396.0,1232063.0
2024-07-11,924167.0,1204924.0
2024-07-12,947136.0,1250461.0
2024-07-13,814239.0,1097325.0
2024-07-14,919278.0,1040206.0
2024-07-15,955617.0,1184967.0
2024-07-16,1044477.0,1224510.0
2024-07-17,1044552.0,1204567.0
2024-07-18,954021.0,1217246.0
2024-07-19,1096684.0,1225828.0
2024-07-20,882352.0,1126624.0
2024-07-21,914141.0,1105888.0
2024-07-22,939410.0,1203253.0
2024-07-23,952379.0,1230298.0
2024-07-24,959844.0,1189007.0
2024-07-25,984424.0,1218805.0
2024-07-26,1066958.0,1193590.0
2024-07-27,909059.0,1068273.0
2024-07-28,1033614.0,1030316.0
2024-07-29,944286.0,1154924.0
2024-07-30,1001350.0,1192908.0
2024-07-31,1000955.0,1199493.0
2024-08-01,1022271.0,1199765.0
2024-08-02,984039.0,1155147.0
2024-08-03,881703.0,1085243.0
2024-08-04,922413.0,1032440.0
2024-08-05,920630.0,1146476.0
2024-08-06,1001783.0,1188108.0
2024-08-07,991037.0,1195120.0
2024-08-08,1040636.0,1177073.0
2024-08-09,962012.0,1219229.0
2024-08-10,915035.0,1080348.0
2024-08-11,950019.0,1068109.0
2024-08-12,938916.0,1226785.0
2024-08-13,951793.0,1280610.0
2024-08-14,986919.0,1268192.0
2024-08-15,999276.0,1235972.0
2024-08-16,971842.0,1242350.0
2024-08-17,905928.0,1086863.0
2024-08-18,902696.0,1058057.0
2024-08-19,937811.0,1179257.0
2024-08-20,1011130.0,1241778.0
2024-08-21,1099382.0,1204630.0
2024-08-22,967191.0,1224815.0
2024-08-23,1041921.0,1236287.0
2024-08-24,878360.0,1135564.0
2024-08-25,942032.0,1072677.0
2024-08-26,945304.0,1215692.0
2024-08-27,1055380.0,1223259.0
2024-08-28,1079269.0,1254386.0
2024-08-29,1020972.0,1260551.0
2024-08-30,1074788.0,1233405.0
2024-08-31,907971.0,1117528.0
2024-09-01,926517.0,1108667.0
2024-09-02,1008110.0,1294079.0
2024-09-03,1002625.0,1290728.0
2024-09-04,974289.0,1267376.0
2024-09-05,1017114.0,1280495.0
2024-09-06,1027869.0,1268151.0
2024-09-07,890235.0,1121007.0
2024-09-08,956289.0,1084739.0
2024-09-09,1023094.0,1223646.0
2024-09-10,1084227.0,1262083.0
2024-09-11,1098282.0,1229564.0
2024-09-12,1057312.0,1214643.0
2024-09-13,1084441.0,1208665.0
2024-09-14,899438.0,1091600.0
2024-09-15,1045418.0,1070215.0
2024-09-16,1102170.0,1216847.0
2024-09-17,1156968.0,1237816.0
2024-09-18,1132476.0,1244606.0
2024-09-19,1087838.0,1243700.0
2024-09-20,1077481.0,1228148.0
2024-09-21,999140.0,1097318.0
2024-09-22,1056159.0,1082779.0
2024-09-23,1101417.0,1234572.0
2024-09-24,1076963.0,1249296.0
2024-09-25,1059805.0,1272318.0
2024-09-26,1081154.0,1276498.0
2024-09-27,991710.0,1312769.0
2024-09-28,933529.0,1142991.0
2024-09-29,1007816.0,1095478.0
2024-09-30,1088122.0,1320889.0
2024-10-01,1059021.0,1332053.0
2024-10-02,1104571.0,1323464.0
2024-10-03,1069046.0,1273416.0
2024-10-04,1047195.0,1246913.0
2024-10-05,900890.0,1126567.0
2024-10-06,964666.0,1107221.0
2024-10-07,1125599.0,1241035.0
2024-10-08,1177574.0,1263691.0
2024-10-09,1193446.0,1293463.0
2024-10-10,1086170.0,1294644.0
2024-10-11,1091308.0,1281403.0
2024-10-12,946763.0,1174224.0
2024-10-13,977959.0,1148203.0
2024-10-14,1098449.0,1309805.0
2024-10-15,1144934.0,1305593.0
2024-10-16,1165809.0,1316227.0
2024-10-17,1109393.0,1319049.0
2024-10-18,1124129.0,1294725.0
2024-10-19,1004083.0,1176019.0
2024-10-20,1005653.0,1152442.0
2024-10-21,1152184.0,1322898.0
2024-10-22,1112548.0,1300964.0
2024-10-23,1157737.0,1313598.0
2024-10-24,1151742.0,1302768.0
2024-10-25,1160425.0,1276953.0
2024-10-26,1067190.0,1151041.0
2024-10-27,1126975.0,1170745.0
2024-10-28,1214458.0,1329454.0
2024-10-29,1121069.0,1342024.0
2024-10-30,1158139.0,1332082.0
2024-10-31,1162569.0,1337782.0
2024-11-01,1177762.0,1370558.0
2024-11-02,1072408.0,1201625.0
2024-11-03,1117806.0,1182688.0
2024-11-04,1185589.0,1336297.0
2024-11-05,1234252.0,1355881.0
2024-11-06,1280669.0,1395222.0
2024-11-07,1221829.0,1428608.0
2024-11-08,1216073.0,1440296.0
2024-11-09,1080261.0,1291322.0
2024-11-10,1076325.0,1219215.0
2024-11-11,1189271.0,1360431.0
2024-11-12,1266007.0,1387175.0
2024-11-13,1329544.0,1402689.0
2024-11-14,1311571.0,1401323.0
2024-11-15,1304946.0,1392509.0
2024-11-16,1165565.0,1294203.0
2024-11-17,1114460.0,1245600.0
2024-11-18,1195547.0,1414304.0
2024-11-19,1253349.0,1480103.0
2024-11-20,1319900.0,1535313.0
2024-11-21,1311799.0,1522953.0
2024-11-22,1316637.0,1518280.0
2024-11-23,1184882.0,1390939.0
2024-11-24,1162337.0,1270582.0
2024-11-25,1267054.0,1433830.0
2024-11-26,1349533.0,1439089.0
2024-11-27,1368338.0,1498840.0
2024-11-28,1392719.0,1445639.0
2024-11-29,1401192.0,1437931.0
2024-11-30,1185096.0,1332832.0
2024-12-01,1182699.0,1269170.0
2024-12-02,1337572.0,1431392.0
2024-12-03,1393872.0,1437318.0
2024-12-04,1358343.0,1479793.0
2024-12-05,1350288.0,1522704.0
2024-12-06,1330038.0,1479287.0
2024-12-07,1180021.0,1336413.0
2024-12-08,1224181.0,1292214.0
2024-12-09,1261737.0,1500800.0
2024-12-10,1324561.0,1514657.0
2024-12-11,1400598.0,1504028.0
2024-12-12,1335302.0,1496367.0
2024-12-13,1326607.0,1521143.0
2024-12-14,1176150.0,1385426.0
2024-12-15,1211024.0,1330419.0
2024-12-16,1261623.0,1475536.0
2024-12-17,1320212.0,1458694.0
2024-12-18,1411607.0,1479312.0
2024-12-19,1321246.0,1480266.0
2024-12-20,1340140.0,1439046.0
2024-12-21,1186511.0,1343164.0
2024-12-22,1224419.0,1308084.0
2024-12-23,1243241.0,1397383.0
2024-12-24,1335604.0,1372226.0
2024-12-25,1356622.0,1204062.0
2024-12-26,1360907.0,1221793.0
2024-12-27,1361771.0,1337653.0
2024-12-28,1195729.0,1321115.0
2024-12-29,1121565.0,1294039.0
2024-12-30,1269274.0,1393873.0
2024-12-31,1393343.0,1355650.0
