Date,Day-ahead Total Load Forecast [MW] - BZN|RO,Actual Total Load [MW] - BZN|RO
2022-07-14,627850.0,630310.0
2022-07-15,639530.0,640229.0
2022-07-16,588100.0,586841.0
2022-07-17,524770.0,522579.0
2022-07-18,599540.0,605073.0
2022-07-19,627190.0,630421.0
2022-07-20,635290.0,625697.0
2022-07-21,658070.0,649321.0
2022-07-22,652490.0,645774.0
2022-07-23,604840.0,607102.0
2022-07-24,561710.0,562243.0
2022-07-25,637900.0,641487.0
2022-07-26,658460.0,659819.0
2022-07-27,661540.0,656973.0
2022-07-28,649250.0,641736.0
2022-07-29,635920.0,640582.0
2022-07-30,597240.0,585557.0
2022-07-31,534070.0,518337.0
2022-08-01,611560.0,581970.0
2022-08-02,610000.0,598062.0
2022-08-03,605360.0,609481.0
2022-08-04,614860.0,613558.0
2022-08-05,616270.0,623038.0
2022-08-06,563100.0,558674.0
2022-08-07,527330.0,538320.0
2022-08-08,607280.0,610168.0
2022-08-09,618020.0,617262.0
2022-08-10,602220.0,594666.0
2022-08-11,592260.0,588889.0
2022-08-12,587640.0,586320.0
2022-08-13,537810.0,547758.0
2022-08-14,493600.0,505209.0
2022-08-15,507770.0,509149.0
2022-08-16,581430.0,586220.0
2022-08-17,604450.0,607684.0
2022-08-18,613870.0,619915.0
2022-08-19,620200.0,626193.0
2022-08-20,579170.0,578210.0
2022-08-21,516690.0,525730.0
2022-08-22,592470.0,607008.0
2022-08-23,622600.0,617849.0
2022-08-24,623280.0,614199.0
2022-08-25,618790.0,619654.0
2022-08-26,619760.0,613727.0
2022-08-27,565960.0,564877.0
2022-08-28,515530.0,522216.0
2022-08-29,602080.0,610592.0
2022-08-30,625300.0,633314.0
2022-08-31,633710.0,620895.0
2022-09-01,618650.0,613141.0
2022-09-02,611410.0,605627.0
2022-09-03,563790.0,535710.0
2022-09-04,502210.0,480326.0
2022-09-05,566520.0,563345.0
2022-09-06,581210.0,580056.0
2022-09-07,579550.0,582271.0
2022-09-08,565850.0,576373.0
2022-09-09,582070.0,595493.0
2022-09-10,543470.0,547822.0
2022-09-11,491340.0,483370.0
2022-09-12,571560.0,564361.0
2022-09-13,583970.0,573110.0
2022-09-14,564590.0,568270.0
2022-09-15,582490.0,594301.0
2022-09-16,590140.0,586280.0
2022-09-17,545880.0,534968.0
2022-09-18,486250.0,477241.0
2022-09-19,568600.0,556602.0
2022-09-20,575090.0,573350.0
2022-09-21,587500.0,581973.0
2022-09-22,584660.0,589216.0
2022-09-23,590930.0,589708.0
2022-09-24,537040.0,533151.0
2022-09-25,484410.0,485321.0
2022-09-26,564030.0,579605.0
2022-09-27,590900.0,592251.0
2022-09-28,587240.0,585126.0
2022-09-29,588450.0,591550.0
2022-09-30,583940.0,576478.0
2022-10-01,517320.0,513086.0
2022-10-02,478620.0,466568.0
2022-10-03,561870.0,558162.0
2022-10-04,579600.0,575711.0
2022-10-05,570480.0,572980.0
2022-10-06,573830.0,574633.0
2022-10-07,567250.0,577291.0
2022-10-08,525210.0,524260.0
2022-10-09,478760.0,478085.0
2022-10-10,566380.0,559718.0
2022-10-11,581390.0,585596.0
2022-10-12,586850.0,587579.0
2022-10-13,591840.0,594958.0
2022-10-14,582460.0,575297.0
2022-10-15,538530.0,537064.0
2022-10-16,488090.0,484717.0
2022-10-17,567100.0,575895.0
2022-10-18,591050.0,592458.0
2022-10-19,592630.0,595287.0
2022-10-20,601550.0,593784.0
2022-10-21,602850.0,592948.0
2022-10-22,541400.0,550413.0
2022-10-23,493370.0,494788.0
2022-10-24,583900.0,578149.0
2022-10-25,591730.0,598241.0
2022-10-26,583450.0,578513.0
2022-10-27,587660.0,583020.0
2022-10-28,590410.0,592189.0
2022-10-29,542350.0,538358.0
2022-10-30,514480.0,506557.0
2022-10-31,581810.0,581473.0
2022-11-01,591120.0,590776.0
2022-11-02,592740.0,597191.0
2022-11-03,599980.0,602181.0
2022-11-04,595260.0,600711.0
2022-11-05,548760.0,546998.0
2022-11-06,496040.0,510000.0
2022-11-07,596780.0,601919.0
2022-11-08,600020.0,608806.0
2022-11-09,620510.0,617653.0
2022-11-10,621640.0,625080.0
2022-11-11,636200.0,630420.0
2022-11-12,576730.0,570949.0
2022-11-13,529490.0,521688.0
2022-11-14,615500.0,628726.0
2022-11-15,639130.0,645502.0
2022-11-16,647330.0,647837.0
2022-11-17,656530.0,650901.0
2022-11-18,649970.0,643360.0
2022-11-19,592400.0,588322.0
2022-11-20,548210.0,553155.0
2022-11-21,644330.0,635724.0
2022-11-22,658840.0,653834.0
2022-11-23,653690.0,658074.0
2022-11-24,659800.0,661713.0
2022-11-25,659560.0,653654.0
2022-11-26,606540.0,614985.0
2022-11-27,567250.0,556992.0
2022-11-28,652000.0,652163.0
2022-11-29,664170.0,665996.0
2022-11-30,604200.0,604429.0
2022-12-01,612520.0,600801.0
2022-12-02,620990.0,616762.0
2022-12-03,598230.0,598755.0
2022-12-04,551030.0,565004.0
2022-12-05,656190.0,674178.0
2022-12-06,676960.0,674358.0
2022-12-07,684310.0,680866.0
2022-12-08,675940.0,690103.0
2022-12-09,678500.0,676015.0
2022-12-10,618540.0,611579.0
2022-12-11,563010.0,561340.0
2022-12-12,667550.0,667493.0
2022-12-13,693190.0,689390.0
2022-12-14,697720.0,703298.0
2022-12-15,691240.0,687910.0
2022-12-16,683370.0,675553.0
2022-12-17,625940.0,613624.0
2022-12-18,574360.0,575604.0
2022-12-19,677730.0,679916.0
2022-12-20,700420.0,688100.0
2022-12-21,676920.0,691579.0
2022-12-22,677030.0,682280.0
2022-12-23,654900.0,636079.0
2022-12-24,593110.0,576978.0
2022-12-25,493130.0,476498.0
2022-12-26,489010.0,492389.0
2022-12-27,553370.0,545949.0
2022-12-28,582850.0,581784.0
2022-12-29,580700.0,579405.0
2022-12-30,569860.0,570899.0
2022-12-31,545070.0,537623.0
2023-01-01,460520.0,452723.0
2023-01-02,471660.0,486966.0
2023-01-03,588790.0,573111.0
2023-01-04,602100.0,616349.0
2023-01-05,622070.0,629137.0
2023-01-06,606460.0,596450.0
2023-01-07,565540.0,554533.0
2023-01-08,532030.0,538608.0
2023-01-09,638280.0,647300.0
2023-01-10,679820.0,662430.0
2023-01-11,676300.0,664336.0
2023-01-12,675870.0,672751.0
2023-01-13,675660.0,664272.0
2023-01-14,618350.0,611960.0
2023-01-15,563210.0,550625.0
2023-01-16,656640.0,655384.0
2023-01-17,661550.0,659129.0
2023-01-18,653480.0,650191.0
2023-01-19,648110.0,649353.0
2023-01-20,658610.0,653191.0
2023-01-21,598920.0,595872.0
2023-01-22,535250.0,548358.0
2023-01-23,613840.0,621667.0
2023-01-24,612720.0,620878.0
2023-01-25,669620.0,673550.0
2023-01-26,689490.0,683678.0
2023-01-27,695100.0,695903.0
2023-01-28,642100.0,637136.0
2023-01-29,587540.0,578078.0
2023-01-30,662130.0,658156.0
2023-01-31,685410.0,686442.0
2023-02-01,686920.0,677167.0
2023-02-02,667550.0,669321.0
2023-02-03,677630.0,675392.0
2023-02-04,629020.0,632388.0
2023-02-05,585580.0,593409.0
2023-02-06,693550.0,697099.0
2023-02-07,715320.0,703106.0
2023-02-08,711490.0,706410.0
2023-02-09,711600.0,704506.0
2023-02-10,703740.0,702191.0
2023-02-11,648570.0,645789.0
2023-02-12,594700.0,591280.0
2023-02-13,681720.0,677435.0
2023-02-14,690510.0,682356.0
2023-02-15,680790.0,670761.0
2023-02-16,674760.0,671051.0
2023-02-17,662990.0,664314.0
2023-02-18,611810.0,591949.0
2023-02-19,553350.0,528119.0
2023-02-20,628190.0,627948.0
2023-02-21,631530.0,632148.0
2023-02-22,636370.0,624184.0
2023-02-23,637370.0,640229.0
2023-02-24,638880.0,644483.0
2023-02-25,591190.0,590763.0
2023-02-26,539920.0,546056.0
2023-02-27,641650.0,651864.0
2023-02-28,663800.0,669796.0
2023-03-01,666440.0,657951.0
2023-03-02,667880.0,655722.0
2023-03-03,651880.0,649872.0
2023-03-04,588780.0,576679.0
2023-03-05,531360.0,536299.0
2023-03-06,631660.0,631854.0
2023-03-07,644710.0,638390.0
2023-03-08,625950.0,621981.0
2023-03-09,631260.0,625130.0
2023-03-10,620110.0,610810.0
2023-03-11,570470.0,573797.0
2023-03-12,538940.0,518159.0
2023-03-13,605330.0,602031.0
2023-03-14,615140.0,610128.0
2023-03-15,619470.0,622387.0
2023-03-16,636770.0,652502.0
2023-03-17,626630.0,632668.0
2023-03-18,577980.0,569855.0
2023-03-19,510100.0,511457.0
2023-03-20,606320.0,602460.0
2023-03-21,625150.0,615383.0
2023-03-22,621660.0,622021.0
2023-03-23,610100.0,602241.0
2023-03-24,597210.0,587147.0
2023-03-25,539830.0,526742.0
2023-03-26,471870.0,476789.0
2023-03-27,595370.0,611956.0
2023-03-28,636150.0,637799.0
2023-03-29,641440.0,640020.0
2023-03-30,636660.0,630827.0
2023-03-31,629500.0,629736.0
2023-04-01,581900.0,582179.0
2023-04-02,520850.0,520723.0
2023-04-03,621160.0,613457.0
2023-04-04,645430.0,686754.0
2023-04-05,683600.0,672857.0
2023-04-06,674370.0,669428.0
2023-04-07,660730.0,658622.0
2023-04-08,597150.0,594111.0
2023-04-09,526550.0,522111.0
2023-04-10,605810.0,604103.0
2023-04-11,624260.0,634384.0
2023-04-12,628620.0,638848.0
2023-04-13,610930.0,593523.0
2023-04-14,537340.0,534175.0
2023-04-15,506190.0,507764.0
2023-04-16,423840.0,430413.0
2023-04-17,440600.0,459945.0
2023-04-18,552400.0,543216.0
2023-04-19,599160.0,599111.0
2023-04-20,600130.0,600958.0
2023-04-21,591830.0,582355.0
2023-04-22,541580.0,534092.0
2023-04-23,475640.0,473100.0
2023-04-24,575590.0,569106.0
2023-04-25,597700.0,600093.0
2023-04-26,600360.0,597311.0
2023-04-27,604180.0,596375.0
2023-04-28,590290.0,576504.0
2023-04-29,528460.0,522682.0
2023-04-30,461120.0,464047.0
2023-05-01,460450.0,470874.0
2023-05-02,568480.0,536310.0
2023-05-03,575760.0,562670.0
2023-05-04,582730.0,595548.0
2023-05-05,566740.0,565823.0
2023-05-06,517710.0,508577.0
2023-05-07,456070.0,467161.0
2023-05-08,575400.0,578350.0
2023-05-09,590990.0,579598.0
2023-05-10,569060.0,571434.0
2023-05-11,568880.0,570953.0
2023-05-12,568350.0,591206.0
2023-05-13,536460.0,525805.0
2023-05-14,477830.0,468393.0
2023-05-15,573530.0,555452.0
2023-05-16,572800.0,576089.0
2023-05-17,586000.0,583128.0
2023-05-18,573840.0,569852.0
2023-05-19,564660.0,553447.0
2023-05-20,496240.0,498042.0
2023-05-21,453360.0,446470.0
2023-05-22,542510.0,533973.0
2023-05-23,542720.0,551284.0
2023-05-24,549810.0,559062.0
2023-05-25,553300.0,546399.0
2023-05-26,566580.0,555620.0
2023-05-27,503840.0,500455.0
2023-05-28,452500.0,442811.0
2023-05-29,535280.0,528089.0
2023-05-30,543150.0,548305.0
2023-05-31,546340.0,551984.0
2023-06-01,512130.0,503931.0
2023-06-02,494960.0,502366.0
2023-06-03,470090.0,468224.0
2023-06-04,422400.0,419085.0
2023-06-05,433100.0,442819.0
2023-06-06,527450.0,540327.0
2023-06-07,552920.0,562457.0
2023-06-08,566520.0,566183.0
2023-06-09,568940.0,569705.0
2023-06-10,524130.0,521131.0
2023-06-11,473830.0,470433.0
2023-06-12,554670.0,555408.0
2023-06-13,574210.0,572230.0
2023-06-14,569390.0,577968.0
2023-06-15,580400.0,589948.0
2023-06-16,585830.0,595427.0
2023-06-17,540770.0,543258.0
2023-06-18,488010.0,481672.0
2023-06-19,563770.0,562324.0
2023-06-20,580620.0,573979.0
2023-06-21,587260.0,586563.0
2023-06-22,599630.0,598815.0
2023-06-23,603610.0,611007.0
2023-06-24,555130.0,536454.0
2023-06-25,492510.0,494093.0
2023-06-26,574950.0,565879.0
2023-06-27,585150.0,582060.0
2023-06-28,577220.0,582280.0
2023-06-29,561990.0,547573.0
2023-06-30,565800.0,557258.0
2023-07-01,512490.0,515915.0
2023-07-02,469170.0,473043.0
2023-07-03,558490.0,572507.0
2023-07-04,588580.0,603397.0
2023-07-05,607040.0,610747.0
2023-07-06,610680.0,618492.0
2023-07-07,608100.0,599630.0
2023-07-08,527260.0,531636.0
2023-07-09,477210.0,480144.0
2023-07-10,570250.0,588622.0
2023-07-11,610240.0,612363.0
2023-07-12,626970.0,616370.0
2023-07-13,633920.0,646446.0
2023-07-14,630700.0,622606.0
2023-07-15,562370.0,569226.0
2023-07-16,519180.0,529722.0
2023-07-17,626260.0,644285.0
2023-07-18,650230.0,653588.0
2023-07-19,656030.0,653519.0
2023-07-20,638150.0,626529.0
2023-07-21,644830.0,615957.0
2023-07-22,569670.0,560376.0
2023-07-23,519620.0,505959.0
2023-07-24,616960.0,602486.0
2023-07-25,640690.0,638898.0
2023-07-26,626620.0,638071.0
2023-07-27,605010.0,578651.0
2023-07-28,589320.0,556571.0
2023-07-29,515830.0,521441.0
2023-07-30,483900.0,480229.0
2023-07-31,581730.0,559962.0
2023-08-01,573930.0,569214.0
2023-08-02,583760.0,581453.0
2023-08-03,602910.0,594268.0
2023-08-04,603220.0,612011.0
2023-08-05,559920.0,558737.0
2023-08-06,502530.0,505006.0
2023-08-07,562100.0,536533.0
2023-08-08,555840.0,545224.0
2023-08-09,540490.0,541923.0
2023-08-10,552700.0,552601.0
2023-08-11,536910.0,546299.0
2023-08-12,485530.0,497703.0
2023-08-13,448040.0,452318.0
2023-08-14,484040.0,513084.0
2023-08-15,467030.0,498554.0
2023-08-16,557340.0,577592.0
2023-08-17,590910.0,591600.0
2023-08-18,588290.0,595695.0
2023-08-19,534060.0,552077.0
2023-08-20,489040.0,514685.0
2023-08-21,581980.0,611538.0
2023-08-22,630460.0,637976.0
2023-08-23,636480.0,646139.0
2023-08-24,638970.0,637856.0
2023-08-25,628010.0,627061.0
2023-08-26,568810.0,575149.0
2023-08-27,530750.0,527530.0
2023-08-28,626910.0,622778.0
2023-08-29,619100.0,624375.0
2023-08-30,607920.0,611786.0
2023-08-31,610360.0,588148.0
2023-09-01,580860.0,569932.0
2023-09-02,520500.0,513223.0
2023-09-03,471470.0,473965.0
2023-09-04,556190.0,556968.0
2023-09-05,567710.0,561083.0
2023-09-06,557800.0,559613.0
2023-09-07,561230.0,566881.0
2023-09-08,550990.0,554786.0
2023-09-09,519080.0,505490.0
2023-09-10,464930.0,461694.0
2023-09-11,551690.0,549465.0
2023-09-12,572390.0,569654.0
2023-09-13,577630.0,575828.0
2023-09-14,568850.0,572707.0
2023-09-15,582380.0,581734.0
2023-09-16,529580.0,528670.0
2023-09-17,483110.0,469901.0
2023-09-18,549960.0,551771.0
2023-09-19,579400.0,575858.0
2023-09-20,574420.0,567507.0
2023-09-21,565290.0,573810.0
2023-09-22,574560.0,573475.0
2023-09-23,518170.0,526509.0
2023-09-24,479030.0,477018.0
2023-09-25,564680.0,561713.0
2023-09-26,572540.0,568459.0
2023-09-27,572740.0,542185.0
2023-09-28,571000.0,563150.0
2023-09-29,561760.0,564643.0
2023-09-30,515110.0,502935.0
2023-10-01,468140.0,456650.0
2023-10-02,551610.0,534176.0
2023-10-03,558250.0,543840.0
2023-10-04,550380.0,552069.0
2023-10-05,554920.0,560258.0
2023-10-06,556770.0,551816.0
2023-10-07,501510.0,501584.0
2023-10-08,457200.0,472827.0
2023-10-09,558440.0,556907.0
2023-10-10,566480.0,568447.0
2023-10-11,568690.0,573075.0
2023-10-12,567350.0,566184.0
2023-10-13,565790.0,588451.0
2023-10-14,501710.0,497941.0
2023-10-15,478570.0,483508.0
2023-10-16,575960.0,572511.0
2023-10-17,607970.0,591173.0
2023-10-18,589640.0,594011.0
2023-10-19,596120.0,604199.0
2023-10-20,590810.0,598827.0
2023-10-21,509780.0,538803.0
2023-10-22,480180.0,488720.0
2023-10-23,569520.0,574430.0
2023-10-24,591960.0,591556.0
2023-10-25,592450.0,602209.0
2023-10-26,588380.0,587819.0
2023-10-27,591750.0,601175.0
2023-10-28,542160.0,538997.0
2023-10-29,506250.0,493854.0
2023-10-30,567220.0,563334.0
2023-10-31,580040.0,589534.0
2023-11-01,591660.0,582869.0
2023-11-02,600020.0,600664.0
2023-11-03,592440.0,606060.0
2023-11-04,552870.0,557625.0
2023-11-05,505770.0,493393.0
2023-11-06,579120.0,582190.0
2023-11-07,607960.0,606588.0
2023-11-08,611640.0,613689.0
2023-11-09,616720.0,605145.0
2023-11-10,619300.0,624339.0
2023-11-11,573390.0,578479.0
2023-11-12,524780.0,522046.0
2023-11-13,616700.0,618752.0
2023-11-14,637600.0,633522.0
2023-11-15,641800.0,640410.0
2023-11-16,635630.0,629039.0
2023-11-17,641260.0,651160.0
2023-11-18,602260.0,609822.0
2023-11-19,558450.0,539160.0
2023-11-20,641680.0,650465.0
2023-11-21,656140.0,640187.0
2023-11-22,667080.0,671425.0
2023-11-23,668370.0,669008.0
2023-11-24,671130.0,663896.0
2023-11-25,627020.0,626144.0
2023-11-26,572670.0,563759.0
2023-11-27,675990.0,667750.0
2023-11-28,688510.0,697655.0
2023-11-29,679840.0,687034.0
2023-11-30,622240.0,612795.0
2023-12-01,602160.0,600520.0
2023-12-02,587290.0,582212.0
2023-12-03,551410.0,563097.0
2023-12-04,672080.0,684440.0
2023-12-05,701570.0,710955.0
2023-12-06,697020.0,694565.0
2023-12-07,715010.0,726970.0
2023-12-08,722380.0,712530.0
2023-12-09,664740.0,630063.0
2023-12-10,607000.0,582082.0
2023-12-11,700710.0,696755.0
2023-12-12,695460.0,702452.0
2023-12-13,713550.0,717919.0
2023-12-14,706030.0,706399.0
2023-12-15,708880.0,700651.0
2023-12-16,650800.0,636904.0
2023-12-17,592970.0,601764.0
2023-12-18,689880.0,688746.0
2023-12-19,701590.0,690524.0
2023-12-20,698420.0,698577.0
2023-12-21,701310.0,682258.0
2023-12-22,659860.0,663739.0
2023-12-23,610770.0,628381.0
2023-12-24,557310.0,562954.0
2023-12-25,485170.0,488466.0
2023-12-26,499580.0,492569.0
2023-12-27,556310.0,545539.0
2023-12-28,563500.0,584017.0
2023-12-29,559510.0,571465.0
2023-12-30,551510.0,559966.0
2023-12-31,526070.0,524615.0
2024-01-01,471720.0,475841.0
2024-01-02,502260.0,512383.0
2024-01-03,603910.0,605626.0
2024-01-04,631280.0,623527.0
2024-01-05,627440.0,615434.0
2024-01-06,563610.0,564259.0
2024-01-07,524230.0,559419.0
2024-01-08,679680.0,691887.0
2024-01-09,727600.0,717421.0
2024-01-10,722140.0,714554.0
2024-01-11,712220.0,714113.0
2024-01-12,713710.0,723632.0
2024-01-13,668770.0,664341.0
2024-01-14,613130.0,603233.0
2024-01-15,693250.0,703519.0
2024-01-16,708240.0,696713.0
2024-01-17,714180.0,702880.0
2024-01-18,702340.0,699452.0
2024-01-19,698210.0,690427.0
2024-01-20,642490.0,658302.0
2024-01-21,593850.0,613531.0
2024-01-22,721490.0,716617.0
2024-01-23,734160.0,729883.0
2024-01-24,690120.0,688211.0
2024-01-25,710840.0,689416.0
2024-01-26,698980.0,676558.0
2024-01-27,636470.0,644578.0
2024-01-28,590430.0,589309.0
2024-01-29,682200.0,687650.0
2024-01-30,689730.0,683889.0
2024-01-31,694580.0,699886.0
2024-02-01,691320.0,697455.0
2024-02-02,697150.0,689324.0
2024-02-03,645140.0,632927.0
2024-02-04,586270.0,567723.0
2024-02-05,660620.0,649738.0
2024-02-06,656890.0,632456.0
2024-02-07,647990.0,636603.0
2024-02-08,639210.0,640075.0
2024-02-09,636770.0,636929.0
2024-02-10,588100.0,577103.0
2024-02-11,511420.0,528462.0
2024-02-12,633520.0,628653.0
2024-02-13,654480.0,646653.0
2024-02-14,651610.0,651882.0
2024-02-15,645060.0,641079.0
2024-02-16,633410.0,634014.0
2024-02-17,587180.0,596968.0
2024-02-18,544690.0,552483.0
2024-02-19,648750.0,647015.0
2024-02-20,660790.0,654449.0
2024-02-21,654330.0,653664.0
2024-02-22,645650.0,637934.0
2024-02-23,628710.0,630490.0
2024-02-24,579760.0,572602.0
2024-02-25,527110.0,526038.0
2024-02-26,622670.0,610419.0
2024-02-27,633420.0,609612.0
2024-02-28,615020.0,617379.0
2024-02-29,626840.0,645863.0
2024-03-01,631320.0,648657.0
2024-03-02,598190.0,582162.0
2024-03-03,533240.0,528748.0
2024-03-04,610490.0,605763.0
2024-03-05,620730.0,635906.0
2024-03-06,647850.0,651356.0
2024-03-07,657100.0,660102.0
2024-03-08,649570.0,663768.0
2024-03-09,583490.0,568130.0
2024-03-10,530520.0,522567.0
2024-03-11,624700.0,648058.0
2024-03-12,664070.0,662429.0
2024-03-13,668110.0,668939.0
2024-03-14,665060.0,664575.0
2024-03-15,653550.0,655291.0
2024-03-16,571690.0,570301.0
2024-03-17,520930.0,524170.0
2024-03-18,627440.0,617093.0
2024-03-19,647780.0,652657.0
2024-03-20,645680.0,632845.0
2024-03-21,637870.0,634855.0
2024-03-22,628290.0,618286.0
2024-03-23,562400.0,545826.0
2024-03-24,508410.0,510414.0
2024-03-25,626580.0,610162.0
2024-03-26,618360.0,605189.0
2024-03-27,611650.0,618450.0
2024-03-28,614320.0,605011.0
2024-03-29,587800.0,563724.0
2024-03-30,519800.0,514372.0
2024-03-31,455310.0,443197.0
2024-04-01,575090.0,536638.0
2024-04-02,561270.0,560067.0
2024-04-03,567640.0,560988.0
2024-04-04,572660.0,587614.0
2024-04-05,559490.0,569233.0
2024-04-06,521470.0,527790.0
2024-04-07,460600.0,454898.0
2024-04-08,536050.0,541735.0
2024-04-09,555210.0,548200.0
2024-04-10,551130.0,550058.0
2024-04-11,549760.0,551681.0
2024-04-12,543280.0,559303.0
2024-04-13,509320.0,502862.0
2024-04-14,451260.0,455413.0
2024-04-15,538040.0,551407.0
2024-04-16,574750.0,571570.0
2024-04-17,595630.0,607781.0
2024-04-18,612530.0,604490.0
2024-04-19,592790.0,579393.0
2024-04-20,535030.0,528011.0
2024-04-21,471710.0,472760.0
2024-04-22,581490.0,609427.0
2024-04-23,594170.0,617216.0
2024-04-24,604790.0,600944.0
2024-04-25,623230.0,616181.0
2024-04-26,573480.0,578811.0
2024-04-27,520190.0,516198.0
2024-04-28,458810.0,442133.0
2024-04-29,524650.0,537606.0
2024-04-30,538890.0,553416.0
2024-05-01,506200.0,489390.0
2024-05-02,506420.0,495528.0
2024-05-03,487700.0,478226.0
2024-05-04,464040.0,460449.0
2024-05-05,376640.0,367338.0
2024-05-06,386420.0,375641.0
2024-05-07,461020.0,497577.0
2024-05-08,554440.0,575990.0
2024-05-09,581600.0,582125.0
2024-05-10,542040.0,536358.0
2024-05-11,499670.0,509211.0
2024-05-12,468680.0,472247.0
2024-05-13,550780.0,541435.0
2024-05-14,556890.0,553340.0
2024-05-15,552040.0,570232.0
2024-05-16,568340.0,561182.0
2024-05-17,578150.0,583607.0
2024-05-18,522660.0,522978.0
2024-05-19,458430.0,465553.0
2024-05-20,562110.0,551967.0
2024-05-21,549740.0,533501.0
2024-05-22,578640.0,566427.0
2024-05-23,572340.0,576560.0
2024-05-24,564880.0,554093.0
2024-05-25,495770.0,500486.0
2024-05-26,435790.0,443744.0
2024-05-27,535430.0,550169.0
2024-05-28,573410.0,565432.0
2024-05-29,577580.0,570380.0
2024-05-30,565130.0,556212.0
2024-05-31,552100.0,548276.0
2024-06-01,494690.0,490215.0
2024-06-02,431220.0,442332.0
2024-06-03,556740.0,556814.0
2024-06-04,566940.0,572554.0
2024-06-05,571930.0,572989.0
2024-06-06,571090.0,577155.0
2024-06-07,580790.0,586348.0
2024-06-08,529030.0,535022.0
2024-06-09,468210.0,493416.0
2024-06-10,578590.0,603008.0
2024-06-11,609920.0,618796.0
2024-06-12,601400.0,609836.0
2024-06-13,584850.0,599737.0
2024-06-14,599520.0,574163.0
2024-06-15,519020.0,502017.0
2024-06-16,443160.0,461410.0
2024-06-17,567790.0,578064.0
2024-06-18,595780.0,606368.0
2024-06-19,611890.0,619826.0
2024-06-20,625420.0,637365.0
2024-06-21,630590.0,622640.0
2024-06-22,572810.0,562879.0
2024-06-23,499330.0,493119.0
2024-06-24,510120.0,523615.0
2024-06-25,604080.0,612116.0
2024-06-26,621110.0,625628.0
2024-06-27,627590.0,629739.0
2024-06-28,626550.0,614067.0
2024-06-29,554450.0,546763.0
2024-06-30,494950.0,522186.0
2024-07-01,621620.0,636479.0
2024-07-02,630090.0,645479.0
2024-07-03,615830.0,621872.0
2024-07-04,602230.0,592043.0
2024-07-05,582630.0,587748.0
2024-07-06,536660.0,539751.0
2024-07-07,493250.0,510862.0
2024-07-08,613900.0,626154.0
2024-07-09,647220.0,649162.0
2024-07-10,655350.0,663508.0
2024-07-11,672740.0,679395.0
2024-07-12,681010.0,678131.0
2024-07-13,623390.0,619010.0
2024-07-14,570320.0,579470.0
2024-07-15,677910.0,682048.0
2024-07-16,699080.0,706574.0
2024-07-17,718460.0,713995.0
2024-07-18,704000.0,707386.0
2024-07-19,695240.0,684280.0
2024-07-20,608190.0,592995.0
2024-07-21,553640.0,547023.0
2024-07-22,656480.0,627491.0
2024-07-23,655350.0,635506.0
2024-07-24,639210.0,638142.0
2024-07-25,644780.0,608673.0
2024-07-26,596190.0,584047.0
2024-07-27,530180.0,527827.0
2024-07-28,495540.0,504843.0
2024-07-29,607110.0,587155.0
2024-07-30,598630.0,578384.0
2024-07-31,584210.0,579576.0
2024-08-01,592120.0,596525.0
2024-08-02,605630.0,607875.0
2024-08-03,541060.0,556849.0
2024-08-04,514240.0,491303.0
2024-08-05,593180.0,564054.0
2024-08-06,569610.0,553655.0
2024-08-07,571150.0,545946.0
2024-08-08,559670.0,563925.0
2024-08-09,573410.0,579993.0
2024-08-10,528890.0,517679.0
2024-08-11,478160.0,483277.0
2024-08-12,559790.0,575064.0
2024-08-13,590200.0,596094.0
2024-08-14,594150.0,603070.0
2024-08-15,510470.0,538716.0
2024-08-16,538670.0,570555.0
2024-08-17,550170.0,545054.0
2024-08-18,501930.0,505172.0
2024-08-19,581710.0,590017.0
2024-08-20,622780.0,608037.0
2024-08-21,609250.0,604160.0
2024-08-22,606250.0,602840.0
2024-08-23,590000.0,587797.0
2024-08-24,542840.0,536263.0
2024-08-25,492200.0,487303.0
2024-08-26,579410.0,608255.0
2024-08-27,615820.0,618572.0
2024-08-28,603540.0,612508.0
2024-08-29,592870.0,591971.0
2024-08-30,597950.0,592709.0
2024-08-31,535030.0,529794.0
2024-09-01,480840.0,479851.0
2024-09-02,570310.0,564522.0
2024-09-03,582310.0,584404.0
2024-09-04,583340.0,583055.0
2024-09-05,571900.0,573868.0
2024-09-06,579360.0,570818.0
2024-09-07,523240.0,509946.0
2024-09-08,470800.0,450753.0
2024-09-09,557920.0,545516.0
2024-09-10,589040.0,590848.0
2024-09-11,606890.0,597509.0
2024-09-12,586470.0,567126.0
2024-09-13,574920.0,575657.0
2024-09-14,526820.0,510850.0
2024-09-15,480860.0,464415.0
2024-09-16,547910.0,542755.0
2024-09-17,565850.0,550595.0
2024-09-18,550720.0,560624.0
2024-09-19,556910.0,559364.0
2024-09-20,553990.0,530800.0
2024-09-21,491530.0,480483.0
2024-09-22,431250.0,441875.0
2024-09-23,520590.0,530100.0
2024-09-24,537100.0,551988.0
2024-09-25,558760.0,567738.0
2024-09-26,549710.0,561099.0
2024-09-27,548610.0,556157.0
2024-09-28,494830.0,510923.0
2024-09-29,489050.0,508305.0
2024-09-30,595010.0,568611.0
2024-10-01,571950.0,562424.0
2024-10-02,570950.0,565097.0
2024-10-03,565620.0,574014.0
2024-10-04,569330.0,588899.0
2024-10-05,537630.0,548987.0
2024-10-06,490640.0,496822.0
2024-10-07,569020.0,563106.0
2024-10-08,574870.0,565308.0
2024-10-09,586830.0,584155.0
2024-10-10,564770.0,570355.0
