Date,Day-ahead Total Load Forecast [MW] - BZN|RO,Actual Total Load [MW] - BZN|RO
2024-10-11,589170.0,587107.0
2024-10-12,548360.0,543040.0
2024-10-13,500220.0,477734.0
2024-10-14,550910.0,544083.0
2024-10-15,582640.0,598751.0
2024-10-16,588850.0,598837.0
2024-10-17,603080.0,570992.0
2024-10-18,595130.0,589052.0
2024-10-19,547610.0,545354.0
2024-10-20,503950.0,496142.0
2024-10-21,587340.0,593289.0
2024-10-22,599690.0,604000.0
2024-10-23,603060.0,608287.0
2024-10-24,618330.0,621007.0
2024-10-25,607090.0,615649.0
2024-10-26,549790.0,543707.0
2024-10-27,519470.0,526716.0
2024-10-28,592050.0,602780.0
2024-10-29,612570.0,618591.0
2024-10-30,627600.0,629101.0
2024-10-31,624190.0,620948.0
2024-11-01,622320.0,600951.0
2024-11-02,562370.0,558871.0
2024-11-03,529610.0,533396.0
2024-11-04,622200.0,629747.0
2024-11-05,650760.0,634984.0
2024-11-06,633580.0,643510.0
2024-11-07,637730.0,646289.0
2024-11-08,633900.0,627837.0
2024-11-09,605940.0,613697.0
2024-11-10,577330.0,578054.0
2024-11-11,674810.0,683313.0
2024-11-12,705180.0,709352.0
2024-11-13,691430.0,696970.0
2024-11-14,701160.0,695408.0
2024-11-15,695070.0,693839.0
2024-11-16,629940.0,622674.0
2024-11-17,578340.0,567794.0
2024-11-18,674820.0,685753.0
2024-11-19,688360.0,686251.0
2024-11-20,691440.0,681140.0
2024-11-21,694490.0,685812.0
2024-11-22,708820.0,716586.0
2024-11-23,634020.0,650229.0
2024-11-24,586300.0,580495.0
2024-11-25,684210.0,674614.0
2024-11-26,687400.0,689929.0
2024-11-27,702840.0,700706.0
2024-11-28,698430.0,700752.0
2024-11-29,709260.0,712128.0
2024-11-30,644010.0,623178.0
2024-12-01,585130.0,579054.0
2024-12-02,687710.0,704204.0
2024-12-03,716660.0,719227.0
2024-12-04,722490.0,726774.0
2024-12-05,730010.0,730469.0
2024-12-06,717630.0,715875.0
2024-12-07,667500.0,663595.0
2024-12-08,602670.0,603127.0
2024-12-09,708240.0,708194.0
2024-12-10,722080.0,724287.0
2024-12-11,725500.0,722305.0
2024-12-12,722630.0,710055.0
2024-12-13,708740.0,716721.0
2024-12-14,661570.0,659263.0
2024-12-15,593150.0,603126.0
2024-12-16,690990.0,706606.0
2024-12-17,707390.0,697803.0
2024-12-18,709180.0,689087.0
2024-12-19,687910.0,686046.0
2024-12-20,689310.0,681568.0
2024-12-21,654690.0,651273.0
2024-12-22,577190.0,599328.0
2024-12-23,657770.0,657299.0
2024-12-24,635690.0,625370.0
2024-12-25,543510.0,521487.0
2024-12-26,533360.0,532630.0
2024-12-27,575760.0,590641.0
2024-12-28,613520.0,614631.0
2024-12-29,591210.0,580927.0
2024-12-30,622970.0,630177.0
2024-12-31,596400.0,607897.0
