"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|SI","01.01.2020 00:00 - 01.01.2020 01:00 (CET/CEST)","13","n/e","243","n/e","36","n/e","0","n/e","n/e","n/e","0","","413","n/e","n/e","697","n/e","n/e","0","7","n/e","0"
"BZN|SI","01.01.2020 01:00 - 01.01.2020 02:00 (CET/CEST)","13","n/e","253","n/e","36","n/e","0","n/e","n/e","n/e","0","","441","n/e","n/e","697","n/e","n/e","0","7","n/e","0"
"BZN|SI","01.01.2020 02:00 - 01.01.2020 03:00 (CET/CEST)","13","n/e","251","n/e","36","n/e","0","n/e","n/e","n/e","0","","420","n/e","n/e","697","n/e","n/e","0","7","n/e","0"
"BZN|SI","01.01.2020 03:00 - 01.01.2020 04:00 (CET/CEST)","13","n/e","249","n/e","38","n/e","0","n/e","n/e","n/e","0","","388","n/e","n/e","697","n/e","n/e","0","7","n/e","0"
"BZN|SI","01.01.2020 04:00 - 01.01.2020 05:00 (CET/CEST)","13","n/e","246","n/e","39","n/e","0","n/e","n/e","n/e","0","","384","n/e","n/e","697","n/e","n/e","0","6","n/e","0"
"BZN|SI","01.01.2020 05:00 - 01.01.2020 06:00 (CET/CEST)","13","n/e","246","n/e","40","n/e","0","n/e","n/e","n/e","0","","361","n/e","n/e","697","n/e","n/e","0","7","n/e","0"
"BZN|SI","01.01.2020 06:00 - 01.01.2020 07:00 (CET/CEST)","13","n/e","246","n/e","42","n/e","0","n/e","n/e","n/e","0","","360","n/e","n/e","696","n/e","n/e","0","6","n/e","1"
"BZN|SI","01.01.2020 07:00 - 01.01.2020 08:00 (CET/CEST)","12","n/e","246","n/e","36","n/e","0","n/e","n/e","n/e","0","","440","n/e","n/e","696","n/e","n/e","0","7","n/e","0"
"BZN|SI","01.01.2020 08:00 - 01.01.2020 09:00 (CET/CEST)","13","n/e","242","n/e","40","n/e","0","n/e","n/e","n/e","0","","424","n/e","n/e","697","n/e","n/e","12","7","n/e","1"
"BZN|SI","01.01.2020 09:00 - 01.01.2020 10:00 (CET/CEST)","13","n/e","222","n/e","38","n/e","0","n/e","n/e","n/e","0","","454","n/e","n/e","697","n/e","n/e","40","8","n/e","1"
