"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"22.04.2022 09:45 - 22.04.2022 10:00","65365","66210"
"22.04.2022 10:00 - 22.04.2022 10:15","65751","66040"
"22.04.2022 10:15 - 22.04.2022 10:30","66001","65918"
"22.04.2022 10:30 - 22.04.2022 10:45","66313","66310"
"22.04.2022 10:45 - 22.04.2022 11:00","66274","66572"
"22.04.2022 11:00 - 22.04.2022 11:15","66382","66725"
"22.04.2022 11:15 - 22.04.2022 11:30","66780","67090"
"22.04.2022 11:30 - 22.04.2022 11:45","66852","67469"
"22.04.2022 11:45 - 22.04.2022 12:00","66607","67330"
"22.04.2022 12:00 - 22.04.2022 12:15","66179","67267"
"22.04.2022 12:15 - 22.04.2022 12:30","66036","66677"
"22.04.2022 12:30 - 22.04.2022 12:45","66025","66414"
"22.04.2022 12:45 - 22.04.2022 13:00","65887","66461"
"22.04.2022 13:00 - 22.04.2022 13:15","65589","66472"
"22.04.2022 13:15 - 22.04.2022 13:30","65145","66070"
"22.04.2022 13:30 - 22.04.2022 13:45","64600","65406"
"22.04.2022 13:45 - 22.04.2022 14:00","63966","64812"
"22.04.2022 14:00 - 22.04.2022 14:15","63446","64323"
"22.04.2022 14:15 - 22.04.2022 14:30","63196","64184"
"22.04.2022 14:30 - 22.04.2022 14:45","62745","63981"
"22.04.2022 14:45 - 22.04.2022 15:00","62309","63616"
"22.04.2022 15:00 - 22.04.2022 15:15","62020","63419"
"22.04.2022 15:15 - 22.04.2022 15:30","61734","62949"
"22.04.2022 15:30 - 22.04.2022 15:45","61588","62534"
"22.04.2022 15:45 - 22.04.2022 16:00","61170","62342"
"22.04.2022 16:00 - 22.04.2022 16:15","60948","62319"
"22.04.2022 16:15 - 22.04.2022 16:30","60644","62179"
"22.04.2022 16:30 - 22.04.2022 16:45","60492","61941"
"22.04.2022 16:45 - 22.04.2022 17:00","60454","62015"
"22.04.2022 17:00 - 22.04.2022 17:15","60489","62250"
"22.04.2022 17:15 - 22.04.2022 17:30","60549","62224"
"22.04.2022 17:30 - 22.04.2022 17:45","60400","62666"
"22.04.2022 17:45 - 22.04.2022 18:00","60345","62860"
"22.04.2022 18:00 - 22.04.2022 18:15","60211","63055"
"22.04.2022 18:15 - 22.04.2022 18:30","60025","62867"
"22.04.2022 18:30 - 22.04.2022 18:45","60177","63129"
"22.04.2022 18:45 - 22.04.2022 19:00","60265","63045"
"22.04.2022 19:00 - 22.04.2022 19:15","60459","62987"
"22.04.2022 19:15 - 22.04.2022 19:30","60240","62201"
"22.04.2022 19:30 - 22.04.2022 19:45","60179","62247"
"22.04.2022 19:45 - 22.04.2022 20:00","59972","62038"
"22.04.2022 20:00 - 22.04.2022 20:15","59547","61581"
"22.04.2022 20:15 - 22.04.2022 20:30","59199","61004"
"22.04.2022 20:30 - 22.04.2022 20:45","58837","60690"
"22.04.2022 20:45 - 22.04.2022 21:00","58379","60148"
"22.04.2022 21:00 - 22.04.2022 21:15","57827","59589"
"22.04.2022 21:15 - 22.04.2022 21:30","57088","58839"
"22.04.2022 21:30 - 22.04.2022 21:45","56066","57868"
"22.04.2022 21:45 - 22.04.2022 22:00","55185","56961"
"22.04.2022 22:00 - 22.04.2022 22:15","54688","56340"
"22.04.2022 22:15 - 22.04.2022 22:30","53961","56254"
"22.04.2022 22:30 - 22.04.2022 22:45","52943","55379"
"22.04.2022 22:45 - 22.04.2022 23:00","52149","54170"
"22.04.2022 23:00 - 22.04.2022 23:15","50998","53233"
"22.04.2022 23:15 - 22.04.2022 23:30","50350","52198"
"22.04.2022 23:30 - 22.04.2022 23:45","49505","51314"
"22.04.2022 23:45 - 23.04.2022 00:00","48934","50414"
"23.04.2022 00:00 - 23.04.2022 00:15","46646","49131"
"23.04.2022 00:15 - 23.04.2022 00:30","46280","48448"
"23.04.2022 00:30 - 23.04.2022 00:45","45684","47714"
"23.04.2022 00:45 - 23.04.2022 01:00","45274","47184"
"23.04.2022 01:00 - 23.04.2022 01:15","44869","46581"
"23.04.2022 01:15 - 23.04.2022 01:30","44454","46335"
"23.04.2022 01:30 - 23.04.2022 01:45","44119","45427"
"23.04.2022 01:45 - 23.04.2022 02:00","43909","45318"
"23.04.2022 02:00 - 23.04.2022 02:15","43626","44949"
"23.04.2022 02:15 - 23.04.2022 02:30","43648","44744"
"23.04.2022 02:30 - 23.04.2022 02:45","43351","44551"
"23.04.2022 02:45 - 23.04.2022 03:00","43376","44604"
"23.04.2022 03:00 - 23.04.2022 03:15","43358","44517"
"23.04.2022 03:15 - 23.04.2022 03:30","43230","44262"
"23.04.2022 03:30 - 23.04.2022 03:45","43309","43989"
"23.04.2022 03:45 - 23.04.2022 04:00","43355","43941"
"23.04.2022 04:00 - 23.04.2022 04:15","43569","44111"
"23.04.2022 04:15 - 23.04.2022 04:30","43709","44014"
"23.04.2022 04:30 - 23.04.2022 04:45","43726","44066"
"23.04.2022 04:45 - 23.04.2022 05:00","43729","44344"
"23.04.2022 05:00 - 23.04.2022 05:15","43847","44804"
"23.04.2022 05:15 - 23.04.2022 05:30","43848","44868"
"23.04.2022 05:30 - 23.04.2022 05:45","44191","44763"
"23.04.2022 05:45 - 23.04.2022 06:00","44364","44948"
"23.04.2022 06:00 - 23.04.2022 06:15","44628","45393"
"23.04.2022 06:15 - 23.04.2022 06:30","44649","45614"
"23.04.2022 06:30 - 23.04.2022 06:45","44591","45830"
"23.04.2022 06:45 - 23.04.2022 07:00","45078","46648"
"23.04.2022 07:00 - 23.04.2022 07:15","45657","47504"
"23.04.2022 07:15 - 23.04.2022 07:30","46143","48427"
"23.04.2022 07:30 - 23.04.2022 07:45","46861","49398"
"23.04.2022 07:45 - 23.04.2022 08:00","47566","49984"
"23.04.2022 08:00 - 23.04.2022 08:15","48576","50960"
"23.04.2022 08:15 - 23.04.2022 08:30","49167","51957"
"23.04.2022 08:30 - 23.04.2022 08:45","49971","52634"
"23.04.2022 08:45 - 23.04.2022 09:00","50486","53492"
"23.04.2022 09:00 - 23.04.2022 09:15","51309","54075"
"23.04.2022 09:15 - 23.04.2022 09:30","51715","54801"
"23.04.2022 09:30 - 23.04.2022 09:45","52334","55452"
"23.04.2022 09:45 - 23.04.2022 10:00","52954","56055"
"23.04.2022 10:00 - 23.04.2022 10:15","53403","56544"
"23.04.2022 10:15 - 23.04.2022 10:30","53771","57004"
"23.04.2022 10:30 - 23.04.2022 10:45","54024","57107"
"23.04.2022 10:45 - 23.04.2022 11:00","54212","57519"
"23.04.2022 11:00 - 23.04.2022 11:15","54298","57604"
"23.04.2022 11:15 - 23.04.2022 11:30","54834","57668"
"23.04.2022 11:30 - 23.04.2022 11:45","55056","57667"
"23.04.2022 11:45 - 23.04.2022 12:00","54960","57532"
"23.04.2022 12:00 - 23.04.2022 12:15","54655","57145"
"23.04.2022 12:15 - 23.04.2022 12:30","54556","56632"
"23.04.2022 12:30 - 23.04.2022 12:45","54318","56244"
"23.04.2022 12:45 - 23.04.2022 13:00","53948","55725"
"23.04.2022 13:00 - 23.04.2022 13:15","53533","55570"
"23.04.2022 13:15 - 23.04.2022 13:30","53020","55200"
"23.04.2022 13:30 - 23.04.2022 13:45","52506","54537"
"23.04.2022 13:45 - 23.04.2022 14:00","52099","53837"
"23.04.2022 14:00 - 23.04.2022 14:15","51864","53563"
"23.04.2022 14:15 - 23.04.2022 14:30","51763","53161"
"23.04.2022 14:30 - 23.04.2022 14:45","51158","53144"
"23.04.2022 14:45 - 23.04.2022 15:00","50999","52735"
"23.04.2022 15:00 - 23.04.2022 15:15","50749","52513"
"23.04.2022 15:15 - 23.04.2022 15:30","50549","52435"
"23.04.2022 15:30 - 23.04.2022 15:45","50452","52153"
"23.04.2022 15:45 - 23.04.2022 16:00","50127","52276"
"23.04.2022 16:00 - 23.04.2022 16:15","50353","52038"
"23.04.2022 16:15 - 23.04.2022 16:30","50039","52124"
"23.04.2022 16:30 - 23.04.2022 16:45","49913","52176"
"23.04.2022 16:45 - 23.04.2022 17:00","50079","52318"
"23.04.2022 17:00 - 23.04.2022 17:15","50571","53069"
"23.04.2022 17:15 - 23.04.2022 17:30","50659","53326"
"23.04.2022 17:30 - 23.04.2022 17:45","50957","53651"
"23.04.2022 17:45 - 23.04.2022 18:00","51222","54160"
"23.04.2022 18:00 - 23.04.2022 18:15","51523","54362"
"23.04.2022 18:15 - 23.04.2022 18:30","51267","54422"
"23.04.2022 18:30 - 23.04.2022 18:45","51457","54646"
"23.04.2022 18:45 - 23.04.2022 19:00","51373","54780"
"23.04.2022 19:00 - 23.04.2022 19:15","51713","54663"
"23.04.2022 19:15 - 23.04.2022 19:30","51429","54346"
"23.04.2022 19:30 - 23.04.2022 19:45","51437","54270"
"23.04.2022 19:45 - 23.04.2022 20:00","51241","53914"
"23.04.2022 20:00 - 23.04.2022 20:15","51027","53686"
"23.04.2022 20:15 - 23.04.2022 20:30","50721","53191"
"23.04.2022 20:30 - 23.04.2022 20:45","50571","52844"
"23.04.2022 20:45 - 23.04.2022 21:00","50351","52461"
"23.04.2022 21:00 - 23.04.2022 21:15","50004","52584"
"23.04.2022 21:15 - 23.04.2022 21:30","49685","51995"
"23.04.2022 21:30 - 23.04.2022 21:45","49163","51383"
"23.04.2022 21:45 - 23.04.2022 22:00","48824","50840"
"23.04.2022 22:00 - 23.04.2022 22:15","48731","50644"
"23.04.2022 22:15 - 23.04.2022 22:30","48293","50268"
"23.04.2022 22:30 - 23.04.2022 22:45","47423","49482"
"23.04.2022 22:45 - 23.04.2022 23:00","46865","48805"
"23.04.2022 23:00 - 23.04.2022 23:15","46088","48347"
"23.04.2022 23:15 - 23.04.2022 23:30","45508","47628"
"23.04.2022 23:30 - 23.04.2022 23:45","44903","46873"
"23.04.2022 23:45 - 24.04.2022 00:00","44231","46195"
"24.04.2022 00:00 - 24.04.2022 00:15","43227","45097"
"24.04.2022 00:15 - 24.04.2022 00:30","42667","44394"
"24.04.2022 00:30 - 24.04.2022 00:45","41957","43811"
"24.04.2022 00:45 - 24.04.2022 01:00","41544","43665"
"24.04.2022 01:00 - 24.04.2022 01:15","41041","43400"
"24.04.2022 01:15 - 24.04.2022 01:30","40619","42756"
"24.04.2022 01:30 - 24.04.2022 01:45","40247","42234"
"24.04.2022 01:45 - 24.04.2022 02:00","39931","42041"
"24.04.2022 02:00 - 24.04.2022 02:15","39466","41718"
"24.04.2022 02:15 - 24.04.2022 02:30","39561","41598"
"24.04.2022 02:30 - 24.04.2022 02:45","39226","41145"
"24.04.2022 02:45 - 24.04.2022 03:00","39417","41160"
"24.04.2022 03:00 - 24.04.2022 03:15","39243","41138"
"24.04.2022 03:15 - 24.04.2022 03:30","39156","41115"
"24.04.2022 03:30 - 24.04.2022 03:45","39195","41071"
"24.04.2022 03:45 - 24.04.2022 04:00","39136","41286"
"24.04.2022 04:00 - 24.04.2022 04:15","39526","41165"
"24.04.2022 04:15 - 24.04.2022 04:30","39569","41371"
"24.04.2022 04:30 - 24.04.2022 04:45","39456","41547"
"24.04.2022 04:45 - 24.04.2022 05:00","39566","41670"
"24.04.2022 05:00 - 24.04.2022 05:15","39659","41570"
"24.04.2022 05:15 - 24.04.2022 05:30","39642","41880"
"24.04.2022 05:30 - 24.04.2022 05:45","39771","41577"
"24.04.2022 05:45 - 24.04.2022 06:00","39839","41616"
"24.04.2022 06:00 - 24.04.2022 06:15","39617","41483"
"24.04.2022 06:15 - 24.04.2022 06:30","39415","41223"
"24.04.2022 06:30 - 24.04.2022 06:45","39156","41403"
"24.04.2022 06:45 - 24.04.2022 07:00","39692","41762"
"24.04.2022 07:00 - 24.04.2022 07:15","39841","42362"
"24.04.2022 07:15 - 24.04.2022 07:30","40204","43100"
"24.04.2022 07:30 - 24.04.2022 07:45","40789","43761"
"24.04.2022 07:45 - 24.04.2022 08:00","41394","44482"
"24.04.2022 08:00 - 24.04.2022 08:15","42506","45578"
"24.04.2022 08:15 - 24.04.2022 08:30","43273","46678"
"24.04.2022 08:30 - 24.04.2022 08:45","44180","47418"
"24.04.2022 08:45 - 24.04.2022 09:00","44882","48470"
"24.04.2022 09:00 - 24.04.2022 09:15","45815","49596"
"24.04.2022 09:15 - 24.04.2022 09:30","46546","50149"
"24.04.2022 09:30 - 24.04.2022 09:45","47049","51049"
"24.04.2022 09:45 - 24.04.2022 10:00","47685","51409"
"24.04.2022 10:00 - 24.04.2022 10:15","48334","51884"
"24.04.2022 10:15 - 24.04.2022 10:30","48860","52588"
"24.04.2022 10:30 - 24.04.2022 10:45","49434","53041"
"24.04.2022 10:45 - 24.04.2022 11:00","49894","53709"
"24.04.2022 11:00 - 24.04.2022 11:15","50439","54461"
"24.04.2022 11:15 - 24.04.2022 11:30","51051","55293"
"24.04.2022 11:30 - 24.04.2022 11:45","51341","55505"
"24.04.2022 11:45 - 24.04.2022 12:00","51156","55566"
"24.04.2022 12:00 - 24.04.2022 12:15","50918","55524"
"24.04.2022 12:15 - 24.04.2022 12:30","50585","55089"
"24.04.2022 12:30 - 24.04.2022 12:45","50217","54619"
"24.04.2022 12:45 - 24.04.2022 13:00","50098","54348"
"24.04.2022 13:00 - 24.04.2022 13:15","49305","53564"
"24.04.2022 13:15 - 24.04.2022 13:30","48701","53121"
"24.04.2022 13:30 - 24.04.2022 13:45","48096","52742"
"24.04.2022 13:45 - 24.04.2022 14:00","47614","52332"
"24.04.2022 14:00 - 24.04.2022 14:15","47277","52221"
"24.04.2022 14:15 - 24.04.2022 14:30","46901","51986"
"24.04.2022 14:30 - 24.04.2022 14:45","46570","51798"
"24.04.2022 14:45 - 24.04.2022 15:00","45995","51633"
"24.04.2022 15:00 - 24.04.2022 15:15","45977","51611"
"24.04.2022 15:15 - 24.04.2022 15:30","45867","51176"
"24.04.2022 15:30 - 24.04.2022 15:45","45616","51135"
"24.04.2022 15:45 - 24.04.2022 16:00","45669","50854"
"24.04.2022 16:00 - 24.04.2022 16:15","45800","50735"
"24.04.2022 16:15 - 24.04.2022 16:30","45644","50854"
"24.04.2022 16:30 - 24.04.2022 16:45","45812","50823"
"24.04.2022 16:45 - 24.04.2022 17:00","45877","51040"
"24.04.2022 17:00 - 24.04.2022 17:15","46459","51268"
"24.04.2022 17:15 - 24.04.2022 17:30","46602","51575"
"24.04.2022 17:30 - 24.04.2022 17:45","46964","52147"
"24.04.2022 17:45 - 24.04.2022 18:00","47284","52843"
"24.04.2022 18:00 - 24.04.2022 18:15","48027","53026"
"24.04.2022 18:15 - 24.04.2022 18:30","48172","53501"
"24.04.2022 18:30 - 24.04.2022 18:45","48315","53137"
"24.04.2022 18:45 - 24.04.2022 19:00","48335","53242"
"24.04.2022 19:00 - 24.04.2022 19:15","49075","53250"
"24.04.2022 19:15 - 24.04.2022 19:30","49007","53199"
"24.04.2022 19:30 - 24.04.2022 19:45","49173","53350"
"24.04.2022 19:45 - 24.04.2022 20:00","49021","53393"
"24.04.2022 20:00 - 24.04.2022 20:15","49110","54001"
"24.04.2022 20:15 - 24.04.2022 20:30","49105","53916"
"24.04.2022 20:30 - 24.04.2022 20:45","48996","53555"
"24.04.2022 20:45 - 24.04.2022 21:00","48876","52963"
"24.04.2022 21:00 - 24.04.2022 21:15","48765","53008"
"24.04.2022 21:15 - 24.04.2022 21:30","48565","52794"
"24.04.2022 21:30 - 24.04.2022 21:45","48196","52169"
"24.04.2022 21:45 - 24.04.2022 22:00","48115","52049"
"24.04.2022 22:00 - 24.04.2022 22:15","48216","51831"
"24.04.2022 22:15 - 24.04.2022 22:30","48045","51044"
"24.04.2022 22:30 - 24.04.2022 22:45","47421","50488"
"24.04.2022 22:45 - 24.04.2022 23:00","46769","49449"
"24.04.2022 23:00 - 24.04.2022 23:15","45933","48692"
"24.04.2022 23:15 - 24.04.2022 23:30","45221","47633"
"24.04.2022 23:30 - 24.04.2022 23:45","44613","47005"
"24.04.2022 23:45 - 25.04.2022 00:00","44177","46066"
"25.04.2022 00:00 - 25.04.2022 00:15","45201","46379"
"25.04.2022 00:15 - 25.04.2022 00:30","44878","45362"
"25.04.2022 00:30 - 25.04.2022 00:45","44465","44503"
"25.04.2022 00:45 - 25.04.2022 01:00","44192","43780"
"25.04.2022 01:00 - 25.04.2022 01:15","43898","43673"
"25.04.2022 01:15 - 25.04.2022 01:30","43665","43421"
"25.04.2022 01:30 - 25.04.2022 01:45","43363","43342"
"25.04.2022 01:45 - 25.04.2022 02:00","43119","42860"
"25.04.2022 02:00 - 25.04.2022 02:15","42838","42879"
"25.04.2022 02:15 - 25.04.2022 02:30","43031","42402"
"25.04.2022 02:30 - 25.04.2022 02:45","42811","42616"
"25.04.2022 02:45 - 25.04.2022 03:00","42747","42646"
"25.04.2022 03:00 - 25.04.2022 03:15","42862","42953"
"25.04.2022 03:15 - 25.04.2022 03:30","43042","42892"
"25.04.2022 03:30 - 25.04.2022 03:45","43255","42926"
"25.04.2022 03:45 - 25.04.2022 04:00","43631","43255"
"25.04.2022 04:00 - 25.04.2022 04:15","44158","43868"
"25.04.2022 04:15 - 25.04.2022 04:30","44485","44232"
"25.04.2022 04:30 - 25.04.2022 04:45","44993","44840"
"25.04.2022 04:45 - 25.04.2022 05:00","45557","45771"
"25.04.2022 05:00 - 25.04.2022 05:15","46882","47108"
"25.04.2022 05:15 - 25.04.2022 05:30","47659","48239"
"25.04.2022 05:30 - 25.04.2022 05:45","48953","49915"
"25.04.2022 05:45 - 25.04.2022 06:00","50479","51707"
"25.04.2022 06:00 - 25.04.2022 06:15","52940","54507"
"25.04.2022 06:15 - 25.04.2022 06:30","54818","56347"
"25.04.2022 06:30 - 25.04.2022 06:45","55949","58217"
"25.04.2022 06:45 - 25.04.2022 07:00","57254","59599"
"25.04.2022 07:00 - 25.04.2022 07:15","58708","61253"
"25.04.2022 07:15 - 25.04.2022 07:30","59792","61973"
"25.04.2022 07:30 - 25.04.2022 07:45","60693","62977"
"25.04.2022 07:45 - 25.04.2022 08:00","61406","63854"
"25.04.2022 08:00 - 25.04.2022 08:15","62160","64799"
"25.04.2022 08:15 - 25.04.2022 08:30","62762","65349"
"25.04.2022 08:30 - 25.04.2022 08:45","63311","65747"
"25.04.2022 08:45 - 25.04.2022 09:00","63550","65888"
"25.04.2022 09:00 - 25.04.2022 09:15","63651","65893"
"25.04.2022 09:15 - 25.04.2022 09:30","64196","66365"
"25.04.2022 09:30 - 25.04.2022 09:45","64469","66707"
"25.04.2022 09:45 - 25.04.2022 10:00","64808","66620"
"25.04.2022 10:00 - 25.04.2022 10:15","65184","66568"
"25.04.2022 10:15 - 25.04.2022 10:30","65349","66924"
"25.04.2022 10:30 - 25.04.2022 10:45","65651","66935"
"25.04.2022 10:45 - 25.04.2022 11:00","65832","67182"
"25.04.2022 11:00 - 25.04.2022 11:15","66143","67244"
"25.04.2022 11:15 - 25.04.2022 11:30","66461","67451"
"25.04.2022 11:30 - 25.04.2022 11:45","66688","67952"
"25.04.2022 11:45 - 25.04.2022 12:00","66630","68181"
"25.04.2022 12:00 - 25.04.2022 12:15","66348","68011"
"25.04.2022 12:15 - 25.04.2022 12:30","66329","67823"
"25.04.2022 12:30 - 25.04.2022 12:45","66156","67038"
"25.04.2022 12:45 - 25.04.2022 13:00","66117","66708"
"25.04.2022 13:00 - 25.04.2022 13:15","65852","66736"
"25.04.2022 13:15 - 25.04.2022 13:30","65419","66420"
"25.04.2022 13:30 - 25.04.2022 13:45","64917","66265"
"25.04.2022 13:45 - 25.04.2022 14:00","64222","65846"
"25.04.2022 14:00 - 25.04.2022 14:15","63918","65627"
"25.04.2022 14:15 - 25.04.2022 14:30","63726","65381"
"25.04.2022 14:30 - 25.04.2022 14:45","63307","64870"
"25.04.2022 14:45 - 25.04.2022 15:00","62846","64467"
"25.04.2022 15:00 - 25.04.2022 15:15","62465","64482"
"25.04.2022 15:15 - 25.04.2022 15:30","62196","64385"
"25.04.2022 15:30 - 25.04.2022 15:45","62036","63863"
"25.04.2022 15:45 - 25.04.2022 16:00","61639","63144"
"25.04.2022 16:00 - 25.04.2022 16:15","61293","62624"
"25.04.2022 16:15 - 25.04.2022 16:30","60951","62318"
"25.04.2022 16:30 - 25.04.2022 16:45","60586","62039"
"25.04.2022 16:45 - 25.04.2022 17:00","60225","61609"
"25.04.2022 17:00 - 25.04.2022 17:15","59973","61732"
"25.04.2022 17:15 - 25.04.2022 17:30","60028","61761"
"25.04.2022 17:30 - 25.04.2022 17:45","60306","61963"
"25.04.2022 17:45 - 25.04.2022 18:00","60312","62438"
"25.04.2022 18:00 - 25.04.2022 18:15","60184","62164"
"25.04.2022 18:15 - 25.04.2022 18:30","60027","62087"
"25.04.2022 18:30 - 25.04.2022 18:45","60582","62225"
"25.04.2022 18:45 - 25.04.2022 19:00","60822","62463"
"25.04.2022 19:00 - 25.04.2022 19:15","60950","62941"
"25.04.2022 19:15 - 25.04.2022 19:30","60846","62472"
"25.04.2022 19:30 - 25.04.2022 19:45","60941","62450"
"25.04.2022 19:45 - 25.04.2022 20:00","60898","62244"
"25.04.2022 20:00 - 25.04.2022 20:15","60699","62012"
"25.04.2022 20:15 - 25.04.2022 20:30","60232","61331"
"25.04.2022 20:30 - 25.04.2022 20:45","60007","61093"
"25.04.2022 20:45 - 25.04.2022 21:00","59602","60334"
"25.04.2022 21:00 - 25.04.2022 21:15","59064","60077"
"25.04.2022 21:15 - 25.04.2022 21:30","58508","59460"
"25.04.2022 21:30 - 25.04.2022 21:45","57613","58442"
"25.04.2022 21:45 - 25.04.2022 22:00","56635","57295"
"25.04.2022 22:00 - 25.04.2022 22:15","56295","56730"
"25.04.2022 22:15 - 25.04.2022 22:30","55619","55918"
"25.04.2022 22:30 - 25.04.2022 22:45","54607","54728"
"25.04.2022 22:45 - 25.04.2022 23:00","53506","53631"
"25.04.2022 23:00 - 25.04.2022 23:15","52446","52527"
"25.04.2022 23:15 - 25.04.2022 23:30","51742","51678"
"25.04.2022 23:30 - 25.04.2022 23:45","50897","50918"
"25.04.2022 23:45 - 26.04.2022 00:00","50326","49944"
"26.04.2022 00:00 - 26.04.2022 00:15","46472","49298"
"26.04.2022 00:15 - 26.04.2022 00:30","46279","48601"
"26.04.2022 00:30 - 26.04.2022 00:45","45788","48044"
"26.04.2022 00:45 - 26.04.2022 01:00","45400","47498"
"26.04.2022 01:00 - 26.04.2022 01:15","44825","47278"
"26.04.2022 01:15 - 26.04.2022 01:30","44594","46867"
"26.04.2022 01:30 - 26.04.2022 01:45","44306","46450"
"26.04.2022 01:45 - 26.04.2022 02:00","44013","46351"
"26.04.2022 02:00 - 26.04.2022 02:15","43766","46195"
"26.04.2022 02:15 - 26.04.2022 02:30","43882","46062"
"26.04.2022 02:30 - 26.04.2022 02:45","43805","46144"
"26.04.2022 02:45 - 26.04.2022 03:00","44090","46270"
"26.04.2022 03:00 - 26.04.2022 03:15","44060","46368"
"26.04.2022 03:15 - 26.04.2022 03:30","44189","46480"
"26.04.2022 03:30 - 26.04.2022 03:45","44330","46645"
"26.04.2022 03:45 - 26.04.2022 04:00","44520","46887"
"26.04.2022 04:00 - 26.04.2022 04:15","45186","47280"
"26.04.2022 04:15 - 26.04.2022 04:30","45550","47546"
"26.04.2022 04:30 - 26.04.2022 04:45","46056","47684"
"26.04.2022 04:45 - 26.04.2022 05:00","46660","48397"
"26.04.2022 05:00 - 26.04.2022 05:15","47674","49732"
"26.04.2022 05:15 - 26.04.2022 05:30","48658","50506"
"26.04.2022 05:30 - 26.04.2022 05:45","49889","51511"
"26.04.2022 05:45 - 26.04.2022 06:00","51352","52740"
"26.04.2022 06:00 - 26.04.2022 06:15","53776","55662"
"26.04.2022 06:15 - 26.04.2022 06:30","55383","57286"
"26.04.2022 06:30 - 26.04.2022 06:45","56335","58888"
"26.04.2022 06:45 - 26.04.2022 07:00","57820","60246"
"26.04.2022 07:00 - 26.04.2022 07:15","59494","61817"
"26.04.2022 07:15 - 26.04.2022 07:30","59886","62827"
"26.04.2022 07:30 - 26.04.2022 07:45","60849","63626"
"26.04.2022 07:45 - 26.04.2022 08:00","61504","64388"
"26.04.2022 08:00 - 26.04.2022 08:15","62313","65666"
"26.04.2022 08:15 - 26.04.2022 08:30","62803","66175"
"26.04.2022 08:30 - 26.04.2022 08:45","63272","66793"
"26.04.2022 08:45 - 26.04.2022 09:00","63443","66895"
"26.04.2022 09:00 - 26.04.2022 09:15","63542","66543"
"26.04.2022 09:15 - 26.04.2022 09:30","63843","66618"
"26.04.2022 09:30 - 26.04.2022 09:45","64274","66970"
"26.04.2022 09:45 - 26.04.2022 10:00","64585","67262"
"26.04.2022 10:00 - 26.04.2022 10:15","64811","67615"
"26.04.2022 10:15 - 26.04.2022 10:30","65158","67461"
"26.04.2022 10:30 - 26.04.2022 10:45","65308","67668"
"26.04.2022 10:45 - 26.04.2022 11:00","65505","67968"
"26.04.2022 11:00 - 26.04.2022 11:15","65619","67908"
"26.04.2022 11:15 - 26.04.2022 11:30","65934","68681"
"26.04.2022 11:30 - 26.04.2022 11:45","66164","68702"
"26.04.2022 11:45 - 26.04.2022 12:00","66082","68846"
"26.04.2022 12:00 - 26.04.2022 12:15","65728","68214"
"26.04.2022 12:15 - 26.04.2022 12:30","65453","67824"
"26.04.2022 12:30 - 26.04.2022 12:45","65331","67840"
"26.04.2022 12:45 - 26.04.2022 13:00","65461","67543"
"26.04.2022 13:00 - 26.04.2022 13:15","65496","67375"
"26.04.2022 13:15 - 26.04.2022 13:30","65027","66933"
"26.04.2022 13:30 - 26.04.2022 13:45","64503","66260"
"26.04.2022 13:45 - 26.04.2022 14:00","63866","65301"
"26.04.2022 14:00 - 26.04.2022 14:15","63785","65560"
"26.04.2022 14:15 - 26.04.2022 14:30","63672","65368"
"26.04.2022 14:30 - 26.04.2022 14:45","63338","65137"
"26.04.2022 14:45 - 26.04.2022 15:00","63037","64894"
"26.04.2022 15:00 - 26.04.2022 15:15","62596","64767"
"26.04.2022 15:15 - 26.04.2022 15:30","62097","64692"
"26.04.2022 15:30 - 26.04.2022 15:45","61866","64326"
"26.04.2022 15:45 - 26.04.2022 16:00","61525","64032"
"26.04.2022 16:00 - 26.04.2022 16:15","61033","63735"
"26.04.2022 16:15 - 26.04.2022 16:30","60793","63459"
"26.04.2022 16:30 - 26.04.2022 16:45","60502","63760"
"26.04.2022 16:45 - 26.04.2022 17:00","60259","63784"
"26.04.2022 17:00 - 26.04.2022 17:15","60046","63942"
"26.04.2022 17:15 - 26.04.2022 17:30","60078","63954"
"26.04.2022 17:30 - 26.04.2022 17:45","60292","64063"
"26.04.2022 17:45 - 26.04.2022 18:00","60326","63961"
"26.04.2022 18:00 - 26.04.2022 18:15","60263","63949"
"26.04.2022 18:15 - 26.04.2022 18:30","60199","63777"
"26.04.2022 18:30 - 26.04.2022 18:45","60726","63676"
"26.04.2022 18:45 - 26.04.2022 19:00","60936","63883"
"26.04.2022 19:00 - 26.04.2022 19:15","61018","63788"
"26.04.2022 19:15 - 26.04.2022 19:30","60776","63527"
"26.04.2022 19:30 - 26.04.2022 19:45","60868","63383"
"26.04.2022 19:45 - 26.04.2022 20:00","60800","63163"
"26.04.2022 20:00 - 26.04.2022 20:15","60512","62651"
"26.04.2022 20:15 - 26.04.2022 20:30","60087","61991"
"26.04.2022 20:30 - 26.04.2022 20:45","59940","61571"
"26.04.2022 20:45 - 26.04.2022 21:00","59394","61009"
"26.04.2022 21:00 - 26.04.2022 21:15","58772","60530"
"26.04.2022 21:15 - 26.04.2022 21:30","58284","59919"
"26.04.2022 21:30 - 26.04.2022 21:45","57409","58884"
"26.04.2022 21:45 - 26.04.2022 22:00","56446","58009"
"26.04.2022 22:00 - 26.04.2022 22:15","56174","57292"
"26.04.2022 22:15 - 26.04.2022 22:30","55401","56252"
