"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"28.07.2023 06:15 - 28.07.2023 06:30","46431","48391"
"28.07.2023 06:30 - 28.07.2023 06:45","47417","49697"
"28.07.2023 06:45 - 28.07.2023 07:00","48588","51006"
"28.07.2023 07:00 - 28.07.2023 07:15","50183","52456"
"28.07.2023 07:15 - 28.07.2023 07:30","51592","53489"
"28.07.2023 07:30 - 28.07.2023 07:45","52452","54536"
"28.07.2023 07:45 - 28.07.2023 08:00","53124","55329"
"28.07.2023 08:00 - 28.07.2023 08:15","53894","56780"
"28.07.2023 08:15 - 28.07.2023 08:30","54435","57419"
"28.07.2023 08:30 - 28.07.2023 08:45","54778","57989"
"28.07.2023 08:45 - 28.07.2023 09:00","54945","58456"
"28.07.2023 09:00 - 28.07.2023 09:15","55360","58558"
"28.07.2023 09:15 - 28.07.2023 09:30","55971","58880"
"28.07.2023 09:30 - 28.07.2023 09:45","56268","59296"
"28.07.2023 09:45 - 28.07.2023 10:00","56334","59450"
"28.07.2023 10:00 - 28.07.2023 10:15","56813","59826"
"28.07.2023 10:15 - 28.07.2023 10:30","56975","59974"
"28.07.2023 10:30 - 28.07.2023 10:45","57071","60170"
"28.07.2023 10:45 - 28.07.2023 11:00","57456","60539"
"28.07.2023 11:00 - 28.07.2023 11:15","57423","60597"
"28.07.2023 11:15 - 28.07.2023 11:30","57754","60740"
"28.07.2023 11:30 - 28.07.2023 11:45","58133","61176"
"28.07.2023 11:45 - 28.07.2023 12:00","58485","60861"
"28.07.2023 12:00 - 28.07.2023 12:15","58374","60251"
"28.07.2023 12:15 - 28.07.2023 12:30","57812","59791"
"28.07.2023 12:30 - 28.07.2023 12:45","57502","59592"
"28.07.2023 12:45 - 28.07.2023 13:00","57164","58899"
"28.07.2023 13:00 - 28.07.2023 13:15","57324","58354"
"28.07.2023 13:15 - 28.07.2023 13:30","57249","57694"
"28.07.2023 13:30 - 28.07.2023 13:45","57127","57130"
"28.07.2023 13:45 - 28.07.2023 14:00","56543","57138"
"28.07.2023 14:00 - 28.07.2023 14:15","55970","57161"
"28.07.2023 14:15 - 28.07.2023 14:30","55931","56714"
"28.07.2023 14:30 - 28.07.2023 14:45","55266","56322"
"28.07.2023 14:45 - 28.07.2023 15:00","55252","56095"
"28.07.2023 15:00 - 28.07.2023 15:15","55121","55726"
"28.07.2023 15:15 - 28.07.2023 15:30","54549","55323"
"28.07.2023 15:30 - 28.07.2023 15:45","54287","54911"
"28.07.2023 15:45 - 28.07.2023 16:00","53945","54379"
"28.07.2023 16:00 - 28.07.2023 16:15","53588","54381"
"28.07.2023 16:15 - 28.07.2023 16:30","53567","53941"
"28.07.2023 16:30 - 28.07.2023 16:45","53433","53585"
"28.07.2023 16:45 - 28.07.2023 17:00","53290","53349"
"28.07.2023 17:00 - 28.07.2023 17:15","53178","53882"
"28.07.2023 17:15 - 28.07.2023 17:30","52583","53945"
"28.07.2023 17:30 - 28.07.2023 17:45","52584","54369"
"28.07.2023 17:45 - 28.07.2023 18:00","52871","54535"
"28.07.2023 18:00 - 28.07.2023 18:15","52783","54133"
"28.07.2023 18:15 - 28.07.2023 18:30","52602","53962"
"28.07.2023 18:30 - 28.07.2023 18:45","52489","53843"
"28.07.2023 18:45 - 28.07.2023 19:00","52145","53673"
"28.07.2023 19:00 - 28.07.2023 19:15","51822","53352"
"28.07.2023 19:15 - 28.07.2023 19:30","51316","52596"
"28.07.2023 19:30 - 28.07.2023 19:45","50814","52405"
"28.07.2023 19:45 - 28.07.2023 20:00","50359","51918"
"28.07.2023 20:00 - 28.07.2023 20:15","49803","51243"
"28.07.2023 20:15 - 28.07.2023 20:30","48958","50605"
"28.07.2023 20:30 - 28.07.2023 20:45","48577","50079"
"28.07.2023 20:45 - 28.07.2023 21:00","48192","49308"
"28.07.2023 21:00 - 28.07.2023 21:15","47580","48764"
"28.07.2023 21:15 - 28.07.2023 21:30","47015","48700"
"28.07.2023 21:30 - 28.07.2023 21:45","46631","48443"
"28.07.2023 21:45 - 28.07.2023 22:00","45871","47984"
"28.07.2023 22:00 - 28.07.2023 22:15","45117","47494"
"28.07.2023 22:15 - 28.07.2023 22:30","44294","46764"
"28.07.2023 22:30 - 28.07.2023 22:45","43414","46054"
"28.07.2023 22:45 - 28.07.2023 23:00","42555","45243"
"28.07.2023 23:00 - 28.07.2023 23:15","41554","44334"
"28.07.2023 23:15 - 28.07.2023 23:30","40900","43233"
"28.07.2023 23:30 - 28.07.2023 23:45","40370","42372"
"28.07.2023 23:45 - 29.07.2023 00:00","39822","41803"
"29.07.2023 00:00 - 29.07.2023 00:15","39549","40966"
"29.07.2023 00:15 - 29.07.2023 00:30","38927","40562"
"29.07.2023 00:30 - 29.07.2023 00:45","38336","39999"
"29.07.2023 00:45 - 29.07.2023 01:00","38052","39377"
"29.07.2023 01:00 - 29.07.2023 01:15","37630","38405"
"29.07.2023 01:15 - 29.07.2023 01:30","37196","38028"
"29.07.2023 01:30 - 29.07.2023 01:45","36729","37527"
"29.07.2023 01:45 - 29.07.2023 02:00","36561","37096"
"29.07.2023 02:00 - 29.07.2023 02:15","36187","36814"
"29.07.2023 02:15 - 29.07.2023 02:30","35825","36518"
"29.07.2023 02:30 - 29.07.2023 02:45","35614","36498"
"29.07.2023 02:45 - 29.07.2023 03:00","35445","36315"
"29.07.2023 03:00 - 29.07.2023 03:15","35371","36166"
"29.07.2023 03:15 - 29.07.2023 03:30","35232","36025"
"29.07.2023 03:30 - 29.07.2023 03:45","35087","35933"
"29.07.2023 03:45 - 29.07.2023 04:00","35066","35974"
"29.07.2023 04:00 - 29.07.2023 04:15","35126","36042"
"29.07.2023 04:15 - 29.07.2023 04:30","35095","36084"
"29.07.2023 04:30 - 29.07.2023 04:45","35283","36152"
"29.07.2023 04:45 - 29.07.2023 05:00","35214","36330"
"29.07.2023 05:00 - 29.07.2023 05:15","35435","36875"
"29.07.2023 05:15 - 29.07.2023 05:30","35288","36806"
"29.07.2023 05:30 - 29.07.2023 05:45","35247","36844"
"29.07.2023 05:45 - 29.07.2023 06:00","35480","36990"
"29.07.2023 06:00 - 29.07.2023 06:15","35926","37592"
"29.07.2023 06:15 - 29.07.2023 06:30","36301","38145"
"29.07.2023 06:30 - 29.07.2023 06:45","36703","38757"
"29.07.2023 06:45 - 29.07.2023 07:00","37257","39058"
"29.07.2023 07:00 - 29.07.2023 07:15","37822","40066"
"29.07.2023 07:15 - 29.07.2023 07:30","38768","40739"
"29.07.2023 07:30 - 29.07.2023 07:45","39954","41684"
"29.07.2023 07:45 - 29.07.2023 08:00","40348","42272"
"29.07.2023 08:00 - 29.07.2023 08:15","41252","43245"
"29.07.2023 08:15 - 29.07.2023 08:30","42036","44358"
"29.07.2023 08:30 - 29.07.2023 08:45","42779","45130"
"29.07.2023 08:45 - 29.07.2023 09:00","43294","45694"
"29.07.2023 09:00 - 29.07.2023 09:15","44112","46658"
"29.07.2023 09:15 - 29.07.2023 09:30","44682","47065"
"29.07.2023 09:30 - 29.07.2023 09:45","45356","47604"
"29.07.2023 09:45 - 29.07.2023 10:00","46097","48105"
"29.07.2023 10:00 - 29.07.2023 10:15","47064","48376"
"29.07.2023 10:15 - 29.07.2023 10:30","47422","48653"
"29.07.2023 10:30 - 29.07.2023 10:45","47665","48841"
"29.07.2023 10:45 - 29.07.2023 11:00","47730","48990"
"29.07.2023 11:00 - 29.07.2023 11:15","47704","49339"
"29.07.2023 11:15 - 29.07.2023 11:30","47996","49970"
"29.07.2023 11:30 - 29.07.2023 11:45","48190","50564"
"29.07.2023 11:45 - 29.07.2023 12:00","48409","50608"
"29.07.2023 12:00 - 29.07.2023 12:15","48366","50409"
"29.07.2023 12:15 - 29.07.2023 12:30","48325","49537"
"29.07.2023 12:30 - 29.07.2023 12:45","48438","49280"
"29.07.2023 12:45 - 29.07.2023 13:00","48262","49250"
"29.07.2023 13:00 - 29.07.2023 13:15","48472","48684"
"29.07.2023 13:15 - 29.07.2023 13:30","48492","47623"
"29.07.2023 13:30 - 29.07.2023 13:45","48396","47113"
"29.07.2023 13:45 - 29.07.2023 14:00","48196","46857"
"29.07.2023 14:00 - 29.07.2023 14:15","48144","46366"
"29.07.2023 14:15 - 29.07.2023 14:30","47936","46182"
"29.07.2023 14:30 - 29.07.2023 14:45","47608","46232"
"29.07.2023 14:45 - 29.07.2023 15:00","47492","45868"
"29.07.2023 15:00 - 29.07.2023 15:15","47118","46276"
"29.07.2023 15:15 - 29.07.2023 15:30","46850","46436"
"29.07.2023 15:30 - 29.07.2023 15:45","46878","46352"
"29.07.2023 15:45 - 29.07.2023 16:00","46578","46044"
"29.07.2023 16:00 - 29.07.2023 16:15","46256","46451"
"29.07.2023 16:15 - 29.07.2023 16:30","45998","46084"
"29.07.2023 16:30 - 29.07.2023 16:45","46150","46189"
"29.07.2023 16:45 - 29.07.2023 17:00","46000","46254"
"29.07.2023 17:00 - 29.07.2023 17:15","46079","46530"
"29.07.2023 17:15 - 29.07.2023 17:30","45587","46381"
"29.07.2023 17:30 - 29.07.2023 17:45","45591","46218"
"29.07.2023 17:45 - 29.07.2023 18:00","45874","46425"
"29.07.2023 18:00 - 29.07.2023 18:15","46007","46727"
"29.07.2023 18:15 - 29.07.2023 18:30","45687","46318"
"29.07.2023 18:30 - 29.07.2023 18:45","45493","46700"
"29.07.2023 18:45 - 29.07.2023 19:00","45280","46732"
"29.07.2023 19:00 - 29.07.2023 19:15","45051","47015"
"29.07.2023 19:15 - 29.07.2023 19:30","44496","46227"
"29.07.2023 19:30 - 29.07.2023 19:45","44147","45639"
"29.07.2023 19:45 - 29.07.2023 20:00","43610","45537"
"29.07.2023 20:00 - 29.07.2023 20:15","43315","44862"
"29.07.2023 20:15 - 29.07.2023 20:30","42488","44391"
"29.07.2023 20:30 - 29.07.2023 20:45","42074","43855"
"29.07.2023 20:45 - 29.07.2023 21:00","41717","43378"
"29.07.2023 21:00 - 29.07.2023 21:15","41563","43012"
"29.07.2023 21:15 - 29.07.2023 21:30","41279","42970"
"29.07.2023 21:30 - 29.07.2023 21:45","41003","43098"
"29.07.2023 21:45 - 29.07.2023 22:00","40618","43069"
"29.07.2023 22:00 - 29.07.2023 22:15","40368","42633"
"29.07.2023 22:15 - 29.07.2023 22:30","39747","42227"
"29.07.2023 22:30 - 29.07.2023 22:45","39112","41576"
"29.07.2023 22:45 - 29.07.2023 23:00","38378","40862"
"29.07.2023 23:00 - 29.07.2023 23:15","37589","40215"
"29.07.2023 23:15 - 29.07.2023 23:30","36941","39478"
"29.07.2023 23:30 - 29.07.2023 23:45","36344","39031"
"29.07.2023 23:45 - 30.07.2023 00:00","35983","38566"
"30.07.2023 00:00 - 30.07.2023 00:15","35422","37404"
"30.07.2023 00:15 - 30.07.2023 00:30","35045","36853"
"30.07.2023 00:30 - 30.07.2023 00:45","34640","36538"
"30.07.2023 00:45 - 30.07.2023 01:00","34290","36159"
"30.07.2023 01:00 - 30.07.2023 01:15","33970","36063"
"30.07.2023 01:15 - 30.07.2023 01:30","33441","35376"
"30.07.2023 01:30 - 30.07.2023 01:45","32960","35045"
"30.07.2023 01:45 - 30.07.2023 02:00","32759","34769"
"30.07.2023 02:00 - 30.07.2023 02:15","32333","34616"
"30.07.2023 02:15 - 30.07.2023 02:30","32133","34284"
"30.07.2023 02:30 - 30.07.2023 02:45","31988","33986"
"30.07.2023 02:45 - 30.07.2023 03:00","32040","33764"
"30.07.2023 03:00 - 30.07.2023 03:15","32065","33679"
"30.07.2023 03:15 - 30.07.2023 03:30","31997","33563"
"30.07.2023 03:30 - 30.07.2023 03:45","31764","33578"
"30.07.2023 03:45 - 30.07.2023 04:00","31819","33598"
"30.07.2023 04:00 - 30.07.2023 04:15","32027","33566"
"30.07.2023 04:15 - 30.07.2023 04:30","32287","33591"
"30.07.2023 04:30 - 30.07.2023 04:45","32503","33548"
"30.07.2023 04:45 - 30.07.2023 05:00","32463","33583"
"30.07.2023 05:00 - 30.07.2023 05:15","32910","34064"
"30.07.2023 05:15 - 30.07.2023 05:30","32905","33894"
"30.07.2023 05:30 - 30.07.2023 05:45","32828","33868"
"30.07.2023 05:45 - 30.07.2023 06:00","32825","34033"
"30.07.2023 06:00 - 30.07.2023 06:15","32674","34260"
"30.07.2023 06:15 - 30.07.2023 06:30","32998","34411"
"30.07.2023 06:30 - 30.07.2023 06:45","33510","34608"
"30.07.2023 06:45 - 30.07.2023 07:00","33981","34847"
"30.07.2023 07:00 - 30.07.2023 07:15","35082","35602"
"30.07.2023 07:15 - 30.07.2023 07:30","35868","36067"
"30.07.2023 07:30 - 30.07.2023 07:45","36558","36683"
"30.07.2023 07:45 - 30.07.2023 08:00","37302","37211"
"30.07.2023 08:00 - 30.07.2023 08:15","38310","37845"
"30.07.2023 08:15 - 30.07.2023 08:30","39095","38765"
"30.07.2023 08:30 - 30.07.2023 08:45","39878","39841"
"30.07.2023 08:45 - 30.07.2023 09:00","40619","40598"
"30.07.2023 09:00 - 30.07.2023 09:15","42206","41214"
"30.07.2023 09:15 - 30.07.2023 09:30","43606","41962"
"30.07.2023 09:30 - 30.07.2023 09:45","44409","42600"
"30.07.2023 09:45 - 30.07.2023 10:00","45072","42915"
"30.07.2023 10:00 - 30.07.2023 10:15","45757","43245"
"30.07.2023 10:15 - 30.07.2023 10:30","46331","43683"
"30.07.2023 10:30 - 30.07.2023 10:45","46778","44341"
"30.07.2023 10:45 - 30.07.2023 11:00","47061","44437"
"30.07.2023 11:00 - 30.07.2023 11:15","47722","45156"
"30.07.2023 11:15 - 30.07.2023 11:30","48428","45714"
"30.07.2023 11:30 - 30.07.2023 11:45","48961","46308"
"30.07.2023 11:45 - 30.07.2023 12:00","48956","46602"
"30.07.2023 12:00 - 30.07.2023 12:15","48922","45811"
"30.07.2023 12:15 - 30.07.2023 12:30","48698","45499"
"30.07.2023 12:30 - 30.07.2023 12:45","48429","45654"
"30.07.2023 12:45 - 30.07.2023 13:00","48359","45011"
"30.07.2023 13:00 - 30.07.2023 13:15","48002","44756"
"30.07.2023 13:15 - 30.07.2023 13:30","47427","44250"
"30.07.2023 13:30 - 30.07.2023 13:45","47167","44096"
"30.07.2023 13:45 - 30.07.2023 14:00","46789","43639"
"30.07.2023 14:00 - 30.07.2023 14:15","46457","43115"
"30.07.2023 14:15 - 30.07.2023 14:30","46301","42831"
"30.07.2023 14:30 - 30.07.2023 14:45","45810","42480"
"30.07.2023 14:45 - 30.07.2023 15:00","45832","42021"
"30.07.2023 15:00 - 30.07.2023 15:15","45605","42005"
"30.07.2023 15:15 - 30.07.2023 15:30","45134","41744"
"30.07.2023 15:30 - 30.07.2023 15:45","44920","41665"
"30.07.2023 15:45 - 30.07.2023 16:00","44512","41371"
"30.07.2023 16:00 - 30.07.2023 16:15","44482","41276"
"30.07.2023 16:15 - 30.07.2023 16:30","44329","41020"
"30.07.2023 16:30 - 30.07.2023 16:45","44355","41180"
"30.07.2023 16:45 - 30.07.2023 17:00","44363","41200"
"30.07.2023 17:00 - 30.07.2023 17:15","44890","41904"
"30.07.2023 17:15 - 30.07.2023 17:30","44923","42283"
"30.07.2023 17:30 - 30.07.2023 17:45","44812","42649"
"30.07.2023 17:45 - 30.07.2023 18:00","44814","42765"
"30.07.2023 18:00 - 30.07.2023 18:15","44766","43689"
"30.07.2023 18:15 - 30.07.2023 18:30","43866","44190"
"30.07.2023 18:30 - 30.07.2023 18:45","43889","44627"
"30.07.2023 18:45 - 30.07.2023 19:00","43907","44900"
"30.07.2023 19:00 - 30.07.2023 19:15","44180","45393"
"30.07.2023 19:15 - 30.07.2023 19:30","43471","44936"
"30.07.2023 19:30 - 30.07.2023 19:45","43164","45184"
"30.07.2023 19:45 - 30.07.2023 20:00","42841","44721"
"30.07.2023 20:00 - 30.07.2023 20:15","42554","45048"
"30.07.2023 20:15 - 30.07.2023 20:30","42180","44474"
"30.07.2023 20:30 - 30.07.2023 20:45","42189","43270"
"30.07.2023 20:45 - 30.07.2023 21:00","42024","43024"
"30.07.2023 21:00 - 30.07.2023 21:15","41745","42802"
"30.07.2023 21:15 - 30.07.2023 21:30","41498","42704"
"30.07.2023 21:30 - 30.07.2023 21:45","41641","42872"
"30.07.2023 21:45 - 30.07.2023 22:00","41600","42875"
"30.07.2023 22:00 - 30.07.2023 22:15","41819","42858"
"30.07.2023 22:15 - 30.07.2023 22:30","41207","42759"
"30.07.2023 22:30 - 30.07.2023 22:45","40551","42208"
"30.07.2023 22:45 - 30.07.2023 23:00","39951","41537"
"30.07.2023 23:00 - 30.07.2023 23:15","38947","41254"
"30.07.2023 23:15 - 30.07.2023 23:30","38263","40966"
"30.07.2023 23:30 - 30.07.2023 23:45","37689","40150"
"30.07.2023 23:45 - 31.07.2023 00:00","37188","39791"
"31.07.2023 00:00 - 31.07.2023 00:15","36461","39373"
"31.07.2023 00:15 - 31.07.2023 00:30","36079","39180"
"31.07.2023 00:30 - 31.07.2023 00:45","35740","39146"
"31.07.2023 00:45 - 31.07.2023 01:00","35429","38895"
"31.07.2023 01:00 - 31.07.2023 01:15","35070","38572"
"31.07.2023 01:15 - 31.07.2023 01:30","34599","37954"
"31.07.2023 01:30 - 31.07.2023 01:45","34357","37636"
"31.07.2023 01:45 - 31.07.2023 02:00","34202","37488"
"31.07.2023 02:00 - 31.07.2023 02:15","34045","37586"
"31.07.2023 02:15 - 31.07.2023 02:30","33989","37420"
"31.07.2023 02:30 - 31.07.2023 02:45","33912","37482"
"31.07.2023 02:45 - 31.07.2023 03:00","33846","37355"
"31.07.2023 03:00 - 31.07.2023 03:15","33950","37328"
"31.07.2023 03:15 - 31.07.2023 03:30","34100","37174"
"31.07.2023 03:30 - 31.07.2023 03:45","34175","37583"
"31.07.2023 03:45 - 31.07.2023 04:00","34684","37617"
"31.07.2023 04:00 - 31.07.2023 04:15","35291","38071"
"31.07.2023 04:15 - 31.07.2023 04:30","35813","38183"
"31.07.2023 04:30 - 31.07.2023 04:45","36592","38497"
"31.07.2023 04:45 - 31.07.2023 05:00","37069","39311"
"31.07.2023 05:00 - 31.07.2023 05:15","38250","40823"
"31.07.2023 05:15 - 31.07.2023 05:30","38949","41493"
"31.07.2023 05:30 - 31.07.2023 05:45","39913","42279"
"31.07.2023 05:45 - 31.07.2023 06:00","41296","43564"
"31.07.2023 06:00 - 31.07.2023 06:15","43614","45879"
"31.07.2023 06:15 - 31.07.2023 06:30","45167","47299"
"31.07.2023 06:30 - 31.07.2023 06:45","46938","48374"
"31.07.2023 06:45 - 31.07.2023 07:00","48331","49637"
"31.07.2023 07:00 - 31.07.2023 07:15","49729","51381"
"31.07.2023 07:15 - 31.07.2023 07:30","50632","52401"
"31.07.2023 07:30 - 31.07.2023 07:45","51771","53748"
"31.07.2023 07:45 - 31.07.2023 08:00","52752","54711"
"31.07.2023 08:00 - 31.07.2023 08:15","53969","55568"
"31.07.2023 08:15 - 31.07.2023 08:30","54555","56411"
"31.07.2023 08:30 - 31.07.2023 08:45","55514","56777"
"31.07.2023 08:45 - 31.07.2023 09:00","55778","57328"
"31.07.2023 09:00 - 31.07.2023 09:15","56369","57529"
"31.07.2023 09:15 - 31.07.2023 09:30","57257","57718"
"31.07.2023 09:30 - 31.07.2023 09:45","57515","58331"
"31.07.2023 09:45 - 31.07.2023 10:00","57653","58523"
"31.07.2023 10:00 - 31.07.2023 10:15","58017","58908"
"31.07.2023 10:15 - 31.07.2023 10:30","58257","58956"
"31.07.2023 10:30 - 31.07.2023 10:45","58600","59064"
"31.07.2023 10:45 - 31.07.2023 11:00","58848","59389"
"31.07.2023 11:00 - 31.07.2023 11:15","59445","59798"
"31.07.2023 11:15 - 31.07.2023 11:30","59604","60035"
"31.07.2023 11:30 - 31.07.2023 11:45","59513","60606"
"31.07.2023 11:45 - 31.07.2023 12:00","59289","60852"
"31.07.2023 12:00 - 31.07.2023 12:15","59628","60818"
"31.07.2023 12:15 - 31.07.2023 12:30","59499","60567"
"31.07.2023 12:30 - 31.07.2023 12:45","59647","60337"
"31.07.2023 12:45 - 31.07.2023 13:00","59606","60408"
"31.07.2023 13:00 - 31.07.2023 13:15","59689","60566"
"31.07.2023 13:15 - 31.07.2023 13:30","59153","60542"
"31.07.2023 13:30 - 31.07.2023 13:45","58505","59875"
"31.07.2023 13:45 - 31.07.2023 14:00","58323","59478"
"31.07.2023 14:00 - 31.07.2023 14:15","58079","58952"
"31.07.2023 14:15 - 31.07.2023 14:30","57790","59062"
"31.07.2023 14:30 - 31.07.2023 14:45","57579","58591"
"31.07.2023 14:45 - 31.07.2023 15:00","57478","58319"
"31.07.2023 15:00 - 31.07.2023 15:15","56922","58055"
"31.07.2023 15:15 - 31.07.2023 15:30","56938","57800"
"31.07.2023 15:30 - 31.07.2023 15:45","56753","57603"
"31.07.2023 15:45 - 31.07.2023 16:00","56277","56971"
"31.07.2023 16:00 - 31.07.2023 16:15","55940","57027"
"31.07.2023 16:15 - 31.07.2023 16:30","55421","56688"
"31.07.2023 16:30 - 31.07.2023 16:45","55140","56473"
"31.07.2023 16:45 - 31.07.2023 17:00","54921","56356"
"31.07.2023 17:00 - 31.07.2023 17:15","55114","56431"
"31.07.2023 17:15 - 31.07.2023 17:30","55041","56287"
"31.07.2023 17:30 - 31.07.2023 17:45","55270","56639"
"31.07.2023 17:45 - 31.07.2023 18:00","55260","56470"
"31.07.2023 18:00 - 31.07.2023 18:15","54773","56281"
"31.07.2023 18:15 - 31.07.2023 18:30","54312","55882"
"31.07.2023 18:30 - 31.07.2023 18:45","54266","55793"
"31.07.2023 18:45 - 31.07.2023 19:00","54163","55526"
"31.07.2023 19:00 - 31.07.2023 19:15","53900","55346"
"31.07.2023 19:15 - 31.07.2023 19:30","53393","54473"
"31.07.2023 19:30 - 31.07.2023 19:45","52785","54059"
"31.07.2023 19:45 - 31.07.2023 20:00","52246","53763"
"31.07.2023 20:00 - 31.07.2023 20:15","51459","52935"
"31.07.2023 20:15 - 31.07.2023 20:30","50439","52225"
"31.07.2023 20:30 - 31.07.2023 20:45","49785","51855"
"31.07.2023 20:45 - 31.07.2023 21:00","49014","51489"
"31.07.2023 21:00 - 31.07.2023 21:15","48553","51463"
"31.07.2023 21:15 - 31.07.2023 21:30","47991","51354"
"31.07.2023 21:30 - 31.07.2023 21:45","47386","50689"
"31.07.2023 21:45 - 31.07.2023 22:00","46810","49799"
"31.07.2023 22:00 - 31.07.2023 22:15","46580","49110"
"31.07.2023 22:15 - 31.07.2023 22:30","45649","48358"
"31.07.2023 22:30 - 31.07.2023 22:45","44607","47636"
"31.07.2023 22:45 - 31.07.2023 23:00","43542","46807"
"31.07.2023 23:00 - 31.07.2023 23:15","42700","45785"
"31.07.2023 23:15 - 31.07.2023 23:30","42006","44952"
"31.07.2023 23:30 - 31.07.2023 23:45","41461","44363"
"31.07.2023 23:45 - 01.08.2023 00:00","40696","43972"
"01.08.2023 00:00 - 01.08.2023 00:15","39569","42880"
"01.08.2023 00:15 - 01.08.2023 00:30","38942","42208"
"01.08.2023 00:30 - 01.08.2023 00:45","38601","41632"
"01.08.2023 00:45 - 01.08.2023 01:00","38368","41174"
"01.08.2023 01:00 - 01.08.2023 01:15","37776","40818"
"01.08.2023 01:15 - 01.08.2023 01:30","37635","40410"
"01.08.2023 01:30 - 01.08.2023 01:45","37174","40269"
"01.08.2023 01:45 - 01.08.2023 02:00","36923","40092"
"01.08.2023 02:00 - 01.08.2023 02:15","36447","39745"
"01.08.2023 02:15 - 01.08.2023 02:30","36179","39232"
"01.08.2023 02:30 - 01.08.2023 02:45","36353","39164"
"01.08.2023 02:45 - 01.08.2023 03:00","36420","39043"
"01.08.2023 03:00 - 01.08.2023 03:15","36848","39061"
"01.08.2023 03:15 - 01.08.2023 03:30","36768","39132"
"01.08.2023 03:30 - 01.08.2023 03:45","36753","39242"
"01.08.2023 03:45 - 01.08.2023 04:00","37020","39405"
"01.08.2023 04:00 - 01.08.2023 04:15","37345","39661"
"01.08.2023 04:15 - 01.08.2023 04:30","37690","40127"
"01.08.2023 04:30 - 01.08.2023 04:45","38199","40409"
"01.08.2023 04:45 - 01.08.2023 05:00","38735","40595"
"01.08.2023 05:00 - 01.08.2023 05:15","40060","41577"
"01.08.2023 05:15 - 01.08.2023 05:30","40684","42604"
"01.08.2023 05:30 - 01.08.2023 05:45","41630","43528"
"01.08.2023 05:45 - 01.08.2023 06:00","42665","44672"
"01.08.2023 06:00 - 01.08.2023 06:15","44315","47278"
"01.08.2023 06:15 - 01.08.2023 06:30","46067","48600"
"01.08.2023 06:30 - 01.08.2023 06:45","47329","49924"
"01.08.2023 06:45 - 01.08.2023 07:00","48307","51320"
"01.08.2023 07:00 - 01.08.2023 07:15","49975","52900"
"01.08.2023 07:15 - 01.08.2023 07:30","52056","53867"
"01.08.2023 07:30 - 01.08.2023 07:45","53056","54537"
"01.08.2023 07:45 - 01.08.2023 08:00","53992","55313"
"01.08.2023 08:00 - 01.08.2023 08:15","55087","56311"
"01.08.2023 08:15 - 01.08.2023 08:30","55701","56757"
"01.08.2023 08:30 - 01.08.2023 08:45","56500","57594"
"01.08.2023 08:45 - 01.08.2023 09:00","56979","58022"
"01.08.2023 09:00 - 01.08.2023 09:15","57346","58022"
"01.08.2023 09:15 - 01.08.2023 09:30","58247","58648"
"01.08.2023 09:30 - 01.08.2023 09:45","58444","59268"
"01.08.2023 09:45 - 01.08.2023 10:00","58508","59617"
"01.08.2023 10:00 - 01.08.2023 10:15","58641","59746"
"01.08.2023 10:15 - 01.08.2023 10:30","58813","59937"
"01.08.2023 10:30 - 01.08.2023 10:45","58965","59958"
"01.08.2023 10:45 - 01.08.2023 11:00","59055","60052"
"01.08.2023 11:00 - 01.08.2023 11:15","59648","60611"
"01.08.2023 11:15 - 01.08.2023 11:30","59618","61333"
"01.08.2023 11:30 - 01.08.2023 11:45","59466","62023"
"01.08.2023 11:45 - 01.08.2023 12:00","59348","62151"
"01.08.2023 12:00 - 01.08.2023 12:15","59479","61384"
"01.08.2023 12:15 - 01.08.2023 12:30","59472","60680"
"01.08.2023 12:30 - 01.08.2023 12:45","59508","59890"
"01.08.2023 12:45 - 01.08.2023 13:00","59692","59490"
"01.08.2023 13:00 - 01.08.2023 13:15","59695","59203"
"01.08.2023 13:15 - 01.08.2023 13:30","59190","59135"
"01.08.2023 13:30 - 01.08.2023 13:45","58885","59057"
"01.08.2023 13:45 - 01.08.2023 14:00","58583","58091"
"01.08.2023 14:00 - 01.08.2023 14:15","58311","57429"
"01.08.2023 14:15 - 01.08.2023 14:30","58242","57156"
"01.08.2023 14:30 - 01.08.2023 14:45","57907","57283"
"01.08.2023 14:45 - 01.08.2023 15:00","57713","56761"
"01.08.2023 15:00 - 01.08.2023 15:15","57006","56814"
"01.08.2023 15:15 - 01.08.2023 15:30","56928","56819"
"01.08.2023 15:30 - 01.08.2023 15:45","56635","56184"
"01.08.2023 15:45 - 01.08.2023 16:00","56115","55920"
"01.08.2023 16:00 - 01.08.2023 16:15","55701","55845"
"01.08.2023 16:15 - 01.08.2023 16:30","55220","56065"
"01.08.2023 16:30 - 01.08.2023 16:45","54922","55813"
"01.08.2023 16:45 - 01.08.2023 17:00","54657","55726"
"01.08.2023 17:00 - 01.08.2023 17:15","54729","55831"
"01.08.2023 17:15 - 01.08.2023 17:30","54759","55717"
"01.08.2023 17:30 - 01.08.2023 17:45","55078","55828"
"01.08.2023 17:45 - 01.08.2023 18:00","55143","56039"
"01.08.2023 18:00 - 01.08.2023 18:15","54754","56061"
"01.08.2023 18:15 - 01.08.2023 18:30","54357","55950"
"01.08.2023 18:30 - 01.08.2023 18:45","54317","55761"
"01.08.2023 18:45 - 01.08.2023 19:00","54303","55560"
