"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"09.05.2020 04:00 - 09.05.2020 04:15","39209","37664"
"09.05.2020 04:15 - 09.05.2020 04:30","39121","37770"
"09.05.2020 04:30 - 09.05.2020 04:45","39127","37853"
"09.05.2020 04:45 - 09.05.2020 05:00","39304","37914"
"09.05.2020 05:00 - 09.05.2020 05:15","39626","38419"
"09.05.2020 05:15 - 09.05.2020 05:30","39518","38180"
"09.05.2020 05:30 - 09.05.2020 05:45","39507","38311"
"09.05.2020 05:45 - 09.05.2020 06:00","39490","38317"
"09.05.2020 06:00 - 09.05.2020 06:15","39855","38918"
"09.05.2020 06:15 - 09.05.2020 06:30","40166","39117"
"09.05.2020 06:30 - 09.05.2020 06:45","40608","39611"
"09.05.2020 06:45 - 09.05.2020 07:00","41126","40270"
"09.05.2020 07:00 - 09.05.2020 07:15","42049","41280"
"09.05.2020 07:15 - 09.05.2020 07:30","42861","41976"
"09.05.2020 07:30 - 09.05.2020 07:45","43789","42953"
"09.05.2020 07:45 - 09.05.2020 08:00","44832","43989"
"09.05.2020 08:00 - 09.05.2020 08:15","45789","45018"
"09.05.2020 08:15 - 09.05.2020 08:30","46720","45798"
"09.05.2020 08:30 - 09.05.2020 08:45","47356","46603"
"09.05.2020 08:45 - 09.05.2020 09:00","48256","47469"
"09.05.2020 09:00 - 09.05.2020 09:15","48687","47962"
"09.05.2020 09:15 - 09.05.2020 09:30","49323","48877"
"09.05.2020 09:30 - 09.05.2020 09:45","50200","49712"
"09.05.2020 09:45 - 09.05.2020 10:00","50636","50315"
"09.05.2020 10:00 - 09.05.2020 10:15","50902","50926"
"09.05.2020 10:15 - 09.05.2020 10:30","51376","51103"
"09.05.2020 10:30 - 09.05.2020 10:45","51730","51524"
"09.05.2020 10:45 - 09.05.2020 11:00","51912","51659"
"09.05.2020 11:00 - 09.05.2020 11:15","52344","52022"
"09.05.2020 11:15 - 09.05.2020 11:30","52606","52399"
"09.05.2020 11:30 - 09.05.2020 11:45","52857","52593"
"09.05.2020 11:45 - 09.05.2020 12:00","52827","52654"
"09.05.2020 12:00 - 09.05.2020 12:15","52269","52274"
"09.05.2020 12:15 - 09.05.2020 12:30","52008","52167"
"09.05.2020 12:30 - 09.05.2020 12:45","51946","52263"
"09.05.2020 12:45 - 09.05.2020 13:00","51834","51622"
"09.05.2020 13:00 - 09.05.2020 13:15","50881","51188"
"09.05.2020 13:15 - 09.05.2020 13:30","50760","50898"
"09.05.2020 13:30 - 09.05.2020 13:45","49966","50276"
"09.05.2020 13:45 - 09.05.2020 14:00","49682","49878"
"09.05.2020 14:00 - 09.05.2020 14:15","49351","49131"
"09.05.2020 14:15 - 09.05.2020 14:30","48813","48496"
"09.05.2020 14:30 - 09.05.2020 14:45","48923","48135"
"09.05.2020 14:45 - 09.05.2020 15:00","48455","47772"
"09.05.2020 15:00 - 09.05.2020 15:15","48476","47729"
"09.05.2020 15:15 - 09.05.2020 15:30","48245","47717"
"09.05.2020 15:30 - 09.05.2020 15:45","48153","47359"
"09.05.2020 15:45 - 09.05.2020 16:00","47930","47271"
"09.05.2020 16:00 - 09.05.2020 16:15","47960","47365"
"09.05.2020 16:15 - 09.05.2020 16:30","47752","47147"
"09.05.2020 16:30 - 09.05.2020 16:45","47874","46658"
"09.05.2020 16:45 - 09.05.2020 17:00","47762","46787"
"09.05.2020 17:00 - 09.05.2020 17:15","48388","47082"
"09.05.2020 17:15 - 09.05.2020 17:30","48572","47479"
"09.05.2020 17:30 - 09.05.2020 17:45","49156","47758"
"09.05.2020 17:45 - 09.05.2020 18:00","49564","47926"
"09.05.2020 18:00 - 09.05.2020 18:15","50053","48198"
"09.05.2020 18:15 - 09.05.2020 18:30","50054","48209"
"09.05.2020 18:30 - 09.05.2020 18:45","50029","48292"
"09.05.2020 18:45 - 09.05.2020 19:00","50043","47948"
"09.05.2020 19:00 - 09.05.2020 19:15","49916","48306"
"09.05.2020 19:15 - 09.05.2020 19:30","49618","48015"
"09.05.2020 19:30 - 09.05.2020 19:45","49511","47764"
"09.05.2020 19:45 - 09.05.2020 20:00","49205","47729"
"09.05.2020 20:00 - 09.05.2020 20:15","48586","47632"
"09.05.2020 20:15 - 09.05.2020 20:30","47980","47464"
"09.05.2020 20:30 - 09.05.2020 20:45","47677","47268"
"09.05.2020 20:45 - 09.05.2020 21:00","47394","46763"
"09.05.2020 21:00 - 09.05.2020 21:15","47252","46879"
"09.05.2020 21:15 - 09.05.2020 21:30","47056","46648"
"09.05.2020 21:30 - 09.05.2020 21:45","46719","46651"
"09.05.2020 21:45 - 09.05.2020 22:00","46604","46430"
"09.05.2020 22:00 - 09.05.2020 22:15","46439","46141"
"09.05.2020 22:15 - 09.05.2020 22:30","45839","45501"
"09.05.2020 22:30 - 09.05.2020 22:45","45062","44760"
"09.05.2020 22:45 - 09.05.2020 23:00","44378","44185"
"09.05.2020 23:00 - 09.05.2020 23:15","43389","43212"
"09.05.2020 23:15 - 09.05.2020 23:30","42708","42209"
"09.05.2020 23:30 - 09.05.2020 23:45","42086","41582"
"09.05.2020 23:45 - 10.05.2020 00:00","41431","40984"
"10.05.2020 00:00 - 10.05.2020 00:15","40557","39786"
"10.05.2020 00:15 - 10.05.2020 00:30","40066","38820"
"10.05.2020 00:30 - 10.05.2020 00:45","39414","38430"
"10.05.2020 00:45 - 10.05.2020 01:00","38970","38186"
"10.05.2020 01:00 - 10.05.2020 01:15","38271","37837"
"10.05.2020 01:15 - 10.05.2020 01:30","38065","37442"
"10.05.2020 01:30 - 10.05.2020 01:45","37531","37043"
"10.05.2020 01:45 - 10.05.2020 02:00","37271","36691"
"10.05.2020 02:00 - 10.05.2020 02:15","36893","36055"
"10.05.2020 02:15 - 10.05.2020 02:30","36723","35868"
"10.05.2020 02:30 - 10.05.2020 02:45","36566","35602"
"10.05.2020 02:45 - 10.05.2020 03:00","36405","35432"
"10.05.2020 03:00 - 10.05.2020 03:15","36456","35427"
"10.05.2020 03:15 - 10.05.2020 03:30","36442","35441"
"10.05.2020 03:30 - 10.05.2020 03:45","36315","35363"
"10.05.2020 03:45 - 10.05.2020 04:00","36184","35568"
"10.05.2020 04:00 - 10.05.2020 04:15","36405","35755"
"10.05.2020 04:15 - 10.05.2020 04:30","36399","35753"
"10.05.2020 04:30 - 10.05.2020 04:45","36400","35773"
"10.05.2020 04:45 - 10.05.2020 05:00","36565","35661"
"10.05.2020 05:00 - 10.05.2020 05:15","36720","35624"
"10.05.2020 05:15 - 10.05.2020 05:30","36448","35597"
"10.05.2020 05:30 - 10.05.2020 05:45","36218","35523"
"10.05.2020 05:45 - 10.05.2020 06:00","36074","35130"
"10.05.2020 06:00 - 10.05.2020 06:15","36086","35498"
"10.05.2020 06:15 - 10.05.2020 06:30","35984","35740"
"10.05.2020 06:30 - 10.05.2020 06:45","36341","35965"
"10.05.2020 06:45 - 10.05.2020 07:00","36439","36503"
"10.05.2020 07:00 - 10.05.2020 07:15","37017","37084"
"10.05.2020 07:15 - 10.05.2020 07:30","37590","37500"
"10.05.2020 07:30 - 10.05.2020 07:45","38308","38220"
"10.05.2020 07:45 - 10.05.2020 08:00","39292","38975"
"10.05.2020 08:00 - 10.05.2020 08:15","39788","40129"
"10.05.2020 08:15 - 10.05.2020 08:30","40772","41102"
"10.05.2020 08:30 - 10.05.2020 08:45","41596","41775"
"10.05.2020 08:45 - 10.05.2020 09:00","42105","42549"
"10.05.2020 09:00 - 10.05.2020 09:15","42650","43025"
"10.05.2020 09:15 - 10.05.2020 09:30","43417","43726"
"10.05.2020 09:30 - 10.05.2020 09:45","43933","44265"
"10.05.2020 09:45 - 10.05.2020 10:00","44426","44907"
"10.05.2020 10:00 - 10.05.2020 10:15","44896","45461"
"10.05.2020 10:15 - 10.05.2020 10:30","45797","45872"
"10.05.2020 10:30 - 10.05.2020 10:45","46265","46455"
"10.05.2020 10:45 - 10.05.2020 11:00","46824","47130"
"10.05.2020 11:00 - 10.05.2020 11:15","47527","48002"
"10.05.2020 11:15 - 10.05.2020 11:30","48455","48700"
"10.05.2020 11:30 - 10.05.2020 11:45","48854","49064"
"10.05.2020 11:45 - 10.05.2020 12:00","48929","49216"
"10.05.2020 12:00 - 10.05.2020 12:15","48376","49062"
"10.05.2020 12:15 - 10.05.2020 12:30","47706","48821"
"10.05.2020 12:30 - 10.05.2020 12:45","47401","48610"
"10.05.2020 12:45 - 10.05.2020 13:00","47147","47878"
"10.05.2020 13:00 - 10.05.2020 13:15","46559","47399"
"10.05.2020 13:15 - 10.05.2020 13:30","46540","47284"
"10.05.2020 13:30 - 10.05.2020 13:45","45288","46530"
"10.05.2020 13:45 - 10.05.2020 14:00","44994","46159"
"10.05.2020 14:00 - 10.05.2020 14:15","44563","45662"
"10.05.2020 14:15 - 10.05.2020 14:30","44543","45526"
"10.05.2020 14:30 - 10.05.2020 14:45","44193","45262"
"10.05.2020 14:45 - 10.05.2020 15:00","43861","45219"
"10.05.2020 15:00 - 10.05.2020 15:15","44066","44436"
"10.05.2020 15:15 - 10.05.2020 15:30","43744","44021"
"10.05.2020 15:30 - 10.05.2020 15:45","43564","43933"
"10.05.2020 15:45 - 10.05.2020 16:00","43385","43653"
"10.05.2020 16:00 - 10.05.2020 16:15","43502","43724"
"10.05.2020 16:15 - 10.05.2020 16:30","43209","43286"
"10.05.2020 16:30 - 10.05.2020 16:45","43752","43116"
"10.05.2020 16:45 - 10.05.2020 17:00","43750","43560"
"10.05.2020 17:00 - 10.05.2020 17:15","44371","43996"
"10.05.2020 17:15 - 10.05.2020 17:30","44658","44716"
"10.05.2020 17:30 - 10.05.2020 17:45","45107","45428"
"10.05.2020 17:45 - 10.05.2020 18:00","45643","45593"
"10.05.2020 18:00 - 10.05.2020 18:15","46710","46538"
"10.05.2020 18:15 - 10.05.2020 18:30","47223","46709"
"10.05.2020 18:30 - 10.05.2020 18:45","47557","47259"
"10.05.2020 18:45 - 10.05.2020 19:00","47584","47162"
"10.05.2020 19:00 - 10.05.2020 19:15","47804","47810"
"10.05.2020 19:15 - 10.05.2020 19:30","47543","48035"
"10.05.2020 19:30 - 10.05.2020 19:45","47541","47996"
"10.05.2020 19:45 - 10.05.2020 20:00","47573","48004"
"10.05.2020 20:00 - 10.05.2020 20:15","47568","48138"
"10.05.2020 20:15 - 10.05.2020 20:30","47359","47984"
"10.05.2020 20:30 - 10.05.2020 20:45","47148","47860"
"10.05.2020 20:45 - 10.05.2020 21:00","46883","47559"
"10.05.2020 21:00 - 10.05.2020 21:15","46899","47519"
"10.05.2020 21:15 - 10.05.2020 21:30","46846","47433"
"10.05.2020 21:30 - 10.05.2020 21:45","46737","47810"
"10.05.2020 21:45 - 10.05.2020 22:00","46825","48104"
"10.05.2020 22:00 - 10.05.2020 22:15","46841","48026"
"10.05.2020 22:15 - 10.05.2020 22:30","46258","47642"
"10.05.2020 22:30 - 10.05.2020 22:45","45540","47066"
"10.05.2020 22:45 - 10.05.2020 23:00","44848","46463"
"10.05.2020 23:00 - 10.05.2020 23:15","43786","45396"
"10.05.2020 23:15 - 10.05.2020 23:30","42942","44706"
"10.05.2020 23:30 - 10.05.2020 23:45","42091","43899"
"10.05.2020 23:45 - 11.05.2020 00:00","41614","43103"
"11.05.2020 00:00 - 11.05.2020 00:15","39937","42751"
"11.05.2020 00:15 - 11.05.2020 00:30","39193","42302"
"11.05.2020 00:30 - 11.05.2020 00:45","38776","42373"
"11.05.2020 00:45 - 11.05.2020 01:00","38246","42178"
"11.05.2020 01:00 - 11.05.2020 01:15","37542","41752"
"11.05.2020 01:15 - 11.05.2020 01:30","37191","41237"
"11.05.2020 01:30 - 11.05.2020 01:45","36933","40707"
"11.05.2020 01:45 - 11.05.2020 02:00","36575","40610"
"11.05.2020 02:00 - 11.05.2020 02:15","36257","40168"
"11.05.2020 02:15 - 11.05.2020 02:30","36236","39769"
"11.05.2020 02:30 - 11.05.2020 02:45","36240","39901"
"11.05.2020 02:45 - 11.05.2020 03:00","36224","39922"
"11.05.2020 03:00 - 11.05.2020 03:15","36402","40013"
"11.05.2020 03:15 - 11.05.2020 03:30","36749","40059"
"11.05.2020 03:30 - 11.05.2020 03:45","36932","39877"
"11.05.2020 03:45 - 11.05.2020 04:00","37222","40207"
"11.05.2020 04:00 - 11.05.2020 04:15","37942","40809"
"11.05.2020 04:15 - 11.05.2020 04:30","38188","41511"
"11.05.2020 04:30 - 11.05.2020 04:45","38786","42107"
"11.05.2020 04:45 - 11.05.2020 05:00","39571","42865"
"11.05.2020 05:00 - 11.05.2020 05:15","40683","44256"
"11.05.2020 05:15 - 11.05.2020 05:30","41693","44924"
"11.05.2020 05:30 - 11.05.2020 05:45","42798","45939"
"11.05.2020 05:45 - 11.05.2020 06:00","44573","47645"
"11.05.2020 06:00 - 11.05.2020 06:15","47595","50699"
"11.05.2020 06:15 - 11.05.2020 06:30","49831","52206"
"11.05.2020 06:30 - 11.05.2020 06:45","51451","53641"
"11.05.2020 06:45 - 11.05.2020 07:00","53071","54959"
"11.05.2020 07:00 - 11.05.2020 07:15","54665","56922"
"11.05.2020 07:15 - 11.05.2020 07:30","56024","58088"
"11.05.2020 07:30 - 11.05.2020 07:45","57090","59262"
"11.05.2020 07:45 - 11.05.2020 08:00","58046","60398"
"11.05.2020 08:00 - 11.05.2020 08:15","59176","61346"
"11.05.2020 08:15 - 11.05.2020 08:30","59936","62266"
"11.05.2020 08:30 - 11.05.2020 08:45","60131","62760"
"11.05.2020 08:45 - 11.05.2020 09:00","60511","63012"
"11.05.2020 09:00 - 11.05.2020 09:15","60050","62582"
"11.05.2020 09:15 - 11.05.2020 09:30","60440","63116"
"11.05.2020 09:30 - 11.05.2020 09:45","60986","64018"
"11.05.2020 09:45 - 11.05.2020 10:00","61404","64650"
"11.05.2020 10:00 - 11.05.2020 10:15","61158","65354"
"11.05.2020 10:15 - 11.05.2020 10:30","61301","65940"
"11.05.2020 10:30 - 11.05.2020 10:45","61662","66285"
"11.05.2020 10:45 - 11.05.2020 11:00","62189","66701"
"11.05.2020 11:00 - 11.05.2020 11:15","62146","66750"
"11.05.2020 11:15 - 11.05.2020 11:30","62028","67154"
"11.05.2020 11:30 - 11.05.2020 11:45","62489","67740"
"11.05.2020 11:45 - 11.05.2020 12:00","62541","67945"
"11.05.2020 12:00 - 11.05.2020 12:15","62169","67481"
"11.05.2020 12:15 - 11.05.2020 12:30","62067","67161"
"11.05.2020 12:30 - 11.05.2020 12:45","62164","66799"
"11.05.2020 12:45 - 11.05.2020 13:00","62062","66983"
"11.05.2020 13:00 - 11.05.2020 13:15","61495","66901"
"11.05.2020 13:15 - 11.05.2020 13:30","61379","66121"
"11.05.2020 13:30 - 11.05.2020 13:45","60683","66053"
"11.05.2020 13:45 - 11.05.2020 14:00","60218","65539"
"11.05.2020 14:00 - 11.05.2020 14:15","59937","65642"
"11.05.2020 14:15 - 11.05.2020 14:30","59894","65179"
"11.05.2020 14:30 - 11.05.2020 14:45","59895","65204"
"11.05.2020 14:45 - 11.05.2020 15:00","59224","64861"
"11.05.2020 15:00 - 11.05.2020 15:15","59312","64394"
"11.05.2020 15:15 - 11.05.2020 15:30","58908","63979"
"11.05.2020 15:30 - 11.05.2020 15:45","58645","63360"
"11.05.2020 15:45 - 11.05.2020 16:00","58552","63477"
"11.05.2020 16:00 - 11.05.2020 16:15","58285","63371"
"11.05.2020 16:15 - 11.05.2020 16:30","57821","63066"
"11.05.2020 16:30 - 11.05.2020 16:45","57781","62459"
"11.05.2020 16:45 - 11.05.2020 17:00","57428","62694"
"11.05.2020 17:00 - 11.05.2020 17:15","57600","62899"
"11.05.2020 17:15 - 11.05.2020 17:30","57521","62175"
"11.05.2020 17:30 - 11.05.2020 17:45","57720","62557"
"11.05.2020 17:45 - 11.05.2020 18:00","57956","62623"
"11.05.2020 18:00 - 11.05.2020 18:15","58465","62280"
"11.05.2020 18:15 - 11.05.2020 18:30","58909","62095"
"11.05.2020 18:30 - 11.05.2020 18:45","58977","61975"
"11.05.2020 18:45 - 11.05.2020 19:00","58853","61919"
"11.05.2020 19:00 - 11.05.2020 19:15","58806","61705"
"11.05.2020 19:15 - 11.05.2020 19:30","58788","61108"
"11.05.2020 19:30 - 11.05.2020 19:45","58591","60792"
"11.05.2020 19:45 - 11.05.2020 20:00","58328","60450"
"11.05.2020 20:00 - 11.05.2020 20:15","57678","59471"
"11.05.2020 20:15 - 11.05.2020 20:30","56861","58577"
"11.05.2020 20:30 - 11.05.2020 20:45","56616","58146"
"11.05.2020 20:45 - 11.05.2020 21:00","55968","57883"
"11.05.2020 21:00 - 11.05.2020 21:15","55571","57445"
"11.05.2020 21:15 - 11.05.2020 21:30","55016","57227"
"11.05.2020 21:30 - 11.05.2020 21:45","54668","56869"
"11.05.2020 21:45 - 11.05.2020 22:00","54005","56417"
"11.05.2020 22:00 - 11.05.2020 22:15","53499","55648"
"11.05.2020 22:15 - 11.05.2020 22:30","52687","54780"
"11.05.2020 22:30 - 11.05.2020 22:45","51431","53718"
"11.05.2020 22:45 - 11.05.2020 23:00","50423","52833"
"11.05.2020 23:00 - 11.05.2020 23:15","49399","51751"
"11.05.2020 23:15 - 11.05.2020 23:30","48415","50718"
"11.05.2020 23:30 - 11.05.2020 23:45","47461","49608"
"11.05.2020 23:45 - 12.05.2020 00:00","46750","48991"
"12.05.2020 00:00 - 12.05.2020 00:15","46386","48271"
"12.05.2020 00:15 - 12.05.2020 00:30","45876","47862"
"12.05.2020 00:30 - 12.05.2020 00:45","45236","47537"
"12.05.2020 00:45 - 12.05.2020 01:00","44845","46772"
"12.05.2020 01:00 - 12.05.2020 01:15","44738","45957"
"12.05.2020 01:15 - 12.05.2020 01:30","44329","45693"
"12.05.2020 01:30 - 12.05.2020 01:45","43991","45497"
"12.05.2020 01:45 - 12.05.2020 02:00","44128","45094"
"12.05.2020 02:00 - 12.05.2020 02:15","43334","44816"
"12.05.2020 02:15 - 12.05.2020 02:30","43315","44622"
"12.05.2020 02:30 - 12.05.2020 02:45","43234","44751"
"12.05.2020 02:45 - 12.05.2020 03:00","43342","44649"
"12.05.2020 03:00 - 12.05.2020 03:15","43494","44536"
"12.05.2020 03:15 - 12.05.2020 03:30","43610","44741"
"12.05.2020 03:30 - 12.05.2020 03:45","43544","44449"
"12.05.2020 03:45 - 12.05.2020 04:00","43685","44646"
"12.05.2020 04:00 - 12.05.2020 04:15","44178","45006"
"12.05.2020 04:15 - 12.05.2020 04:30","44425","45052"
"12.05.2020 04:30 - 12.05.2020 04:45","44881","45517"
"12.05.2020 04:45 - 12.05.2020 05:00","45438","46222"
"12.05.2020 05:00 - 12.05.2020 05:15","46499","47277"
"12.05.2020 05:15 - 12.05.2020 05:30","47079","47554"
"12.05.2020 05:30 - 12.05.2020 05:45","47892","48161"
"12.05.2020 05:45 - 12.05.2020 06:00","48982","49322"
"12.05.2020 06:00 - 12.05.2020 06:15","51505","51995"
"12.05.2020 06:15 - 12.05.2020 06:30","53168","53705"
"12.05.2020 06:30 - 12.05.2020 06:45","54620","54726"
"12.05.2020 06:45 - 12.05.2020 07:00","55775","55472"
"12.05.2020 07:00 - 12.05.2020 07:15","56918","56790"
"12.05.2020 07:15 - 12.05.2020 07:30","57756","58056"
"12.05.2020 07:30 - 12.05.2020 07:45","59003","59036"
"12.05.2020 07:45 - 12.05.2020 08:00","59701","59986"
"12.05.2020 08:00 - 12.05.2020 08:15","60528","61001"
"12.05.2020 08:15 - 12.05.2020 08:30","60855","61348"
"12.05.2020 08:30 - 12.05.2020 08:45","60986","61974"
"12.05.2020 08:45 - 12.05.2020 09:00","61201","62389"
"12.05.2020 09:00 - 12.05.2020 09:15","61027","62400"
"12.05.2020 09:15 - 12.05.2020 09:30","61332","62937"
"12.05.2020 09:30 - 12.05.2020 09:45","62032","63576"
"12.05.2020 09:45 - 12.05.2020 10:00","62523","63993"
"12.05.2020 10:00 - 12.05.2020 10:15","62418","63712"
"12.05.2020 10:15 - 12.05.2020 10:30","62510","63994"
"12.05.2020 10:30 - 12.05.2020 10:45","62861","64294"
"12.05.2020 10:45 - 12.05.2020 11:00","63316","64614"
"12.05.2020 11:00 - 12.05.2020 11:15","63208","64327"
"12.05.2020 11:15 - 12.05.2020 11:30","63584","64913"
"12.05.2020 11:30 - 12.05.2020 11:45","63907","65758"
"12.05.2020 11:45 - 12.05.2020 12:00","63780","65751"
"12.05.2020 12:00 - 12.05.2020 12:15","63419","65307"
"12.05.2020 12:15 - 12.05.2020 12:30","63256","65013"
"12.05.2020 12:30 - 12.05.2020 12:45","63331","64933"
"12.05.2020 12:45 - 12.05.2020 13:00","63242","65240"
"12.05.2020 13:00 - 12.05.2020 13:15","62675","65156"
"12.05.2020 13:15 - 12.05.2020 13:30","62357","64601"
"12.05.2020 13:30 - 12.05.2020 13:45","61804","63810"
"12.05.2020 13:45 - 12.05.2020 14:00","61220","63305"
"12.05.2020 14:00 - 12.05.2020 14:15","61124","62851"
"12.05.2020 14:15 - 12.05.2020 14:30","60820","62621"
"12.05.2020 14:30 - 12.05.2020 14:45","60826","62488"
"12.05.2020 14:45 - 12.05.2020 15:00","60407","62090"
"12.05.2020 15:00 - 12.05.2020 15:15","60445","61894"
"12.05.2020 15:15 - 12.05.2020 15:30","59974","61558"
"12.05.2020 15:30 - 12.05.2020 15:45","59706","61358"
"12.05.2020 15:45 - 12.05.2020 16:00","59426","60896"
"12.05.2020 16:00 - 12.05.2020 16:15","59088","60732"
"12.05.2020 16:15 - 12.05.2020 16:30","58855","60872"
"12.05.2020 16:30 - 12.05.2020 16:45","58949","60902"
"12.05.2020 16:45 - 12.05.2020 17:00","58642","60471"
"12.05.2020 17:00 - 12.05.2020 17:15","58869","60172"
"12.05.2020 17:15 - 12.05.2020 17:30","58966","60153"
"12.05.2020 17:30 - 12.05.2020 17:45","59183","59957"
"12.05.2020 17:45 - 12.05.2020 18:00","59470","60164"
"12.05.2020 18:00 - 12.05.2020 18:15","59600","60742"
"12.05.2020 18:15 - 12.05.2020 18:30","59883","60272"
"12.05.2020 18:30 - 12.05.2020 18:45","59917","59824"
"12.05.2020 18:45 - 12.05.2020 19:00","59865","59830"
"12.05.2020 19:00 - 12.05.2020 19:15","59960","59710"
"12.05.2020 19:15 - 12.05.2020 19:30","59651","59439"
"12.05.2020 19:30 - 12.05.2020 19:45","59534","58950"
"12.05.2020 19:45 - 12.05.2020 20:00","59460","58416"
"12.05.2020 20:00 - 12.05.2020 20:15","58698","57659"
"12.05.2020 20:15 - 12.05.2020 20:30","58071","57143"
"12.05.2020 20:30 - 12.05.2020 20:45","57556","56800"
"12.05.2020 20:45 - 12.05.2020 21:00","57096","56323"
"12.05.2020 21:00 - 12.05.2020 21:15","56607","55873"
"12.05.2020 21:15 - 12.05.2020 21:30","56186","55378"
"12.05.2020 21:30 - 12.05.2020 21:45","55584","54793"
"12.05.2020 21:45 - 12.05.2020 22:00","54960","54212"
"12.05.2020 22:00 - 12.05.2020 22:15","54641","53754"
"12.05.2020 22:15 - 12.05.2020 22:30","53698","52856"
"12.05.2020 22:30 - 12.05.2020 22:45","52540","51803"
"12.05.2020 22:45 - 12.05.2020 23:00","51563","51024"
"12.05.2020 23:00 - 12.05.2020 23:15","50406","49906"
"12.05.2020 23:15 - 12.05.2020 23:30","49497","48966"
"12.05.2020 23:30 - 12.05.2020 23:45","48594","47872"
"12.05.2020 23:45 - 13.05.2020 00:00","47878","47240"
"13.05.2020 00:00 - 13.05.2020 00:15","46984","46400"
"13.05.2020 00:15 - 13.05.2020 00:30","46230","46122"
"13.05.2020 00:30 - 13.05.2020 00:45","45682","45761"
"13.05.2020 00:45 - 13.05.2020 01:00","45253","45217"
"13.05.2020 01:00 - 13.05.2020 01:15","44835","44389"
"13.05.2020 01:15 - 13.05.2020 01:30","44460","43997"
"13.05.2020 01:30 - 13.05.2020 01:45","44027","43719"
"13.05.2020 01:45 - 13.05.2020 02:00","44076","43423"
"13.05.2020 02:00 - 13.05.2020 02:15","43438","43054"
"13.05.2020 02:15 - 13.05.2020 02:30","43369","42845"
"13.05.2020 02:30 - 13.05.2020 02:45","43365","43131"
"13.05.2020 02:45 - 13.05.2020 03:00","43490","43174"
"13.05.2020 03:00 - 13.05.2020 03:15","43647","43014"
"13.05.2020 03:15 - 13.05.2020 03:30","43740","43024"
"13.05.2020 03:30 - 13.05.2020 03:45","43830","42909"
"13.05.2020 03:45 - 13.05.2020 04:00","44004","43123"
"13.05.2020 04:00 - 13.05.2020 04:15","44634","43635"
"13.05.2020 04:15 - 13.05.2020 04:30","44894","43982"
"13.05.2020 04:30 - 13.05.2020 04:45","45354","44598"
"13.05.2020 04:45 - 13.05.2020 05:00","45940","45442"
"13.05.2020 05:00 - 13.05.2020 05:15","46919","47019"
"13.05.2020 05:15 - 13.05.2020 05:30","47428","47371"
"13.05.2020 05:30 - 13.05.2020 05:45","48096","47530"
"13.05.2020 05:45 - 13.05.2020 06:00","49221","48503"
"13.05.2020 06:00 - 13.05.2020 06:15","51799","50923"
"13.05.2020 06:15 - 13.05.2020 06:30","53591","52332"
"13.05.2020 06:30 - 13.05.2020 06:45","54940","53485"
"13.05.2020 06:45 - 13.05.2020 07:00","56154","54677"
"13.05.2020 07:00 - 13.05.2020 07:15","57465","56221"
"13.05.2020 07:15 - 13.05.2020 07:30","58344","57359"
"13.05.2020 07:30 - 13.05.2020 07:45","58731","58153"
"13.05.2020 07:45 - 13.05.2020 08:00","59745","58876"
"13.05.2020 08:00 - 13.05.2020 08:15","60361","60008"
"13.05.2020 08:15 - 13.05.2020 08:30","60882","60708"
"13.05.2020 08:30 - 13.05.2020 08:45","61416","60934"
"13.05.2020 08:45 - 13.05.2020 09:00","61619","61164"
"13.05.2020 09:00 - 13.05.2020 09:15","60833","62080"
"13.05.2020 09:15 - 13.05.2020 09:30","60925","62332"
"13.05.2020 09:30 - 13.05.2020 09:45","61456","62037"
"13.05.2020 09:45 - 13.05.2020 10:00","62139","61824"
"13.05.2020 10:00 - 13.05.2020 10:15","61891","62242"
"13.05.2020 10:15 - 13.05.2020 10:30","62078","62549"
"13.05.2020 10:30 - 13.05.2020 10:45","62552","62516"
"13.05.2020 10:45 - 13.05.2020 11:00","62946","62735"
"13.05.2020 11:00 - 13.05.2020 11:15","63143","63718"
"13.05.2020 11:15 - 13.05.2020 11:30","63564","64391"
"13.05.2020 11:30 - 13.05.2020 11:45","63808","64698"
"13.05.2020 11:45 - 13.05.2020 12:00","64023","64669"
"13.05.2020 12:00 - 13.05.2020 12:15","63626","64522"
"13.05.2020 12:15 - 13.05.2020 12:30","63184","64066"
"13.05.2020 12:30 - 13.05.2020 12:45","62951","63463"
"13.05.2020 12:45 - 13.05.2020 13:00","62921","63476"
"13.05.2020 13:00 - 13.05.2020 13:15","63032","62963"
"13.05.2020 13:15 - 13.05.2020 13:30","62507","62641"
"13.05.2020 13:30 - 13.05.2020 13:45","62243","62017"
"13.05.2020 13:45 - 13.05.2020 14:00","61437","61131"
"13.05.2020 14:00 - 13.05.2020 14:15","61383","61548"
"13.05.2020 14:15 - 13.05.2020 14:30","61134","61564"
"13.05.2020 14:30 - 13.05.2020 14:45","61064","61050"
"13.05.2020 14:45 - 13.05.2020 15:00","60597","60822"
"13.05.2020 15:00 - 13.05.2020 15:15","60643","60676"
"13.05.2020 15:15 - 13.05.2020 15:30","60352","60187"
"13.05.2020 15:30 - 13.05.2020 15:45","60178","60049"
"13.05.2020 15:45 - 13.05.2020 16:00","60028","59479"
"13.05.2020 16:00 - 13.05.2020 16:15","59930","59427"
"13.05.2020 16:15 - 13.05.2020 16:30","59374","58903"
"13.05.2020 16:30 - 13.05.2020 16:45","59438","58936"
