"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"23.03.2021 18:30 - 23.03.2021 18:45","66811","69268"
"23.03.2021 18:45 - 23.03.2021 19:00","66721","70428"
"23.03.2021 19:00 - 23.03.2021 19:15","67222","71280"
"23.03.2021 19:15 - 23.03.2021 19:30","66509","71282"
"23.03.2021 19:30 - 23.03.2021 19:45","66335","70634"
"23.03.2021 19:45 - 23.03.2021 20:00","65796","69801"
"23.03.2021 20:00 - 23.03.2021 20:15","64814","68237"
"23.03.2021 20:15 - 23.03.2021 20:30","63879","67042"
"23.03.2021 20:30 - 23.03.2021 20:45","63475","66197"
"23.03.2021 20:45 - 23.03.2021 21:00","62540","65598"
"23.03.2021 21:00 - 23.03.2021 21:15","61636","64700"
"23.03.2021 21:15 - 23.03.2021 21:30","60925","64013"
"23.03.2021 21:30 - 23.03.2021 21:45","59856","63019"
"23.03.2021 21:45 - 23.03.2021 22:00","59473","62162"
"23.03.2021 22:00 - 23.03.2021 22:15","59159","61918"
"23.03.2021 22:15 - 23.03.2021 22:30","58444","61193"
"23.03.2021 22:30 - 23.03.2021 22:45","58146","60399"
"23.03.2021 22:45 - 23.03.2021 23:00","56774","59324"
"23.03.2021 23:00 - 23.03.2021 23:15","55775","58030"
"23.03.2021 23:15 - 23.03.2021 23:30","54915","57084"
"23.03.2021 23:30 - 23.03.2021 23:45","54206","56155"
"23.03.2021 23:45 - 24.03.2021 00:00","53878","55870"
"24.03.2021 00:00 - 24.03.2021 00:15","51197","54557"
"24.03.2021 00:15 - 24.03.2021 00:30","50336","53951"
"24.03.2021 00:30 - 24.03.2021 00:45","49940","53155"
"24.03.2021 00:45 - 24.03.2021 01:00","49531","53001"
"24.03.2021 01:00 - 24.03.2021 01:15","48897","52198"
"24.03.2021 01:15 - 24.03.2021 01:30","48478","51625"
"24.03.2021 01:30 - 24.03.2021 01:45","48292","51488"
"24.03.2021 01:45 - 24.03.2021 02:00","48015","51354"
"24.03.2021 02:00 - 24.03.2021 02:15","47759","50954"
"24.03.2021 02:15 - 24.03.2021 02:30","47843","50705"
"24.03.2021 02:30 - 24.03.2021 02:45","47928","50993"
"24.03.2021 02:45 - 24.03.2021 03:00","47947","51215"
"24.03.2021 03:00 - 24.03.2021 03:15","47956","51589"
"24.03.2021 03:15 - 24.03.2021 03:30","48164","51659"
"24.03.2021 03:30 - 24.03.2021 03:45","48193","51662"
"24.03.2021 03:45 - 24.03.2021 04:00","48391","52016"
"24.03.2021 04:00 - 24.03.2021 04:15","48657","52687"
"24.03.2021 04:15 - 24.03.2021 04:30","49077","53220"
"24.03.2021 04:30 - 24.03.2021 04:45","49333","53826"
"24.03.2021 04:45 - 24.03.2021 05:00","50018","54191"
"24.03.2021 05:00 - 24.03.2021 05:15","50915","55336"
"24.03.2021 05:15 - 24.03.2021 05:30","51408","56052"
"24.03.2021 05:30 - 24.03.2021 05:45","52337","57102"
"24.03.2021 05:45 - 24.03.2021 06:00","53527","58388"
"24.03.2021 06:00 - 24.03.2021 06:15","55951","60843"
"24.03.2021 06:15 - 24.03.2021 06:30","57439","62212"
"24.03.2021 06:30 - 24.03.2021 06:45","58424","63751"
"24.03.2021 06:45 - 24.03.2021 07:00","59426","64993"
"24.03.2021 07:00 - 24.03.2021 07:15","60829","66202"
"24.03.2021 07:15 - 24.03.2021 07:30","61847","67244"
"24.03.2021 07:30 - 24.03.2021 07:45","62641","67853"
"24.03.2021 07:45 - 24.03.2021 08:00","63229","68674"
"24.03.2021 08:00 - 24.03.2021 08:15","63996","69328"
"24.03.2021 08:15 - 24.03.2021 08:30","64412","69616"
"24.03.2021 08:30 - 24.03.2021 08:45","64917","69780"
"24.03.2021 08:45 - 24.03.2021 09:00","65297","70155"
"24.03.2021 09:00 - 24.03.2021 09:15","64897","69504"
"24.03.2021 09:15 - 24.03.2021 09:30","65256","69545"
"24.03.2021 09:30 - 24.03.2021 09:45","65948","69938"
"24.03.2021 09:45 - 24.03.2021 10:00","66237","70227"
"24.03.2021 10:00 - 24.03.2021 10:15","66415","69718"
"24.03.2021 10:15 - 24.03.2021 10:30","66932","69401"
"24.03.2021 10:30 - 24.03.2021 10:45","66963","69764"
"24.03.2021 10:45 - 24.03.2021 11:00","67203","69919"
"24.03.2021 11:00 - 24.03.2021 11:15","67806","70453"
"24.03.2021 11:15 - 24.03.2021 11:30","67983","70919"
"24.03.2021 11:30 - 24.03.2021 11:45","68000","71055"
"24.03.2021 11:45 - 24.03.2021 12:00","68191","70938"
"24.03.2021 12:00 - 24.03.2021 12:15","67927","70694"
"24.03.2021 12:15 - 24.03.2021 12:30","67823","69989"
"24.03.2021 12:30 - 24.03.2021 12:45","67371","69936"
"24.03.2021 12:45 - 24.03.2021 13:00","67439","70033"
"24.03.2021 13:00 - 24.03.2021 13:15","67120","69804"
"24.03.2021 13:15 - 24.03.2021 13:30","66619","69209"
"24.03.2021 13:30 - 24.03.2021 13:45","66289","68528"
"24.03.2021 13:45 - 24.03.2021 14:00","65649","67905"
"24.03.2021 14:00 - 24.03.2021 14:15","65299","68149"
"24.03.2021 14:15 - 24.03.2021 14:30","65042","67675"
"24.03.2021 14:30 - 24.03.2021 14:45","64914","67233"
"24.03.2021 14:45 - 24.03.2021 15:00","64671","67061"
"24.03.2021 15:00 - 24.03.2021 15:15","64432","66694"
"24.03.2021 15:15 - 24.03.2021 15:30","64147","66053"
"24.03.2021 15:30 - 24.03.2021 15:45","63969","65728"
"24.03.2021 15:45 - 24.03.2021 16:00","63647","65074"
"24.03.2021 16:00 - 24.03.2021 16:15","63200","64668"
"24.03.2021 16:15 - 24.03.2021 16:30","63369","63945"
"24.03.2021 16:30 - 24.03.2021 16:45","63301","63722"
"24.03.2021 16:45 - 24.03.2021 17:00","63145","63926"
"24.03.2021 17:00 - 24.03.2021 17:15","63241","64461"
"24.03.2021 17:15 - 24.03.2021 17:30","63468","64481"
"24.03.2021 17:30 - 24.03.2021 17:45","63801","64942"
"24.03.2021 17:45 - 24.03.2021 18:00","64015","65877"
"24.03.2021 18:00 - 24.03.2021 18:15","64076","66741"
"24.03.2021 18:15 - 24.03.2021 18:30","64361","67040"
"24.03.2021 18:30 - 24.03.2021 18:45","64654","67731"
"24.03.2021 18:45 - 24.03.2021 19:00","64887","69236"
"24.03.2021 19:00 - 24.03.2021 19:15","65179","70495"
"24.03.2021 19:15 - 24.03.2021 19:30","64927","70426"
"24.03.2021 19:30 - 24.03.2021 19:45","64821","69820"
"24.03.2021 19:45 - 24.03.2021 20:00","64433","69020"
"24.03.2021 20:00 - 24.03.2021 20:15","63421","67639"
"24.03.2021 20:15 - 24.03.2021 20:30","62441","66515"
"24.03.2021 20:30 - 24.03.2021 20:45","61672","65260"
"24.03.2021 20:45 - 24.03.2021 21:00","60995","64158"
"24.03.2021 21:00 - 24.03.2021 21:15","60136","63739"
"24.03.2021 21:15 - 24.03.2021 21:30","59488","62865"
"24.03.2021 21:30 - 24.03.2021 21:45","58818","61878"
"24.03.2021 21:45 - 24.03.2021 22:00","58181","60903"
"24.03.2021 22:00 - 24.03.2021 22:15","58067","61094"
"24.03.2021 22:15 - 24.03.2021 22:30","57312","60289"
"24.03.2021 22:30 - 24.03.2021 22:45","56530","59170"
"24.03.2021 22:45 - 24.03.2021 23:00","55474","58495"
"24.03.2021 23:00 - 24.03.2021 23:15","54327","57418"
"24.03.2021 23:15 - 24.03.2021 23:30","53492","56369"
"24.03.2021 23:30 - 24.03.2021 23:45","52671","55266"
"24.03.2021 23:45 - 25.03.2021 00:00","52069","54689"
"25.03.2021 00:00 - 25.03.2021 00:15","50937","53735"
"25.03.2021 00:15 - 25.03.2021 00:30","50179","52988"
"25.03.2021 00:30 - 25.03.2021 00:45","49741","52369"
"25.03.2021 00:45 - 25.03.2021 01:00","49336","51662"
"25.03.2021 01:00 - 25.03.2021 01:15","48810","50958"
"25.03.2021 01:15 - 25.03.2021 01:30","48366","50921"
"25.03.2021 01:30 - 25.03.2021 01:45","48171","50241"
"25.03.2021 01:45 - 25.03.2021 02:00","47950","50149"
"25.03.2021 02:00 - 25.03.2021 02:15","47697","49830"
"25.03.2021 02:15 - 25.03.2021 02:30","47630","49769"
"25.03.2021 02:30 - 25.03.2021 02:45","47708","49785"
"25.03.2021 02:45 - 25.03.2021 03:00","47748","49853"
"25.03.2021 03:00 - 25.03.2021 03:15","47702","50362"
"25.03.2021 03:15 - 25.03.2021 03:30","47843","50594"
"25.03.2021 03:30 - 25.03.2021 03:45","47962","50658"
"25.03.2021 03:45 - 25.03.2021 04:00","48143","50738"
"25.03.2021 04:00 - 25.03.2021 04:15","48409","51225"
"25.03.2021 04:15 - 25.03.2021 04:30","48774","51497"
"25.03.2021 04:30 - 25.03.2021 04:45","49171","51935"
"25.03.2021 04:45 - 25.03.2021 05:00","49779","52818"
"25.03.2021 05:00 - 25.03.2021 05:15","50670","54256"
"25.03.2021 05:15 - 25.03.2021 05:30","51224","55055"
"25.03.2021 05:30 - 25.03.2021 05:45","52081","56034"
"25.03.2021 05:45 - 25.03.2021 06:00","53312","57060"
"25.03.2021 06:00 - 25.03.2021 06:15","55890","59140"
"25.03.2021 06:15 - 25.03.2021 06:30","57200","60394"
"25.03.2021 06:30 - 25.03.2021 06:45","58307","61729"
"25.03.2021 06:45 - 25.03.2021 07:00","59299","62973"
"25.03.2021 07:00 - 25.03.2021 07:15","60777","64009"
"25.03.2021 07:15 - 25.03.2021 07:30","61592","65281"
"25.03.2021 07:30 - 25.03.2021 07:45","62382","66328"
"25.03.2021 07:45 - 25.03.2021 08:00","63126","66863"
"25.03.2021 08:00 - 25.03.2021 08:15","63954","67436"
"25.03.2021 08:15 - 25.03.2021 08:30","64532","68158"
"25.03.2021 08:30 - 25.03.2021 08:45","64919","68518"
"25.03.2021 08:45 - 25.03.2021 09:00","65326","68690"
"25.03.2021 09:00 - 25.03.2021 09:15","64981","68054"
"25.03.2021 09:15 - 25.03.2021 09:30","65198","68729"
"25.03.2021 09:30 - 25.03.2021 09:45","65751","68841"
"25.03.2021 09:45 - 25.03.2021 10:00","65979","69278"
"25.03.2021 10:00 - 25.03.2021 10:15","66033","69009"
"25.03.2021 10:15 - 25.03.2021 10:30","66502","68769"
"25.03.2021 10:30 - 25.03.2021 10:45","66612","69033"
"25.03.2021 10:45 - 25.03.2021 11:00","66858","69209"
"25.03.2021 11:00 - 25.03.2021 11:15","67450","68706"
"25.03.2021 11:15 - 25.03.2021 11:30","67554","68844"
"25.03.2021 11:30 - 25.03.2021 11:45","67567","68993"
"25.03.2021 11:45 - 25.03.2021 12:00","67895","69280"
"25.03.2021 12:00 - 25.03.2021 12:15","67632","68679"
"25.03.2021 12:15 - 25.03.2021 12:30","67727","68536"
"25.03.2021 12:30 - 25.03.2021 12:45","67375","68567"
"25.03.2021 12:45 - 25.03.2021 13:00","67451","68321"
"25.03.2021 13:00 - 25.03.2021 13:15","67118","68307"
"25.03.2021 13:15 - 25.03.2021 13:30","66770","67693"
"25.03.2021 13:30 - 25.03.2021 13:45","66265","67157"
"25.03.2021 13:45 - 25.03.2021 14:00","65466","66815"
"25.03.2021 14:00 - 25.03.2021 14:15","64916","66702"
"25.03.2021 14:15 - 25.03.2021 14:30","64929","66449"
"25.03.2021 14:30 - 25.03.2021 14:45","64940","66416"
"25.03.2021 14:45 - 25.03.2021 15:00","64748","65951"
"25.03.2021 15:00 - 25.03.2021 15:15","64580","66086"
"25.03.2021 15:15 - 25.03.2021 15:30","64261","65748"
"25.03.2021 15:30 - 25.03.2021 15:45","63901","65245"
"25.03.2021 15:45 - 25.03.2021 16:00","63704","64620"
"25.03.2021 16:00 - 25.03.2021 16:15","63324","64706"
"25.03.2021 16:15 - 25.03.2021 16:30","63251","64493"
"25.03.2021 16:30 - 25.03.2021 16:45","63345","64134"
"25.03.2021 16:45 - 25.03.2021 17:00","63031","64182"
"25.03.2021 17:00 - 25.03.2021 17:15","63271","64768"
"25.03.2021 17:15 - 25.03.2021 17:30","63541","64956"
"25.03.2021 17:30 - 25.03.2021 17:45","63747","65262"
"25.03.2021 17:45 - 25.03.2021 18:00","63914","65990"
"25.03.2021 18:00 - 25.03.2021 18:15","63935","66048"
"25.03.2021 18:15 - 25.03.2021 18:30","64063","66242"
"25.03.2021 18:30 - 25.03.2021 18:45","64448","67054"
"25.03.2021 18:45 - 25.03.2021 19:00","64703","68121"
"25.03.2021 19:00 - 25.03.2021 19:15","65039","69087"
"25.03.2021 19:15 - 25.03.2021 19:30","64739","68992"
"25.03.2021 19:30 - 25.03.2021 19:45","64511","68478"
"25.03.2021 19:45 - 25.03.2021 20:00","64270","67722"
"25.03.2021 20:00 - 25.03.2021 20:15","63011","66216"
"25.03.2021 20:15 - 25.03.2021 20:30","62129","65262"
"25.03.2021 20:30 - 25.03.2021 20:45","61460","64425"
"25.03.2021 20:45 - 25.03.2021 21:00","60832","63575"
"25.03.2021 21:00 - 25.03.2021 21:15","59975","62315"
"25.03.2021 21:15 - 25.03.2021 21:30","59429","61455"
"25.03.2021 21:30 - 25.03.2021 21:45","58531","60840"
"25.03.2021 21:45 - 25.03.2021 22:00","57981","60011"
"25.03.2021 22:00 - 25.03.2021 22:15","57927","59383"
"25.03.2021 22:15 - 25.03.2021 22:30","57081","58681"
"25.03.2021 22:30 - 25.03.2021 22:45","56332","57837"
"25.03.2021 22:45 - 25.03.2021 23:00","55256","57084"
"25.03.2021 23:00 - 25.03.2021 23:15","54302","55341"
"25.03.2021 23:15 - 25.03.2021 23:30","53352","54546"
"25.03.2021 23:30 - 25.03.2021 23:45","52604","53732"
"25.03.2021 23:45 - 26.03.2021 00:00","52101","53988"
"26.03.2021 00:00 - 26.03.2021 00:15","50760","52000"
"26.03.2021 00:15 - 26.03.2021 00:30","50080","51450"
"26.03.2021 00:30 - 26.03.2021 00:45","49474","50885"
"26.03.2021 00:45 - 26.03.2021 01:00","49166","50252"
"26.03.2021 01:00 - 26.03.2021 01:15","48676","49546"
"26.03.2021 01:15 - 26.03.2021 01:30","48301","49215"
"26.03.2021 01:30 - 26.03.2021 01:45","48105","49022"
"26.03.2021 01:45 - 26.03.2021 02:00","47791","49055"
"26.03.2021 02:00 - 26.03.2021 02:15","47497","48663"
"26.03.2021 02:15 - 26.03.2021 02:30","47436","48837"
"26.03.2021 02:30 - 26.03.2021 02:45","47558","49001"
"26.03.2021 02:45 - 26.03.2021 03:00","47629","49043"
"26.03.2021 03:00 - 26.03.2021 03:15","47528","49231"
"26.03.2021 03:15 - 26.03.2021 03:30","47688","49344"
"26.03.2021 03:30 - 26.03.2021 03:45","47893","49567"
"26.03.2021 03:45 - 26.03.2021 04:00","47993","49769"
"26.03.2021 04:00 - 26.03.2021 04:15","48271","50452"
"26.03.2021 04:15 - 26.03.2021 04:30","48645","51073"
"26.03.2021 04:30 - 26.03.2021 04:45","48938","51721"
"26.03.2021 04:45 - 26.03.2021 05:00","49474","52219"
"26.03.2021 05:00 - 26.03.2021 05:15","50512","53591"
"26.03.2021 05:15 - 26.03.2021 05:30","50886","54353"
"26.03.2021 05:30 - 26.03.2021 05:45","51793","55654"
"26.03.2021 05:45 - 26.03.2021 06:00","53006","56844"
"26.03.2021 06:00 - 26.03.2021 06:15","55200","58734"
"26.03.2021 06:15 - 26.03.2021 06:30","56241","60234"
"26.03.2021 06:30 - 26.03.2021 06:45","57227","61634"
"26.03.2021 06:45 - 26.03.2021 07:00","58088","62784"
"26.03.2021 07:00 - 26.03.2021 07:15","59699","63884"
"26.03.2021 07:15 - 26.03.2021 07:30","60941","65160"
"26.03.2021 07:30 - 26.03.2021 07:45","61731","65969"
"26.03.2021 07:45 - 26.03.2021 08:00","62630","66380"
"26.03.2021 08:00 - 26.03.2021 08:15","63271","67052"
"26.03.2021 08:15 - 26.03.2021 08:30","63672","67584"
"26.03.2021 08:30 - 26.03.2021 08:45","64110","68034"
"26.03.2021 08:45 - 26.03.2021 09:00","64631","68386"
"26.03.2021 09:00 - 26.03.2021 09:15","64180","67877"
"26.03.2021 09:15 - 26.03.2021 09:30","64348","67959"
"26.03.2021 09:30 - 26.03.2021 09:45","65000","67950"
"26.03.2021 09:45 - 26.03.2021 10:00","65274","67912"
"26.03.2021 10:00 - 26.03.2021 10:15","65579","67673"
"26.03.2021 10:15 - 26.03.2021 10:30","65981","67788"
"26.03.2021 10:30 - 26.03.2021 10:45","65958","68218"
"26.03.2021 10:45 - 26.03.2021 11:00","66136","68436"
"26.03.2021 11:00 - 26.03.2021 11:15","66685","68976"
"26.03.2021 11:15 - 26.03.2021 11:30","66944","69280"
"26.03.2021 11:30 - 26.03.2021 11:45","67121","69581"
"26.03.2021 11:45 - 26.03.2021 12:00","67158","69252"
"26.03.2021 12:00 - 26.03.2021 12:15","66876","68355"
"26.03.2021 12:15 - 26.03.2021 12:30","66765","68342"
"26.03.2021 12:30 - 26.03.2021 12:45","66308","67956"
"26.03.2021 12:45 - 26.03.2021 13:00","66285","67272"
"26.03.2021 13:00 - 26.03.2021 13:15","65830","66682"
"26.03.2021 13:15 - 26.03.2021 13:30","65198","66146"
"26.03.2021 13:30 - 26.03.2021 13:45","64726","65541"
"26.03.2021 13:45 - 26.03.2021 14:00","63904","64632"
"26.03.2021 14:00 - 26.03.2021 14:15","63457","64206"
"26.03.2021 14:15 - 26.03.2021 14:30","63191","64059"
"26.03.2021 14:30 - 26.03.2021 14:45","63116","63919"
"26.03.2021 14:45 - 26.03.2021 15:00","62609","63527"
"26.03.2021 15:00 - 26.03.2021 15:15","62371","63719"
"26.03.2021 15:15 - 26.03.2021 15:30","62144","63428"
"26.03.2021 15:30 - 26.03.2021 15:45","61997","63140"
"26.03.2021 15:45 - 26.03.2021 16:00","61473","62509"
"26.03.2021 16:00 - 26.03.2021 16:15","61190","62572"
"26.03.2021 16:15 - 26.03.2021 16:30","61216","62292"
"26.03.2021 16:30 - 26.03.2021 16:45","61200","62191"
"26.03.2021 16:45 - 26.03.2021 17:00","61297","62118"
"26.03.2021 17:00 - 26.03.2021 17:15","61420","61931"
"26.03.2021 17:15 - 26.03.2021 17:30","61490","62248"
"26.03.2021 17:30 - 26.03.2021 17:45","61680","62608"
"26.03.2021 17:45 - 26.03.2021 18:00","61809","63246"
"26.03.2021 18:00 - 26.03.2021 18:15","61851","63876"
"26.03.2021 18:15 - 26.03.2021 18:30","61948","64059"
"26.03.2021 18:30 - 26.03.2021 18:45","62316","64677"
"26.03.2021 18:45 - 26.03.2021 19:00","62328","65680"
"26.03.2021 19:00 - 26.03.2021 19:15","62590","66658"
"26.03.2021 19:15 - 26.03.2021 19:30","62226","66732"
"26.03.2021 19:30 - 26.03.2021 19:45","62015","66451"
"26.03.2021 19:45 - 26.03.2021 20:00","61555","65754"
"26.03.2021 20:00 - 26.03.2021 20:15","60654","65051"
"26.03.2021 20:15 - 26.03.2021 20:30","59897","63719"
"26.03.2021 20:30 - 26.03.2021 20:45","59154","62685"
"26.03.2021 20:45 - 26.03.2021 21:00","58363","61735"
"26.03.2021 21:00 - 26.03.2021 21:15","57675","61355"
"26.03.2021 21:15 - 26.03.2021 21:30","57003","60332"
"26.03.2021 21:30 - 26.03.2021 21:45","56341","59164"
"26.03.2021 21:45 - 26.03.2021 22:00","55698","58417"
"26.03.2021 22:00 - 26.03.2021 22:15","55538","58040"
"26.03.2021 22:15 - 26.03.2021 22:30","54876","57171"
"26.03.2021 22:30 - 26.03.2021 22:45","54111","56338"
"26.03.2021 22:45 - 26.03.2021 23:00","53290","55097"
"26.03.2021 23:00 - 26.03.2021 23:15","52250","54336"
"26.03.2021 23:15 - 26.03.2021 23:30","51532","53471"
"26.03.2021 23:30 - 26.03.2021 23:45","50810","52622"
"26.03.2021 23:45 - 27.03.2021 00:00","50263","51747"
"27.03.2021 00:00 - 27.03.2021 00:15","49026","50797"
"27.03.2021 00:15 - 27.03.2021 00:30","48208","50168"
"27.03.2021 00:30 - 27.03.2021 00:45","47857","49377"
"27.03.2021 00:45 - 27.03.2021 01:00","47409","48879"
"27.03.2021 01:00 - 27.03.2021 01:15","46817","48541"
"27.03.2021 01:15 - 27.03.2021 01:30","46275","48144"
"27.03.2021 01:30 - 27.03.2021 01:45","46013","47810"
"27.03.2021 01:45 - 27.03.2021 02:00","45703","47530"
"27.03.2021 02:00 - 27.03.2021 02:15","45353","47291"
"27.03.2021 02:15 - 27.03.2021 02:30","45268","47152"
"27.03.2021 02:30 - 27.03.2021 02:45","45221","47222"
"27.03.2021 02:45 - 27.03.2021 03:00","45121","47066"
"27.03.2021 03:00 - 27.03.2021 03:15","44967","47126"
"27.03.2021 03:15 - 27.03.2021 03:30","45109","46757"
"27.03.2021 03:30 - 27.03.2021 03:45","44976","46990"
"27.03.2021 03:45 - 27.03.2021 04:00","44950","47363"
"27.03.2021 04:00 - 27.03.2021 04:15","45013","47971"
"27.03.2021 04:15 - 27.03.2021 04:30","45149","48040"
"27.03.2021 04:30 - 27.03.2021 04:45","44929","48635"
"27.03.2021 04:45 - 27.03.2021 05:00","45246","48955"
"27.03.2021 05:00 - 27.03.2021 05:15","45394","49344"
"27.03.2021 05:15 - 27.03.2021 05:30","45152","49273"
"27.03.2021 05:30 - 27.03.2021 05:45","45263","49501"
"27.03.2021 05:45 - 27.03.2021 06:00","45335","49566"
"27.03.2021 06:00 - 27.03.2021 06:15","45658","49400"
"27.03.2021 06:15 - 27.03.2021 06:30","45615","49761"
"27.03.2021 06:30 - 27.03.2021 06:45","45840","50359"
"27.03.2021 06:45 - 27.03.2021 07:00","46221","51449"
"27.03.2021 07:00 - 27.03.2021 07:15","46815","52311"
"27.03.2021 07:15 - 27.03.2021 07:30","47576","53228"
"27.03.2021 07:30 - 27.03.2021 07:45","48626","53988"
"27.03.2021 07:45 - 27.03.2021 08:00","50024","54878"
"27.03.2021 08:00 - 27.03.2021 08:15","50905","55552"
"27.03.2021 08:15 - 27.03.2021 08:30","51942","56559"
"27.03.2021 08:30 - 27.03.2021 08:45","52817","57434"
"27.03.2021 08:45 - 27.03.2021 09:00","53531","58374"
"27.03.2021 09:00 - 27.03.2021 09:15","54179","58831"
"27.03.2021 09:15 - 27.03.2021 09:30","54761","60060"
"27.03.2021 09:30 - 27.03.2021 09:45","55740","61092"
"27.03.2021 09:45 - 27.03.2021 10:00","55996","61628"
"27.03.2021 10:00 - 27.03.2021 10:15","56192","62582"
"27.03.2021 10:15 - 27.03.2021 10:30","56738","62696"
"27.03.2021 10:30 - 27.03.2021 10:45","57102","62961"
"27.03.2021 10:45 - 27.03.2021 11:00","57079","63063"
"27.03.2021 11:00 - 27.03.2021 11:15","57923","63538"
"27.03.2021 11:15 - 27.03.2021 11:30","58180","64235"
"27.03.2021 11:30 - 27.03.2021 11:45","58111","64449"
"27.03.2021 11:45 - 27.03.2021 12:00","58402","64132"
"27.03.2021 12:00 - 27.03.2021 12:15","57677","63605"
"27.03.2021 12:15 - 27.03.2021 12:30","57633","62956"
"27.03.2021 12:30 - 27.03.2021 12:45","56931","62712"
"27.03.2021 12:45 - 27.03.2021 13:00","57090","62135"
"27.03.2021 13:00 - 27.03.2021 13:15","56384","61590"
"27.03.2021 13:15 - 27.03.2021 13:30","56010","60811"
"27.03.2021 13:30 - 27.03.2021 13:45","55343","59957"
"27.03.2021 13:45 - 27.03.2021 14:00","54787","59703"
"27.03.2021 14:00 - 27.03.2021 14:15","54287","59598"
"27.03.2021 14:15 - 27.03.2021 14:30","53845","58955"
"27.03.2021 14:30 - 27.03.2021 14:45","53850","58739"
"27.03.2021 14:45 - 27.03.2021 15:00","53483","58270"
"27.03.2021 15:00 - 27.03.2021 15:15","53257","58679"
"27.03.2021 15:15 - 27.03.2021 15:30","52855","58801"
"27.03.2021 15:30 - 27.03.2021 15:45","53025","58383"
"27.03.2021 15:45 - 27.03.2021 16:00","52923","57703"
"27.03.2021 16:00 - 27.03.2021 16:15","52916","57312"
"27.03.2021 16:15 - 27.03.2021 16:30","53064","56620"
"27.03.2021 16:30 - 27.03.2021 16:45","53841","56847"
"27.03.2021 16:45 - 27.03.2021 17:00","53526","56981"
"27.03.2021 17:00 - 27.03.2021 17:15","54294","57598"
"27.03.2021 17:15 - 27.03.2021 17:30","54304","57880"
"27.03.2021 17:30 - 27.03.2021 17:45","54745","58542"
"27.03.2021 17:45 - 27.03.2021 18:00","55053","59055"
"27.03.2021 18:00 - 27.03.2021 18:15","55580","59682"
"27.03.2021 18:15 - 27.03.2021 18:30","56151","59861"
"27.03.2021 18:30 - 27.03.2021 18:45","55996","59660"
"27.03.2021 18:45 - 27.03.2021 19:00","55689","60105"
"27.03.2021 19:00 - 27.03.2021 19:15","55976","60772"
"27.03.2021 19:15 - 27.03.2021 19:30","55625","60813"
"27.03.2021 19:30 - 27.03.2021 19:45","55531","60417"
"27.03.2021 19:45 - 27.03.2021 20:00","55246","59940"
"27.03.2021 20:00 - 27.03.2021 20:15","54350","59009"
"27.03.2021 20:15 - 27.03.2021 20:30","53293","58087"
"27.03.2021 20:30 - 27.03.2021 20:45","52822","56857"
"27.03.2021 20:45 - 27.03.2021 21:00","52311","56121"
"27.03.2021 21:00 - 27.03.2021 21:15","51611","55340"
"27.03.2021 21:15 - 27.03.2021 21:30","51104","54972"
"27.03.2021 21:30 - 27.03.2021 21:45","50856","54479"
"27.03.2021 21:45 - 27.03.2021 22:00","50644","53985"
"27.03.2021 22:00 - 27.03.2021 22:15","50796","53991"
"27.03.2021 22:15 - 27.03.2021 22:30","50469","53577"
"27.03.2021 22:30 - 27.03.2021 22:45","49802","52878"
"27.03.2021 22:45 - 27.03.2021 23:00","49026","52170"
"27.03.2021 23:00 - 27.03.2021 23:15","48001","51211"
"27.03.2021 23:15 - 27.03.2021 23:30","47298","50740"
"27.03.2021 23:30 - 27.03.2021 23:45","47049","49940"
"27.03.2021 23:45 - 28.03.2021 00:00","46459","49249"
"28.03.2021 00:00 - 28.03.2021 00:15","46845","48086"
"28.03.2021 00:15 - 28.03.2021 00:30","45997","47292"
"28.03.2021 00:30 - 28.03.2021 00:45","45585","46587"
"28.03.2021 00:45 - 28.03.2021 01:00","45266","46046"
"28.03.2021 01:00 - 28.03.2021 01:15","44481","45677"
"28.03.2021 01:15 - 28.03.2021 01:30","43883","45337"
"28.03.2021 01:30 - 28.03.2021 01:45","43745","45122"
"28.03.2021 01:45 - 28.03.2021 02:00","42935","45007"
"28.03.2021 02:00 - 28.03.2021 02:15","",""
"28.03.2021 02:15 - 28.03.2021 02:30","",""
"28.03.2021 02:30 - 28.03.2021 02:45","",""
"28.03.2021 02:45 - 28.03.2021 03:00","",""
"28.03.2021 03:00 - 28.03.2021 03:15","42735","44959"
"28.03.2021 03:15 - 28.03.2021 03:30","43223","44770"
"28.03.2021 03:30 - 28.03.2021 03:45","42914","45125"
"28.03.2021 03:45 - 28.03.2021 04:00","43312","44746"
"28.03.2021 04:00 - 28.03.2021 04:15","42965","44604"
"28.03.2021 04:15 - 28.03.2021 04:30","42725","44581"
"28.03.2021 04:30 - 28.03.2021 04:45","42758","44670"
"28.03.2021 04:45 - 28.03.2021 05:00","42997","44706"
"28.03.2021 05:00 - 28.03.2021 05:15","42793","44826"
"28.03.2021 05:15 - 28.03.2021 05:30","43252","44917"
"28.03.2021 05:30 - 28.03.2021 05:45","42535","44935"
"28.03.2021 05:45 - 28.03.2021 06:00","42500","44818"
"28.03.2021 06:00 - 28.03.2021 06:15","42781","44361"
"28.03.2021 06:15 - 28.03.2021 06:30","42336","44334"
"28.03.2021 06:30 - 28.03.2021 06:45","42419","44363"
"28.03.2021 06:45 - 28.03.2021 07:00","42623","44525"
"28.03.2021 07:00 - 28.03.2021 07:15","42376","44759"
"28.03.2021 07:15 - 28.03.2021 07:30","42974","45020"
