"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"11.08.2021 13:15 - 11.08.2021 13:30","64552","63558"
"11.08.2021 13:30 - 11.08.2021 13:45","64249","63117"
"11.08.2021 13:45 - 11.08.2021 14:00","63738","62470"
"11.08.2021 14:00 - 11.08.2021 14:15","63239","62141"
"11.08.2021 14:15 - 11.08.2021 14:30","63050","62083"
"11.08.2021 14:30 - 11.08.2021 14:45","63039","61794"
"11.08.2021 14:45 - 11.08.2021 15:00","62481","61753"
"11.08.2021 15:00 - 11.08.2021 15:15","62160","61582"
"11.08.2021 15:15 - 11.08.2021 15:30","61824","61055"
"11.08.2021 15:30 - 11.08.2021 15:45","61486","60945"
"11.08.2021 15:45 - 11.08.2021 16:00","61087","60403"
"11.08.2021 16:00 - 11.08.2021 16:15","60616","60284"
"11.08.2021 16:15 - 11.08.2021 16:30","60128","60240"
"11.08.2021 16:30 - 11.08.2021 16:45","59995","60130"
"11.08.2021 16:45 - 11.08.2021 17:00","59714","59996"
"11.08.2021 17:00 - 11.08.2021 17:15","59587","59800"
"11.08.2021 17:15 - 11.08.2021 17:30","59379","59806"
"11.08.2021 17:30 - 11.08.2021 17:45","59197","60044"
"11.08.2021 17:45 - 11.08.2021 18:00","58994","60026"
"11.08.2021 18:00 - 11.08.2021 18:15","58806","59886"
"11.08.2021 18:15 - 11.08.2021 18:30","58446","59650"
"11.08.2021 18:30 - 11.08.2021 18:45","58105","59543"
"11.08.2021 18:45 - 11.08.2021 19:00","57572","59288"
"11.08.2021 19:00 - 11.08.2021 19:15","57566","59073"
"11.08.2021 19:15 - 11.08.2021 19:30","56896","58511"
"11.08.2021 19:30 - 11.08.2021 19:45","56590","58094"
"11.08.2021 19:45 - 11.08.2021 20:00","56306","57857"
"11.08.2021 20:00 - 11.08.2021 20:15","55404","57143"
"11.08.2021 20:15 - 11.08.2021 20:30","54545","56546"
"11.08.2021 20:30 - 11.08.2021 20:45","54415","56111"
"11.08.2021 20:45 - 11.08.2021 21:00","54220","56040"
"11.08.2021 21:00 - 11.08.2021 21:15","54318","56018"
"11.08.2021 21:15 - 11.08.2021 21:30","53874","55520"
"11.08.2021 21:30 - 11.08.2021 21:45","53343","54753"
"11.08.2021 21:45 - 11.08.2021 22:00","52630","53944"
"11.08.2021 22:00 - 11.08.2021 22:15","51654","53091"
"11.08.2021 22:15 - 11.08.2021 22:30","50846","52045"
"11.08.2021 22:30 - 11.08.2021 22:45","49949","51105"
"11.08.2021 22:45 - 11.08.2021 23:00","49206","50104"
"11.08.2021 23:00 - 11.08.2021 23:15","47928","48896"
"11.08.2021 23:15 - 11.08.2021 23:30","47343","47906"
"11.08.2021 23:30 - 11.08.2021 23:45","46606","47176"
"11.08.2021 23:45 - 12.08.2021 00:00","46206","46342"
"12.08.2021 00:00 - 12.08.2021 00:15","45128","45382"
"12.08.2021 00:15 - 12.08.2021 00:30","44601","44759"
"12.08.2021 00:30 - 12.08.2021 00:45","44500","44327"
"12.08.2021 00:45 - 12.08.2021 01:00","44137","43874"
"12.08.2021 01:00 - 12.08.2021 01:15","43439","43425"
"12.08.2021 01:15 - 12.08.2021 01:30","43253","43280"
"12.08.2021 01:30 - 12.08.2021 01:45","43193","43000"
"12.08.2021 01:45 - 12.08.2021 02:00","43091","42777"
"12.08.2021 02:00 - 12.08.2021 02:15","42611","42176"
"12.08.2021 02:15 - 12.08.2021 02:30","42651","42079"
"12.08.2021 02:30 - 12.08.2021 02:45","42533","42008"
"12.08.2021 02:45 - 12.08.2021 03:00","42647","42007"
"12.08.2021 03:00 - 12.08.2021 03:15","42592","41718"
"12.08.2021 03:15 - 12.08.2021 03:30","42453","41822"
"12.08.2021 03:30 - 12.08.2021 03:45","42542","41915"
"12.08.2021 03:45 - 12.08.2021 04:00","42757","41935"
"12.08.2021 04:00 - 12.08.2021 04:15","43054","42238"
"12.08.2021 04:15 - 12.08.2021 04:30","43223","42547"
"12.08.2021 04:30 - 12.08.2021 04:45","43481","42995"
"12.08.2021 04:45 - 12.08.2021 05:00","43847","43570"
"12.08.2021 05:00 - 12.08.2021 05:15","44954","44853"
"12.08.2021 05:15 - 12.08.2021 05:30","45831","45468"
"12.08.2021 05:30 - 12.08.2021 05:45","46601","46319"
"12.08.2021 05:45 - 12.08.2021 06:00","47702","47663"
"12.08.2021 06:00 - 12.08.2021 06:15","50100","50107"
"12.08.2021 06:15 - 12.08.2021 06:30","51114","51621"
"12.08.2021 06:30 - 12.08.2021 06:45","51888","52872"
"12.08.2021 06:45 - 12.08.2021 07:00","52503","54048"
"12.08.2021 07:00 - 12.08.2021 07:15","53996","55459"
"12.08.2021 07:15 - 12.08.2021 07:30","55359","56563"
"12.08.2021 07:30 - 12.08.2021 07:45","56144","57414"
"12.08.2021 07:45 - 12.08.2021 08:00","57055","58558"
"12.08.2021 08:00 - 12.08.2021 08:15","58029","59552"
"12.08.2021 08:15 - 12.08.2021 08:30","58781","60114"
"12.08.2021 08:30 - 12.08.2021 08:45","59289","60529"
"12.08.2021 08:45 - 12.08.2021 09:00","59658","61424"
"12.08.2021 09:00 - 12.08.2021 09:15","59756","61234"
"12.08.2021 09:15 - 12.08.2021 09:30","60339","61698"
"12.08.2021 09:30 - 12.08.2021 09:45","60954","62170"
"12.08.2021 09:45 - 12.08.2021 10:00","61586","62788"
"12.08.2021 10:00 - 12.08.2021 10:15","61202","63241"
"12.08.2021 10:15 - 12.08.2021 10:30","61824","63429"
"12.08.2021 10:30 - 12.08.2021 10:45","62200","63856"
"12.08.2021 10:45 - 12.08.2021 11:00","62634","64302"
"12.08.2021 11:00 - 12.08.2021 11:15","62790","64804"
"12.08.2021 11:15 - 12.08.2021 11:30","63567","65218"
"12.08.2021 11:30 - 12.08.2021 11:45","63886","65402"
"12.08.2021 11:45 - 12.08.2021 12:00","64102","65430"
"12.08.2021 12:00 - 12.08.2021 12:15","63815","64990"
"12.08.2021 12:15 - 12.08.2021 12:30","63851","64809"
"12.08.2021 12:30 - 12.08.2021 12:45","63734","64692"
"12.08.2021 12:45 - 12.08.2021 13:00","63775","64437"
"12.08.2021 13:00 - 12.08.2021 13:15","63683","64234"
"12.08.2021 13:15 - 12.08.2021 13:30","63367","64044"
"12.08.2021 13:30 - 12.08.2021 13:45","63092","63672"
"12.08.2021 13:45 - 12.08.2021 14:00","62598","63097"
"12.08.2021 14:00 - 12.08.2021 14:15","62406","62811"
"12.08.2021 14:15 - 12.08.2021 14:30","62323","62968"
"12.08.2021 14:30 - 12.08.2021 14:45","62043","62928"
"12.08.2021 14:45 - 12.08.2021 15:00","61545","62460"
"12.08.2021 15:00 - 12.08.2021 15:15","61451","61845"
"12.08.2021 15:15 - 12.08.2021 15:30","60912","61486"
"12.08.2021 15:30 - 12.08.2021 15:45","60530","61033"
"12.08.2021 15:45 - 12.08.2021 16:00","60249","60643"
"12.08.2021 16:00 - 12.08.2021 16:15","60175","60630"
"12.08.2021 16:15 - 12.08.2021 16:30","59807","60278"
"12.08.2021 16:30 - 12.08.2021 16:45","59530","60138"
"12.08.2021 16:45 - 12.08.2021 17:00","59295","59871"
"12.08.2021 17:00 - 12.08.2021 17:15","59154","60104"
"12.08.2021 17:15 - 12.08.2021 17:30","58850","60132"
"12.08.2021 17:30 - 12.08.2021 17:45","58844","60083"
"12.08.2021 17:45 - 12.08.2021 18:00","58851","60028"
"12.08.2021 18:00 - 12.08.2021 18:15","58890","59836"
"12.08.2021 18:15 - 12.08.2021 18:30","58589","59864"
"12.08.2021 18:30 - 12.08.2021 18:45","58369","59998"
"12.08.2021 18:45 - 12.08.2021 19:00","58215","60041"
"12.08.2021 19:00 - 12.08.2021 19:15","57889","59522"
"12.08.2021 19:15 - 12.08.2021 19:30","57157","59037"
"12.08.2021 19:30 - 12.08.2021 19:45","56837","58690"
"12.08.2021 19:45 - 12.08.2021 20:00","56464","58364"
"12.08.2021 20:00 - 12.08.2021 20:15","55781","57653"
"12.08.2021 20:15 - 12.08.2021 20:30","55113","57104"
"12.08.2021 20:30 - 12.08.2021 20:45","54906","56786"
"12.08.2021 20:45 - 12.08.2021 21:00","54715","56502"
"12.08.2021 21:00 - 12.08.2021 21:15","54232","56638"
"12.08.2021 21:15 - 12.08.2021 21:30","53826","56345"
"12.08.2021 21:30 - 12.08.2021 21:45","53180","55481"
"12.08.2021 21:45 - 12.08.2021 22:00","52533","54448"
"12.08.2021 22:00 - 12.08.2021 22:15","51606","53624"
"12.08.2021 22:15 - 12.08.2021 22:30","50584","52919"
"12.08.2021 22:30 - 12.08.2021 22:45","49657","51644"
"12.08.2021 22:45 - 12.08.2021 23:00","48943","50764"
"12.08.2021 23:00 - 12.08.2021 23:15","47981","49798"
"12.08.2021 23:15 - 12.08.2021 23:30","47280","48960"
"12.08.2021 23:30 - 12.08.2021 23:45","46526","48067"
"12.08.2021 23:45 - 13.08.2021 00:00","46116","47318"
"13.08.2021 00:00 - 13.08.2021 00:15","45341","46669"
"13.08.2021 00:15 - 13.08.2021 00:30","44897","46242"
"13.08.2021 00:30 - 13.08.2021 00:45","44552","45747"
"13.08.2021 00:45 - 13.08.2021 01:00","44289","45340"
"13.08.2021 01:00 - 13.08.2021 01:15","43613","44811"
"13.08.2021 01:15 - 13.08.2021 01:30","43471","44730"
"13.08.2021 01:30 - 13.08.2021 01:45","43233","44339"
"13.08.2021 01:45 - 13.08.2021 02:00","43151","43879"
"13.08.2021 02:00 - 13.08.2021 02:15","42538","43145"
"13.08.2021 02:15 - 13.08.2021 02:30","42459","42935"
"13.08.2021 02:30 - 13.08.2021 02:45","42334","42936"
"13.08.2021 02:45 - 13.08.2021 03:00","42432","43277"
"13.08.2021 03:00 - 13.08.2021 03:15","42234","43163"
"13.08.2021 03:15 - 13.08.2021 03:30","42269","43603"
"13.08.2021 03:30 - 13.08.2021 03:45","42323","43508"
"13.08.2021 03:45 - 13.08.2021 04:00","42455","43332"
"13.08.2021 04:00 - 13.08.2021 04:15","42967","43546"
"13.08.2021 04:15 - 13.08.2021 04:30","43206","43999"
"13.08.2021 04:30 - 13.08.2021 04:45","43594","44521"
"13.08.2021 04:45 - 13.08.2021 05:00","43954","44933"
"13.08.2021 05:00 - 13.08.2021 05:15","45234","45885"
"13.08.2021 05:15 - 13.08.2021 05:30","45969","46844"
"13.08.2021 05:30 - 13.08.2021 05:45","46761","47674"
"13.08.2021 05:45 - 13.08.2021 06:00","47888","48669"
"13.08.2021 06:00 - 13.08.2021 06:15","50268","51350"
"13.08.2021 06:15 - 13.08.2021 06:30","51269","52623"
"13.08.2021 06:30 - 13.08.2021 06:45","52093","53894"
"13.08.2021 06:45 - 13.08.2021 07:00","52961","55137"
"13.08.2021 07:00 - 13.08.2021 07:15","54453","56804"
"13.08.2021 07:15 - 13.08.2021 07:30","54851","58051"
"13.08.2021 07:30 - 13.08.2021 07:45","55764","58966"
"13.08.2021 07:45 - 13.08.2021 08:00","56700","59688"
"13.08.2021 08:00 - 13.08.2021 08:15","57664","60634"
"13.08.2021 08:15 - 13.08.2021 08:30","58252","61209"
"13.08.2021 08:30 - 13.08.2021 08:45","58811","61883"
"13.08.2021 08:45 - 13.08.2021 09:00","59556","62100"
"13.08.2021 09:00 - 13.08.2021 09:15","59189","62466"
"13.08.2021 09:15 - 13.08.2021 09:30","59646","62936"
"13.08.2021 09:30 - 13.08.2021 09:45","60099","63630"
"13.08.2021 09:45 - 13.08.2021 10:00","60850","63762"
"13.08.2021 10:00 - 13.08.2021 10:15","60867","64043"
"13.08.2021 10:15 - 13.08.2021 10:30","61650","64196"
"13.08.2021 10:30 - 13.08.2021 10:45","62058","64627"
"13.08.2021 10:45 - 13.08.2021 11:00","62529","64774"
"13.08.2021 11:00 - 13.08.2021 11:15","62866","64904"
"13.08.2021 11:15 - 13.08.2021 11:30","63094","65190"
"13.08.2021 11:30 - 13.08.2021 11:45","63325","65525"
"13.08.2021 11:45 - 13.08.2021 12:00","63457","65805"
"13.08.2021 12:00 - 13.08.2021 12:15","63062","65408"
"13.08.2021 12:15 - 13.08.2021 12:30","62987","65088"
"13.08.2021 12:30 - 13.08.2021 12:45","62815","65183"
"13.08.2021 12:45 - 13.08.2021 13:00","62814","64983"
"13.08.2021 13:00 - 13.08.2021 13:15","62725","64504"
"13.08.2021 13:15 - 13.08.2021 13:30","62193","63971"
"13.08.2021 13:30 - 13.08.2021 13:45","61833","63498"
"13.08.2021 13:45 - 13.08.2021 14:00","61314","63093"
"13.08.2021 14:00 - 13.08.2021 14:15","61026","62922"
"13.08.2021 14:15 - 13.08.2021 14:30","60666","62819"
"13.08.2021 14:30 - 13.08.2021 14:45","60426","62133"
"13.08.2021 14:45 - 13.08.2021 15:00","59940","61688"
"13.08.2021 15:00 - 13.08.2021 15:15","59866","61732"
"13.08.2021 15:15 - 13.08.2021 15:30","59646","61295"
"13.08.2021 15:30 - 13.08.2021 15:45","59273","61229"
"13.08.2021 15:45 - 13.08.2021 16:00","58884","61167"
"13.08.2021 16:00 - 13.08.2021 16:15","58882","60770"
"13.08.2021 16:15 - 13.08.2021 16:30","58506","60606"
"13.08.2021 16:30 - 13.08.2021 16:45","58412","60715"
"13.08.2021 16:45 - 13.08.2021 17:00","58245","60362"
"13.08.2021 17:00 - 13.08.2021 17:15","58258","60718"
"13.08.2021 17:15 - 13.08.2021 17:30","57802","60543"
"13.08.2021 17:30 - 13.08.2021 17:45","57642","60390"
"13.08.2021 17:45 - 13.08.2021 18:00","57512","60130"
"13.08.2021 18:00 - 13.08.2021 18:15","57198","59874"
"13.08.2021 18:15 - 13.08.2021 18:30","56617","59542"
"13.08.2021 18:30 - 13.08.2021 18:45","56254","59589"
"13.08.2021 18:45 - 13.08.2021 19:00","55974","59377"
"13.08.2021 19:00 - 13.08.2021 19:15","55877","58630"
"13.08.2021 19:15 - 13.08.2021 19:30","55165","58189"
"13.08.2021 19:30 - 13.08.2021 19:45","54976","58029"
"13.08.2021 19:45 - 13.08.2021 20:00","54486","57722"
"13.08.2021 20:00 - 13.08.2021 20:15","53887","56878"
"13.08.2021 20:15 - 13.08.2021 20:30","53381","56192"
"13.08.2021 20:30 - 13.08.2021 20:45","53287","55766"
"13.08.2021 20:45 - 13.08.2021 21:00","53004","55693"
"13.08.2021 21:00 - 13.08.2021 21:15","52423","55789"
"13.08.2021 21:15 - 13.08.2021 21:30","52087","55636"
"13.08.2021 21:30 - 13.08.2021 21:45","51510","54699"
"13.08.2021 21:45 - 13.08.2021 22:00","50714","53886"
"13.08.2021 22:00 - 13.08.2021 22:15","49786","53222"
"13.08.2021 22:15 - 13.08.2021 22:30","49008","52473"
"13.08.2021 22:30 - 13.08.2021 22:45","48250","51606"
"13.08.2021 22:45 - 13.08.2021 23:00","47522","50947"
"13.08.2021 23:00 - 13.08.2021 23:15","46567","49742"
"13.08.2021 23:15 - 13.08.2021 23:30","45949","49037"
"13.08.2021 23:30 - 13.08.2021 23:45","45416","48380"
"13.08.2021 23:45 - 14.08.2021 00:00","45116","47960"
"14.08.2021 00:00 - 14.08.2021 00:15","44238","45899"
"14.08.2021 00:15 - 14.08.2021 00:30","43883","45232"
"14.08.2021 00:30 - 14.08.2021 00:45","43524","44520"
"14.08.2021 00:45 - 14.08.2021 01:00","43226","44201"
"14.08.2021 01:00 - 14.08.2021 01:15","42919","43793"
"14.08.2021 01:15 - 14.08.2021 01:30","42549","43320"
"14.08.2021 01:30 - 14.08.2021 01:45","42210","42943"
"14.08.2021 01:45 - 14.08.2021 02:00","42032","42781"
"14.08.2021 02:00 - 14.08.2021 02:15","41308","42445"
"14.08.2021 02:15 - 14.08.2021 02:30","40964","42125"
"14.08.2021 02:30 - 14.08.2021 02:45","40798","41878"
"14.08.2021 02:45 - 14.08.2021 03:00","40782","41599"
"14.08.2021 03:00 - 14.08.2021 03:15","40628","41554"
"14.08.2021 03:15 - 14.08.2021 03:30","40408","41259"
"14.08.2021 03:30 - 14.08.2021 03:45","40333","41512"
"14.08.2021 03:45 - 14.08.2021 04:00","40342","41266"
"14.08.2021 04:00 - 14.08.2021 04:15","40624","41651"
"14.08.2021 04:15 - 14.08.2021 04:30","40637","41479"
"14.08.2021 04:30 - 14.08.2021 04:45","40573","41505"
"14.08.2021 04:45 - 14.08.2021 05:00","40581","41415"
"14.08.2021 05:00 - 14.08.2021 05:15","40705","41810"
"14.08.2021 05:15 - 14.08.2021 05:30","40951","41753"
"14.08.2021 05:30 - 14.08.2021 05:45","41142","41832"
"14.08.2021 05:45 - 14.08.2021 06:00","41242","41852"
"14.08.2021 06:00 - 14.08.2021 06:15","41350","42602"
"14.08.2021 06:15 - 14.08.2021 06:30","41418","42656"
"14.08.2021 06:30 - 14.08.2021 06:45","41544","42877"
"14.08.2021 06:45 - 14.08.2021 07:00","41771","43667"
"14.08.2021 07:00 - 14.08.2021 07:15","42707","44293"
"14.08.2021 07:15 - 14.08.2021 07:30","43307","45088"
"14.08.2021 07:30 - 14.08.2021 07:45","44238","46125"
"14.08.2021 07:45 - 14.08.2021 08:00","45205","47100"
"14.08.2021 08:00 - 14.08.2021 08:15","46532","48254"
"14.08.2021 08:15 - 14.08.2021 08:30","47743","49092"
"14.08.2021 08:30 - 14.08.2021 08:45","48574","50403"
"14.08.2021 08:45 - 14.08.2021 09:00","49638","50933"
"14.08.2021 09:00 - 14.08.2021 09:15","50442","51655"
"14.08.2021 09:15 - 14.08.2021 09:30","51218","52332"
"14.08.2021 09:30 - 14.08.2021 09:45","52081","53039"
"14.08.2021 09:45 - 14.08.2021 10:00","52784","53539"
"14.08.2021 10:00 - 14.08.2021 10:15","53120","54076"
"14.08.2021 10:15 - 14.08.2021 10:30","53767","54531"
"14.08.2021 10:30 - 14.08.2021 10:45","53960","55083"
"14.08.2021 10:45 - 14.08.2021 11:00","54441","55567"
"14.08.2021 11:00 - 14.08.2021 11:15","54872","55815"
"14.08.2021 11:15 - 14.08.2021 11:30","55212","56027"
"14.08.2021 11:30 - 14.08.2021 11:45","55375","56081"
"14.08.2021 11:45 - 14.08.2021 12:00","55232","56054"
"14.08.2021 12:00 - 14.08.2021 12:15","54722","55834"
"14.08.2021 12:15 - 14.08.2021 12:30","54501","55203"
"14.08.2021 12:30 - 14.08.2021 12:45","54212","54916"
"14.08.2021 12:45 - 14.08.2021 13:00","53961","54565"
"14.08.2021 13:00 - 14.08.2021 13:15","53407","54195"
"14.08.2021 13:15 - 14.08.2021 13:30","52879","53802"
"14.08.2021 13:30 - 14.08.2021 13:45","52584","53235"
"14.08.2021 13:45 - 14.08.2021 14:00","52368","52906"
"14.08.2021 14:00 - 14.08.2021 14:15","51836","52863"
"14.08.2021 14:15 - 14.08.2021 14:30","51461","52608"
"14.08.2021 14:30 - 14.08.2021 14:45","51102","52403"
"14.08.2021 14:45 - 14.08.2021 15:00","50686","52193"
"14.08.2021 15:00 - 14.08.2021 15:15","50266","52068"
"14.08.2021 15:15 - 14.08.2021 15:30","50247","52103"
"14.08.2021 15:30 - 14.08.2021 15:45","50197","52107"
"14.08.2021 15:45 - 14.08.2021 16:00","50178","51778"
"14.08.2021 16:00 - 14.08.2021 16:15","50029","51545"
"14.08.2021 16:15 - 14.08.2021 16:30","49854","51694"
"14.08.2021 16:30 - 14.08.2021 16:45","49784","51546"
"14.08.2021 16:45 - 14.08.2021 17:00","49641","51643"
"14.08.2021 17:00 - 14.08.2021 17:15","49991","52228"
"14.08.2021 17:15 - 14.08.2021 17:30","50198","52322"
"14.08.2021 17:30 - 14.08.2021 17:45","50157","52344"
"14.08.2021 17:45 - 14.08.2021 18:00","50076","52322"
"14.08.2021 18:00 - 14.08.2021 18:15","50216","52784"
"14.08.2021 18:15 - 14.08.2021 18:30","50027","52479"
"14.08.2021 18:30 - 14.08.2021 18:45","49866","52172"
"14.08.2021 18:45 - 14.08.2021 19:00","49651","51839"
"14.08.2021 19:00 - 14.08.2021 19:15","49512","51920"
"14.08.2021 19:15 - 14.08.2021 19:30","48735","51587"
"14.08.2021 19:30 - 14.08.2021 19:45","48457","50986"
"14.08.2021 19:45 - 14.08.2021 20:00","47976","50431"
"14.08.2021 20:00 - 14.08.2021 20:15","47450","49633"
"14.08.2021 20:15 - 14.08.2021 20:30","46943","48937"
"14.08.2021 20:30 - 14.08.2021 20:45","46816","48545"
"14.08.2021 20:45 - 14.08.2021 21:00","46734","48734"
"14.08.2021 21:00 - 14.08.2021 21:15","46338","49301"
"14.08.2021 21:15 - 14.08.2021 21:30","46060","49573"
"14.08.2021 21:30 - 14.08.2021 21:45","45976","49081"
"14.08.2021 21:45 - 14.08.2021 22:00","45708","48551"
"14.08.2021 22:00 - 14.08.2021 22:15","45410","48121"
"14.08.2021 22:15 - 14.08.2021 22:30","44844","47605"
"14.08.2021 22:30 - 14.08.2021 22:45","43942","46990"
"14.08.2021 22:45 - 14.08.2021 23:00","43468","46085"
"14.08.2021 23:00 - 14.08.2021 23:15","43009","45201"
"14.08.2021 23:15 - 14.08.2021 23:30","42616","44585"
"14.08.2021 23:30 - 14.08.2021 23:45","42003","44120"
"14.08.2021 23:45 - 15.08.2021 00:00","41574","43059"
"15.08.2021 00:00 - 15.08.2021 00:15","41418","42006"
"15.08.2021 00:15 - 15.08.2021 00:30","41017","41554"
"15.08.2021 00:30 - 15.08.2021 00:45","40678","41096"
"15.08.2021 00:45 - 15.08.2021 01:00","40251","40598"
"15.08.2021 01:00 - 15.08.2021 01:15","39830","40180"
"15.08.2021 01:15 - 15.08.2021 01:30","39544","39608"
"15.08.2021 01:30 - 15.08.2021 01:45","39214","39275"
"15.08.2021 01:45 - 15.08.2021 02:00","39090","39216"
"15.08.2021 02:00 - 15.08.2021 02:15","38292","39017"
"15.08.2021 02:15 - 15.08.2021 02:30","38254","38598"
"15.08.2021 02:30 - 15.08.2021 02:45","37978","38487"
"15.08.2021 02:45 - 15.08.2021 03:00","38004","38417"
"15.08.2021 03:00 - 15.08.2021 03:15","37679","38575"
"15.08.2021 03:15 - 15.08.2021 03:30","37531","38336"
"15.08.2021 03:30 - 15.08.2021 03:45","37451","38228"
"15.08.2021 03:45 - 15.08.2021 04:00","37383","38151"
"15.08.2021 04:00 - 15.08.2021 04:15","37370","38263"
"15.08.2021 04:15 - 15.08.2021 04:30","37356","38191"
"15.08.2021 04:30 - 15.08.2021 04:45","37410","38326"
"15.08.2021 04:45 - 15.08.2021 05:00","37381","38364"
"15.08.2021 05:00 - 15.08.2021 05:15","37607","38546"
"15.08.2021 05:15 - 15.08.2021 05:30","37746","38735"
"15.08.2021 05:30 - 15.08.2021 05:45","37880","38726"
"15.08.2021 05:45 - 15.08.2021 06:00","37913","38608"
"15.08.2021 06:00 - 15.08.2021 06:15","38256","38498"
"15.08.2021 06:15 - 15.08.2021 06:30","38058","38422"
"15.08.2021 06:30 - 15.08.2021 06:45","37774","38513"
"15.08.2021 06:45 - 15.08.2021 07:00","37852","38810"
"15.08.2021 07:00 - 15.08.2021 07:15","38373","39798"
"15.08.2021 07:15 - 15.08.2021 07:30","38966","40278"
"15.08.2021 07:30 - 15.08.2021 07:45","39836","40927"
"15.08.2021 07:45 - 15.08.2021 08:00","40534","41702"
"15.08.2021 08:00 - 15.08.2021 08:15","41583","42877"
"15.08.2021 08:15 - 15.08.2021 08:30","42718","43812"
"15.08.2021 08:30 - 15.08.2021 08:45","43597","44489"
"15.08.2021 08:45 - 15.08.2021 09:00","44532","45701"
"15.08.2021 09:00 - 15.08.2021 09:15","45472","46280"
"15.08.2021 09:15 - 15.08.2021 09:30","46267","47228"
"15.08.2021 09:30 - 15.08.2021 09:45","47049","47763"
"15.08.2021 09:45 - 15.08.2021 10:00","47727","48323"
"15.08.2021 10:00 - 15.08.2021 10:15","48394","48822"
"15.08.2021 10:15 - 15.08.2021 10:30","48933","49276"
"15.08.2021 10:30 - 15.08.2021 10:45","49490","49496"
"15.08.2021 10:45 - 15.08.2021 11:00","50188","50098"
"15.08.2021 11:00 - 15.08.2021 11:15","50660","50890"
"15.08.2021 11:15 - 15.08.2021 11:30","51130","51338"
"15.08.2021 11:30 - 15.08.2021 11:45","51589","51739"
"15.08.2021 11:45 - 15.08.2021 12:00","51510","51593"
"15.08.2021 12:00 - 15.08.2021 12:15","51474","51057"
"15.08.2021 12:15 - 15.08.2021 12:30","51208","51082"
"15.08.2021 12:30 - 15.08.2021 12:45","50909","50702"
"15.08.2021 12:45 - 15.08.2021 13:00","50656","49870"
"15.08.2021 13:00 - 15.08.2021 13:15","50025","49702"
"15.08.2021 13:15 - 15.08.2021 13:30","49717","49525"
"15.08.2021 13:30 - 15.08.2021 13:45","49437","49088"
"15.08.2021 13:45 - 15.08.2021 14:00","49011","48753"
"15.08.2021 14:00 - 15.08.2021 14:15","48681","48436"
"15.08.2021 14:15 - 15.08.2021 14:30","48431","48125"
"15.08.2021 14:30 - 15.08.2021 14:45","48142","48228"
"15.08.2021 14:45 - 15.08.2021 15:00","47900","48280"
"15.08.2021 15:00 - 15.08.2021 15:15","47764","48065"
"15.08.2021 15:15 - 15.08.2021 15:30","47484","48127"
"15.08.2021 15:30 - 15.08.2021 15:45","47203","48125"
"15.08.2021 15:45 - 15.08.2021 16:00","47110","47836"
"15.08.2021 16:00 - 15.08.2021 16:15","47232","47586"
"15.08.2021 16:15 - 15.08.2021 16:30","47114","47675"
"15.08.2021 16:30 - 15.08.2021 16:45","47313","47474"
"15.08.2021 16:45 - 15.08.2021 17:00","47411","47649"
"15.08.2021 17:00 - 15.08.2021 17:15","47712","47750"
"15.08.2021 17:15 - 15.08.2021 17:30","47893","48029"
"15.08.2021 17:30 - 15.08.2021 17:45","48072","48257"
"15.08.2021 17:45 - 15.08.2021 18:00","48175","48494"
"15.08.2021 18:00 - 15.08.2021 18:15","48709","49579"
"15.08.2021 18:15 - 15.08.2021 18:30","48706","49777"
"15.08.2021 18:30 - 15.08.2021 18:45","48497","49888"
"15.08.2021 18:45 - 15.08.2021 19:00","48248","49276"
"15.08.2021 19:00 - 15.08.2021 19:15","48569","49478"
"15.08.2021 19:15 - 15.08.2021 19:30","48112","49186"
"15.08.2021 19:30 - 15.08.2021 19:45","48062","48795"
"15.08.2021 19:45 - 15.08.2021 20:00","47794","48918"
"15.08.2021 20:00 - 15.08.2021 20:15","47503","48596"
"15.08.2021 20:15 - 15.08.2021 20:30","47344","48506"
"15.08.2021 20:30 - 15.08.2021 20:45","47274","48576"
"15.08.2021 20:45 - 15.08.2021 21:00","47182","48794"
"15.08.2021 21:00 - 15.08.2021 21:15","46978","49061"
"15.08.2021 21:15 - 15.08.2021 21:30","46798","48812"
"15.08.2021 21:30 - 15.08.2021 21:45","46683","48521"
"15.08.2021 21:45 - 15.08.2021 22:00","46504","48407"
"15.08.2021 22:00 - 15.08.2021 22:15","46101","47893"
"15.08.2021 22:15 - 15.08.2021 22:30","45571","47180"
"15.08.2021 22:30 - 15.08.2021 22:45","45068","46363"
"15.08.2021 22:45 - 15.08.2021 23:00","44404","46116"
"15.08.2021 23:00 - 15.08.2021 23:15","43634","45495"
"15.08.2021 23:15 - 15.08.2021 23:30","43043","45038"
"15.08.2021 23:30 - 15.08.2021 23:45","42488","44315"
"15.08.2021 23:45 - 16.08.2021 00:00","41962","44081"
"16.08.2021 00:00 - 16.08.2021 00:15","43023","43388"
"16.08.2021 00:15 - 16.08.2021 00:30","42734","42810"
"16.08.2021 00:30 - 16.08.2021 00:45","42504","42567"
"16.08.2021 00:45 - 16.08.2021 01:00","42148","42118"
"16.08.2021 01:00 - 16.08.2021 01:15","41925","41702"
"16.08.2021 01:15 - 16.08.2021 01:30","41755","41363"
"16.08.2021 01:30 - 16.08.2021 01:45","41505","41278"
"16.08.2021 01:45 - 16.08.2021 02:00","41431","41190"
