"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|SI","Without Sequence","61.84","",""
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|SI","Without Sequence","51.44","",""
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|SI","Without Sequence","55.91","",""
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|SI","Without Sequence","46.94","",""
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|SI","Without Sequence","37.67","",""
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|SI","Without Sequence","39.70","",""
"01/01/2022 06:00:00 - 01/01/2022 07:00:00","BZN|SI","Without Sequence","40.59","",""
"01/01/2022 07:00:00 - 01/01/2022 08:00:00","BZN|SI","Without Sequence","43.26","",""
"01/01/2022 08:00:00 - 01/01/2022 09:00:00","BZN|SI","Without Sequence","49.66","",""
"01/01/2022 09:00:00 - 01/01/2022 10:00:00","BZN|SI","Without Sequence","70.05","",""
"01/01/2022 10:00:00 - 01/01/2022 11:00:00","BZN|SI","Without Sequence","76.79","",""
"01/01/2022 11:00:00 - 01/01/2022 12:00:00","BZN|SI","Without Sequence","84.10","",""
"01/01/2022 12:00:00 - 01/01/2022 13:00:00","BZN|SI","Without Sequence","94.74","",""
"01/01/2022 13:00:00 - 01/01/2022 14:00:00","BZN|SI","Without Sequence","96.80","",""
"01/01/2022 14:00:00 - 01/01/2022 15:00:00","BZN|SI","Without Sequence","97.17","",""
"01/01/2022 15:00:00 - 01/01/2022 16:00:00","BZN|SI","Without Sequence","101.00","",""
"01/01/2022 16:00:00 - 01/01/2022 17:00:00","BZN|SI","Without Sequence","126.60","",""
"01/01/2022 17:00:00 - 01/01/2022 18:00:00","BZN|SI","Without Sequence","149.97","",""
"01/01/2022 18:00:00 - 01/01/2022 19:00:00","BZN|SI","Without Sequence","146.33","",""
"01/01/2022 19:00:00 - 01/01/2022 20:00:00","BZN|SI","Without Sequence","140.28","",""
"01/01/2022 20:00:00 - 01/01/2022 21:00:00","BZN|SI","Without Sequence","121.88","",""
"01/01/2022 21:00:00 - 01/01/2022 22:00:00","BZN|SI","Without Sequence","102.61","",""
"01/01/2022 22:00:00 - 01/01/2022 23:00:00","BZN|SI","Without Sequence","97.46","",""
"01/01/2022 23:00:00 - 02/01/2022 00:00:00","BZN|SI","Without Sequence","85.16","",""
"02/01/2022 00:00:00 - 02/01/2022 01:00:00","BZN|SI","Without Sequence","57.08","",""
"02/01/2022 01:00:00 - 02/01/2022 02:00:00","BZN|SI","Without Sequence","52.59","",""
"02/01/2022 02:00:00 - 02/01/2022 03:00:00","BZN|SI","Without Sequence","48.97","",""
"02/01/2022 03:00:00 - 02/01/2022 04:00:00","BZN|SI","Without Sequence","34.94","",""
"02/01/2022 04:00:00 - 02/01/2022 05:00:00","BZN|SI","Without Sequence","29.56","",""
"02/01/2022 05:00:00 - 02/01/2022 06:00:00","BZN|SI","Without Sequence","33.97","",""
"02/01/2022 06:00:00 - 02/01/2022 07:00:00","BZN|SI","Without Sequence","34.52","",""
"02/01/2022 07:00:00 - 02/01/2022 08:00:00","BZN|SI","Without Sequence","41.80","",""
"02/01/2022 08:00:00 - 02/01/2022 09:00:00","BZN|SI","Without Sequence","48.95","",""
"02/01/2022 09:00:00 - 02/01/2022 10:00:00","BZN|SI","Without Sequence","60.01","",""
"02/01/2022 10:00:00 - 02/01/2022 11:00:00","BZN|SI","Without Sequence","70.09","",""
"02/01/2022 11:00:00 - 02/01/2022 12:00:00","BZN|SI","Without Sequence","66.26","",""
"02/01/2022 12:00:00 - 02/01/2022 13:00:00","BZN|SI","Without Sequence","64.54","",""
"02/01/2022 13:00:00 - 02/01/2022 14:00:00","BZN|SI","Without Sequence","46.96","",""
"02/01/2022 14:00:00 - 02/01/2022 15:00:00","BZN|SI","Without Sequence","65.19","",""
"02/01/2022 15:00:00 - 02/01/2022 16:00:00","BZN|SI","Without Sequence","60.07","",""
"02/01/2022 16:00:00 - 02/01/2022 17:00:00","BZN|SI","Without Sequence","88.46","",""
"02/01/2022 17:00:00 - 02/01/2022 18:00:00","BZN|SI","Without Sequence","95.40","",""
"02/01/2022 18:00:00 - 02/01/2022 19:00:00","BZN|SI","Without Sequence","86.71","",""
"02/01/2022 19:00:00 - 02/01/2022 20:00:00","BZN|SI","Without Sequence","71.72","",""
"02/01/2022 20:00:00 - 02/01/2022 21:00:00","BZN|SI","Without Sequence","56.73","",""
"02/01/2022 21:00:00 - 02/01/2022 22:00:00","BZN|SI","Without Sequence","46.16","",""
"02/01/2022 22:00:00 - 02/01/2022 23:00:00","BZN|SI","Without Sequence","46.29","",""
"02/01/2022 23:00:00 - 03/01/2022 00:00:00","BZN|SI","Without Sequence","32.93","",""
"03/01/2022 00:00:00 - 03/01/2022 01:00:00","BZN|SI","Without Sequence","20.89","",""
"03/01/2022 01:00:00 - 03/01/2022 02:00:00","BZN|SI","Without Sequence","9.70","",""
"03/01/2022 02:00:00 - 03/01/2022 03:00:00","BZN|SI","Without Sequence","9.70","",""
"03/01/2022 03:00:00 - 03/01/2022 04:00:00","BZN|SI","Without Sequence","7.07","",""
"03/01/2022 04:00:00 - 03/01/2022 05:00:00","BZN|SI","Without Sequence","8.99","",""
"03/01/2022 05:00:00 - 03/01/2022 06:00:00","BZN|SI","Without Sequence","15.34","",""
"03/01/2022 06:00:00 - 03/01/2022 07:00:00","BZN|SI","Without Sequence","162.86","",""
"03/01/2022 07:00:00 - 03/01/2022 08:00:00","BZN|SI","Without Sequence","202.03","",""
"03/01/2022 08:00:00 - 03/01/2022 09:00:00","BZN|SI","Without Sequence","212.00","",""
"03/01/2022 09:00:00 - 03/01/2022 10:00:00","BZN|SI","Without Sequence","232.00","",""
"03/01/2022 10:00:00 - 03/01/2022 11:00:00","BZN|SI","Without Sequence","239.51","",""
"03/01/2022 11:00:00 - 03/01/2022 12:00:00","BZN|SI","Without Sequence","212.22","",""
"03/01/2022 12:00:00 - 03/01/2022 13:00:00","BZN|SI","Without Sequence","202.03","",""
"03/01/2022 13:00:00 - 03/01/2022 14:00:00","BZN|SI","Without Sequence","199.89","",""
"03/01/2022 14:00:00 - 03/01/2022 15:00:00","BZN|SI","Without Sequence","207.16","",""
"03/01/2022 15:00:00 - 03/01/2022 16:00:00","BZN|SI","Without Sequence","265.00","",""
"03/01/2022 16:00:00 - 03/01/2022 17:00:00","BZN|SI","Without Sequence","270.00","",""
"03/01/2022 17:00:00 - 03/01/2022 18:00:00","BZN|SI","Without Sequence","292.36","",""
"03/01/2022 18:00:00 - 03/01/2022 19:00:00","BZN|SI","Without Sequence","265.43","",""
"03/01/2022 19:00:00 - 03/01/2022 20:00:00","BZN|SI","Without Sequence","240.10","",""
